"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1984","Employed","East Germany","","","","","","","","","","","","","",""
"1984","Employed","West Germany","7.58","8","7461","5","7","9","10","10","7.53","7.63","0","10","8","8"
"1984","Not Employed","East Germany","","","","","","","","","","","","","",""
"1984","Not Employed","West Germany","7.27","8","4581","4","6","9","10","10","7.2","7.34","0","10","8","8"
"1985","Employed","East Germany","","","","","","","","","","","","","",""
"1985","Employed","West Germany","7.47","8","6782","5","7","9","10","10","7.43","7.51","0","10","8","8"
"1985","Not Employed","East Germany","","","","","","","","","","","","","",""
"1985","Not Employed","West Germany","7.21","8","4164","4","6","9","10","10","7.14","7.28","0","10","8","8"
"1986","Employed","East Germany","","","","","","","","","","","","","",""
"1986","Employed","West Germany","7.58","8","6621","5","7","9","10","10","7.54","7.62","0","10","8","8"
"1986","Not Employed","East Germany","","","","","","","","","","","","","",""
"1986","Not Employed","West Germany","7.43","8","3895","5","6","9","10","10","7.37","7.49","0","10","8","8"
"1987","Employed","East Germany","","","","","","","","","","","","","",""
"1987","Employed","West Germany","7.33","8","6636","5","6","8","9","10","7.29","7.37","0","10","8","8"
"1987","Not Employed","East Germany","","","","","","","","","","","","","",""
"1987","Not Employed","West Germany","7.21","8","3744","5","6","9","10","10","7.15","7.27","0","10","8","8"
"1988","Employed","East Germany","","","","","","","","","","","","","",""
"1988","Employed","West Germany","","","","","","","","","","","","","",""
"1988","Not Employed","East Germany","","","","","","","","","","","","","",""
"1988","Not Employed","West Germany","","","","","","","","","","","","","",""
"1989","Employed","East Germany","","","","","","","","","","","","","",""
"1989","Employed","West Germany","","","","","","","","","","","","","",""
"1989","Not Employed","East Germany","","","","","","","","","","","","","",""
"1989","Not Employed","West Germany","","","","","","","","","","","","","",""
"1990","Employed","East Germany","","","","","","","","","","","","","",""
"1990","Employed","West Germany","","","","","","","","","","","","","",""
"1990","Not Employed","East Germany","","","","","","","","","","","","","",""
"1990","Not Employed","West Germany","","","","","","","","","","","","","",""
"1991","Employed","East Germany","","","","","","","","","","","","","",""
"1991","Employed","West Germany","","","","","","","","","","","","","",""
"1991","Not Employed","East Germany","","","","","","","","","","","","","",""
"1991","Not Employed","West Germany","","","","","","","","","","","","","",""
"1992","Employed","East Germany","","","","","","","","","","","","","",""
"1992","Employed","West Germany","","","","","","","","","","","","","",""
"1992","Not Employed","East Germany","","","","","","","","","","","","","",""
"1992","Not Employed","West Germany","","","","","","","","","","","","","",""
"1993","Employed","East Germany","","","","","","","","","","","","","",""
"1993","Employed","West Germany","","","","","","","","","","","","","",""
"1993","Not Employed","East Germany","","","","","","","","","","","","","",""
"1993","Not Employed","West Germany","","","","","","","","","","","","","",""
"1994","Employed","East Germany","","","","","","","","","","","","","",""
"1994","Employed","West Germany","","","","","","","","","","","","","",""
"1994","Not Employed","East Germany","","","","","","","","","","","","","",""
"1994","Not Employed","West Germany","","","","","","","","","","","","","",""
"1995","Employed","East Germany","","","","","","","","","","","","","",""
"1995","Employed","West Germany","","","","","","","","","","","","","",""
"1995","Not Employed","East Germany","","","","","","","","","","","","","",""
"1995","Not Employed","West Germany","","","","","","","","","","","","","",""
"1996","Employed","East Germany","","","","","","","","","","","","","",""
"1996","Employed","West Germany","","","","","","","","","","","","","",""
"1996","Not Employed","East Germany","","","","","","","","","","","","","",""
"1996","Not Employed","West Germany","","","","","","","","","","","","","",""
"1997","Employed","East Germany","","","","","","","","","","","","","",""
"1997","Employed","West Germany","","","","","","","","","","","","","",""
"1997","Not Employed","East Germany","","","","","","","","","","","","","",""
"1997","Not Employed","West Germany","","","","","","","","","","","","","",""
"1998","Employed","East Germany","","","","","","","","","","","","","",""
"1998","Employed","West Germany","","","","","","","","","","","","","",""
"1998","Not Employed","East Germany","","","","","","","","","","","","","",""
"1998","Not Employed","West Germany","","","","","","","","","","","","","",""
"1999","Employed","East Germany","","","","","","","","","","","","","",""
"1999","Employed","West Germany","","","","","","","","","","","","","",""
"1999","Not Employed","East Germany","","","","","","","","","","","","","",""
"1999","Not Employed","West Germany","","","","","","","","","","","","","",""
"2000","Employed","East Germany","","","","","","","","","","","","","",""
"2000","Employed","West Germany","","","","","","","","","","","","","",""
"2000","Not Employed","East Germany","","","","","","","","","","","","","",""
"2000","Not Employed","West Germany","","","","","","","","","","","","","",""
"2001","Employed","East Germany","","","","","","","","","","","","","",""
"2001","Employed","West Germany","","","","","","","","","","","","","",""
"2001","Not Employed","East Germany","","","","","","","","","","","","","",""
"2001","Not Employed","West Germany","","","","","","","","","","","","","",""
"2002","Employed","East Germany","","","","","","","","","","","","","",""
"2002","Employed","West Germany","","","","","","","","","","","","","",""
"2002","Not Employed","East Germany","","","","","","","","","","","","","",""
"2002","Not Employed","West Germany","","","","","","","","","","","","","",""
"2003","Employed","East Germany","","","","","","","","","","","","","",""
"2003","Employed","West Germany","","","","","","","","","","","","","",""
"2003","Not Employed","East Germany","","","","","","","","","","","","","",""
"2003","Not Employed","West Germany","","","","","","","","","","","","","",""
"2004","Employed","East Germany","","","","","","","","","","","","","",""
"2004","Employed","West Germany","","","","","","","","","","","","","",""
"2004","Not Employed","East Germany","","","","","","","","","","","","","",""
"2004","Not Employed","West Germany","","","","","","","","","","","","","",""
"2005","Employed","East Germany","","","","","","","","","","","","","",""
"2005","Employed","West Germany","","","","","","","","","","","","","",""
"2005","Not Employed","East Germany","","","","","","","","","","","","","",""
"2005","Not Employed","West Germany","","","","","","","","","","","","","",""
"2006","Employed","East Germany","","","","","","","","","","","","","",""
"2006","Employed","West Germany","","","","","","","","","","","","","",""
"2006","Not Employed","East Germany","","","","","","","","","","","","","",""
"2006","Not Employed","West Germany","","","","","","","","","","","","","",""
"2007","Employed","East Germany","","","","","","","","","","","","","",""
"2007","Employed","West Germany","","","","","","","","","","","","","",""
"2007","Not Employed","East Germany","","","","","","","","","","","","","",""
"2007","Not Employed","West Germany","","","","","","","","","","","","","",""
"2008","Employed","East Germany","6.89","7","2798","5","6","8","9","10","6.83","6.95","0","10","7","7"
"2008","Employed","West Germany","7.28","8","9059","5","7","8","9","10","7.25","7.31","0","10","8","8"
"2008","Not Employed","East Germany","6.17","6","1976","3","5","8","8","10","6.09","6.25","0","10","6","7"
"2008","Not Employed","West Germany","6.83","7","5407","4","6","8","9","10","6.78","6.88","0","10","7","7"
"2009","Employed","East Germany","","","","","","","","","","","","","",""
"2009","Employed","West Germany","","","","","","","","","","","","","",""
"2009","Not Employed","East Germany","","","","","","","","","","","","","",""
"2009","Not Employed","West Germany","","","","","","","","","","","","","",""
"2010","Employed","East Germany","","","","","","","","","","","","","",""
"2010","Employed","West Germany","","","","","","","","","","","","","",""
"2010","Not Employed","East Germany","","","","","","","","","","","","","",""
"2010","Not Employed","West Germany","","","","","","","","","","","","","",""
"2011","Employed","East Germany","","","","","","","","","","","","","",""
"2011","Employed","West Germany","","","","","","","","","","","","","",""
"2011","Not Employed","East Germany","","","","","","","","","","","","","",""
"2011","Not Employed","West Germany","","","","","","","","","","","","","",""
"2012","Employed","East Germany","","","","","","","","","","","","","",""
"2012","Employed","West Germany","","","","","","","","","","","","","",""
"2012","Not Employed","East Germany","","","","","","","","","","","","","",""
"2012","Not Employed","West Germany","","","","","","","","","","","","","",""
"2013","Employed","East Germany","7.24","8","2587","5","7","8","9","10","7.18","7.3","0","10","8","8"
"2013","Employed","West Germany","7.57","8","8920","5","7","9","9","10","7.54","7.6","0","10","8","8"
"2013","Not Employed","East Germany","6.54","7","2225","4","5","8","9","10","6.46","6.62","0","10","7","7"
"2013","Not Employed","West Germany","7.27","8","9895","5","6","9","9","10","7.23","7.31","0","10","8","8"
"2014","Employed","East Germany","","","","","","","","","","","","","",""
"2014","Employed","West Germany","","","","","","","","","","","","","",""
"2014","Not Employed","East Germany","","","","","","","","","","","","","",""
"2014","Not Employed","West Germany","","","","","","","","","","","","","",""
"2015","Employed","East Germany","","","","","","","","","","","","","",""
"2015","Employed","West Germany","","","","","","","","","","","","","",""
"2015","Not Employed","East Germany","","","","","","","","","","","","","",""
"2015","Not Employed","West Germany","","","","","","","","","","","","","",""
"2016","Employed","East Germany","","","","","","","","","","","","","",""
"2016","Employed","West Germany","","","","","","","","","","","","","",""
"2016","Not Employed","East Germany","","","","","","","","","","","","","",""
"2016","Not Employed","West Germany","","","","","","","","","","","","","",""
"2017","Employed","East Germany","","","","","","","","","","","","","",""
"2017","Employed","West Germany","","","","","","","","","","","","","",""
"2017","Not Employed","East Germany","","","","","","","","","","","","","",""
"2017","Not Employed","West Germany","","","","","","","","","","","","","",""
"2018","Employed","East Germany","7.57","8","3503","5","7","8","9","10","7.52","7.62","0","10","8","8"
"2018","Employed","West Germany","7.83","8","13831","6","7","9","9","10","7.81","7.85","0","10","8","8"
"2018","Not Employed","East Germany","6.84","7","1976","5","6","8","9","10","6.76","6.92","0","10","7","7"
"2018","Not Employed","West Germany","7.29","8","6154","5","6","8","9","10","7.24","7.34","0","10","8","8"
