"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"1984","college entrance qualification","Female","7.78","8","477","5","7","9","10","7.61","7.95","8","8"
"1984","college entrance qualification","Male","7.81","8","791","5","7","9","10","7.69","7.93","8","8"
"1984","lower secondary degree","Female","7.31","8","3242","5","6","9","10","7.24","7.38","8","8"
"1984","lower secondary degree","Male","7.24","8","2805","5","6","9","10","7.16","7.32","8","8"
"1984","no degree/no degree yet","Female","7.31","8","704","5","6","9","10","7.14","7.48","8","8"
"1984","no degree/no degree yet","Male","7.31","8","582","4","6","9","10","7.12","7.5","7","8"
"1984","Other degree","Female","7.45","8","569","4","6","9","10","7.28","7.62","8","8"
"1984","Other degree","Male","7.1","8","856","4","5","9","10","6.94","7.26","8","8"
"1984","secondary school degree","Female","7.84","8","1105","5","7","9","10","7.73","7.95","8","8"
"1984","secondary school degree","Male","7.81","8","822","5","7","9","10","7.69","7.93","8","8"
"1985","college entrance qualification","Female","7.72","8","458","5","7","9","10","7.56","7.88","8","8"
"1985","college entrance qualification","Male","7.62","8","760","5","7","9","10","7.5","7.74","8","8"
"1985","lower secondary degree","Female","7.24","8","2888","5","6","9","10","7.16","7.32","8","8"
"1985","lower secondary degree","Male","7.16","8","2542","5","6","9","10","7.08","7.24","8","8"
"1985","no degree/no degree yet","Female","7.24","8","571","4","6","9","10","7.07","7.41","8","8"
"1985","no degree/no degree yet","Male","7.43","8","506","5","6","9","10","7.25","7.61","8","8"
"1985","Other degree","Female","7.13","8","478","4","6","9","10","6.93","7.33","7","8"
"1985","Other degree","Male","7.16","8","741","4","6","9","10","7.01","7.31","8","8"
"1985","secondary school degree","Female","7.68","8","1069","5","7","9","10","7.57","7.79","8","8"
"1985","secondary school degree","Male","7.58","8","794","5","7","9","10","7.46","7.7","8","8"
"1986","college entrance qualification","Female","7.78","8","478","5","7","9","10","7.63","7.93","8","8"
"1986","college entrance qualification","Male","7.73","8","765","5","7","9","10","7.62","7.84","8","8"
"1986","lower secondary degree","Female","7.41","8","2709","5","6","9","10","7.34","7.48","8","8"
"1986","lower secondary degree","Male","7.41","8","2418","5","6","9","10","7.34","7.48","8","8"
"1986","no degree/no degree yet","Female","7.29","8","542","5","6","9","10","7.13","7.45","7","8"
"1986","no degree/no degree yet","Male","7.4","8","483","5","6","9","10","7.21","7.59","8","8"
"1986","Other degree","Female","7.51","8","450","5","6","9","10","7.33","7.69","8","8"
"1986","Other degree","Male","7.28","8","702","5","6","9","10","7.13","7.43","8","8"
"1986","secondary school degree","Female","7.72","8","1052","5","7","9","10","7.62","7.82","8","8"
"1986","secondary school degree","Male","7.62","8","773","5","7","9","10","7.5","7.74","8","8"
"1987","college entrance qualification","Female","7.41","8","464","5","7","9","10","7.25","7.57","8","8"
"1987","college entrance qualification","Male","7.54","8","751","5","7","9","9","7.42","7.66","8","8"
"1987","lower secondary degree","Female","7.17","8","2664","5","6","8","10","7.1","7.24","8","8"
"1987","lower secondary degree","Male","7.22","8","2405","5","6","8","10","7.14","7.3","8","8"
"1987","no degree/no degree yet","Female","7.08","8","542","4","6","8","9","6.92","7.24","8","8"
"1987","no degree/no degree yet","Male","7.08","8","451","4","5","9","10","6.88","7.28","8","8"
"1987","Other degree","Female","7.4","8","453","5","6","9","10","7.23","7.57","7","8"
"1987","Other degree","Male","7.14","7.76","677","5","6","8","9","7","7.28","8","8"
"1987","secondary school degree","Female","7.48","8","1031","5","7","9","10","7.37","7.59","8","8"
"1987","secondary school degree","Male","7.35","8","779","5","7","8","9","7.23","7.47","8","8"
"1988","college entrance qualification","Female","","","","","","","","","","",""
"1988","college entrance qualification","Male","","","","","","","","","","",""
"1988","lower secondary degree","Female","","","","","","","","","","",""
"1988","lower secondary degree","Male","","","","","","","","","","",""
"1988","no degree/no degree yet","Female","","","","","","","","","","",""
"1988","no degree/no degree yet","Male","","","","","","","","","","",""
"1988","Other degree","Female","","","","","","","","","","",""
"1988","Other degree","Male","","","","","","","","","","",""
"1988","secondary school degree","Female","","","","","","","","","","",""
"1988","secondary school degree","Male","","","","","","","","","","",""
"1989","college entrance qualification","Female","","","","","","","","","","",""
"1989","college entrance qualification","Male","","","","","","","","","","",""
"1989","lower secondary degree","Female","","","","","","","","","","",""
"1989","lower secondary degree","Male","","","","","","","","","","",""
"1989","no degree/no degree yet","Female","","","","","","","","","","",""
"1989","no degree/no degree yet","Male","","","","","","","","","","",""
"1989","Other degree","Female","","","","","","","","","","",""
"1989","Other degree","Male","","","","","","","","","","",""
"1989","secondary school degree","Female","","","","","","","","","","",""
"1989","secondary school degree","Male","","","","","","","","","","",""
"1990","college entrance qualification","Female","","","","","","","","","","",""
"1990","college entrance qualification","Male","","","","","","","","","","",""
"1990","lower secondary degree","Female","","","","","","","","","","",""
"1990","lower secondary degree","Male","","","","","","","","","","",""
"1990","no degree/no degree yet","Female","","","","","","","","","","",""
"1990","no degree/no degree yet","Male","","","","","","","","","","",""
"1990","Other degree","Female","","","","","","","","","","",""
"1990","Other degree","Male","","","","","","","","","","",""
"1990","secondary school degree","Female","","","","","","","","","","",""
"1990","secondary school degree","Male","","","","","","","","","","",""
"1991","college entrance qualification","Female","","","","","","","","","","",""
"1991","college entrance qualification","Male","","","","","","","","","","",""
"1991","lower secondary degree","Female","","","","","","","","","","",""
"1991","lower secondary degree","Male","","","","","","","","","","",""
"1991","no degree/no degree yet","Female","","","","","","","","","","",""
"1991","no degree/no degree yet","Male","","","","","","","","","","",""
"1991","Other degree","Female","","","","","","","","","","",""
"1991","Other degree","Male","","","","","","","","","","",""
"1991","secondary school degree","Female","","","","","","","","","","",""
"1991","secondary school degree","Male","","","","","","","","","","",""
"1992","college entrance qualification","Female","","","","","","","","","","",""
"1992","college entrance qualification","Male","","","","","","","","","","",""
"1992","lower secondary degree","Female","","","","","","","","","","",""
"1992","lower secondary degree","Male","","","","","","","","","","",""
"1992","no degree/no degree yet","Female","","","","","","","","","","",""
"1992","no degree/no degree yet","Male","","","","","","","","","","",""
"1992","Other degree","Female","","","","","","","","","","",""
"1992","Other degree","Male","","","","","","","","","","",""
"1992","secondary school degree","Female","","","","","","","","","","",""
"1992","secondary school degree","Male","","","","","","","","","","",""
"1993","college entrance qualification","Female","","","","","","","","","","",""
"1993","college entrance qualification","Male","","","","","","","","","","",""
"1993","lower secondary degree","Female","","","","","","","","","","",""
"1993","lower secondary degree","Male","","","","","","","","","","",""
"1993","no degree/no degree yet","Female","","","","","","","","","","",""
"1993","no degree/no degree yet","Male","","","","","","","","","","",""
"1993","Other degree","Female","","","","","","","","","","",""
"1993","Other degree","Male","","","","","","","","","","",""
"1993","secondary school degree","Female","","","","","","","","","","",""
"1993","secondary school degree","Male","","","","","","","","","","",""
"1994","college entrance qualification","Female","","","","","","","","","","",""
"1994","college entrance qualification","Male","","","","","","","","","","",""
"1994","lower secondary degree","Female","","","","","","","","","","",""
"1994","lower secondary degree","Male","","","","","","","","","","",""
"1994","no degree/no degree yet","Female","","","","","","","","","","",""
"1994","no degree/no degree yet","Male","","","","","","","","","","",""
"1994","Other degree","Female","","","","","","","","","","",""
"1994","Other degree","Male","","","","","","","","","","",""
"1994","secondary school degree","Female","","","","","","","","","","",""
"1994","secondary school degree","Male","","","","","","","","","","",""
"1995","college entrance qualification","Female","","","","","","","","","","",""
"1995","college entrance qualification","Male","","","","","","","","","","",""
"1995","lower secondary degree","Female","","","","","","","","","","",""
"1995","lower secondary degree","Male","","","","","","","","","","",""
"1995","no degree/no degree yet","Female","","","","","","","","","","",""
"1995","no degree/no degree yet","Male","","","","","","","","","","",""
"1995","Other degree","Female","","","","","","","","","","",""
"1995","Other degree","Male","","","","","","","","","","",""
"1995","secondary school degree","Female","","","","","","","","","","",""
"1995","secondary school degree","Male","","","","","","","","","","",""
"1996","college entrance qualification","Female","","","","","","","","","","",""
"1996","college entrance qualification","Male","","","","","","","","","","",""
"1996","lower secondary degree","Female","","","","","","","","","","",""
"1996","lower secondary degree","Male","","","","","","","","","","",""
"1996","no degree/no degree yet","Female","","","","","","","","","","",""
"1996","no degree/no degree yet","Male","","","","","","","","","","",""
"1996","Other degree","Female","","","","","","","","","","",""
"1996","Other degree","Male","","","","","","","","","","",""
"1996","secondary school degree","Female","","","","","","","","","","",""
"1996","secondary school degree","Male","","","","","","","","","","",""
"1997","college entrance qualification","Female","","","","","","","","","","",""
"1997","college entrance qualification","Male","","","","","","","","","","",""
"1997","lower secondary degree","Female","","","","","","","","","","",""
"1997","lower secondary degree","Male","","","","","","","","","","",""
"1997","no degree/no degree yet","Female","","","","","","","","","","",""
"1997","no degree/no degree yet","Male","","","","","","","","","","",""
"1997","Other degree","Female","","","","","","","","","","",""
"1997","Other degree","Male","","","","","","","","","","",""
"1997","secondary school degree","Female","","","","","","","","","","",""
"1997","secondary school degree","Male","","","","","","","","","","",""
"1998","college entrance qualification","Female","","","","","","","","","","",""
"1998","college entrance qualification","Male","","","","","","","","","","",""
"1998","lower secondary degree","Female","","","","","","","","","","",""
"1998","lower secondary degree","Male","","","","","","","","","","",""
"1998","no degree/no degree yet","Female","","","","","","","","","","",""
"1998","no degree/no degree yet","Male","","","","","","","","","","",""
"1998","Other degree","Female","","","","","","","","","","",""
"1998","Other degree","Male","","","","","","","","","","",""
"1998","secondary school degree","Female","","","","","","","","","","",""
"1998","secondary school degree","Male","","","","","","","","","","",""
"1999","college entrance qualification","Female","","","","","","","","","","",""
"1999","college entrance qualification","Male","","","","","","","","","","",""
"1999","lower secondary degree","Female","","","","","","","","","","",""
"1999","lower secondary degree","Male","","","","","","","","","","",""
"1999","no degree/no degree yet","Female","","","","","","","","","","",""
"1999","no degree/no degree yet","Male","","","","","","","","","","",""
"1999","Other degree","Female","","","","","","","","","","",""
"1999","Other degree","Male","","","","","","","","","","",""
"1999","secondary school degree","Female","","","","","","","","","","",""
"1999","secondary school degree","Male","","","","","","","","","","",""
"2000","college entrance qualification","Female","","","","","","","","","","",""
"2000","college entrance qualification","Male","","","","","","","","","","",""
"2000","lower secondary degree","Female","","","","","","","","","","",""
"2000","lower secondary degree","Male","","","","","","","","","","",""
"2000","no degree/no degree yet","Female","","","","","","","","","","",""
"2000","no degree/no degree yet","Male","","","","","","","","","","",""
"2000","Other degree","Female","","","","","","","","","","",""
"2000","Other degree","Male","","","","","","","","","","",""
"2000","secondary school degree","Female","","","","","","","","","","",""
"2000","secondary school degree","Male","","","","","","","","","","",""
"2001","college entrance qualification","Female","","","","","","","","","","",""
"2001","college entrance qualification","Male","","","","","","","","","","",""
"2001","lower secondary degree","Female","","","","","","","","","","",""
"2001","lower secondary degree","Male","","","","","","","","","","",""
"2001","no degree/no degree yet","Female","","","","","","","","","","",""
"2001","no degree/no degree yet","Male","","","","","","","","","","",""
"2001","Other degree","Female","","","","","","","","","","",""
"2001","Other degree","Male","","","","","","","","","","",""
"2001","secondary school degree","Female","","","","","","","","","","",""
"2001","secondary school degree","Male","","","","","","","","","","",""
"2002","college entrance qualification","Female","","","","","","","","","","",""
"2002","college entrance qualification","Male","","","","","","","","","","",""
"2002","lower secondary degree","Female","","","","","","","","","","",""
"2002","lower secondary degree","Male","","","","","","","","","","",""
"2002","no degree/no degree yet","Female","","","","","","","","","","",""
"2002","no degree/no degree yet","Male","","","","","","","","","","",""
"2002","Other degree","Female","","","","","","","","","","",""
"2002","Other degree","Male","","","","","","","","","","",""
"2002","secondary school degree","Female","","","","","","","","","","",""
"2002","secondary school degree","Male","","","","","","","","","","",""
"2003","college entrance qualification","Female","","","","","","","","","","",""
"2003","college entrance qualification","Male","","","","","","","","","","",""
"2003","lower secondary degree","Female","","","","","","","","","","",""
"2003","lower secondary degree","Male","","","","","","","","","","",""
"2003","no degree/no degree yet","Female","","","","","","","","","","",""
"2003","no degree/no degree yet","Male","","","","","","","","","","",""
"2003","Other degree","Female","","","","","","","","","","",""
"2003","Other degree","Male","","","","","","","","","","",""
"2003","secondary school degree","Female","","","","","","","","","","",""
"2003","secondary school degree","Male","","","","","","","","","","",""
"2004","college entrance qualification","Female","","","","","","","","","","",""
"2004","college entrance qualification","Male","","","","","","","","","","",""
"2004","lower secondary degree","Female","","","","","","","","","","",""
"2004","lower secondary degree","Male","","","","","","","","","","",""
"2004","no degree/no degree yet","Female","","","","","","","","","","",""
"2004","no degree/no degree yet","Male","","","","","","","","","","",""
"2004","Other degree","Female","","","","","","","","","","",""
"2004","Other degree","Male","","","","","","","","","","",""
"2004","secondary school degree","Female","","","","","","","","","","",""
"2004","secondary school degree","Male","","","","","","","","","","",""
"2005","college entrance qualification","Female","","","","","","","","","","",""
"2005","college entrance qualification","Male","","","","","","","","","","",""
"2005","lower secondary degree","Female","","","","","","","","","","",""
"2005","lower secondary degree","Male","","","","","","","","","","",""
"2005","no degree/no degree yet","Female","","","","","","","","","","",""
"2005","no degree/no degree yet","Male","","","","","","","","","","",""
"2005","Other degree","Female","","","","","","","","","","",""
"2005","Other degree","Male","","","","","","","","","","",""
"2005","secondary school degree","Female","","","","","","","","","","",""
"2005","secondary school degree","Male","","","","","","","","","","",""
"2006","college entrance qualification","Female","","","","","","","","","","",""
"2006","college entrance qualification","Male","","","","","","","","","","",""
"2006","lower secondary degree","Female","","","","","","","","","","",""
"2006","lower secondary degree","Male","","","","","","","","","","",""
"2006","no degree/no degree yet","Female","","","","","","","","","","",""
"2006","no degree/no degree yet","Male","","","","","","","","","","",""
"2006","Other degree","Female","","","","","","","","","","",""
"2006","Other degree","Male","","","","","","","","","","",""
"2006","secondary school degree","Female","","","","","","","","","","",""
"2006","secondary school degree","Male","","","","","","","","","","",""
"2007","college entrance qualification","Female","","","","","","","","","","",""
"2007","college entrance qualification","Male","","","","","","","","","","",""
"2007","lower secondary degree","Female","","","","","","","","","","",""
"2007","lower secondary degree","Male","","","","","","","","","","",""
"2007","no degree/no degree yet","Female","","","","","","","","","","",""
"2007","no degree/no degree yet","Male","","","","","","","","","","",""
"2007","Other degree","Female","","","","","","","","","","",""
"2007","Other degree","Male","","","","","","","","","","",""
"2007","secondary school degree","Female","","","","","","","","","","",""
"2007","secondary school degree","Male","","","","","","","","","","",""
"2008","college entrance qualification","Female","7.5","8","2468","5","7","9","9","7.44","7.56","8","8"
"2008","college entrance qualification","Male","7.45","8","2656","5","7","8","9","7.39","7.51","8","8"
"2008","lower secondary degree","Female","6.72","7","3262","4","5","8","9","6.65","6.79","7","7"
"2008","lower secondary degree","Male","6.72","7","3137","4","5","8","9","6.65","6.79","7","7"
"2008","no degree/no degree yet","Female","6.91","7","290","4","6","8","9","6.7","7.12","7","8"
"2008","no degree/no degree yet","Male","7.4","8","254","5","7","9","9","7.2","7.6","8","8"
"2008","Other degree","Female","6.92","7","502","5","6","8","9","6.76","7.08","7","7"
"2008","Other degree","Male","6.6","7","427","4","5","8","9","6.41","6.79","7","7"
"2008","secondary school degree","Female","7.06","7","3295","5","6","8","9","7","7.12","7","8"
"2008","secondary school degree","Male","6.95","7","2447","5","6","8","9","6.88","7.02","7","7"
"2009","college entrance qualification","Female","","","","","","","","","","",""
"2009","college entrance qualification","Male","","","","","","","","","","",""
"2009","lower secondary degree","Female","","","","","","","","","","",""
"2009","lower secondary degree","Male","","","","","","","","","","",""
"2009","no degree/no degree yet","Female","","","","","","","","","","",""
"2009","no degree/no degree yet","Male","","","","","","","","","","",""
"2009","Other degree","Female","","","","","","","","","","",""
"2009","Other degree","Male","","","","","","","","","","",""
"2009","secondary school degree","Female","","","","","","","","","","",""
"2009","secondary school degree","Male","","","","","","","","","","",""
"2010","college entrance qualification","Female","","","","","","","","","","",""
"2010","college entrance qualification","Male","","","","","","","","","","",""
"2010","lower secondary degree","Female","","","","","","","","","","",""
"2010","lower secondary degree","Male","","","","","","","","","","",""
"2010","no degree/no degree yet","Female","","","","","","","","","","",""
"2010","no degree/no degree yet","Male","","","","","","","","","","",""
"2010","Other degree","Female","","","","","","","","","","",""
"2010","Other degree","Male","","","","","","","","","","",""
"2010","secondary school degree","Female","","","","","","","","","","",""
"2010","secondary school degree","Male","","","","","","","","","","",""
"2011","college entrance qualification","Female","","","","","","","","","","",""
"2011","college entrance qualification","Male","","","","","","","","","","",""
"2011","lower secondary degree","Female","","","","","","","","","","",""
"2011","lower secondary degree","Male","","","","","","","","","","",""
"2011","no degree/no degree yet","Female","","","","","","","","","","",""
"2011","no degree/no degree yet","Male","","","","","","","","","","",""
"2011","Other degree","Female","","","","","","","","","","",""
"2011","Other degree","Male","","","","","","","","","","",""
"2011","secondary school degree","Female","","","","","","","","","","",""
"2011","secondary school degree","Male","","","","","","","","","","",""
"2012","college entrance qualification","Female","","","","","","","","","","",""
"2012","college entrance qualification","Male","","","","","","","","","","",""
"2012","lower secondary degree","Female","","","","","","","","","","",""
"2012","lower secondary degree","Male","","","","","","","","","","",""
"2012","no degree/no degree yet","Female","","","","","","","","","","",""
"2012","no degree/no degree yet","Male","","","","","","","","","","",""
"2012","Other degree","Female","","","","","","","","","","",""
"2012","Other degree","Male","","","","","","","","","","",""
"2012","secondary school degree","Female","","","","","","","","","","",""
"2012","secondary school degree","Male","","","","","","","","","","",""
"2013","college entrance qualification","Female","7.83","8","2976","6","7","9","9","7.78","7.88","8","8"
"2013","college entrance qualification","Male","7.71","8","3034","6","7","9","9","7.66","7.76","8","8"
"2013","lower secondary degree","Female","6.98","7","3220","5","6","8","9","6.92","7.04","7","8"
"2013","lower secondary degree","Male","6.97","7","3149","5","6","8","9","6.91","7.03","7","8"
"2013","no degree/no degree yet","Female","7.11","7","509","4","6","9","10","6.94","7.28","8","8"
"2013","no degree/no degree yet","Male","7.52","8","466","5","7","9","10","7.34","7.7","8","8"
"2013","Other degree","Female","7.57","8","1905","5","7","9","10","7.49","7.65","8","8"
"2013","Other degree","Male","7.41","8","1561","5","7","9","10","7.32","7.5","8","8"
"2013","secondary school degree","Female","7.34","8","3550","5","7","8","9","7.29","7.39","8","8"
"2013","secondary school degree","Male","7.29","8","2614","5","7","8","9","7.22","7.36","8","8"
"2014","college entrance qualification","Female","","","","","","","","","","",""
"2014","college entrance qualification","Male","","","","","","","","","","",""
"2014","lower secondary degree","Female","","","","","","","","","","",""
"2014","lower secondary degree","Male","","","","","","","","","","",""
"2014","no degree/no degree yet","Female","","","","","","","","","","",""
"2014","no degree/no degree yet","Male","","","","","","","","","","",""
"2014","Other degree","Female","","","","","","","","","","",""
"2014","Other degree","Male","","","","","","","","","","",""
"2014","secondary school degree","Female","","","","","","","","","","",""
"2014","secondary school degree","Male","","","","","","","","","","",""
"2015","college entrance qualification","Female","","","","","","","","","","",""
"2015","college entrance qualification","Male","","","","","","","","","","",""
"2015","lower secondary degree","Female","","","","","","","","","","",""
"2015","lower secondary degree","Male","","","","","","","","","","",""
"2015","no degree/no degree yet","Female","","","","","","","","","","",""
"2015","no degree/no degree yet","Male","","","","","","","","","","",""
"2015","Other degree","Female","","","","","","","","","","",""
"2015","Other degree","Male","","","","","","","","","","",""
"2015","secondary school degree","Female","","","","","","","","","","",""
"2015","secondary school degree","Male","","","","","","","","","","",""
"2016","college entrance qualification","Female","","","","","","","","","","",""
"2016","college entrance qualification","Male","","","","","","","","","","",""
"2016","lower secondary degree","Female","","","","","","","","","","",""
"2016","lower secondary degree","Male","","","","","","","","","","",""
"2016","no degree/no degree yet","Female","","","","","","","","","","",""
"2016","no degree/no degree yet","Male","","","","","","","","","","",""
"2016","Other degree","Female","","","","","","","","","","",""
"2016","Other degree","Male","","","","","","","","","","",""
"2016","secondary school degree","Female","","","","","","","","","","",""
"2016","secondary school degree","Male","","","","","","","","","","",""
"2017","college entrance qualification","Female","","","","","","","","","","",""
"2017","college entrance qualification","Male","","","","","","","","","","",""
"2017","lower secondary degree","Female","","","","","","","","","","",""
"2017","lower secondary degree","Male","","","","","","","","","","",""
"2017","no degree/no degree yet","Female","","","","","","","","","","",""
"2017","no degree/no degree yet","Male","","","","","","","","","","",""
"2017","Other degree","Female","","","","","","","","","","",""
"2017","Other degree","Male","","","","","","","","","","",""
"2017","secondary school degree","Female","","","","","","","","","","",""
"2017","secondary school degree","Male","","","","","","","","","","",""
"2018","college entrance qualification","Female","7.95","8","3971","6","7","9","9","7.91","7.99","8","8"
"2018","college entrance qualification","Male","7.86","8","3654","6","7","9","9","7.82","7.9","8","8"
"2018","lower secondary degree","Female","7.21","8","2811","5","6","8","9","7.14","7.28","8","8"
"2018","lower secondary degree","Male","7.2","8","2833","5","6","8","9","7.13","7.27","8","8"
"2018","no degree/no degree yet","Female","7.3","8","486","5","6","9","10","7.12","7.48","8","8"
"2018","no degree/no degree yet","Male","7.4","8","396","5","6","9","10","7.21","7.59","8","8"
"2018","Other degree","Female","7.74","8","1605","6","7","9","10","7.66","7.82","8","8"
"2018","Other degree","Male","7.55","8","1285","5","7","9","10","7.46","7.64","8","8"
"2018","secondary school degree","Female","7.62","8","4241","5","7","9","9","7.57","7.67","8","8"
"2018","secondary school degree","Male","7.5","8","2942","5","7","8","9","7.44","7.56","8","8"
