"plh0110","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","Male","238","0.28347924611871","0.252594327534148","0.314364164703271"
"Very important","1990","Not Employed","Female","817","0.436924337218971","0.413591920357975","0.460256754079967"
"Very important","1990","Employed","Male","920","0.333982455550508","0.315758910721095","0.352206000379921"
"Very important","1990","Employed","Female","805","0.386658516310399","0.36498276566749","0.408334266953308"
"Important","1990","Not Employed","Male","352","0.440906429410652","0.40688230919865","0.474930549622654"
"Important","1990","Not Employed","Female","664","0.388719114771753","0.365788717081664","0.411649512461842"
"Important","1990","Employed","Male","1064","0.411023930989551","0.392012685200513","0.430035176778589"
"Important","1990","Employed","Female","727","0.37740974676374","0.355833947091736","0.398985546435743"
"Less important","1990","Not Employed","Male","157","0.179664718897273","0.153356070588535","0.20597336720601"
"Less important","1990","Not Employed","Female","132","0.0831398557924506","0.0701522406379819","0.0961274709469192"
"Less important","1990","Employed","Male","430","0.182754154803577","0.16782146002927","0.197686849577885"
"Less important","1990","Employed","Female","309","0.177300004698297","0.160300576735561","0.194299432661034"
"Quite unimportant","1990","Not Employed","Male","71","0.0959496055733658","0.075766436602417","0.116132774544315"
"Quite unimportant","1990","Not Employed","Female","123","0.0912166922168252","0.0776728913101039","0.104760493123546"
"Quite unimportant","1990","Employed","Male","159","0.0722394586563639","0.0622363868099003","0.0822425305028275"
"Quite unimportant","1990","Employed","Female","98","0.058631732227564","0.0481747751235198","0.0690886893316081"
"Very important","1991","Not Employed","Male","","","",""
"Very important","1991","Not Employed","Female","","","",""
"Very important","1991","Employed","Male","","","",""
"Very important","1991","Employed","Female","","","",""
"Important","1991","Not Employed","Male","","","",""
"Important","1991","Not Employed","Female","","","",""
"Important","1991","Employed","Male","","","",""
"Important","1991","Employed","Female","","","",""
"Less important","1991","Not Employed","Male","","","",""
"Less important","1991","Not Employed","Female","","","",""
"Less important","1991","Employed","Male","","","",""
"Less important","1991","Employed","Female","","","",""
"Quite unimportant","1991","Not Employed","Male","","","",""
"Quite unimportant","1991","Not Employed","Female","","","",""
"Quite unimportant","1991","Employed","Male","","","",""
"Quite unimportant","1991","Employed","Female","","","",""
"Very important","1992","Not Employed","Male","346","0.290441788012276","0.263735706648465","0.317147869376087"
"Very important","1992","Not Employed","Female","1131","0.43802119038543","0.417978667307079","0.45806371346378"
"Very important","1992","Employed","Male","1798","0.395634656205876","0.38060272581553","0.410666586596223"
"Very important","1992","Employed","Female","1813","0.480881929285269","0.463980449799547","0.497783408770991"
"Important","1992","Not Employed","Male","451","0.425034104241937","0.395952421416029","0.454115787067846"
"Important","1992","Not Employed","Female","827","0.373637081083239","0.354094457512788","0.39317970465369"
"Important","1992","Employed","Male","1421","0.36310324583725","0.348320081681955","0.377886409992545"
"Important","1992","Employed","Female","1024","0.326624329519943","0.310759865776314","0.342488793263572"
"Less important","1992","Not Employed","Male","174","0.157462888612451","0.136035451536201","0.178890325688701"
"Less important","1992","Not Employed","Female","175","0.0729940803220798","0.0624858414621062","0.0835023191820534"
"Less important","1992","Employed","Male","626","0.174832383950393","0.163156229164627","0.186508538736159"
"Less important","1992","Employed","Female","380","0.139331507038337","0.127617242155778","0.151045771920895"
"Quite unimportant","1992","Not Employed","Male","139","0.127061219133335","0.107468937974585","0.146653500292086"
"Quite unimportant","1992","Not Employed","Female","221","0.115347648209251","0.102443315492624","0.128251980925878"
"Quite unimportant","1992","Employed","Male","220","0.0664297140064807","0.0587742323958291","0.0740851956171323"
"Quite unimportant","1992","Employed","Female","140","0.0531622341564511","0.045572757694359","0.0607517106185433"
"Very important","1993","Not Employed","Male","","","",""
"Very important","1993","Not Employed","Female","","","",""
"Very important","1993","Employed","Male","","","",""
"Very important","1993","Employed","Female","","","",""
"Important","1993","Not Employed","Male","","","",""
"Important","1993","Not Employed","Female","","","",""
"Important","1993","Employed","Male","","","",""
"Important","1993","Employed","Female","","","",""
"Less important","1993","Not Employed","Male","","","",""
"Less important","1993","Not Employed","Female","","","",""
"Less important","1993","Employed","Male","","","",""
"Less important","1993","Employed","Female","","","",""
"Quite unimportant","1993","Not Employed","Male","","","",""
"Quite unimportant","1993","Not Employed","Female","","","",""
"Quite unimportant","1993","Employed","Male","","","",""
"Quite unimportant","1993","Employed","Female","","","",""
"Very important","1994","Not Employed","Male","","","",""
"Very important","1994","Not Employed","Female","","","",""
"Very important","1994","Employed","Male","","","",""
"Very important","1994","Employed","Female","","","",""
"Important","1994","Not Employed","Male","","","",""
"Important","1994","Not Employed","Female","","","",""
"Important","1994","Employed","Male","","","",""
"Important","1994","Employed","Female","","","",""
"Less important","1994","Not Employed","Male","","","",""
"Less important","1994","Not Employed","Female","","","",""
"Less important","1994","Employed","Male","","","",""
"Less important","1994","Employed","Female","","","",""
"Quite unimportant","1994","Not Employed","Male","","","",""
"Quite unimportant","1994","Not Employed","Female","","","",""
"Quite unimportant","1994","Employed","Male","","","",""
"Quite unimportant","1994","Employed","Female","","","",""
"Very important","1995","Not Employed","Male","487","0.36548791935691","0.339808992078723","0.391166846635097"
"Very important","1995","Not Employed","Female","1374","0.487021210822961","0.46802300604843","0.506019415597492"
"Very important","1995","Employed","Male","1704","0.388897941788945","0.373691268526822","0.404104615051068"
"Very important","1995","Employed","Female","1697","0.485831331268136","0.468454655062318","0.503208007473955"
"Important","1995","Not Employed","Male","542","0.387176179760985","0.361201957611456","0.413150401910514"
"Important","1995","Not Employed","Female","899","0.35277262780637","0.334610580589261","0.37093467502348"
"Important","1995","Employed","Male","1424","0.372477295901888","0.357396504124484","0.387558087679291"
"Important","1995","Employed","Female","953","0.310975957637922","0.294882411863149","0.327069503412696"
"Less important","1995","Not Employed","Male","212","0.151580449908773","0.132457832059261","0.170703067758286"
"Less important","1995","Not Employed","Female","187","0.0709966851756342","0.0612351844659283","0.0807581858853401"
"Less important","1995","Employed","Male","607","0.173682948674461","0.161865833504736","0.185500063844187"
"Less important","1995","Employed","Female","381","0.141391415905658","0.129277619245172","0.153505212566143"
"Quite unimportant","1995","Not Employed","Male","110","0.0957554509733315","0.0800646498015753","0.111446252145088"
"Quite unimportant","1995","Not Employed","Female","199","0.0892094761950345","0.0783751060496623","0.100043846340407"
"Quite unimportant","1995","Employed","Male","213","0.0649418136347062","0.0572550939464803","0.0726285333229322"
"Quite unimportant","1995","Employed","Female","147","0.061801295188284","0.0534295240472256","0.0701730663293424"
"Very important","1996","Not Employed","Male","","","",""
"Very important","1996","Not Employed","Female","","","",""
"Very important","1996","Employed","Male","","","",""
"Very important","1996","Employed","Female","","","",""
"Important","1996","Not Employed","Male","","","",""
"Important","1996","Not Employed","Female","","","",""
"Important","1996","Employed","Male","","","",""
"Important","1996","Employed","Female","","","",""
"Less important","1996","Not Employed","Male","","","",""
"Less important","1996","Not Employed","Female","","","",""
"Less important","1996","Employed","Male","","","",""
"Less important","1996","Employed","Female","","","",""
"Quite unimportant","1996","Not Employed","Male","","","",""
"Quite unimportant","1996","Not Employed","Female","","","",""
"Quite unimportant","1996","Employed","Male","","","",""
"Quite unimportant","1996","Employed","Female","","","",""
"Very important","1997","Not Employed","Male","","","",""
"Very important","1997","Not Employed","Female","","","",""
"Very important","1997","Employed","Male","","","",""
"Very important","1997","Employed","Female","","","",""
"Important","1997","Not Employed","Male","","","",""
"Important","1997","Not Employed","Female","","","",""
"Important","1997","Employed","Male","","","",""
"Important","1997","Employed","Female","","","",""
"Less important","1997","Not Employed","Male","","","",""
"Less important","1997","Not Employed","Female","","","",""
"Less important","1997","Employed","Male","","","",""
"Less important","1997","Employed","Female","","","",""
"Quite unimportant","1997","Not Employed","Male","","","",""
"Quite unimportant","1997","Not Employed","Female","","","",""
"Quite unimportant","1997","Employed","Male","","","",""
"Quite unimportant","1997","Employed","Female","","","",""
"Very important","1998","Not Employed","Male","","","",""
"Very important","1998","Not Employed","Female","","","",""
"Very important","1998","Employed","Male","","","",""
"Very important","1998","Employed","Female","","","",""
"Important","1998","Not Employed","Male","","","",""
"Important","1998","Not Employed","Female","","","",""
"Important","1998","Employed","Male","","","",""
"Important","1998","Employed","Female","","","",""
"Less important","1998","Not Employed","Male","","","",""
"Less important","1998","Not Employed","Female","","","",""
"Less important","1998","Employed","Male","","","",""
"Less important","1998","Employed","Female","","","",""
"Quite unimportant","1998","Not Employed","Male","","","",""
"Quite unimportant","1998","Not Employed","Female","","","",""
"Quite unimportant","1998","Employed","Male","","","",""
"Quite unimportant","1998","Employed","Female","","","",""
"Very important","1999","Not Employed","Male","","","",""
"Very important","1999","Not Employed","Female","","","",""
"Very important","1999","Employed","Male","","","",""
"Very important","1999","Employed","Female","","","",""
"Important","1999","Not Employed","Male","","","",""
"Important","1999","Not Employed","Female","","","",""
"Important","1999","Employed","Male","","","",""
"Important","1999","Employed","Female","","","",""
"Less important","1999","Not Employed","Male","","","",""
"Less important","1999","Not Employed","Female","","","",""
"Less important","1999","Employed","Male","","","",""
"Less important","1999","Employed","Female","","","",""
"Quite unimportant","1999","Not Employed","Male","","","",""
"Quite unimportant","1999","Not Employed","Female","","","",""
"Quite unimportant","1999","Employed","Male","","","",""
"Quite unimportant","1999","Employed","Female","","","",""
"Very important","2000","Not Employed","Male","","","",""
"Very important","2000","Not Employed","Female","","","",""
"Very important","2000","Employed","Male","","","",""
"Very important","2000","Employed","Female","","","",""
"Important","2000","Not Employed","Male","","","",""
"Important","2000","Not Employed","Female","","","",""
"Important","2000","Employed","Male","","","",""
"Important","2000","Employed","Female","","","",""
"Less important","2000","Not Employed","Male","","","",""
"Less important","2000","Not Employed","Female","","","",""
"Less important","2000","Employed","Male","","","",""
"Less important","2000","Employed","Female","","","",""
"Quite unimportant","2000","Not Employed","Male","","","",""
"Quite unimportant","2000","Not Employed","Female","","","",""
"Quite unimportant","2000","Employed","Male","","","",""
"Quite unimportant","2000","Employed","Female","","","",""
"Very important","2001","Not Employed","Male","","","",""
"Very important","2001","Not Employed","Female","","","",""
"Very important","2001","Employed","Male","","","",""
"Very important","2001","Employed","Female","","","",""
"Important","2001","Not Employed","Male","","","",""
"Important","2001","Not Employed","Female","","","",""
"Important","2001","Employed","Male","","","",""
"Important","2001","Employed","Female","","","",""
"Less important","2001","Not Employed","Male","","","",""
"Less important","2001","Not Employed","Female","","","",""
"Less important","2001","Employed","Male","","","",""
"Less important","2001","Employed","Female","","","",""
"Quite unimportant","2001","Not Employed","Male","","","",""
"Quite unimportant","2001","Not Employed","Female","","","",""
"Quite unimportant","2001","Employed","Male","","","",""
"Quite unimportant","2001","Employed","Female","","","",""
"Very important","2002","Not Employed","Male","","","",""
"Very important","2002","Not Employed","Female","","","",""
"Very important","2002","Employed","Male","","","",""
"Very important","2002","Employed","Female","","","",""
"Important","2002","Not Employed","Male","","","",""
"Important","2002","Not Employed","Female","","","",""
