"plh0110","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","in school","Male","6","","",""
"Very important","1990","in school","Female","14","","",""
"Very important","1990","inadequately","Male","11","","",""
"Very important","1990","inadequately","Female","15","","",""
"Very important","1990","general elemantary","Male","118","0.271702794429576","0.228956074077187","0.314449514781965"
"Very important","1990","general elemantary","Female","498","0.393027954127025","0.365323985099658","0.420731923154391"
"Very important","1990","middle vocational","Male","705","0.325408425595265","0.305001835997151","0.345815015193379"
"Very important","1990","middle vocational","Female","844","0.429066860545124","0.406371664965812","0.451762056124437"
"Very important","1990","vocational + Abi","Male","25","","",""
"Very important","1990","vocational + Abi","Female","35","0.308174417049273","0.216756430136522","0.399592403962024"
"Very important","1990","higher vocational","Male","113","0.412612530973847","0.354106965094356","0.471118096853338"
"Very important","1990","higher vocational","Female","115","0.473446025380143","0.408060628076727","0.538831422683558"
"Very important","1990","higher education","Male","172","0.360981690269016","0.315795839424451","0.40616754111358"
"Very important","1990","higher education","Female","87","0.392614405798208","0.327339805670027","0.45788900592639"
"Important","1990","in school","Male","20","","",""
"Important","1990","in school","Female","15","","",""
"Important","1990","inadequately","Male","11","","",""
"Important","1990","inadequately","Female","10","","",""
"Important","1990","general elemantary","Male","179","0.430349926025399","0.38277080977115","0.477929042279647"
"Important","1990","general elemantary","Female","494","0.421024447231888","0.393019826342589","0.449029068121187"
"Important","1990","middle vocational","Male","867","0.432436252653729","0.410858612379166","0.454013892928292"
"Important","1990","middle vocational","Female","687","0.384116319992966","0.361813512020082","0.40641912796585"
"Important","1990","vocational + Abi","Male","40","0.371845044785037","0.279840442430212","0.463849647139862"
"Important","1990","vocational + Abi","Female","32","0.316428561802686","0.224348660323765","0.408508463281607"
"Important","1990","higher vocational","Male","120","0.420261857775757","0.361602194692971","0.478921520858543"
"Important","1990","higher vocational","Female","72","0.319361798470468","0.258306448516582","0.380417148424353"
"Important","1990","higher education","Male","162","0.376098870071678","0.330525396995953","0.421672343147403"
"Important","1990","higher education","Female","67","0.308372801736422","0.246641856623145","0.370103746849699"
"Less important","1990","in school","Male","23","","",""
"Less important","1990","in school","Female","15","","",""
"Less important","1990","inadequately","Male","8","","",""
"Less important","1990","inadequately","Female","3","","",""
"Less important","1990","general elemantary","Male","78","0.194312062778816","0.156290082039371","0.232334043518261"
"Less important","1990","general elemantary","Female","127","0.109610061652018","0.0918901619042711","0.127329961399764"
"Less important","1990","middle vocational","Male","333","0.170712963138502","0.154325140089802","0.187100786187201"
"Less important","1990","middle vocational","Female","207","0.120943086788229","0.105991825248631","0.135894348327826"
"Less important","1990","vocational + Abi","Male","31","0.294259958337016","0.207507233939102","0.381012682734931"
"Less important","1990","vocational + Abi","Female","20","","",""
"Less important","1990","higher vocational","Male","31","0.129850309246098","0.0899034979315623","0.169797120560633"
"Less important","1990","higher vocational","Female","26","","",""
