"plh0110","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","West Germany","Male","1416","0.418946664036152","0.402340414336969","0.435552913735335","2"
"Important","1990","East Germany","Male","","","","","2"
"Important","1990","West Germany","Female","1391","0.383267049539858","0.367548273102585","0.398985825977132","2"
"Important","1990","East Germany","Female","","","","","2"
"Less important","1990","East Germany","Female","","","","","3"
"Less important","1990","West Germany","Male","587","0.18193505408431","0.168950223729237","0.194919884439382","3"
"Less important","1990","West Germany","Female","441","0.128532955894583","0.117712335761739","0.139353576027428","3"
"Less important","1990","East Germany","Male","","","","","3"
"Quite unimportant","1990","West Germany","Male","230","0.0785257189908226","0.0694719008661501","0.0875795371154952","4"
"Quite unimportant","1990","West Germany","Female","221","0.0755080047539841","0.0669658488380823","0.084050160669886","4"
"Quite unimportant","1990","East Germany","Male","","","","","4"
"Quite unimportant","1990","East Germany","Female","","","","","4"
"Very important","1990","West Germany","Male","1158","0.320592562888716","0.304884375767596","0.336300750009835","1"
"Very important","1990","West Germany","Female","1622","0.412691989811574","0.396774836435265","0.428609143187884","1"
"Very important","1990","East Germany","Male","","","","","1"
"Very important","1990","East Germany","Female","","","","","1"
"Important","1991","West Germany","Male","","","","","2"
"Important","1991","West Germany","Female","","","","","2"
"Important","1991","East Germany","Male","","","","","2"
"Important","1991","East Germany","Female","","","","","2"
"Less important","1991","West Germany","Male","","","","","3"
"Less important","1991","East Germany","Female","","","","","3"
"Less important","1991","West Germany","Female","","","","","3"
"Less important","1991","East Germany","Male","","","","","3"
"Quite unimportant","1991","West Germany","Male","","","","","4"
"Quite unimportant","1991","West Germany","Female","","","","","4"
"Quite unimportant","1991","East Germany","Female","","","","","4"
"Quite unimportant","1991","East Germany","Male","","","","","4"
"Very important","1991","West Germany","Female","","","","","1"
"Very important","1991","West Germany","Male","","","","","1"
"Very important","1991","East Germany","Male","","","","","1"
"Very important","1991","East Germany","Female","","","","","1"
"Important","1992","West Germany","Male","1270","0.39166430817169","0.375037949391753","0.408290666951628","2"
"Important","1992","West Germany","Female","1276","0.363108303199474","0.347524368348176","0.378692238050771","2"
"Important","1992","East Germany","Male","602","0.333771854993676","0.312364575412262","0.35517913457509","2"
"Important","1992","East Germany","Female","575","0.299255702200324","0.279447063999926","0.319064340400723","2"
"Less important","1992","East Germany","Female","135","0.0695665324236073","0.058561370009855","0.0805716948373595","3"
"Less important","1992","West Germany","Male","569","0.17746104545547","0.164447421416308","0.190474669494631","3"
"Less important","1992","West Germany","Female","420","0.11700082321815","0.106584826161051","0.12741682027525","3"
"Less important","1992","East Germany","Male","231","0.144436162800537","0.128477763853734","0.160394561747339","3"
"Quite unimportant","1992","West Germany","Male","248","0.0835615288043334","0.0741356175778722","0.0929874400307946","4"
"Quite unimportant","1992","West Germany","Female","235","0.0823980994926937","0.0734873960516704","0.091308802933717","4"
"Quite unimportant","1992","East Germany","Male","111","0.0770295932653284","0.0649250661516058","0.089134120379051","4"
"Quite unimportant","1992","East Germany","Female","126","0.0876897052797392","0.0754548395008191","0.0999245710586593","4"
"Very important","1992","West Germany","Female","1727","0.437492774089682","0.421416857822059","0.453568690357305","1"
"Very important","1992","West Germany","Male","1224","0.347313117568507","0.331095706090353","0.363530529046661","1"
"Very important","1992","East Germany","Male","920","0.444762388940459","0.422202933989604","0.467321843891314","1"
"Very important","1992","East Germany","Female","1217","0.543488060096329","0.521941661464665","0.565034458727993","1"
"Important","1993","West Germany","Male","","","","","2"
"Important","1993","West Germany","Female","","","","","2"
"Important","1993","East Germany","Male","","","","","2"
"Important","1993","East Germany","Female","","","","","2"
"Less important","1993","East Germany","Female","","","","","3"
"Less important","1993","West Germany","Male","","","","","3"
"Less important","1993","West Germany","Female","","","","","3"
"Less important","1993","East Germany","Male","","","","","3"
"Quite unimportant","1993","West Germany","Female","","","","","4"
"Quite unimportant","1993","West Germany","Male","","","","","4"
"Quite unimportant","1993","East Germany","Male","","","","","4"
"Quite unimportant","1993","East Germany","Female","","","","","4"
"Very important","1993","East Germany","Female","","","","","1"
"Very important","1993","West Germany","Female","","","","","1"
"Very important","1993","West Germany","Male","","","","","1"
"Very important","1993","East Germany","Male","","","","","1"
"Important","1994","West Germany","Female","","","","","2"
"Important","1994","West Germany","Male","","","","","2"
"Important","1994","East Germany","Male","","","","","2"
"Important","1994","East Germany","Female","","","","","2"
"Less important","1994","West Germany","Male","","","","","3"
"Less important","1994","West Germany","Female","","","","","3"
"Less important","1994","East Germany","Male","","","","","3"
"Less important","1994","East Germany","Female","","","","","3"
"Quite unimportant","1994","West Germany","Female","","","","","4"
"Quite unimportant","1994","West Germany","Male","","","","","4"
"Quite unimportant","1994","East Germany","Male","","","","","4"
"Quite unimportant","1994","East Germany","Female","","","","","4"
"Very important","1994","East Germany","Female","","","","","1"
"Very important","1994","West Germany","Male","","","","","1"
"Very important","1994","West Germany","Female","","","","","1"
"Very important","1994","East Germany","Male","","","","","1"
"Important","1995","West Germany","Female","1278","0.340253505100419","0.325446201960903","0.355060808239936","2"
"Important","1995","East Germany","Male","641","0.386460399835827","0.363488257725536","0.409432541946119","2"
"Important","1995","West Germany","Male","1325","0.374395575134052","0.35852667443658","0.390264475831524","2"
"Important","1995","East Germany","Female","574","0.304235889642184","0.283570154795484","0.324901624488883","2"
"Less important","1995","East Germany","Male","225","0.126721152320471","0.111027330320226","0.142414974320716","3"
"Less important","1995","West Germany","Female","426","0.111969064762656","0.102114233542535","0.121823895982776","3"
"Less important","1995","East Germany","Female","142","0.0744308224949818","0.0626413202380445","0.0862203247519192","3"
"Less important","1995","West Germany","Male","594","0.177395287185393","0.164869696416375","0.18992087795441","3"
"Quite unimportant","1995","West Germany","Female","238","0.0755704639357006","0.0673101021569534","0.0838308257144478","4"
"Quite unimportant","1995","West Germany","Male","236","0.0775682017870208","0.0687973741273842","0.0863390294466574","4"
"Quite unimportant","1995","East Germany","Male","87","0.0604239497971299","0.049183123939394","0.0716647756548657","4"
"Quite unimportant","1995","East Germany","Female","108","0.0787620308908288","0.066662765952686","0.0908612958289717","4"
"Very important","1995","East Germany","Female","1080","0.542571256972005","0.520194108894727","0.564948405049284","1"
"Very important","1995","West Germany","Male","1418","0.370640935893534","0.354804497322822","0.386477374464247","1"
"Very important","1995","West Germany","Female","1991","0.472206966201225","0.456604827315301","0.487809105087148","1"
"Very important","1995","East Germany","Male","773","0.426394498046572","0.403063133170424","0.449725862922719","1"
"Important","1996","West Germany","Female","","","","","2"
"Important","1996","West Germany","Male","","","","","2"
"Important","1996","East Germany","Male","","","","","2"
"Important","1996","East Germany","Female","","","","","2"
"Less important","1996","East Germany","Male","","","","","3"
"Less important","1996","West Germany","Female","","","","","3"
"Less important","1996","East Germany","Female","","","","","3"
"Less important","1996","West Germany","Male","","","","","3"
"Quite unimportant","1996","West Germany","Female","","","","","4"
"Quite unimportant","1996","West Germany","Male","","","","","4"
"Quite unimportant","1996","East Germany","Male","","","","","4"
"Quite unimportant","1996","East Germany","Female","","","","","4"
"Very important","1996","East Germany","Female","","","","","1"
"Very important","1996","West Germany","Male","","","","","1"
"Very important","1996","West Germany","Female","","","","","1"
"Very important","1996","East Germany","Male","","","","","1"
"Important","1997","East Germany","Male","","","","","2"
"Important","1997","West Germany","Male","","","","","2"
"Important","1997","West Germany","Female","","","","","2"
"Important","1997","East Germany","Female","","","","","2"
"Less important","1997","East Germany","Male","","","","","3"
"Less important","1997","West Germany","Female","","","","","3"
"Less important","1997","East Germany","Female","","","","","3"
"Less important","1997","West Germany","Male","","","","","3"
"Quite unimportant","1997","West Germany","Female","","","","","4"
"Quite unimportant","1997","West Germany","Male","","","","","4"
"Quite unimportant","1997","East Germany","Male","","","","","4"
"Quite unimportant","1997","East Germany","Female","","","","","4"
"Very important","1997","East Germany","Female","","","","","1"
"Very important","1997","West Germany","Male","","","","","1"
"Very important","1997","West Germany","Female","","","","","1"
"Very important","1997","East Germany","Male","","","","","1"
"Important","1998","East Germany","Male","","","","","2"
"Important","1998","West Germany","Female","","","","","2"
"Important","1998","West Germany","Male","","","","","2"
"Important","1998","East Germany","Female","","","","","2"
"Less important","1998","West Germany","Male","","","","","3"
"Less important","1998","East Germany","Male","","","","","3"
"Less important","1998","West Germany","Female","","","","","3"
"Less important","1998","East Germany","Female","","","","","3"
"Quite unimportant","1998","West Germany","Female","","","","","4"
"Quite unimportant","1998","West Germany","Male","","","","","4"
"Quite unimportant","1998","East Germany","Male","","","","","4"
"Quite unimportant","1998","East Germany","Female","","","","","4"
"Very important","1998","West Germany","Male","","","","","1"
"Very important","1998","West Germany","Female","","","","","1"
"Very important","1998","East Germany","Male","","","","","1"
"Very important","1998","East Germany","Female","","","","","1"
"Important","1999","West Germany","Female","","","","","2"
"Important","1999","West Germany","Male","","","","","2"
"Important","1999","East Germany","Male","","","","","2"
"Important","1999","East Germany","Female","","","","","2"
"Less important","1999","West Germany","Male","","","","","3"
"Less important","1999","East Germany","Male","","","","","3"
"Less important","1999","East Germany","Female","","","","","3"
"Less important","1999","West Germany","Female","","","","","3"
"Quite unimportant","1999","West Germany","Male","","","","","4"
"Quite unimportant","1999","West Germany","Female","","","","","4"
"Quite unimportant","1999","East Germany","Male","","","","","4"
"Quite unimportant","1999","East Germany","Female","","","","","4"
"Very important","1999","East Germany","Male","","","","","1"
"Very important","1999","West Germany","Male","","","","","1"
"Very important","1999","West Germany","Female","","","","","1"
"Very important","1999","East Germany","Female","","","","","1"
"Important","2000","West Germany","Female","","","","","2"
"Important","2000","West Germany","Male","","","","","2"
"Important","2000","East Germany","Male","","","","","2"
"Important","2000","East Germany","Female","","","","","2"
"Less important","2000","West Germany","Male","","","","","3"
"Less important","2000","West Germany","Female","","","","","3"
"Less important","2000","East Germany","Female","","","","","3"
"Less important","2000","East Germany","Male","","","","","3"
"Quite unimportant","2000","West Germany","Female","","","","","4"
"Quite unimportant","2000","West Germany","Male","","","","","4"
"Quite unimportant","2000","East Germany","Male","","","","","4"
"Quite unimportant","2000","East Germany","Female","","","","","4"
"Very important","2000","East Germany","Male","","","","","1"
"Very important","2000","East Germany","Female","","","","","1"
"Very important","2000","West Germany","Male","","","","","1"
"Very important","2000","West Germany","Female","","","","","1"
"Important","2001","West Germany","Female","","","","","2"
"Important","2001","East Germany","Male","","","","","2"
"Important","2001","West Germany","Male","","","","","2"
"Important","2001","East Germany","Female","","","","","2"
"Less important","2001","West Germany","Male","","","","","3"
"Less important","2001","East Germany","Female","","","","","3"
"Less important","2001","West Germany","Female","","","","","3"
"Less important","2001","East Germany","Male","","","","","3"
"Quite unimportant","2001","West Germany","Male","","","","","4"
"Quite unimportant","2001","West Germany","Female","","","","","4"
"Quite unimportant","2001","East Germany","Male","","","","","4"
"Quite unimportant","2001","East Germany","Female","","","","","4"
"Very important","2001","West Germany","Male","","","","","1"
"Very important","2001","West Germany","Female","","","","","1"
"Very important","2001","East Germany","Male","","","","","1"
"Very important","2001","East Germany","Female","","","","","1"
"Important","2002","West Germany","Female","","","","","2"
"Important","2002","East Germany","Male","","","","","2"
"Important","2002","West Germany","Male","","","","","2"
"Important","2002","East Germany","Female","","","","","2"
"Less important","2002","West Germany","Male","","","","","3"
"Less important","2002","East Germany","Female","","","","","3"
"Less important","2002","West Germany","Female","","","","","3"
"Less important","2002","East Germany","Male","","","","","3"
"Quite unimportant","2002","West Germany","Female","","","","","4"
