"plh0110","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","no migration background","847","0.339110404160137","0.320376239561235","0.35784456875904","2"
"Important","1990","16-34 y.","direct migration background","39","0.334179764241009","0.250477588922431","0.417881939559587","2"
"Important","1990","16-34 y.","indirect migration background","8","","","","2"
"Important","1990","35-65 y.","indirect migration background","8","","","","2"
"Important","1990","66 and older","direct migration background","25","","","","2"
"Important","1990","35-65 y.","direct migration background","102","0.439943395067391","0.378899027968359","0.500987762166422","2"
"Important","1990","35-65 y.","no migration background","1361","0.427162140793946","0.409996303838125","0.444327977749766","2"
"Important","1990","66 and older","no migration background","416","0.43807918229327","0.406208811272072","0.469949553314467","2"
"Important","1990","66 and older","indirect migration background","1","","","","2"
"Less important","1990","16-34 y.","direct migration background","25","","","","3"
"Less important","1990","35-65 y.","direct migration background","26","","","","3"
"Less important","1990","16-34 y.","no migration background","566","0.254421250484427","0.237185794845184","0.27165670612367","3"
"Less important","1990","35-65 y.","no migration background","323","0.114969562404339","0.103900182516062","0.126038942292616","3"
"Less important","1990","16-34 y.","indirect migration background","9","","","","3"
"Less important","1990","66 and older","direct migration background","3","","","","3"
"Less important","1990","66 and older","indirect migration background","1","","","","3"
"Less important","1990","35-65 y.","indirect migration background","1","","","","3"
"Less important","1990","66 and older","no migration background","74","0.082133961939267","0.0644969793064018","0.0997709445721321","3"
"Quite unimportant","1990","16-34 y.","direct migration background","6","","","","4"
"Quite unimportant","1990","16-34 y.","indirect migration background","5","","","","4"
"Quite unimportant","1990","35-65 y.","no migration background","154","0.0606654237204507","0.0523815490153429","0.0689492984255585","4"
"Quite unimportant","1990","35-65 y.","direct migration background","7","","","","4"
"Quite unimportant","1990","66 and older","direct migration background","8","","","","4"
"Quite unimportant","1990","16-34 y.","no migration background","164","0.0706688180299506","0.0605274046552168","0.0808102314046843","4"
"Quite unimportant","1990","35-65 y.","indirect migration background","","","","","4"
"Quite unimportant","1990","66 and older","indirect migration background","3","","","","4"
"Quite unimportant","1990","66 and older","no migration background","104","0.131897536282601","0.110161663345711","0.15363340921949","4"
"Very important","1990","16-34 y.","no migration background","876","0.335799527325485","0.31711040324819","0.35448865140278","1"
"Very important","1990","16-34 y.","direct migration background","52","0.354394767410377","0.269516726492986","0.439272808327767","1"
"Very important","1990","16-34 y.","indirect migration background","10","","","","1"
"Very important","1990","35-65 y.","no migration background","1352","0.397202873081265","0.380222605609107","0.414183140553423","1"
"Very important","1990","35-65 y.","direct migration background","119","0.418075599272116","0.357417062875606","0.478734135668627","1"
"Very important","1990","35-65 y.","indirect migration background","9","","","","1"
"Very important","1990","66 and older","no migration background","337","0.347889319484863","0.317294037868642","0.378484601101084","1"
"Very important","1990","66 and older","direct migration background","25","","","","1"
"Very important","1990","66 and older","indirect migration background","","","","","1"
"Important","1991","66 and older","direct migration background","","","","","2"
"Important","1991","16-34 y.","no migration background","","","","","2"
"Important","1991","16-34 y.","direct migration background","","","","","2"
"Important","1991","16-34 y.","indirect migration background","","","","","2"
"Important","1991","35-65 y.","no migration background","","","","","2"
"Important","1991","35-65 y.","direct migration background","","","","","2"
"Important","1991","35-65 y.","indirect migration background","","","","","2"
"Important","1991","66 and older","no migration background","","","","","2"
"Important","1991","66 and older","indirect migration background","","","","","2"
"Less important","1991","16-34 y.","direct migration background","","","","","3"
"Less important","1991","16-34 y.","no migration background","","","","","3"
"Less important","1991","35-65 y.","no migration background","","","","","3"
"Less important","1991","35-65 y.","direct migration background","","","","","3"
"Less important","1991","66 and older","direct migration background","","","","","3"
