"plh0110","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","West Germany","1055","0.388481897442014","0.369579029661056","0.407384765222973"
"Very important","1990","Not Employed","East Germany","","","",""
"Very important","1990","Employed","West Germany","1725","0.35617331198284","0.342200663916332","0.370145960049347"
"Very important","1990","Employed","East Germany","","","",""
"Important","1990","Not Employed","West Germany","1016","0.40519459032062","0.386155029839628","0.424234150801612"
"Important","1990","Not Employed","East Germany","","","",""
"Important","1990","Employed","West Germany","1791","0.396863275741524","0.382587757333509","0.41113879414954"
"Important","1990","Employed","East Germany","","","",""
"Less important","1990","Not Employed","West Germany","289","0.113612644686551","0.101305345583838","0.125919943789265"
"Less important","1990","Not Employed","East Germany","","","",""
"Less important","1990","Employed","West Germany","739","0.180456483713509","0.169235374217469","0.19167759320955"
"Less important","1990","Employed","East Germany","","","",""
"Quite unimportant","1990","Not Employed","West Germany","194","0.0927108675508146","0.0814628542421247","0.103958880859504"
"Quite unimportant","1990","Not Employed","East Germany","","","",""
"Quite unimportant","1990","Employed","West Germany","257","0.0665069285621268","0.0592366250646693","0.0737772320595842"
"Quite unimportant","1990","Employed","East Germany","","","",""
"Very important","1991","Not Employed","West Germany","","","",""
"Very important","1991","Not Employed","East Germany","","","",""
"Very important","1991","Employed","West Germany","","","",""
"Very important","1991","Employed","East Germany","","","",""
"Important","1991","Not Employed","West Germany","","","",""
"Important","1991","Not Employed","East Germany","","","",""
"Important","1991","Employed","West Germany","","","",""
"Important","1991","Employed","East Germany","","","",""
"Less important","1991","Not Employed","West Germany","","","",""
"Less important","1991","Not Employed","East Germany","","","",""
"Less important","1991","Employed","West Germany","","","",""
"Less important","1991","Employed","East Germany","","","",""
"Quite unimportant","1991","Not Employed","West Germany","","","",""
"Quite unimportant","1991","Not Employed","East Germany","","","",""
"Quite unimportant","1991","Employed","West Germany","","","",""
"Quite unimportant","1991","Employed","East Germany","","","",""
"Very important","1992","Not Employed","West Germany","1052","0.388011093277123","0.368785959988944","0.407236226565302"
"Very important","1992","Not Employed","East Germany","425","0.398718257895296","0.368310073391561","0.429126442399031"
"Very important","1992","Employed","West Germany","1899","0.398982220301953","0.3846763588128","0.413288081791107"
"Very important","1992","Employed","East Germany","1712","0.541135329001988","0.523064521166045","0.559206136837931"
"Important","1992","Not Employed","West Germany","941","0.399851230391365","0.380524686750747","0.419177774031983"
"Important","1992","Not Employed","East Germany","337","0.346934600704588","0.317373502325519","0.376495699083656"
"Important","1992","Employed","West Germany","1605","0.361486189424716","0.347450796123026","0.375521582726405"
"Important","1992","Employed","East Germany","840","0.301440784031618","0.284799572879673","0.318081995183562"
"Less important","1992","Not Employed","West Germany","250","0.102473686772791","0.0905088910289516","0.11443848251663"
"Less important","1992","Not Employed","East Germany","99","0.0915606812598036","0.0736496376639166","0.109471724855691"
"Less important","1992","Employed","West Germany","739","0.174094273577459","0.163016536166306","0.185172010988613"
"Less important","1992","Employed","East Germany","267","0.112106735193744","0.100665351612817","0.12354811877467"
"Quite unimportant","1992","Not Employed","West Germany","225","0.109663989558721","0.097336220112385","0.121991759005057"
"Quite unimportant","1992","Not Employed","East Germany","135","0.162786460140313","0.13985954185106","0.185713378429566"
"Quite unimportant","1992","Employed","West Germany","258","0.0654373166958718","0.0582127709777095","0.0726618624140342"
"Quite unimportant","1992","Employed","East Germany","102","0.0453171517726508","0.0377741679601728","0.0528601355851288"
"Very important","1993","Not Employed","West Germany","","","",""
"Very important","1993","Not Employed","East Germany","","","",""
"Very important","1993","Employed","West Germany","","","",""
"Very important","1993","Employed","East Germany","","","",""
"Important","1993","Not Employed","West Germany","","","",""
"Important","1993","Not Employed","East Germany","","","",""
"Important","1993","Employed","West Germany","","","",""
"Important","1993","Employed","East Germany","","","",""
"Less important","1993","Not Employed","West Germany","","","",""
"Less important","1993","Not Employed","East Germany","","","",""
"Less important","1993","Employed","West Germany","","","",""
"Less important","1993","Employed","East Germany","","","",""
"Quite unimportant","1993","Not Employed","West Germany","","","",""
"Quite unimportant","1993","Not Employed","East Germany","","","",""
"Quite unimportant","1993","Employed","West Germany","","","",""
"Quite unimportant","1993","Employed","East Germany","","","",""
"Very important","1994","Not Employed","West Germany","","","",""
"Very important","1994","Not Employed","East Germany","","","",""
"Very important","1994","Employed","West Germany","","","",""
"Very important","1994","Employed","East Germany","","","",""
"Important","1994","Not Employed","West Germany","","","",""
"Important","1994","Not Employed","East Germany","","","",""
"Important","1994","Employed","West Germany","","","",""
"Important","1994","Employed","East Germany","","","",""
"Less important","1994","Not Employed","West Germany","","","",""
"Less important","1994","Not Employed","East Germany","","","",""
"Less important","1994","Employed","West Germany","","","",""
"Less important","1994","Employed","East Germany","","","",""
"Quite unimportant","1994","Not Employed","West Germany","","","",""
"Quite unimportant","1994","Not Employed","East Germany","","","",""
"Quite unimportant","1994","Employed","West Germany","","","",""
"Quite unimportant","1994","Employed","East Germany","","","",""
"Very important","1995","Not Employed","West Germany","1290","0.445837007308198","0.427218786075602","0.464455228540793"
"Very important","1995","Not Employed","East Germany","571","0.4448912087604","0.417581284229067","0.472201133291733"
"Very important","1995","Employed","West Germany","2119","0.408106684762784","0.394156224399752","0.422057145125817"
"Very important","1995","Employed","East Germany","1282","0.518762008173617","0.498595058015588","0.538928958331647"
"Important","1995","Not Employed","West Germany","983","0.366478297401573","0.348429999603776","0.384526595199371"
"Important","1995","Not Employed","East Germany","458","0.35694537039394","0.330616674593691","0.383274066194188"
"Important","1995","Employed","West Germany","1620","0.349571680543408","0.336037006226271","0.363106354860546"
