"plh0110","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","no migration background","Urban Area","2002","0.397949337832062","0.384426587238407","0.411472088425718","2"
"Important","1990","no migration background","Rural Area","622","0.407784899996013","0.383248995076317","0.432320804915709","2"
"Important","1990","direct migration background","Rural Area","32","0.45422820992231","0.341544781334287","0.566911638510333","2"
"Important","1990","direct migration background","Urban Area","134","0.400672041999021","0.350191896940374","0.451152187057667","2"
"Important","1990","indirect migration background","Urban Area","14","","","","2"
"Important","1990","indirect migration background","Rural Area","3","","","","2"
"Less important","1990","direct migration background","Rural Area","10","","","","3"
"Less important","1990","no migration background","Rural Area","195","0.136276173707194","0.119146693392716","0.153405654021672","3"
"Less important","1990","no migration background","Urban Area","768","0.16034356376284","0.150206522776594","0.170480604749086","3"
"Less important","1990","direct migration background","Urban Area","44","0.1349228316193","0.0997292104962539","0.170116452742347","3"
"Less important","1990","indirect migration background","Urban Area","10","","","","3"
"Less important","1990","indirect migration background","Rural Area","1","","","","3"
"Quite unimportant","1990","no migration background","Urban Area","337","0.0813899073166857","0.0738357589706745","0.0889440556626969","4"
"Quite unimportant","1990","no migration background","Rural Area","85","0.0630737337748126","0.0509363873111029","0.0752110802385223","4"
"Quite unimportant","1990","direct migration background","Urban Area","17","","","","4"
"Quite unimportant","1990","direct migration background","Rural Area","4","","","","4"
"Quite unimportant","1990","indirect migration background","Urban Area","8","","","","4"
"Quite unimportant","1990","indirect migration background","Rural Area","","","","","4"
"Very important","1990","no migration background","Urban Area","1926","0.360317191088412","0.347053650914034","0.37358073126279","1"
"Very important","1990","no migration background","Rural Area","639","0.392865192521981","0.368480846421509","0.417249538622452","1"
"Very important","1990","direct migration background","Urban Area","167","0.407473379317733","0.356856267643936","0.45809049099153","1"
"Very important","1990","direct migration background","Rural Area","29","","","","1"
"Very important","1990","indirect migration background","Urban Area","16","","","","1"
"Very important","1990","indirect migration background","Rural Area","3","","","","1"
"Important","1991","no migration background","Rural Area","","","","","2"
"Important","1991","no migration background","Urban Area","","","","","2"
"Important","1991","direct migration background","Urban Area","","","","","2"
"Important","1991","direct migration background","Rural Area","","","","","2"
"Important","1991","indirect migration background","Urban Area","","","","","2"
"Important","1991","indirect migration background","Rural Area","","","","","2"
"Less important","1991","no migration background","Urban Area","","","","","3"
"Less important","1991","no migration background","Rural Area","","","","","3"
"Less important","1991","direct migration background","Urban Area","","","","","3"
"Less important","1991","direct migration background","Rural Area","","","","","3"
"Less important","1991","indirect migration background","Urban Area","","","","","3"
"Less important","1991","indirect migration background","Rural Area","","","","","3"
"Quite unimportant","1991","no migration background","Rural Area","","","","","4"
"Quite unimportant","1991","no migration background","Urban Area","","","","","4"
"Quite unimportant","1991","direct migration background","Urban Area","","","","","4"
"Quite unimportant","1991","direct migration background","Rural Area","","","","","4"
"Quite unimportant","1991","indirect migration background","Urban Area","","","","","4"
"Quite unimportant","1991","indirect migration background","Rural Area","","","","","4"
"Very important","1991","no migration background","Urban Area","","","","","1"
"Very important","1991","no migration background","Rural Area","","","","","1"
"Very important","1991","direct migration background","Urban Area","","","","","1"
"Very important","1991","direct migration background","Rural Area","","","","","1"
"Very important","1991","indirect migration background","Urban Area","","","","","1"
"Very important","1991","indirect migration background","Rural Area","","","","","1"
"Important","1992","no migration background","Rural Area","1291","0.358680800202165","0.343634143882505","0.373727456521826","2"
"Important","1992","no migration background","Urban Area","2192","0.370151006832731","0.358151577679612","0.38215043598585","2"
"Important","1992","direct migration background","Urban Area","128","0.320317725988235","0.274648950937826","0.365986501038644","2"
"Important","1992","direct migration background","Rural Area","63","0.402087532628866","0.328163806912816","0.476011258344916","2"
"Important","1992","indirect migration background","Urban Area","21","","","","2"
"Important","1992","indirect migration background","Rural Area","5","","","","2"
"Less important","1992","no migration background","Urban Area","846","0.14620189398789","0.137421641767031","0.154982146208749","3"
"Less important","1992","no migration background","Rural Area","414","0.118600690380993","0.108457401907568","0.128743978854417","3"
"Less important","1992","direct migration background","Urban Area","48","0.137428275163635","0.103729698214369","0.1711268521129","3"
"Less important","1992","direct migration background","Rural Area","12","","","","3"
"Less important","1992","indirect migration background","Urban Area","17","","","","3"
"Less important","1992","indirect migration background","Rural Area","5","","","","3"
"Quite unimportant","1992","no migration background","Urban Area","455","0.0912557147607111","0.0840991635954551","0.0984122659259671","4"
"Quite unimportant","1992","no migration background","Rural Area","212","0.0682060551384392","0.0602970797654867","0.0761150305113918","4"
"Quite unimportant","1992","direct migration background","Urban Area","26","","","","4"
"Quite unimportant","1992","direct migration background","Rural Area","13","","","","4"
"Quite unimportant","1992","indirect migration background","Urban Area","6","","","","4"
"Quite unimportant","1992","indirect migration background","Rural Area","1","","","","4"
"Very important","1992","no migration background","Urban Area","2727","0.392391384418668","0.380256808813262","0.404525960024074","1"
"Very important","1992","no migration background","Rural Area","1986","0.454512454278403","0.43889126376145","0.470133644795355","1"
"Very important","1992","direct migration background","Urban Area","199","0.476975086170514","0.428089036963832","0.525861135377196","1"
"Very important","1992","direct migration background","Rural Area","81","0.451578563350053","0.376549658294975","0.52660746840513","1"
"Very important","1992","indirect migration background","Urban Area","21","","","","1"
"Very important","1992","indirect migration background","Rural Area","4","","","","1"
"Important","1993","no migration background","Urban Area","","","","","2"
"Important","1993","no migration background","Rural Area","","","","","2"
"Important","1993","direct migration background","Urban Area","","","","","2"
"Important","1993","direct migration background","Rural Area","","","","","2"
"Important","1993","indirect migration background","Urban Area","","","","","2"
"Important","1993","indirect migration background","Rural Area","","","","","2"
"Less important","1993","no migration background","Rural Area","","","","","3"
"Less important","1993","no migration background","Urban Area","","","","","3"
"Less important","1993","direct migration background","Urban Area","","","","","3"
"Less important","1993","direct migration background","Rural Area","","","","","3"
"Less important","1993","indirect migration background","Urban Area","","","","","3"
"Less important","1993","indirect migration background","Rural Area","","","","","3"
"Quite unimportant","1993","no migration background","Urban Area","","","","","4"
"Quite unimportant","1993","no migration background","Rural Area","","","","","4"
"Quite unimportant","1993","direct migration background","Urban Area","","","","","4"
"Quite unimportant","1993","direct migration background","Rural Area","","","","","4"
"Quite unimportant","1993","indirect migration background","Urban Area","","","","","4"
"Quite unimportant","1993","indirect migration background","Rural Area","","","","","4"
