"plh0110","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","no migration background","(0) in school","16","","",""
"Very important","1990","no migration background","(1a) inadequately completed","18","","",""
"Very important","1990","no migration background","(1b) general elementary school","502","0.384571834799683","0.357428204452049","0.411715465147317"
"Very important","1990","no migration background","(1c) basic vocational qualification","1099","0.401130817272936","0.382155773573862","0.42010586097201"
"Very important","1990","no migration background","(2b) intermediate general qualification","74","0.264913602316893","0.212567049192644","0.317260155441142"
"Very important","1990","no migration background","(2a) intermediate vocational","459","0.379135098787283","0.350958940446844","0.407311257127722"
"Very important","1990","no migration background","(2c_gen) general maturity certificate","46","0.198259679527406","0.146509158088911","0.250010200965902"
"Very important","1990","no migration background","(2c_voc) vocational maturity certificate","90","0.281954414641333","0.230521648331895","0.333387180950772"
"Very important","1990","no migration background","(3a) lower tertiary education","79","0.354315390742181","0.288999371709217","0.419631409775146"
"Very important","1990","no migration background","(3b) higher tertiary education","156","0.370936728295297","0.323117546517217","0.418755910073376"
"Very important","1990","direct migration background","(0) in school","2","","",""
"Very important","1990","direct migration background","(1a) inadequately completed","2","","",""
"Very important","1990","direct migration background","(1b) general elementary school","31","0.302711572232473","0.20779379115785","0.397629353307096"
"Very important","1990","direct migration background","(1c) basic vocational qualification","77","0.41736608061248","0.340717170023503","0.494014991201458"
"Very important","1990","direct migration background","(2b) intermediate general qualification","11","","",""
"Very important","1990","direct migration background","(2a) intermediate vocational","27","","",""
"Very important","1990","direct migration background","(2c_gen) general maturity certificate","7","","",""
"Very important","1990","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"Very important","1990","direct migration background","(3a) lower tertiary education","8","","",""
"Very important","1990","direct migration background","(3b) higher tertiary education","15","","",""
"Very important","1990","indirect migration background","(0) in school","2","","",""
"Very important","1990","indirect migration background","(1a) inadequately completed","","","",""
"Very important","1990","indirect migration background","(1b) general elementary school","5","","",""
"Very important","1990","indirect migration background","(1c) basic vocational qualification","6","","",""
"Very important","1990","indirect migration background","(2b) intermediate general qualification","1","","",""
"Very important","1990","indirect migration background","(2a) intermediate vocational","3","","",""
"Very important","1990","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Very important","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very important","1990","indirect migration background","(3a) lower tertiary education","1","","",""
"Very important","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Important","1990","no migration background","(0) in school","33","0.31928235439146","0.226024925576882","0.412539783206038"
"Important","1990","no migration background","(1a) inadequately completed","19","","",""
"Important","1990","no migration background","(1b) general elementary school","513","0.420418546984704","0.392876977567333","0.447960116402075"
"Important","1990","no migration background","(1c) basic vocational qualification","1055","0.416016290089424","0.396934051453512","0.435098528725335"
"Important","1990","no migration background","(2b) intermediate general qualification","107","0.392516557404461","0.33459196575935","0.450441149049573"
"Important","1990","no migration background","(2a) intermediate vocational","443","0.391319478096784","0.36297642280811","0.419662533385458"
"Important","1990","no migration background","(2c_gen) general maturity certificate","87","0.357234437668487","0.295035405505584","0.41943346983139"
"Important","1990","no migration background","(2c_voc) vocational maturity certificate","117","0.380028306619578","0.324544234247693","0.435512378991462"
"Important","1990","no migration background","(3a) lower tertiary education","78","0.376653971219088","0.310485613651128","0.442822328787049"
"Important","1990","no migration background","(3b) higher tertiary education","135","0.345097990204115","0.298036634464878","0.392159345943351"
"Important","1990","direct migration background","(0) in school","1","","",""
