"plh0110","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","general elemantary","673","0.423262887160417","0.399128893321737","0.447396880999096","2"
"Important","1990","inadequately","21","","","","2"
"Important","1990","middle vocational","1554","0.409609634280549","0.394080055929797","0.4251392126313","2"
"Important","1990","in school","35","0.319494195839004","0.22987958468892","0.409108806989087","2"
"Important","1990","vocational + Abi","72","0.345398526453364","0.280148343033498","0.410648709873229","2"
"Important","1990","higher vocational","192","0.373850024544855","0.331271055331737","0.416428993757973","2"
"Important","1990","higher education","229","0.35344636551129","0.316668223840495","0.390224507182086","2"
"Less important","1990","general elemantary","205","0.129941494015625","0.113517328633058","0.146365659398191","3"
"Less important","1990","middle vocational","540","0.147201382898851","0.136012566677423","0.158390199120279","3"
"Less important","1990","inadequately","11","","","","3"
"Less important","1990","vocational + Abi","51","0.277257569124165","0.215829553089861","0.338685585158469","3"
"Less important","1990","higher vocational","57","0.130669203412148","0.101008161190754","0.160330245633541","3"
"Less important","1990","in school","38","0.381967854701725","0.288588609037637","0.475347100365813","3"
"Less important","1990","higher education","104","0.179308839105205","0.14979562761259","0.208822050597819","3"
"Quite unimportant","1990","higher vocational","19","","","","4"
"Quite unimportant","1990","middle vocational","209","0.0688117071987092","0.0608178778681824","0.0768055365292361","4"
"Quite unimportant","1990","higher education","57","0.0956828329918645","0.0730518643415623","0.118313801642167","4"
"Quite unimportant","1990","general elemantary","116","0.0828899315333438","0.0694221279437879","0.0963577351228996","4"
"Quite unimportant","1990","vocational + Abi","21","","","","4"
"Quite unimportant","1990","inadequately","14","","","","4"
"Quite unimportant","1990","in school","11","","","","4"
"Very important","1990","in school","20","","","","1"
"Very important","1990","inadequately","26","","","","1"
"Very important","1990","general elemantary","616","0.363905687290615","0.340404471470411","0.387406903110818","1"
"Very important","1990","middle vocational","1549","0.374377275621891","0.359094017461715","0.389660533782068","1"
"Very important","1990","vocational + Abi","60","0.260258572583895","0.200047619802404","0.320469525365385","1"
"Very important","1990","higher vocational","228","0.440594615589827","0.396903798519309","0.484285432660345","1"
"Very important","1990","higher education","259","0.37156196239164","0.334385111593494","0.408738813189786","1"
"Important","1991","inadequately","","","","","2"
"Important","1991","in school","","","","","2"
"Important","1991","general elemantary","","","","","2"
"Important","1991","middle vocational","","","","","2"
"Important","1991","vocational + Abi","","","","","2"
"Important","1991","higher vocational","","","","","2"
"Important","1991","higher education","","","","","2"
"Less important","1991","inadequately","","","","","3"
"Less important","1991","in school","","","","","3"
"Less important","1991","general elemantary","","","","","3"
"Less important","1991","middle vocational","","","","","3"
"Less important","1991","vocational + Abi","","","","","3"
"Less important","1991","higher vocational","","","","","3"
"Less important","1991","higher education","","","","","3"
"Quite unimportant","1991","general elemantary","","","","","4"
"Quite unimportant","1991","middle vocational","","","","","4"
"Quite unimportant","1991","inadequately","","","","","4"
"Quite unimportant","1991","higher vocational","","","","","4"
"Quite unimportant","1991","higher education","","","","","4"
"Quite unimportant","1991","vocational + Abi","","","","","4"
"Quite unimportant","1991","in school","","","","","4"
"Very important","1991","in school","","","","","1"
"Very important","1991","inadequately","","","","","1"
"Very important","1991","general elemantary","","","","","1"
"Very important","1991","middle vocational","","","","","1"
"Very important","1991","vocational + Abi","","","","","1"
"Very important","1991","higher vocational","","","","","1"
"Very important","1991","higher education","","","","","1"
"Important","1992","inadequately","36","0.367909252721278","0.270422807174828","0.465395698267729","2"
"Important","1992","in school","43","0.317699948441852","0.23945164842507","0.395948248458633","2"
"Important","1992","general elemantary","790","0.430982410420884","0.40882002984974","0.453144790992027","2"
"Important","1992","middle vocational","2056","0.361573480631271","0.349412432054294","0.373734529208248","2"
"Important","1992","vocational + Abi","92","0.350922051936974","0.295897954569128","0.40594614930482","2"
"Important","1992","higher vocational","229","0.31563491968338","0.282283438954336","0.348986400412424","2"
"Important","1992","higher education","439","0.304004003987466","0.281458140059015","0.326549867915918","2"
"Less important","1992","inadequately","17","","","","3"
"Less important","1992","general elemantary","243","0.111734101084784","0.0976351061635692","0.125833096005998","3"
"Less important","1992","vocational + Abi","55","0.210213749251455","0.163236832073836","0.257190666429075","3"
"Less important","1992","middle vocational","728","0.135753306939812","0.127083461583805","0.144423152295819","3"
"Less important","1992","in school","45","0.338589825642336","0.259056155389964","0.418123495894708","3"
"Less important","1992","higher vocational","81","0.132464674855901","0.108138585363781","0.15679076434802","3"
"Less important","1992","higher education","159","0.135882149933129","0.11908670349747","0.152677596368788","3"
"Quite unimportant","1992","inadequately","16","","","","4"
"Quite unimportant","1992","general elemantary","176","0.0955102608717223","0.0823564792500012","0.108664042493443","4"
"Quite unimportant","1992","vocational + Abi","21","","","","4"
"Quite unimportant","1992","middle vocational","367","0.0804850720507743","0.0735992730768438","0.0873708710247049","4"
"Quite unimportant","1992","higher vocational","34","0.0656011484618609","0.0478347030217997","0.0833675939019222","4"
"Quite unimportant","1992","higher education","75","0.0700896443737777","0.0575763595657228","0.0826029291818326","4"
"Quite unimportant","1992","in school","20","","","","4"
"Very important","1992","general elemantary","709","0.36177322762261","0.340268719618611","0.38327773562661","1"
"Very important","1992","in school","28","","","","1"
"Very important","1992","inadequately","25","","","","1"
"Very important","1992","middle vocational","2845","0.422188140378143","0.409686600245128","0.434689680511157","1"
"Very important","1992","vocational + Abi","121","0.346948915789433","0.292070001048743","0.401827830530123","1"
"Very important","1992","higher vocational","402","0.486299256998858","0.450433039546079","0.522165474451637","1"
"Very important","1992","higher education","926","0.490024201705627","0.465521870430362","0.514526532980891","1"
"Important","1993","inadequately","","","","","2"
"Important","1993","general elemantary","","","","","2"
"Important","1993","in school","","","","","2"
"Important","1993","middle vocational","","","","","2"
"Important","1993","vocational + Abi","","","","","2"
"Important","1993","higher vocational","","","","","2"
"Important","1993","higher education","","","","","2"
"Less important","1993","inadequately","","","","","3"
"Less important","1993","vocational + Abi","","","","","3"
"Less important","1993","general elemantary","","","","","3"
"Less important","1993","middle vocational","","","","","3"
"Less important","1993","in school","","","","","3"
"Less important","1993","higher vocational","","","","","3"
"Less important","1993","higher education","","","","","3"
"Quite unimportant","1993","inadequately","","","","","4"
"Quite unimportant","1993","general elemantary","","","","","4"
"Quite unimportant","1993","vocational + Abi","","","","","4"
"Quite unimportant","1993","middle vocational","","","","","4"
"Quite unimportant","1993","higher vocational","","","","","4"
"Quite unimportant","1993","higher education","","","","","4"
"Quite unimportant","1993","in school","","","","","4"
"Very important","1993","general elemantary","","","","","1"
"Very important","1993","higher vocational","","","","","1"
"Very important","1993","in school","","","","","1"
"Very important","1993","inadequately","","","","","1"
"Very important","1993","middle vocational","","","","","1"
"Very important","1993","vocational + Abi","","","","","1"
"Very important","1993","higher education","","","","","1"
"Important","1994","inadequately","","","","","2"
"Important","1994","general elemantary","","","","","2"
"Important","1994","in school","","","","","2"
"Important","1994","middle vocational","","","","","2"
"Important","1994","vocational + Abi","","","","","2"
"Important","1994","higher vocational","","","","","2"
"Important","1994","higher education","","","","","2"
"Less important","1994","inadequately","","","","","3"
"Less important","1994","general elemantary","","","","","3"
"Less important","1994","vocational + Abi","","","","","3"
"Less important","1994","middle vocational","","","","","3"
"Less important","1994","in school","","","","","3"
"Less important","1994","higher vocational","","","","","3"
"Less important","1994","higher education","","","","","3"
"Quite unimportant","1994","inadequately","","","","","4"
"Quite unimportant","1994","general elemantary","","","","","4"
"Quite unimportant","1994","vocational + Abi","","","","","4"
"Quite unimportant","1994","middle vocational","","","","","4"
"Quite unimportant","1994","higher vocational","","","","","4"
"Quite unimportant","1994","higher education","","","","","4"
"Quite unimportant","1994","in school","","","","","4"
"Very important","1994","general elemantary","","","","","1"
"Very important","1994","vocational + Abi","","","","","1"
"Very important","1994","higher vocational","","","","","1"
"Very important","1994","in school","","","","","1"
"Very important","1994","inadequately","","","","","1"
"Very important","1994","middle vocational","","","","","1"
"Very important","1994","higher education","","","","","1"
"Important","1995","in school","82","0.342920144135985","0.28210023909824","0.40374004917373","2"
"Important","1995","inadequately","38","0.403518921574992","0.306386248401864","0.50065159474812","2"
"Important","1995","general elemantary","663","0.367807878877841","0.345574571699511","0.390041186056171","2"
"Important","1995","middle vocational","2140","0.362932917805613","0.35080943065043","0.375056404960796","2"
"Important","1995","vocational + Abi","121","0.308571150075829","0.263305422723817","0.353836877427841","2"
"Important","1995","higher vocational","240","0.370114189940721","0.335136483309922","0.405091896571521","2"
"Important","1995","higher education","492","0.305337804009313","0.283419230390599","0.327256377628028","2"
"Less important","1995","inadequately","11","","","","3"
"Less important","1995","general elemantary","247","0.127129817642655","0.111770654416834","0.142488980868477","3"
"Less important","1995","middle vocational","701","0.125938334365063","0.117573221534664","0.134303447195462","3"
"Less important","1995","in school","85","0.383606222080236","0.321302770533129","0.445909673627343","3"
"Less important","1995","vocational + Abi","67","0.167571897318472","0.130970972797636","0.204172821839308","3"
"Less important","1995","higher vocational","71","0.114963004868615","0.0918555392091233","0.138070470528107","3"
"Less important","1995","higher education","176","0.14166805445639","0.125072232378316","0.158263876534465","3"
"Quite unimportant","1995","inadequately","10","","","","4"
"Quite unimportant","1995","general elemantary","151","0.0983732841101445","0.0846416891152731","0.112104879105016","4"
"Quite unimportant","1995","middle vocational","336","0.0679163824266608","0.0615727720059116","0.07425999284741","4"
"Quite unimportant","1995","higher vocational","30","0.0549769220169197","0.0384647589688377","0.0714890850650017","4"
"Quite unimportant","1995","higher education","85","0.0753665130889989","0.0628030552297767","0.087929970948221","4"
"Quite unimportant","1995","in school","27","","","","4"
"Quite unimportant","1995","vocational + Abi","23","","","","4"
"Very important","1995","in school","40","0.162900917622741","0.11558684190022","0.210214993345263","1"
"Very important","1995","inadequately","39","0.358393619698213","0.263453554645994","0.453333684750432","1"
"Very important","1995","general elemantary","746","0.406689019369359","0.384040415752579","0.429337622986139","1"
"Very important","1995","middle vocational","2866","0.443212365402663","0.43068751581768","0.455737214987646","1"
"Very important","1995","vocational + Abi","189","0.438243297994669","0.38961938919303","0.486867206796308","1"
"Very important","1995","higher vocational","391","0.459945883173744","0.423841115146178","0.49605065120131","1"
"Very important","1995","higher education","943","0.477627628445297","0.453855394976245","0.50139986191435","1"
"Important","1996","inadequately","","","","","2"
"Important","1996","in school","","","","","2"
"Important","1996","general elemantary","","","","","2"
"Important","1996","middle vocational","","","","","2"
"Important","1996","vocational + Abi","","","","","2"
"Important","1996","higher vocational","","","","","2"
"Important","1996","higher education","","","","","2"
"Less important","1996","inadequately","","","","","3"
"Less important","1996","vocational + Abi","","","","","3"
"Less important","1996","general elemantary","","","","","3"
"Less important","1996","middle vocational","","","","","3"
"Less important","1996","in school","","","","","3"
"Less important","1996","higher vocational","","","","","3"
"Less important","1996","higher education","","","","","3"
"Quite unimportant","1996","inadequately","","","","","4"
"Quite unimportant","1996","vocational + Abi","","","","","4"
"Quite unimportant","1996","higher vocational","","","","","4"
"Quite unimportant","1996","general elemantary","","","","","4"
"Quite unimportant","1996","middle vocational","","","","","4"
"Quite unimportant","1996","higher education","","","","","4"
"Quite unimportant","1996","in school","","","","","4"
"Very important","1996","general elemantary","","","","","1"
"Very important","1996","in school","","","","","1"
"Very important","1996","inadequately","","","","","1"
"Very important","1996","middle vocational","","","","","1"
"Very important","1996","vocational + Abi","","","","","1"
"Very important","1996","higher vocational","","","","","1"
"Very important","1996","higher education","","","","","1"
"Important","1997","inadequately","","","","","2"
"Important","1997","in school","","","","","2"
"Important","1997","general elemantary","","","","","2"
"Important","1997","middle vocational","","","","","2"
"Important","1997","vocational + Abi","","","","","2"
"Important","1997","higher vocational","","","","","2"
"Important","1997","higher education","","","","","2"
"Less important","1997","inadequately","","","","","3"
"Less important","1997","general elemantary","","","","","3"
"Less important","1997","middle vocational","","","","","3"
"Less important","1997","vocational + Abi","","","","","3"
"Less important","1997","in school","","","","","3"
"Less important","1997","higher vocational","","","","","3"
"Less important","1997","higher education","","","","","3"
"Quite unimportant","1997","inadequately","","","","","4"
"Quite unimportant","1997","general elemantary","","","","","4"
"Quite unimportant","1997","middle vocational","","","","","4"
"Quite unimportant","1997","vocational + Abi","","","","","4"
"Quite unimportant","1997","higher vocational","","","","","4"
"Quite unimportant","1997","higher education","","","","","4"
"Quite unimportant","1997","in school","","","","","4"
"Very important","1997","inadequately","","","","","1"
"Very important","1997","general elemantary","","","","","1"
"Very important","1997","in school","","","","","1"
"Very important","1997","middle vocational","","","","","1"
"Very important","1997","vocational + Abi","","","","","1"
"Very important","1997","higher vocational","","","","","1"
"Very important","1997","higher education","","","","","1"
"Important","1998","inadequately","","","","","2"
