"plh0110","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Full Time","Male","937","0.422952908056734","0.402374540559074","0.443531275554395","2"
"Important","1990","Full Time","Female","358","0.360660403777247","0.330394762000166","0.390926045554328","2"
"Important","1990","Part Time","Female","369","0.39465898500101","0.363931571402026","0.425386398599993","2"
"Important","1990","Part Time","Male","127","0.339679549361851","0.290688928761272","0.388670169962429","2"
"Important","1990","Not Working","Male","352","0.440906429410652","0.40688230919865","0.474930549622654","2"
"Important","1990","Not Working","Female","664","0.388719114771753","0.365788717081664","0.411649512461842","2"
"Less important","1990","Part Time","Female","99","0.112058900423653","0.0922285578838175","0.131889242963488","3"
"Less important","1990","Full Time","Female","210","0.240650375148423","0.213707184953176","0.267593565343669","3"
"Less important","1990","Full Time","Male","329","0.16317379419017","0.147781543614847","0.178566044765493","3"
"Less important","1990","Part Time","Male","101","0.299859646091166","0.252462473674312","0.347256818508021","3"
"Less important","1990","Not Working","Male","157","0.179664718897273","0.153356070588535","0.20597336720601","3"
"Less important","1990","Not Working","Female","132","0.0831398557924506","0.0701522406379819","0.0961274709469192","3"
"Quite unimportant","1990","Full Time","Male","121","0.0638073981927043","0.0536267037433876","0.073988092642021","4"
"Quite unimportant","1990","Full Time","Female","71","0.088243082006865","0.0703652553686722","0.106120908645058","4"
"Quite unimportant","1990","Part Time","Male","38","0.122669611739826","0.0887343699221501","0.156604853557501","4"
"Quite unimportant","1990","Part Time","Female","27","","","","4"
"Quite unimportant","1990","Not Working","Male","71","0.0959496055733658","0.075766436602417","0.116132774544315","4"
"Quite unimportant","1990","Not Working","Female","123","0.0912166922168252","0.0776728913101039","0.104760493123546","4"
"Very important","1990","Full Time","Male","827","0.350065899560391","0.330197227186605","0.369934571934178","1"
"Very important","1990","Full Time","Female","328","0.310446139067465","0.281284489771758","0.339607788363172","1"
"Very important","1990","Part Time","Male","93","0.237791192807158","0.193752367024458","0.281830018589858","1"
"Very important","1990","Part Time","Female","477","0.465145502501574","0.433789030175922","0.496501974827226","1"
"Very important","1990","Not Working","Male","238","0.28347924611871","0.252594327534148","0.314364164703271","1"
"Very important","1990","Not Working","Female","817","0.436924337218971","0.413591920357975","0.460256754079967","1"
"Important","1991","Full Time","Female","","","","","2"
"Important","1991","Full Time","Male","","","","","2"
"Important","1991","Part Time","Male","","","","","2"
"Important","1991","Part Time","Female","","","","","2"
"Important","1991","Not Working","Male","","","","","2"
"Important","1991","Not Working","Female","","","","","2"
"Less important","1991","Full Time","Male","","","","","3"
"Less important","1991","Full Time","Female","","","","","3"
"Less important","1991","Part Time","Male","","","","","3"
"Less important","1991","Part Time","Female","","","","","3"
"Less important","1991","Not Working","Male","","","","","3"
"Less important","1991","Not Working","Female","","","","","3"
"Quite unimportant","1991","Full Time","Female","","","","","4"
"Quite unimportant","1991","Full Time","Male","","","","","4"
"Quite unimportant","1991","Part Time","Male","","","","","4"
"Quite unimportant","1991","Part Time","Female","","","","","4"
"Quite unimportant","1991","Not Working","Male","","","","","4"
"Quite unimportant","1991","Not Working","Female","","","","","4"
"Very important","1991","Full Time","Male","","","","","1"
"Very important","1991","Full Time","Female","","","","","1"
"Very important","1991","Part Time","Male","","","","","1"
"Very important","1991","Part Time","Female","","","","","1"
"Very important","1991","Not Working","Male","","","","","1"
"Very important","1991","Not Working","Female","","","","","1"
"Important","1992","Full Time","Female","581","0.3375773402504","0.316115700208121","0.35903898029268","2"
"Important","1992","Full Time","Male","1193","0.362946209936021","0.346875273334305","0.379017146537736","2"
"Important","1992","Part Time","Male","228","0.363946039771138","0.326256016645513","0.401636062896763","2"
"Important","1992","Part Time","Female","443","0.314126938090486","0.29057437677925","0.337679499401722","2"
"Important","1992","Not Working","Male","451","0.425034104241937","0.395952421416029","0.454115787067846","2"
"Important","1992","Not Working","Female","827","0.373637081083239","0.354094457512788","0.39317970465369","2"
"Less important","1992","Full Time","Male","472","0.158801728387307","0.146586297203702","0.171017159570912","3"
"Less important","1992","Full Time","Female","279","0.192730468615251","0.174828815300414","0.210632121930088","3"
"Less important","1992","Part Time","Male","154","0.260867100591694","0.226469207150152","0.295264994033235","3"
"Less important","1992","Part Time","Female","101","0.0784032617205872","0.0647636750684172","0.0920428483727571","3"
"Less important","1992","Not Working","Male","174","0.157462888612451","0.136035451536201","0.178890325688701","3"
"Less important","1992","Not Working","Female","175","0.0729940803220798","0.0624858414621062","0.0835023191820534","3"
"Quite unimportant","1992","Full Time","Male","172","0.061754860585773","0.0537098663450733","0.0697998548264727","4"
"Quite unimportant","1992","Full Time","Female","101","0.0732000947100867","0.0613790057729732","0.0850211836472003","4"
"Quite unimportant","1992","Part Time","Male","48","0.0915191239689999","0.0689312816994203","0.11410696623858","4"
"Quite unimportant","1992","Part Time","Female","39","0.0302990239478357","0.0216014743295846","0.0389965735660869","4"
"Quite unimportant","1992","Not Working","Male","139","0.127061219133335","0.107468937974585","0.146653500292086","4"
"Quite unimportant","1992","Not Working","Female","221","0.115347648209251","0.102443315492624","0.128251980925878","4"
"Very important","1992","Full Time","Male","1602","0.416497201090899","0.400020907633534","0.432973494548265","1"
"Very important","1992","Full Time","Female","904","0.396492096424262","0.374291357928459","0.418692834920065","1"
"Very important","1992","Part Time","Male","196","0.283667735668169","0.248355667699402","0.318979803636936","1"
"Very important","1992","Part Time","Female","909","0.577170776241091","0.552104008092666","0.602237544389516","1"
"Very important","1992","Not Working","Male","346","0.290441788012276","0.263735706648465","0.317147869376087","1"
"Very important","1992","Not Working","Female","1131","0.43802119038543","0.417978667307079","0.45806371346378","1"
"Important","1993","Full Time","Male","","","","","2"
"Important","1993","Full Time","Female","","","","","2"
"Important","1993","Part Time","Male","","","","","2"
"Important","1993","Part Time","Female","","","","","2"
"Important","1993","Not Working","Male","","","","","2"
