"plh0110","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Not Employed","in school","17","","",""
"Very important","1990","Not Employed","inadequately","13","","",""
"Very important","1990","Not Employed","general elemantary","338","0.388901432314869","0.355914455529344","0.421888409100395"
"Very important","1990","Not Employed","middle vocational","544","0.396377659242215","0.369304648245104","0.423450670239326"
"Very important","1990","Not Employed","vocational + Abi","16","","",""
"Very important","1990","Not Employed","higher vocational","70","0.50169895462841","0.417041893272815","0.586356015984004"
"Very important","1990","Not Employed","higher education","48","0.360073553424283","0.274188397247009","0.445958709601557"
"Very important","1990","Employed","in school","3","","",""
"Very important","1990","Employed","inadequately","13","","",""
"Very important","1990","Employed","general elemantary","278","0.331445776454504","0.298218444901324","0.364673108007685"
"Very important","1990","Employed","middle vocational","1005","0.361962517579895","0.343483307015863","0.380441728143927"
"Very important","1990","Employed","vocational + Abi","44","0.259357248435906","0.188746499678986","0.329967997192827"
"Very important","1990","Employed","higher vocational","158","0.411911608579801","0.36121053857408","0.462612678585522"
"Very important","1990","Employed","higher education","211","0.374437135535497","0.333194615702801","0.415679655368192"
"Important","1990","Not Employed","in school","31","0.316681686069179","0.221105345233354","0.412258026905004"
"Important","1990","Not Employed","inadequately","11","","",""
"Important","1990","Not Employed","general elemantary","349","0.41605640518381","0.382703884180603","0.449408926187017"
"Important","1990","Not Employed","middle vocational","506","0.419774790345864","0.392459501550046","0.447090079141682"
"Important","1990","Not Employed","vocational + Abi","18","","",""
"Important","1990","Not Employed","higher vocational","50","0.357947463738624","0.276778384485134","0.439116542992114"
"Important","1990","Not Employed","higher education","43","0.377399166293046","0.290670476581148","0.464127856004944"
"Important","1990","Employed","in school","4","","",""
"Important","1990","Employed","inadequately","10","","",""
"Important","1990","Employed","general elemantary","324","0.432621350457898","0.397650083136852","0.467592617778944"
"Important","1990","Employed","middle vocational","1048","0.403873463712439","0.385005701055197","0.422741226369681"
"Important","1990","Employed","vocational + Abi","54","0.347358074028393","0.270649586960962","0.424066561095825"
"Important","1990","Employed","higher vocational","142","0.381314850615463","0.331280241499539","0.431349459731388"
"Important","1990","Employed","higher education","186","0.34745176262733","0.306875333484183","0.388028191770477"
"Less important","1990","Not Employed","in school","33","0.377706260170789","0.278096429374471","0.477316090967107"
"Less important","1990","Not Employed","inadequately","3","","",""
"Less important","1990","Not Employed","general elemantary","84","0.0994337064779716","0.0791852571824375","0.119682155773506"
"Less important","1990","Not Employed","middle vocational","128","0.104167944761346","0.0872604341032812","0.121075455419411"
"Less important","1990","Not Employed","vocational + Abi","15","","",""
"Less important","1990","Not Employed","higher vocational","7","","",""
"Less important","1990","Not Employed","higher education","12","","",""
"Less important","1990","Employed","in school","5","","",""
"Less important","1990","Employed","inadequately","8","","",""
"Less important","1990","Employed","general elemantary","121","0.169559439482676","0.143072232545901","0.19604664641945"
"Less important","1990","Employed","middle vocational","412","0.171485037739252","0.156990919087029","0.185979156391474"
"Less important","1990","Employed","vocational + Abi","36","0.276537455906538","0.204476131368067","0.348598780445009"
"Less important","1990","Employed","higher vocational","50","0.166997162692444","0.128575903650899","0.205418421733988"
"Less important","1990","Employed","higher education","92","0.19638834020685","0.162535023862078","0.230241656551621"
"Quite unimportant","1990","Not Employed","in school","10","","",""
"Quite unimportant","1990","Not Employed","inadequately","8","","",""
"Quite unimportant","1990","Not Employed","general elemantary","68","0.0956084560233491","0.075711185275285","0.115505726771413"
"Quite unimportant","1990","Not Employed","middle vocational","76","0.0796796056505749","0.064691648809464","0.0946675624916858"
"Quite unimportant","1990","Not Employed","vocational + Abi","7","","",""
"Quite unimportant","1990","Not Employed","higher vocational","7","","",""
"Quite unimportant","1990","Not Employed","higher education","17","","",""
"Quite unimportant","1990","Employed","in school","1","","",""
"Quite unimportant","1990","Employed","inadequately","6","","",""
"Quite unimportant","1990","Employed","general elemantary","48","0.0663734336049219","0.0488021032045851","0.0839447640052586"
