"plh0110","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","in school","1","","",""
"Very important","1990","Schleswig-Holstein","inadequately","","","",""
"Very important","1990","Schleswig-Holstein","general elemantary","23","","",""
"Very important","1990","Schleswig-Holstein","middle vocational","73","0.465393271781693","0.38583471841006","0.544951825153326"
"Very important","1990","Schleswig-Holstein","vocational + Abi","2","","",""
"Very important","1990","Schleswig-Holstein","higher vocational","7","","",""
"Very important","1990","Schleswig-Holstein","higher education","6","","",""
"Very important","1990","Hamburg","in school","","","",""
"Very important","1990","Hamburg","inadequately","","","",""
"Very important","1990","Hamburg","general elemantary","4","","",""
"Very important","1990","Hamburg","middle vocational","23","","",""
"Very important","1990","Hamburg","vocational + Abi","","","",""
"Very important","1990","Hamburg","higher vocational","3","","",""
"Very important","1990","Hamburg","higher education","5","","",""
"Very important","1990","Lower Saxony","in school","3","","",""
"Very important","1990","Lower Saxony","inadequately","5","","",""
"Very important","1990","Lower Saxony","general elemantary","81","0.386366903954584","0.317672116685815","0.455061691223353"
"Very important","1990","Lower Saxony","middle vocational","191","0.392923722681043","0.348243276183974","0.437604169178112"
"Very important","1990","Lower Saxony","vocational + Abi","7","","",""
"Very important","1990","Lower Saxony","higher vocational","37","0.544750040523134","0.424606696222579","0.664893384823688"
"Very important","1990","Lower Saxony","higher education","28","","",""
"Very important","1990","Bremen","in school","","","",""
"Very important","1990","Bremen","inadequately","","","",""
"Very important","1990","Bremen","general elemantary","12","","",""
"Very important","1990","Bremen","middle vocational","18","","",""
"Very important","1990","Bremen","vocational + Abi","2","","",""
"Very important","1990","Bremen","higher vocational","","","",""
"Very important","1990","Bremen","higher education","3","","",""
"Very important","1990","North Rhine-Westphalia","in school","6","","",""
"Very important","1990","North Rhine-Westphalia","inadequately","9","","",""
"Very important","1990","North Rhine-Westphalia","general elemantary","151","0.383374423373786","0.334870510639319","0.431878336108252"
"Very important","1990","North Rhine-Westphalia","middle vocational","447","0.388087922524159","0.358793088953343","0.417382756094976"
"Very important","1990","North Rhine-Westphalia","vocational + Abi","20","","",""
"Very important","1990","North Rhine-Westphalia","higher vocational","59","0.437599567697569","0.351991538152082","0.523207597243057"
"Very important","1990","North Rhine-Westphalia","higher education","78","0.396934702163992","0.327366145316798","0.466503259011186"
"Very important","1990","Hesse","in school","2","","",""
