"plh0110","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Very important","1990","in school","Urban Area","15","","",""
"Very important","1990","in school","Rural Area","5","","",""
"Very important","1990","inadequately","Urban Area","18","","",""
"Very important","1990","inadequately","Rural Area","8","","",""
"Very important","1990","general elemantary","Urban Area","441","0.355468351603911","0.328261407929189","0.382675295278633"
"Very important","1990","general elemantary","Rural Area","175","0.388019923611587","0.341471744392489","0.434568102830684"
"Very important","1990","middle vocational","Urban Area","1166","0.365613434259625","0.348231473462104","0.382995395057146"
"Very important","1990","middle vocational","Rural Area","383","0.403023036153051","0.371030553913492","0.435015518392609"
"Very important","1990","vocational + Abi","Urban Area","50","0.256032405370982","0.190617831957918","0.321446978784047"
"Very important","1990","vocational + Abi","Rural Area","10","","",""
"Very important","1990","higher vocational","Urban Area","180","0.451954465387639","0.402241074267143","0.501667856508136"
"Very important","1990","higher vocational","Rural Area","48","0.400037097893113","0.30889921533703","0.491174980449197"
"Very important","1990","higher education","Urban Area","220","0.370356268533598","0.330144747537094","0.410567789530103"
"Very important","1990","higher education","Rural Area","39","0.378715877200992","0.281174659649522","0.476257094752462"
"Important","1990","in school","Urban Area","24","","",""
"Important","1990","in school","Rural Area","11","","",""
"Important","1990","inadequately","Urban Area","13","","",""
"Important","1990","inadequately","Rural Area","8","","",""
"Important","1990","general elemantary","Urban Area","501","0.424442244369574","0.396348416312306","0.452536072426842"
"Important","1990","general elemantary","Rural Area","172","0.419892238000009","0.372747817192577","0.467036658807441"
"Important","1990","middle vocational","Urban Area","1187","0.407265570796026","0.389532676285323","0.424998465306728"
"Important","1990","middle vocational","Rural Area","367","0.417271512043032","0.385109240918388","0.449433783167676"
"Important","1990","vocational + Abi","Urban Area","64","0.358534088608222","0.286655084089921","0.430413093126523"
"Important","1990","vocational + Abi","Rural Area","8","","",""
"Important","1990","higher vocational","Urban Area","140","0.358518743655961","0.310615420240214","0.406422067071708"
"Important","1990","higher vocational","Rural Area","52","0.42858654897358","0.336524401810554","0.520648696136606"
"Important","1990","higher education","Urban Area","197","0.356162852822185","0.31628740857645","0.396038297067921"
"Important","1990","higher education","Rural Area","32","0.337328245083615","0.242254221939321","0.432402268227909"
"Less important","1990","in school","Urban Area","32","0.412357774650633","0.304488765742353","0.520226783558913"
"Less important","1990","in school","Rural Area","6","","",""
"Less important","1990","inadequately","Urban Area","7","","",""
"Less important","1990","inadequately","Rural Area","4","","",""
"Less important","1990","general elemantary","Urban Area","155","0.132674713615084","0.113393150104227","0.15195627712594"
"Less important","1990","general elemantary","Rural Area","50","0.122129845198294","0.0908522691552155","0.153407421241373"
"Less important","1990","middle vocational","Urban Area","433","0.15405556813403","0.141026290966045","0.167084845302016"
"Less important","1990","middle vocational","Rural Area","107","0.124797582924956","0.103241911396211","0.146353254453701"
"Less important","1990","vocational + Abi","Urban Area","43","0.293699694854116","0.225434948574728","0.361964441133503"
"Less important","1990","vocational + Abi","Rural Area","8","","",""
"Less important","1990","higher vocational","Urban Area","47","0.130066821363178","0.0964664608522361","0.163667181874119"
"Less important","1990","higher vocational","Rural Area","10","","",""
"Less important","1990","higher education","Urban Area","86","0.172578910503061","0.141112271108429","0.204045549897693"
"Less important","1990","higher education","Rural Area","18","","",""
"Quite unimportant","1990","in school","Urban Area","9","","",""
"Quite unimportant","1990","in school","Rural Area","2","","",""
