"plh0110","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Urban Area","Male","1086","0.418971972165372","0.400006989772165","0.437936954558579","2"
"Important","1990","Rural Area","Male","330","0.418863202821152","0.384480885701364","0.45324551994094","2"
"Important","1990","Urban Area","Female","1064","0.378090363424877","0.360265709417934","0.39591501743182","2"
"Important","1990","Rural Area","Female","327","0.401034658761518","0.367732052090577","0.434337265432459","2"
"Less important","1990","Rural Area","Female","78","0.100294814060913","0.0798832737718539","0.120706354349973","3"
"Less important","1990","Urban Area","Male","459","0.184055507931738","0.16915962900236","0.198951386861115","3"
"Less important","1990","Urban Area","Female","363","0.136760286590545","0.124130227913178","0.149390345267912","3"
"Less important","1990","Rural Area","Male","128","0.174942215818116","0.148466400450727","0.201418031185506","3"
"Quite unimportant","1990","Urban Area","Male","186","0.0838029540663225","0.0731520732599887","0.0944538348726563","4"
"Quite unimportant","1990","Urban Area","Female","176","0.07826157386108","0.0683888316681297","0.0881343160540303","4"
"Quite unimportant","1990","Rural Area","Male","44","0.0611224393012338","0.0444282755943716","0.0778166030080961","4"
"Quite unimportant","1990","Rural Area","Female","45","0.0660571053227567","0.0491796736525453","0.082934536992968","4"
"Very important","1990","Urban Area","Male","869","0.313169565836568","0.295342660528885","0.330996471144251","1"
"Very important","1990","Urban Area","Female","1240","0.406887776123497","0.388829951952364","0.424945600294631","1"
"Very important","1990","Rural Area","Male","289","0.345072142059498","0.311942897631927","0.378201386487069","1"
"Very important","1990","Rural Area","Female","382","0.432613421854812","0.398948628607813","0.466278215101811","1"
"Important","1991","Urban Area","Male","","","","","2"
"Important","1991","Urban Area","Female","","","","","2"
"Important","1991","Rural Area","Male","","","","","2"
"Important","1991","Rural Area","Female","","","","","2"
"Less important","1991","Urban Area","Male","","","","","3"
"Less important","1991","Rural Area","Female","","","","","3"
"Less important","1991","Urban Area","Female","","","","","3"
"Less important","1991","Rural Area","Male","","","","","3"
"Quite unimportant","1991","Urban Area","Male","","","","","4"
"Quite unimportant","1991","Urban Area","Female","","","","","4"
"Quite unimportant","1991","Rural Area","Female","","","","","4"
"Quite unimportant","1991","Rural Area","Male","","","","","4"
"Very important","1991","Urban Area","Female","","","","","1"
"Very important","1991","Urban Area","Male","","","","","1"
"Very important","1991","Rural Area","Male","","","","","1"
"Very important","1991","Rural Area","Female","","","","","1"
"Important","1992","Urban Area","Male","1173","0.382721754418214","0.365774997114451","0.399668511721978","2"
"Important","1992","Urban Area","Female","1168","0.351792576436471","0.336030723443996","0.367554429428946","2"
"Important","1992","Rural Area","Male","685","0.373268070548202","0.351871741284259","0.394664399812145","2"
"Important","1992","Rural Area","Female","674","0.348859480712269","0.328590427605169","0.36912853381937","2"
"Less important","1992","Rural Area","Female","152","0.0792503413101168","0.0677624005142757","0.0907382821059579","3"
"Less important","1992","Urban Area","Male","515","0.176566048369411","0.163271532300262","0.189860564438561","3"
"Less important","1992","Urban Area","Female","396","0.119611261360377","0.108900256619929","0.130322266100825","3"
"Less important","1992","Rural Area","Male","279","0.158693261988297","0.142529428479618","0.174857095496977","3"
"Quite unimportant","1992","Urban Area","Male","246","0.0901242687427033","0.0801399952835332","0.100108542201873","4"
"Quite unimportant","1992","Urban Area","Female","241","0.0887152227323433","0.0793302488478783","0.0981001966168083","4"
"Quite unimportant","1992","Rural Area","Male","110","0.0649713514295028","0.0540679663589762","0.0758747365000294","4"
"Quite unimportant","1992","Rural Area","Female","116","0.070699154294587","0.0597984110505774","0.0815998975385967","4"
"Very important","1992","Urban Area","Female","1721","0.439880939470809","0.423497137696276","0.456264741245341","1"
