"plh0110","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"Quite unimportant","1994","Employed","Part Time","","","",""
"Quite unimportant","1994","Employed","Not Working","","","",""
"Very important","1995","Not Employed","Full Time","","","",""
"Very important","1995","Not Employed","Part Time","","","",""
"Very important","1995","Not Employed","Not Working","1861","0.445639437903188","0.430255628988003","0.461023246818373"
"Very important","1995","Employed","Full Time","2287","0.410068473893878","0.396358461298767","0.423778486488989"
"Very important","1995","Employed","Part Time","1114","0.47294412752248","0.45199557766025","0.493892677384711"
"Very important","1995","Employed","Not Working","","","",""
"Important","1995","Not Employed","Full Time","","","",""
"Important","1995","Not Employed","Part Time","","","",""
"Important","1995","Not Employed","Not Working","1441","0.364486948692818","0.349590623907712","0.379383273477924"
"Important","1995","Employed","Full Time","1692","0.351816959809246","0.338505794484833","0.365128125133658"
"Important","1995","Employed","Part Time","685","0.334684725987598","0.314885308587167","0.354484143388029"
"Important","1995","Employed","Not Working","","","",""
"Less important","1995","Not Employed","Full Time","","","",""
"Less important","1995","Not Employed","Part Time","","","",""
"Less important","1995","Not Employed","Not Working","399","0.098435249646166","0.08921485117933","0.107655648113002"
"Less important","1995","Employed","Full Time","720","0.172829493522509","0.162290107561332","0.183368879483685"
"Less important","1995","Employed","Part Time","268","0.132363793485994","0.118144626515906","0.146582960456082"
"Less important","1995","Employed","Not Working","","","",""
"Quite unimportant","1995","Not Employed","Full Time","","","",""
"Quite unimportant","1995","Not Employed","Part Time","","","",""
"Quite unimportant","1995","Not Employed","Not Working","309","0.0914383637578281","0.0825172859923368","0.100359441523319"
"Quite unimportant","1995","Employed","Full Time","245","0.0652850727743673","0.0583992570604821","0.0721708884882524"
"Quite unimportant","1995","Employed","Part Time","115","0.060007353003928","0.0500421722390664","0.0699725337687896"
"Quite unimportant","1995","Employed","Not Working","","","",""
"Very important","1996","Not Employed","Full Time","","","",""
"Very important","1996","Not Employed","Part Time","","","",""
"Very important","1996","Not Employed","Not Working","","","",""
"Very important","1996","Employed","Full Time","","","",""
"Very important","1996","Employed","Part Time","","","",""
"Very important","1996","Employed","Not Working","","","",""
"Important","1996","Not Employed","Full Time","","","",""
"Important","1996","Not Employed","Part Time","","","",""
"Important","1996","Not Employed","Not Working","","","",""
"Important","1996","Employed","Full Time","","","",""
"Important","1996","Employed","Part Time","","","",""
"Important","1996","Employed","Not Working","","","",""
"Less important","1996","Not Employed","Full Time","","","",""
"Less important","1996","Not Employed","Part Time","","","",""
"Less important","1996","Not Employed","Not Working","","","",""
"Less important","1996","Employed","Full Time","","","",""
"Less important","1996","Employed","Part Time","","","",""
"Less important","1996","Employed","Not Working","","","",""
"Quite unimportant","1996","Not Employed","Full Time","","","",""
"Quite unimportant","1996","Not Employed","Part Time","","","",""
"Quite unimportant","1996","Not Employed","Not Working","","","",""
"Quite unimportant","1996","Employed","Full Time","","","",""
"Quite unimportant","1996","Employed","Part Time","","","",""
"Quite unimportant","1996","Employed","Not Working","","","",""
"Very important","1997","Not Employed","Full Time","","","",""
"Very important","1997","Not Employed","Part Time","","","",""
"Very important","1997","Not Employed","Not Working","","","",""
"Very important","1997","Employed","Full Time","","","",""
"Very important","1997","Employed","Part Time","","","",""
"Very important","1997","Employed","Not Working","","","",""
"Important","1997","Not Employed","Full Time","","","",""
"Important","1997","Not Employed","Part Time","","","",""
"Important","1997","Not Employed","Not Working","","","",""
"Important","1997","Employed","Full Time","","","",""
"Important","1997","Employed","Part Time","","","",""
"Important","1997","Employed","Not Working","","","",""
"Less important","1997","Not Employed","Full Time","","","",""
"Less important","1997","Not Employed","Part Time","","","",""
"Less important","1997","Not Employed","Not Working","","","",""
"Less important","1997","Employed","Full Time","","","",""
"Less important","1997","Employed","Part Time","","","",""
"Less important","1997","Employed","Not Working","","","",""
"Quite unimportant","1997","Not Employed","Full Time","","","",""
"Quite unimportant","1997","Not Employed","Part Time","","","",""
"Quite unimportant","1997","Not Employed","Not Working","","","",""
"Quite unimportant","1997","Employed","Full Time","","","",""
"Quite unimportant","1997","Employed","Part Time","","","",""
"Quite unimportant","1997","Employed","Not Working","","","",""
"Very important","1998","Not Employed","Full Time","","","",""
"Very important","1998","Not Employed","Part Time","","","",""
"Very important","1998","Not Employed","Not Working","","","",""
"Very important","1998","Employed","Full Time","","","",""
"Very important","1998","Employed","Part Time","","","",""
"Very important","1998","Employed","Not Working","","","",""
"Important","1998","Not Employed","Full Time","","","",""
"Important","1998","Not Employed","Part Time","","","",""
"Important","1998","Not Employed","Not Working","","","",""
"Important","1998","Employed","Full Time","","","",""
"Important","1998","Employed","Part Time","","","",""
"Important","1998","Employed","Not Working","","","",""
"Less important","1998","Not Employed","Full Time","","","",""
"Less important","1998","Not Employed","Part Time","","","",""
"Less important","1998","Not Employed","Not Working","","","",""
"Less important","1998","Employed","Full Time","","","",""
"Less important","1998","Employed","Part Time","","","",""
"Less important","1998","Employed","Not Working","","","",""
"Quite unimportant","1998","Not Employed","Full Time","","","",""
"Quite unimportant","1998","Not Employed","Part Time","","","",""
"Quite unimportant","1998","Not Employed","Not Working","","","",""
"Quite unimportant","1998","Employed","Full Time","","","",""
"Quite unimportant","1998","Employed","Part Time","","","",""
"Quite unimportant","1998","Employed","Not Working","","","",""
"Very important","1999","Not Employed","Full Time","","","",""
"Very important","1999","Not Employed","Part Time","","","",""
"Very important","1999","Not Employed","Not Working","","","",""
"Very important","1999","Employed","Full Time","","","",""
"Very important","1999","Employed","Part Time","","","",""
"Very important","1999","Employed","Not Working","","","",""
"Important","1999","Not Employed","Full Time","","","",""
"Important","1999","Not Employed","Part Time","","","",""
"Important","1999","Not Employed","Not Working","","","",""
"Important","1999","Employed","Full Time","","","",""
"Important","1999","Employed","Part Time","","","",""
"Important","1999","Employed","Not Working","","","",""
"Less important","1999","Not Employed","Full Time","","","",""
"Less important","1999","Not Employed","Part Time","","","",""
"Less important","1999","Not Employed","Not Working","","","",""
"Less important","1999","Employed","Full Time","","","",""
"Less important","1999","Employed","Part Time","","","",""
"Less important","1999","Employed","Not Working","","","",""
"Quite unimportant","1999","Not Employed","Full Time","","","",""
"Quite unimportant","1999","Not Employed","Part Time","","","",""
"Quite unimportant","1999","Not Employed","Not Working","","","",""
"Quite unimportant","1999","Employed","Full Time","","","",""
"Quite unimportant","1999","Employed","Part Time","","","",""
"Quite unimportant","1999","Employed","Not Working","","","",""
"Very important","2000","Not Employed","Full Time","","","",""
"Very important","2000","Not Employed","Part Time","","","",""
"Very important","2000","Not Employed","Not Working","","","",""
"Very important","2000","Employed","Full Time","","","",""
"Very important","2000","Employed","Part Time","","","",""
"Very important","2000","Employed","Not Working","","","",""
"Important","2000","Not Employed","Full Time","","","",""
"Important","2000","Not Employed","Part Time","","","",""
"Important","2000","Not Employed","Not Working","","","",""
"Important","2000","Employed","Full Time","","","",""
"Important","2000","Employed","Part Time","","","",""
"Important","2000","Employed","Not Working","","","",""
"Less important","2000","Not Employed","Full Time","","","",""
"Less important","2000","Not Employed","Part Time","","","",""
"Less important","2000","Not Employed","Not Working","","","",""
"Less important","2000","Employed","Full Time","","","",""
"Less important","2000","Employed","Part Time","","","",""
"Less important","2000","Employed","Not Working","","","",""
"Quite unimportant","2000","Not Employed","Full Time","","","",""
"Quite unimportant","2000","Not Employed","Part Time","","","",""
"Quite unimportant","2000","Not Employed","Not Working","","","",""
"Quite unimportant","2000","Employed","Full Time","","","",""
"Quite unimportant","2000","Employed","Part Time","","","",""
"Quite unimportant","2000","Employed","Not Working","","","",""
"Very important","2001","Not Employed","Full Time","","","",""
"Very important","2001","Not Employed","Part Time","","","",""
"Very important","2001","Not Employed","Not Working","","","",""
"Very important","2001","Employed","Full Time","","","",""
"Very important","2001","Employed","Part Time","","","",""
"Very important","2001","Employed","Not Working","","","",""
"Important","2001","Not Employed","Full Time","","","",""
"Important","2001","Not Employed","Part Time","","","",""
"Important","2001","Not Employed","Not Working","","","",""
"Important","2001","Employed","Full Time","","","",""
"Important","2001","Employed","Part Time","","","",""
"Important","2001","Employed","Not Working","","","",""
"Less important","2001","Not Employed","Full Time","","","",""
"Less important","2001","Not Employed","Part Time","","","",""
"Less important","2001","Not Employed","Not Working","","","",""
"Less important","2001","Employed","Full Time","","","",""
"Less important","2001","Employed","Part Time","","","",""
"Less important","2001","Employed","Not Working","","","",""
"Quite unimportant","2001","Not Employed","Full Time","","","",""
"Quite unimportant","2001","Not Employed","Part Time","","","",""
"Quite unimportant","2001","Not Employed","Not Working","","","",""
"Quite unimportant","2001","Employed","Full Time","","","",""
"Quite unimportant","2001","Employed","Part Time","","","",""
"Quite unimportant","2001","Employed","Not Working","","","",""
"Very important","2002","Not Employed","Full Time","","","",""
"Very important","2002","Not Employed","Part Time","","","",""
"Very important","2002","Not Employed","Not Working","","","",""
"Very important","2002","Employed","Full Time","","","",""
"Very important","2002","Employed","Part Time","","","",""
"Very important","2002","Employed","Not Working","","","",""
"Important","2002","Not Employed","Full Time","","","",""
"Important","2002","Not Employed","Part Time","","","",""
"Important","2002","Not Employed","Not Working","","","",""
"Important","2002","Employed","Full Time","","","",""
"Important","2002","Employed","Part Time","","","",""
"Important","2002","Employed","Not Working","","","",""
"Less important","2002","Not Employed","Full Time","","","",""
"Less important","2002","Not Employed","Part Time","","","",""
"Less important","2002","Not Employed","Not Working","","","",""
"Less important","2002","Employed","Full Time","","","",""
"Less important","2002","Employed","Part Time","","","",""
"Less important","2002","Employed","Not Working","","","",""
"Quite unimportant","2002","Not Employed","Full Time","","","",""
"Quite unimportant","2002","Not Employed","Part Time","","","",""
"Quite unimportant","2002","Not Employed","Not Working","","","",""
"Quite unimportant","2002","Employed","Full Time","","","",""
"Quite unimportant","2002","Employed","Part Time","","","",""
"Quite unimportant","2002","Employed","Not Working","","","",""
"Very important","2003","Not Employed","Full Time","","","",""
"Very important","2003","Not Employed","Part Time","","","",""
"Very important","2003","Not Employed","Not Working","","","",""
"Very important","2003","Employed","Full Time","","","",""
"Very important","2003","Employed","Part Time","","","",""
"Very important","2003","Employed","Not Working","","","",""
"Important","2003","Not Employed","Full Time","","","",""
"Important","2003","Not Employed","Part Time","","","",""
"Important","2003","Not Employed","Not Working","","","",""
"Important","2003","Employed","Full Time","","","",""
"Important","2003","Employed","Part Time","","","",""
"Important","2003","Employed","Not Working","","","",""
"Less important","2003","Not Employed","Full Time","","","",""
"Less important","2003","Not Employed","Part Time","","","",""
"Less important","2003","Not Employed","Not Working","","","",""
"Less important","2003","Employed","Full Time","","","",""
"Less important","2003","Employed","Part Time","","","",""
"Less important","2003","Employed","Not Working","","","",""
"Quite unimportant","2003","Not Employed","Full Time","","","",""
"Quite unimportant","2003","Not Employed","Part Time","","","",""
"Quite unimportant","2003","Not Employed","Not Working","","","",""
"Quite unimportant","2003","Employed","Full Time","","","",""
"Quite unimportant","2003","Employed","Part Time","","","",""
"Quite unimportant","2003","Employed","Not Working","","","",""
"Very important","2004","Not Employed","Full Time","","","",""
"Very important","2004","Not Employed","Part Time","","","",""
"Very important","2004","Not Employed","Not Working","3598","0.43223509388944","0.421339402893672","0.443130784885209"
"Very important","2004","Employed","Full Time","3560","0.38247731782388","0.372068272191608","0.392886363456151"
"Very important","2004","Employed","Part Time","2497","0.465651330913885","0.451790338086787","0.479512323740983"
"Very important","2004","Employed","Not Working","","","",""
"Important","2004","Not Employed","Full Time","","","",""
"Important","2004","Not Employed","Part Time","","","",""
"Important","2004","Not Employed","Not Working","2981","0.388682442727525","0.377961292308224","0.399403593146826"
"Important","2004","Employed","Full Time","2891","0.347426591963697","0.337228290934787","0.357624892992607"
"Important","2004","Employed","Part Time","1626","0.347363509344804","0.334132915984409","0.360594102705199"
"Important","2004","Employed","Not Working","","","",""
"Less important","2004","Not Employed","Full Time","","","",""
"Less important","2004","Not Employed","Part Time","","","",""
"Less important","2004","Not Employed","Not Working","858","0.106962231900112","0.100164553183069","0.113759910617155"
"Less important","2004","Employed","Full Time","1392","0.186907355891072","0.178557772132907","0.195256939649238"
"Less important","2004","Employed","Part Time","593","0.123979179262219","0.114821548237173","0.133136810287265"
"Less important","2004","Employed","Not Working","","","",""
"Quite unimportant","2004","Not Employed","Full Time","","","",""
"Quite unimportant","2004","Not Employed","Part Time","","","",""
"Quite unimportant","2004","Not Employed","Not Working","504","0.0721202314829226","0.0664305899953065","0.0778098729705387"
"Quite unimportant","2004","Employed","Full Time","531","0.0831887343213509","0.0772737466776706","0.0891037219650311"
"Quite unimportant","2004","Employed","Part Time","259","0.063005980479092","0.0562543161084167","0.0697576448497673"
"Quite unimportant","2004","Employed","Not Working","","","",""
"Very important","2005","Not Employed","Full Time","","","",""
"Very important","2005","Not Employed","Part Time","","","",""
"Very important","2005","Not Employed","Not Working","","","",""
"Very important","2005","Employed","Full Time","","","",""
"Very important","2005","Employed","Part Time","","","",""
"Very important","2005","Employed","Not Working","","","",""
"Important","2005","Not Employed","Full Time","","","",""
"Important","2005","Not Employed","Part Time","","","",""
"Important","2005","Not Employed","Not Working","","","",""
"Important","2005","Employed","Full Time","","","",""
"Important","2005","Employed","Part Time","","","",""
"Important","2005","Employed","Not Working","","","",""
"Less important","2005","Not Employed","Full Time","","","",""
"Less important","2005","Not Employed","Part Time","","","",""
"Less important","2005","Not Employed","Not Working","","","",""
"Less important","2005","Employed","Full Time","","","",""
"Less important","2005","Employed","Part Time","","","",""
"Less important","2005","Employed","Not Working","","","",""
"Quite unimportant","2005","Not Employed","Full Time","","","",""
"Quite unimportant","2005","Not Employed","Part Time","","","",""
"Quite unimportant","2005","Not Employed","Not Working","","","",""
"Quite unimportant","2005","Employed","Full Time","","","",""
"Quite unimportant","2005","Employed","Part Time","","","",""
"Quite unimportant","2005","Employed","Not Working","","","",""
"Very important","2006","Not Employed","Full Time","","","",""
"Very important","2006","Not Employed","Part Time","","","",""
"Very important","2006","Not Employed","Not Working","","","",""
"Very important","2006","Employed","Full Time","","","",""
"Very important","2006","Employed","Part Time","","","",""
"Very important","2006","Employed","Not Working","","","",""
"Important","2006","Not Employed","Full Time","","","",""
"Important","2006","Not Employed","Part Time","","","",""
"Important","2006","Not Employed","Not Working","","","",""
"Important","2006","Employed","Full Time","","","",""
"Important","2006","Employed","Part Time","","","",""
"Important","2006","Employed","Not Working","","","",""
"Less important","2006","Not Employed","Full Time","","","",""
"Less important","2006","Not Employed","Part Time","","","",""
"Less important","2006","Not Employed","Not Working","","","",""
"Less important","2006","Employed","Full Time","","","",""
"Less important","2006","Employed","Part Time","","","",""
"Less important","2006","Employed","Not Working","","","",""
"Quite unimportant","2006","Not Employed","Full Time","","","",""
"Quite unimportant","2006","Not Employed","Part Time","","","",""
"Quite unimportant","2006","Not Employed","Not Working","","","",""
"Quite unimportant","2006","Employed","Full Time","","","",""
"Quite unimportant","2006","Employed","Part Time","","","",""
"Quite unimportant","2006","Employed","Not Working","","","",""
"Very important","2007","Not Employed","Full Time","","","",""
"Very important","2007","Not Employed","Part Time","","","",""
"Very important","2007","Not Employed","Not Working","","","",""
"Very important","2007","Employed","Full Time","","","",""
"Very important","2007","Employed","Part Time","","","",""
"Very important","2007","Employed","Not Working","","","",""
"Important","2007","Not Employed","Full Time","","","",""
"Important","2007","Not Employed","Part Time","","","",""
"Important","2007","Not Employed","Not Working","","","",""
"Important","2007","Employed","Full Time","","","",""
"Important","2007","Employed","Part Time","","","",""
"Important","2007","Employed","Not Working","","","",""
"Less important","2007","Not Employed","Full Time","","","",""
"Less important","2007","Not Employed","Part Time","","","",""
"Less important","2007","Not Employed","Not Working","","","",""
"Less important","2007","Employed","Full Time","","","",""
"Less important","2007","Employed","Part Time","","","",""
"Less important","2007","Employed","Not Working","","","",""
"Quite unimportant","2007","Not Employed","Full Time","","","",""
"Quite unimportant","2007","Not Employed","Part Time","","","",""
"Quite unimportant","2007","Not Employed","Not Working","","","",""
"Quite unimportant","2007","Employed","Full Time","","","",""
"Quite unimportant","2007","Employed","Part Time","","","",""
"Quite unimportant","2007","Employed","Not Working","","","",""
"Very important","2008","Not Employed","Full Time","","","",""
"Very important","2008","Not Employed","Part Time","","","",""
"Very important","2008","Not Employed","Not Working","3466","0.455633378470273","0.444227534318126","0.467039222622421"
"Very important","2008","Employed","Full Time","3280","0.391332983488176","0.380240175094134","0.402425791882217"
"Very important","2008","Employed","Part Time","2325","0.489949556986064","0.475150140070189","0.504748973901939"
"Very important","2008","Employed","Not Working","","","",""
"Important","2008","Not Employed","Full Time","","","",""
"Important","2008","Not Employed","Part Time","","","",""
"Important","2008","Not Employed","Not Working","2687","0.362830791317038","0.351819116412296","0.373842466221781"
"Important","2008","Employed","Full Time","2576","0.346361706978361","0.335547066665146","0.357176347291576"
"Important","2008","Employed","Part Time","1407","0.317906825758014","0.304120957185851","0.331692694330177"
"Important","2008","Employed","Not Working","","","",""
"Less important","2008","Not Employed","Full Time","","","",""
"Less important","2008","Not Employed","Part Time","","","",""
"Less important","2008","Not Employed","Not Working","715","0.106472151480575","0.0994082280263529","0.113536074934796"
"Less important","2008","Employed","Full Time","1107","0.17778206032197","0.169092139046334","0.186471981597606"
"Less important","2008","Employed","Part Time","453","0.133100212098704","0.123043959404223","0.143156464793186"
"Less important","2008","Employed","Not Working","","","",""
"Quite unimportant","2008","Not Employed","Full Time","","","",""
"Quite unimportant","2008","Not Employed","Part Time","","","",""
"Quite unimportant","2008","Not Employed","Not Working","456","0.0750636787321139","0.0690291305040132","0.0810982269602145"
"Quite unimportant","2008","Employed","Full Time","473","0.0845232492114931","0.0782007300810825","0.0908457683419038"
"Quite unimportant","2008","Employed","Part Time","198","0.0590434051572182","0.0520653748877074","0.0660214354267289"
"Quite unimportant","2008","Employed","Not Working","","","",""
"Very important","2009","Not Employed","Full Time","","","",""
"Very important","2009","Not Employed","Part Time","","","",""
"Very important","2009","Not Employed","Not Working","","","",""
"Very important","2009","Employed","Full Time","","","",""
"Very important","2009","Employed","Part Time","","","",""
"Very important","2009","Employed","Not Working","","","",""
"Important","2009","Not Employed","Full Time","","","",""
"Important","2009","Not Employed","Part Time","","","",""
"Important","2009","Not Employed","Not Working","","","",""
"Important","2009","Employed","Full Time","","","",""
"Important","2009","Employed","Part Time","","","",""
"Important","2009","Employed","Not Working","","","",""
"Less important","2009","Not Employed","Full Time","","","",""
"Less important","2009","Not Employed","Part Time","","","",""
"Less important","2009","Not Employed","Not Working","","","",""
"Less important","2009","Employed","Full Time","","","",""
"Less important","2009","Employed","Part Time","","","",""
"Less important","2009","Employed","Not Working","","","",""
"Quite unimportant","2009","Not Employed","Full Time","","","",""
"Quite unimportant","2009","Not Employed","Part Time","","","",""
"Quite unimportant","2009","Not Employed","Not Working","","","",""
"Quite unimportant","2009","Employed","Full Time","","","",""
"Quite unimportant","2009","Employed","Part Time","","","",""
"Quite unimportant","2009","Employed","Not Working","","","",""
"Very important","2010","Not Employed","Full Time","","","",""
"Very important","2010","Not Employed","Part Time","","","",""
"Very important","2010","Not Employed","Not Working","1448","0.644452911692642","0.623866815344061","0.665039008041224"
"Very important","2010","Employed","Full Time","1957","0.666482788131323","0.648975812393488","0.683989763869157"
"Very important","2010","Employed","Part Time","1719","0.685462476413799","0.667049905523259","0.703875047304338"
"Very important","2010","Employed","Not Working","","","",""
"Important","2010","Not Employed","Full Time","","","",""
"Important","2010","Not Employed","Part Time","","","",""
"Important","2010","Not Employed","Not Working","535","0.277793989243776","0.258531082846446","0.297056895641106"
"Important","2010","Employed","Full Time","766","0.303448884488628","0.286377183177471","0.320520585799784"
"Important","2010","Employed","Part Time","635","0.268942697013808","0.251359738744489","0.286525655283127"
"Important","2010","Employed","Not Working","","","",""
"Less important","2010","Not Employed","Full Time","","","",""
"Less important","2010","Not Employed","Part Time","","","",""
"Less important","2010","Not Employed","Not Working","79","0.0644311000803166","0.0538722772136209","0.0749899229470122"
"Less important","2010","Employed","Full Time","54","0.0252418567565953","0.0194172498624876","0.0310664636507031"
"Less important","2010","Employed","Part Time","81","0.0400531996613143","0.0322776956815575","0.0478287036410711"
"Less important","2010","Employed","Not Working","","","",""
"Quite unimportant","2010","Not Employed","Full Time","","","",""
"Quite unimportant","2010","Not Employed","Part Time","","","",""
"Quite unimportant","2010","Not Employed","Not Working","15","","",""
"Quite unimportant","2010","Employed","Full Time","9","","",""
"Quite unimportant","2010","Employed","Part Time","8","","",""
"Quite unimportant","2010","Employed","Not Working","","","",""
"Very important","2011","Not Employed","Full Time","","","",""
"Very important","2011","Not Employed","Part Time","","","",""
"Very important","2011","Not Employed","Not Working","","","",""
"Very important","2011","Employed","Full Time","","","",""
"Very important","2011","Employed","Part Time","","","",""
"Very important","2011","Employed","Not Working","","","",""
"Important","2011","Not Employed","Full Time","","","",""
"Important","2011","Not Employed","Part Time","","","",""
"Important","2011","Not Employed","Not Working","","","",""
"Important","2011","Employed","Full Time","","","",""
"Important","2011","Employed","Part Time","","","",""
"Important","2011","Employed","Not Working","","","",""
"Less important","2011","Not Employed","Full Time","","","",""
"Less important","2011","Not Employed","Part Time","","","",""
"Less important","2011","Not Employed","Not Working","","","",""
