"plh0110","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","no migration background","183","0.215500535359909","0.187728190607076","0.243272880112742"
"Very important","1990","1-pers.-HH","direct migration background","9","","",""
"Very important","1990","1-pers.-HH","indirect migration background","1","","",""
"Very important","1990","(Married) couple without C. ","no migration background","611","0.337963681589297","0.316315354108055","0.35961200907054"
"Very important","1990","(Married) couple without C. ","direct migration background","56","0.350445615869562","0.273837808629046","0.427053423110078"
"Very important","1990","(Married) couple without C. ","indirect migration background","1","","",""
"Very important","1990","Single parent ","no migration background","105","0.276710869378106","0.230625519973721","0.32279621878249"
"Very important","1990","Single parent ","direct migration background","8","","",""
"Very important","1990","Single parent ","indirect migration background","","","",""
"Very important","1990","Couple + C. LE 16 ","no migration background","898","0.649381725719804","0.624151448054381","0.674612003385228"
"Very important","1990","Couple + C. LE 16 ","direct migration background","59","0.658866383530253","0.558080533690488","0.759652233370017"
"Very important","1990","Couple + C. LE 16 ","indirect migration background","6","","",""
"Very important","1990","Couple + C. GT 16 ","no migration background","472","0.329577085612732","0.305067840258113","0.354086330967351"
"Very important","1990","Couple + C. GT 16 ","direct migration background","34","0.366498004937227","0.2622060122006","0.470789997673853"
"Very important","1990","Couple + C. GT 16 ","indirect migration background","5","","",""
"Very important","1990","Couple + C. LE and GT 16","no migration background","157","0.405975479214264","0.357485492180636","0.454465466247893"
"Very important","1990","Couple + C. LE and GT 16","direct migration background","15","","",""
"Very important","1990","Couple + C. LE and GT 16","indirect migration background","6","","",""
"Important","1990","1-pers.-HH","no migration background","340","0.39446141821539","0.36144992108129","0.42747291534949"
"Important","1990","1-pers.-HH","direct migration background","18","","",""
"Important","1990","1-pers.-HH","indirect migration background","","","",""
"Important","1990","(Married) couple without C. ","no migration background","764","0.413011687294462","0.390477374251201","0.435546000337723"
"Important","1990","(Married) couple without C. ","direct migration background","63","0.453642741534494","0.37370528998849","0.533580193080498"
"Important","1990","(Married) couple without C. ","indirect migration background","5","","",""
"Important","1990","Single parent ","no migration background","164","0.46918343010526","0.417774641015756","0.520592219194763"
"Important","1990","Single parent ","direct migration background","8","","",""
"Important","1990","Single parent ","indirect migration background","2","","",""
"Important","1990","Couple + C. LE 16 ","no migration background","444","0.326282198253534","0.30149140486169","0.351072991645377"
"Important","1990","Couple + C. LE 16 ","direct migration background","24","","",""
"Important","1990","Couple + C. LE 16 ","indirect migration background","2","","",""
"Important","1990","Couple + C. GT 16 ","no migration background","608","0.431928380959975","0.406100758642873","0.457756003277077"
"Important","1990","Couple + C. GT 16 ","direct migration background","34","0.454411659350824","0.346641521535563","0.562181797166085"
"Important","1990","Couple + C. GT 16 ","indirect migration background","7","","",""
"Important","1990","Couple + C. LE and GT 16","no migration background","168","0.425759796479365","0.37693627478319","0.47458331817554"
"Important","1990","Couple + C. LE and GT 16","direct migration background","15","","",""
"Important","1990","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Less important","1990","1-pers.-HH","no migration background","186","0.215118427796478","0.187363959028252","0.242872896564703"
"Less important","1990","1-pers.-HH","direct migration background","13","","",""
"Less important","1990","1-pers.-HH","indirect migration background","3","","",""
"Less important","1990","(Married) couple without C. ","no migration background","315","0.17100155466279","0.15376996624526","0.18823314308032"
"Less important","1990","(Married) couple without C. ","direct migration background","22","","",""
"Less important","1990","(Married) couple without C. ","indirect migration background","3","","",""
"Less important","1990","Single parent ","no migration background","68","0.189241158398727","0.148890794902652","0.229591521894802"
"Less important","1990","Single parent ","direct migration background","1","","",""
"Less important","1990","Single parent ","indirect migration background","1","","",""
"Less important","1990","Couple + C. LE 16 ","no migration background","29","","",""
"Less important","1990","Couple + C. LE 16 ","direct migration background","1","","",""
"Less important","1990","Couple + C. LE 16 ","indirect migration background","","","",""
