"plh0110","year","bula_h","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Lower Saxony","Male","160","0.399550376794293","0.352081331454767","0.447019422133819","2"
"Important","1990","North Rhine-Westphalia","Male","380","0.424472790021695","0.392306401295551","0.456639178747839","2"
"Important","1990","Bremen","Female","18","","","","2"
"Important","1990","Lower Saxony","Female","150","0.364773211490237","0.31916930177165","0.410377121208823","2"
"Important","1990","Hamburg","Female","27","","","","2"
"Important","1990","Bremen","Male","13","","","","2"
"Important","1990","Schleswig-Holstein","Male","42","0.30683652296543","0.224663972268887","0.389009073661973","2"
"Important","1990","North Rhine-Westphalia","Female","373","0.368729820021469","0.33896081797818","0.398498822064758","2"
"Important","1990","Hesse","Male","138","0.432738817352078","0.378706786682117","0.486770848022039","2"
"Important","1990","Schleswig-Holstein","Female","42","0.360348890027179","0.277819318927925","0.442878461126433","2"
"Important","1990","Hamburg","Male","23","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","Female","115","0.411174365990182","0.35492977075535","0.467418961225015","2"
"Important","1990","Bavaria","Male","275","0.435711398873565","0.396586285532443","0.474836512214687","2"
"Important","1990","Hesse","Female","146","0.41757472991032","0.365154871709741","0.469994588110899","2"
"Important","1990","Rhineland-Palatinate,Saarland","Male","105","0.418502189690767","0.358768360667734","0.478236018713801","2"
"Important","1990","Baden-Württemberg","Male","230","0.423185540080716","0.381895032119152","0.464476048042281","2"
"Important","1990","Baden-Württemberg","Female","215","0.352121189939436","0.31380750763217","0.390434872246702","2"
"Important","1990","Bavaria","Female","258","0.417837873254692","0.379597375435049","0.456078371074334","2"
"Important","1990","Berlin","Male","50","0.488936923590136","0.393775960517284","0.584097886662988","2"
"Important","1990","Brandenburg","Female","","","","","2"
"Important","1990","Berlin","Female","47","0.359067309053849","0.274630581441094","0.443504036666605","2"
"Important","1990","Brandenburg","Male","","","","","2"
"Important","1990","Saxony","Male","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Female","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","Male","","","","","2"
"Important","1990","Saxony","Female","","","","","2"
"Important","1990","Saxony-Anhalt","Male","","","","","2"
"Important","1990","Thuringia","Female","","","","","2"
"Important","1990","Thuringia","Male","","","","","2"
"Important","1990","Saxony-Anhalt","Female","","","","","2"
"Less important","1990","Bremen","Female","5","","","","3"
"Less important","1990","Lower Saxony","Male","72","0.180794960962924","0.14349778878209","0.218092133143757","3"
"Less important","1990","Hamburg","Male","14","","","","3"
"Less important","1990","Bremen","Male","2","","","","3"
"Less important","1990","Schleswig-Holstein","Female","13","","","","3"
"Less important","1990","Hamburg","Female","8","","","","3"
"Less important","1990","North Rhine-Westphalia","Male","150","0.174083591821164","0.149406645637161","0.198760538005168","3"
"Less important","1990","North Rhine-Westphalia","Female","143","0.15927061188812","0.136691937191202","0.181849286585039","3"
"Less important","1990","Schleswig-Holstein","Male","29","","","","3"
"Less important","1990","Lower Saxony","Female","42","0.0889982646679975","0.062022325228915","0.11597420410708","3"
"Less important","1990","Hesse","Male","73","0.220334528477299","0.175134130281044","0.265534926673552","3"
"Less important","1990","Hesse","Female","42","0.124910537528373","0.0897678963453814","0.160053178711365","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Male","40","0.156952467237504","0.112906358181211","0.200998576293797","3"
"Less important","1990","Rhineland-Palatinate,Saarland","Female","29","","","","3"
"Less important","1990","Baden-Württemberg","Male","83","0.151926721745317","0.121928154060484","0.181925289430149","3"
"Less important","1990","Baden-Württemberg","Female","67","0.124282529948251","0.0978189877462908","0.150746072150212","3"
"Less important","1990","Bavaria","Male","100","0.176259867003545","0.146193750165678","0.206325983841411","3"
"Less important","1990","Bavaria","Female","72","0.112145574286975","0.08767976345319","0.136611385120761","3"
"Less important","1990","Berlin","Male","24","","","","3"
"Less important","1990","Berlin","Female","20","","","","3"
"Less important","1990","Brandenburg","Male","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Female","","","","","3"
"Less important","1990","Mecklenburg-Western Pomerania","Male","","","","","3"
"Less important","1990","Brandenburg","Female","","","","","3"
"Less important","1990","Saxony","Male","","","","","3"
"Less important","1990","Saxony","Female","","","","","3"
"Less important","1990","Saxony-Anhalt","Male","","","","","3"
"Less important","1990","Saxony-Anhalt","Female","","","","","3"
"Less important","1990","Thuringia","Male","","","","","3"
"Less important","1990","Thuringia","Female","","","","","3"
"Quite unimportant","1990","Schleswig-Holstein","Male","5","","","","4"
"Quite unimportant","1990","Schleswig-Holstein","Female","8","","","","4"
