"plh0110","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","(0) in school","in school","20","","",""
"Very important","1990","(0) in school","inadequately","","","",""
"Very important","1990","(0) in school","general elemantary","","","",""
"Very important","1990","(0) in school","middle vocational","","","",""
"Very important","1990","(0) in school","vocational + Abi","","","",""
"Very important","1990","(0) in school","higher vocational","","","",""
"Very important","1990","(0) in school","higher education","","","",""
"Very important","1990","(1a) inadequately completed","in school","","","",""
"Very important","1990","(1a) inadequately completed","inadequately","18","","",""
"Very important","1990","(1a) inadequately completed","general elemantary","","","",""
"Very important","1990","(1a) inadequately completed","middle vocational","2","","",""
"Very important","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Very important","1990","(1a) inadequately completed","higher vocational","","","",""
"Very important","1990","(1a) inadequately completed","higher education","","","",""
"Very important","1990","(1b) general elementary school","in school","","","",""
"Very important","1990","(1b) general elementary school","inadequately","8","","",""
"Very important","1990","(1b) general elementary school","general elemantary","530","0.380575156032102","0.354323002499291","0.406827309564913"
"Very important","1990","(1b) general elementary school","middle vocational","","","",""
"Very important","1990","(1b) general elementary school","vocational + Abi","","","",""
"Very important","1990","(1b) general elementary school","higher vocational","","","",""
"Very important","1990","(1b) general elementary school","higher education","","","",""
"Very important","1990","(1c) basic vocational qualification","in school","","","",""
"Very important","1990","(1c) basic vocational qualification","inadequately","","","",""
"Very important","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Very important","1990","(1c) basic vocational qualification","middle vocational","1078","0.396668328985451","0.377571841468577","0.415764816502325"
"Very important","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very important","1990","(1c) basic vocational qualification","higher vocational","104","0.453410127146987","0.38732613929388","0.519494115000094"
"Very important","1990","(1c) basic vocational qualification","higher education","","","",""
"Very important","1990","(2b) intermediate general qualification","in school","","","",""
"Very important","1990","(2b) intermediate general qualification","inadequately","","","",""
"Very important","1990","(2b) intermediate general qualification","general elemantary","86","0.2844746274442","0.233077775014184","0.335871479874215"
"Very important","1990","(2b) intermediate general qualification","middle vocational","","","",""
"Very important","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very important","1990","(2b) intermediate general qualification","higher vocational","","","",""
"Very important","1990","(2b) intermediate general qualification","higher education","","","",""
"Very important","1990","(2a) intermediate vocational","in school","","","",""
"Very important","1990","(2a) intermediate vocational","inadequately","","","",""
"Very important","1990","(2a) intermediate vocational","general elemantary","","","",""
"Very important","1990","(2a) intermediate vocational","middle vocational","408","0.362975735531404","0.333876798050122","0.392074673012686"
"Very important","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"Very important","1990","(2a) intermediate vocational","higher vocational","81","0.470758711931298","0.394365950551517","0.54715147331108"
"Very important","1990","(2a) intermediate vocational","higher education","","","",""
"Very important","1990","(2c_gen) general maturity certificate","in school","","","",""
"Very important","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"Very important","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very important","1990","(2c_gen) general maturity certificate","middle vocational","54","0.203410985052898","0.153513064783448","0.253308905322347"
"Very important","1990","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very important","1990","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very important","1990","(2c_gen) general maturity certificate","higher education","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","in school","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","vocational + Abi","60","0.260258572583895","0.200047619802404","0.320469525365385"
"Very important","1990","(2c_voc) vocational maturity certificate","higher vocational","43","0.386148895817987","0.295981817174378","0.476315974461596"
"Very important","1990","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very important","1990","(3a) lower tertiary education","in school","","","",""
"Very important","1990","(3a) lower tertiary education","inadequately","","","",""
"Very important","1990","(3a) lower tertiary education","general elemantary","","","",""
"Very important","1990","(3a) lower tertiary education","middle vocational","","","",""
"Very important","1990","(3a) lower tertiary education","vocational + Abi","","","",""
"Very important","1990","(3a) lower tertiary education","higher vocational","","","",""
"Very important","1990","(3a) lower tertiary education","higher education","88","0.359632621044737","0.297204638293413","0.422060603796061"
"Very important","1990","(3b) higher tertiary education","in school","","","",""
"Very important","1990","(3b) higher tertiary education","inadequately","","","",""
"Very important","1990","(3b) higher tertiary education","general elemantary","","","",""
"Very important","1990","(3b) higher tertiary education","middle vocational","","","",""
"Very important","1990","(3b) higher tertiary education","vocational + Abi","","","",""
"Very important","1990","(3b) higher tertiary education","higher vocational","","","",""
"Very important","1990","(3b) higher tertiary education","higher education","171","0.377951458076692","0.331689712445937","0.424213203707446"
"Important","1990","(0) in school","in school","35","0.319494195839004","0.22987958468892","0.409108806989087"
"Important","1990","(0) in school","inadequately","","","",""
"Important","1990","(0) in school","general elemantary","","","",""
"Important","1990","(0) in school","middle vocational","","","",""
"Important","1990","(0) in school","vocational + Abi","","","",""
"Important","1990","(0) in school","higher vocational","","","",""
"Important","1990","(0) in school","higher education","","","",""
"Important","1990","(1a) inadequately completed","in school","","","",""
"Important","1990","(1a) inadequately completed","inadequately","14","","",""
"Important","1990","(1a) inadequately completed","general elemantary","","","",""
"Important","1990","(1a) inadequately completed","middle vocational","5","","",""
"Important","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Important","1990","(1a) inadequately completed","higher vocational","2","","",""
"Important","1990","(1a) inadequately completed","higher education","","","",""
"Important","1990","(1b) general elementary school","in school","","","",""
"Important","1990","(1b) general elementary school","inadequately","7","","",""
"Important","1990","(1b) general elementary school","general elemantary","557","0.42963715505095","0.40287155785911","0.45640275224279"
"Important","1990","(1b) general elementary school","middle vocational","","","",""
"Important","1990","(1b) general elementary school","vocational + Abi","","","",""
"Important","1990","(1b) general elementary school","higher vocational","","","",""
"Important","1990","(1b) general elementary school","higher education","","","",""
"Important","1990","(1c) basic vocational qualification","in school","","","",""
"Important","1990","(1c) basic vocational qualification","inadequately","","","",""
"Important","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Important","1990","(1c) basic vocational qualification","middle vocational","1030","0.418012656931874","0.398759003329635","0.437266310534114"
"Important","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Important","1990","(1c) basic vocational qualification","higher vocational","88","0.3862803534777","0.321647077731826","0.450913629223575"
"Important","1990","(1c) basic vocational qualification","higher education","","","",""
"Important","1990","(2b) intermediate general qualification","in school","","","",""
"Important","1990","(2b) intermediate general qualification","inadequately","","","",""
"Important","1990","(2b) intermediate general qualification","general elemantary","116","0.392889102480051","0.337251136935983","0.448527068024118"
"Important","1990","(2b) intermediate general qualification","middle vocational","","","",""
"Important","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"Important","1990","(2b) intermediate general qualification","higher vocational","","","",""
"Important","1990","(2b) intermediate general qualification","higher education","","","",""
"Important","1990","(2a) intermediate vocational","in school","","","",""
"Important","1990","(2a) intermediate vocational","inadequately","","","",""
"Important","1990","(2a) intermediate vocational","general elemantary","","","",""
"Important","1990","(2a) intermediate vocational","middle vocational","416","0.398017492065248","0.368396243376231","0.427638740754264"
"Important","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"Important","1990","(2a) intermediate vocational","higher vocational","54","0.332960064103698","0.26083301603476","0.405087112172635"
"Important","1990","(2a) intermediate vocational","higher education","","","",""
"Important","1990","(2c_gen) general maturity certificate","in school","","","",""
"Important","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"Important","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
