"plh0110","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","(0) in school","1","","",""
"Very important","1990","1-pers.-HH","(1a) inadequately completed","3","","",""
"Very important","1990","1-pers.-HH","(1b) general elementary school","63","0.274988147211948","0.21571617406973","0.334260120354166"
"Very important","1990","1-pers.-HH","(1c) basic vocational qualification","61","0.216050759714825","0.168354212079021","0.26374730735063"
"Very important","1990","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"Very important","1990","1-pers.-HH","(2a) intermediate vocational","28","","",""
"Very important","1990","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"Very important","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","9","","",""
"Very important","1990","1-pers.-HH","(3a) lower tertiary education","5","","",""
"Very important","1990","1-pers.-HH","(3b) higher tertiary education","5","","",""
"Very important","1990","(Married) couple without C. ","(0) in school","","","",""
"Very important","1990","(Married) couple without C. ","(1a) inadequately completed","3","","",""
"Very important","1990","(Married) couple without C. ","(1b) general elementary school","146","0.392475645551667","0.344013349085368","0.440937942017967"
"Very important","1990","(Married) couple without C. ","(1c) basic vocational qualification","308","0.358958661017175","0.326576968811983","0.391340353222367"
"Very important","1990","(Married) couple without C. ","(2b) intermediate general qualification","24","","",""
"Very important","1990","(Married) couple without C. ","(2a) intermediate vocational","102","0.271338809625221","0.22514945765462","0.317528161595822"
"Very important","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","6","","",""
"Very important","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","29","","",""
"Very important","1990","(Married) couple without C. ","(3a) lower tertiary education","18","","",""
"Very important","1990","(Married) couple without C. ","(3b) higher tertiary education","27","","",""
"Very important","1990","Single parent ","(0) in school","3","","",""
"Very important","1990","Single parent ","(1a) inadequately completed","","","",""
"Very important","1990","Single parent ","(1b) general elementary school","26","","",""
"Very important","1990","Single parent ","(1c) basic vocational qualification","41","0.310796085766177","0.231541558268957","0.390050613263397"
"Very important","1990","Single parent ","(2b) intermediate general qualification","6","","",""
"Very important","1990","Single parent ","(2a) intermediate vocational","17","","",""
"Very important","1990","Single parent ","(2c_gen) general maturity certificate","2","","",""
"Very important","1990","Single parent ","(2c_voc) vocational maturity certificate","4","","",""
"Very important","1990","Single parent ","(3a) lower tertiary education","4","","",""
"Very important","1990","Single parent ","(3b) higher tertiary education","7","","",""
"Very important","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Very important","1990","Couple + C. LE 16 ","(1a) inadequately completed","13","","",""
"Very important","1990","Couple + C. LE 16 ","(1b) general elementary school","100","0.659152185369389","0.583550283234866","0.734754087503913"
"Very important","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","404","0.627559819353018","0.589927646831473","0.665191991874563"
"Very important","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","18","","",""
"Very important","1990","Couple + C. LE 16 ","(2a) intermediate vocational","229","0.649696823643068","0.599573959642834","0.699819687643303"
"Very important","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","21","","",""
"Very important","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","42","0.707516099531044","0.596066823872379","0.818965375189709"
"Very important","1990","Couple + C. LE 16 ","(3a) lower tertiary education","36","0.627186508967929","0.500538536525538","0.753834481410321"
"Very important","1990","Couple + C. LE 16 ","(3b) higher tertiary education","89","0.722734119711382","0.64394345902947","0.801524780393294"
"Very important","1990","Couple + C. GT 16 ","(0) in school","8","","",""
"Very important","1990","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Very important","1990","Couple + C. GT 16 ","(1b) general elementary school","113","0.366765828341661","0.311204096524948","0.422327560158373"
"Very important","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","239","0.412917196167046","0.371955044227488","0.453879348106605"
"Very important","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","16","","",""
"Very important","1990","Couple + C. GT 16 ","(2a) intermediate vocational","67","0.330375320780338","0.267504607773951","0.393246033786726"
"Very important","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","13","","",""
"Very important","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","12","","",""
"Very important","1990","Couple + C. GT 16 ","(3a) lower tertiary education","13","","",""
"Very important","1990","Couple + C. GT 16 ","(3b) higher tertiary education","27","","",""
"Very important","1990","Couple + C. LE and GT 16","(0) in school","6","","",""
