"plh0110","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","in school","","","",""
"Very important","1990","lower secondary degree","inadequately","","","",""
"Very important","1990","lower secondary degree","general elemantary","529","0.380522809647336","0.354251351336317","0.406794267958356"
"Very important","1990","lower secondary degree","middle vocational","1067","0.395987864991497","0.376813158117797","0.415162571865196"
"Very important","1990","lower secondary degree","vocational + Abi","","","",""
"Very important","1990","lower secondary degree","higher vocational","104","0.454929538067773","0.388674849646791","0.521184226488755"
"Very important","1990","lower secondary degree","higher education","4","","",""
"Very important","1990","secondary school degree","in school","","","",""
"Very important","1990","secondary school degree","inadequately","","","",""
"Very important","1990","secondary school degree","general elemantary","86","0.2844746274442","0.233077775014184","0.335871479874215"
"Very important","1990","secondary school degree","middle vocational","408","0.362975735531404","0.333876798050122","0.392074673012686"
"Very important","1990","secondary school degree","vocational + Abi","","","",""
"Very important","1990","secondary school degree","higher vocational","81","0.470758711931298","0.394365950551517","0.54715147331108"
"Very important","1990","secondary school degree","higher education","28","","",""
"Very important","1990","college entrance qualification","in school","","","",""
"Very important","1990","college entrance qualification","inadequately","","","",""
"Very important","1990","college entrance qualification","general elemantary","","","",""
"Very important","1990","college entrance qualification","middle vocational","53","0.202608515660617","0.152684091815857","0.252532939505378"
"Very important","1990","college entrance qualification","vocational + Abi","59","0.259975743972364","0.199637944909132","0.320313543035596"
"Very important","1990","college entrance qualification","higher vocational","43","0.386148895817987","0.295981817174378","0.476315974461596"
"Very important","1990","college entrance qualification","higher education","226","0.367766271305794","0.328353320840692","0.407179221770897"
"Very important","1990","Other degree","in school","","","",""
"Very important","1990","Other degree","inadequately","8","","",""
"Very important","1990","Other degree","general elemantary","1","","",""
"Very important","1990","Other degree","middle vocational","12","","",""
"Very important","1990","Other degree","vocational + Abi","1","","",""
"Very important","1990","Other degree","higher vocational","","","",""
"Very important","1990","Other degree","higher education","1","","",""
"Very important","1990","no degree/no degree yet","in school","20","","",""
"Very important","1990","no degree/no degree yet","inadequately","18","","",""
"Very important","1990","no degree/no degree yet","general elemantary","","","",""
"Very important","1990","no degree/no degree yet","middle vocational","2","","",""
"Very important","1990","no degree/no degree yet","vocational + Abi","","","",""
"Very important","1990","no degree/no degree yet","higher vocational","","","",""
"Very important","1990","no degree/no degree yet","higher education","","","",""
"Important","1990","lower secondary degree","in school","","","",""
"Important","1990","lower secondary degree","inadequately","","","",""
"Important","1990","lower secondary degree","general elemantary","556","0.429646254754439","0.40286019474003","0.456432314768849"
"Important","1990","lower secondary degree","middle vocational","1024","0.418899504721728","0.399555539210965","0.438243470232491"
"Important","1990","lower secondary degree","vocational + Abi","","","",""
"Important","1990","lower secondary degree","higher vocational","87","0.38422373348314","0.319506224744607","0.448941242221672"
"Important","1990","lower secondary degree","higher education","5","","",""
"Important","1990","secondary school degree","in school","","","",""
"Important","1990","secondary school degree","inadequately","","","",""
"Important","1990","secondary school degree","general elemantary","116","0.392889102480051","0.337251136935983","0.448527068024118"
"Important","1990","secondary school degree","middle vocational","416","0.398017492065248","0.368396243376231","0.427638740754264"
"Important","1990","secondary school degree","vocational + Abi","","","",""
"Important","1990","secondary school degree","higher vocational","54","0.332960064103698","0.26083301603476","0.405087112172635"
"Important","1990","secondary school degree","higher education","19","","",""
"Important","1990","college entrance qualification","in school","","","",""
"Important","1990","college entrance qualification","inadequately","","","",""
"Important","1990","college entrance qualification","general elemantary","","","",""
"Important","1990","college entrance qualification","middle vocational","95","0.360151624505486","0.300526452852238","0.419776796158735"
