"plh0110","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","in school","1","","",""
"Very important","1990","1-pers.-HH","inadequately","3","","",""
"Very important","1990","1-pers.-HH","general elemantary","72","0.269077644448943","0.214963266669346","0.32319202222854"
"Very important","1990","1-pers.-HH","middle vocational","87","0.200506444226477","0.16279477167422","0.238218116778734"
"Very important","1990","1-pers.-HH","vocational + Abi","5","","",""
"Very important","1990","1-pers.-HH","higher vocational","15","","",""
"Very important","1990","1-pers.-HH","higher education","10","","",""
"Very important","1990","(Married) couple without C. ","in school","","","",""
"Very important","1990","(Married) couple without C. ","inadequately","3","","",""
"Very important","1990","(Married) couple without C. ","general elemantary","170","0.399249687835013","0.353437068200846","0.445062307469179"
"Very important","1990","(Married) couple without C. ","middle vocational","377","0.327129492696987","0.29982292213902","0.354436063254954"
"Very important","1990","(Married) couple without C. ","vocational + Abi","20","","",""
"Very important","1990","(Married) couple without C. ","higher vocational","49","0.328806242399923","0.253375403419174","0.404237081380672"
"Very important","1990","(Married) couple without C. ","higher education","45","0.253859194393958","0.191480808553919","0.316237580233997"
"Very important","1990","Single parent ","in school","3","","",""
"Very important","1990","Single parent ","inadequately","3","","",""
"Very important","1990","Single parent ","general elemantary","29","","",""
"Very important","1990","Single parent ","middle vocational","52","0.282094723493308","0.217247217057632","0.346942229928984"
"Very important","1990","Single parent ","vocational + Abi","1","","",""
"Very important","1990","Single parent ","higher vocational","12","","",""
"Very important","1990","Single parent ","higher education","11","","",""
"Very important","1990","Couple + C. LE 16 ","in school","","","",""
"Very important","1990","Couple + C. LE 16 ","inadequately","13","","",""
"Very important","1990","Couple + C. LE 16 ","general elemantary","116","0.659515793081136","0.589307218993025","0.729724367169248"
"Very important","1990","Couple + C. LE 16 ","middle vocational","582","0.643538714729654","0.612090010016347","0.674987419442961"
"Very important","1990","Couple + C. LE 16 ","vocational + Abi","26","","",""
"Very important","1990","Couple + C. LE 16 ","higher vocational","92","0.649179346338704","0.571233716839092","0.727124975838316"
