"plh0110","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","(0) in school","20","","",""
"Very important","1990","16-34 y.","(1a) inadequately completed","14","","",""
"Very important","1990","16-34 y.","(1b) general elementary school","118","0.372294083202339","0.318130354262215","0.426457812142463"
"Very important","1990","16-34 y.","(1c) basic vocational qualification","333","0.43013275460413","0.393715515124412","0.466549994083847"
"Very important","1990","16-34 y.","(2b) intermediate general qualification","49","0.216458058942048","0.160757898320051","0.272158219564045"
"Very important","1990","16-34 y.","(2a) intermediate vocational","236","0.405140183707522","0.365014342945045","0.445266024469999"
"Very important","1990","16-34 y.","(2c_gen) general maturity certificate","41","0.157239071630847","0.109883880440262","0.204594262821432"
"Very important","1990","16-34 y.","(2c_voc) vocational maturity certificate","45","0.234479583301736","0.171708449596736","0.297250717006737"
"Very important","1990","16-34 y.","(3a) lower tertiary education","22","","",""
"Very important","1990","16-34 y.","(3b) higher tertiary education","38","0.303704137865843","0.221081915576191","0.386326360155495"
"Very important","1990","35-65 y.","(0) in school","","","",""
"Very important","1990","35-65 y.","(1a) inadequately completed","5","","",""
"Very important","1990","35-65 y.","(1b) general elementary school","283","0.380581964450374","0.344222386764317","0.416941542136431"
"Very important","1990","35-65 y.","(1c) basic vocational qualification","707","0.408831173932552","0.384994270936722","0.432668076928383"
"Very important","1990","35-65 y.","(2b) intermediate general qualification","29","","",""
"Very important","1990","35-65 y.","(2a) intermediate vocational","211","0.371686887452748","0.330111041582551","0.413262733322946"
"Very important","1990","35-65 y.","(2c_gen) general maturity certificate","9","","",""
"Very important","1990","35-65 y.","(2c_voc) vocational maturity certificate","45","0.423910491923124","0.328474642258387","0.51934634158786"
"Very important","1990","35-65 y.","(3a) lower tertiary education","60","0.399053451485841","0.317349698455831","0.480757204515851"
"Very important","1990","35-65 y.","(3b) higher tertiary education","124","0.419664591182396","0.36112395118348","0.478205231181312"
"Very important","1990","66 and older","(0) in school","","","",""
"Very important","1990","66 and older","(1a) inadequately completed","1","","",""
"Very important","1990","66 and older","(1b) general elementary school","137","0.378457500189718","0.327353603686854","0.429561396692582"
"Very important","1990","66 and older","(1c) basic vocational qualification","142","0.342934545816997","0.29612229982029","0.389746791813704"
"Very important","1990","66 and older","(2b) intermediate general qualification","8","","",""
"Very important","1990","66 and older","(2a) intermediate vocational","42","0.310528987176851","0.227394027641601","0.393663946712102"
"Very important","1990","66 and older","(2c_gen) general maturity certificate","4","","",""
"Very important","1990","66 and older","(2c_voc) vocational maturity certificate","13","","",""
"Very important","1990","66 and older","(3a) lower tertiary education","6","","",""
"Very important","1990","66 and older","(3b) higher tertiary education","9","","",""
"Important","1990","16-34 y.","(0) in school","35","0.319494195839004","0.22987958468892","0.409108806989087"
"Important","1990","16-34 y.","(1a) inadequately completed","10","","",""
"Important","1990","16-34 y.","(1b) general elementary school","104","0.33596277635983","0.283041638778782","0.388883913940878"
"Important","1990","16-34 y.","(1c) basic vocational qualification","227","0.33146144086336","0.296835733514179","0.366087148212541"
"Important","1990","16-34 y.","(2b) intermediate general qualification","78","0.366386360887349","0.301220467824374","0.431552253950324"
"Important","1990","16-34 y.","(2a) intermediate vocational","198","0.338013459545759","0.299349551842095","0.376677367249423"
"Important","1990","16-34 y.","(2c_gen) general maturity certificate","90","0.370263720484068","0.307447746250439","0.433079694717698"
"Important","1990","16-34 y.","(2c_voc) vocational maturity certificate","61","0.320756149054681","0.251600220043319","0.389912078066044"
"Important","1990","16-34 y.","(3a) lower tertiary education","24","","",""
"Important","1990","16-34 y.","(3b) higher tertiary education","39","0.317017642033137","0.233414794700623","0.40062048936565"
"Important","1990","35-65 y.","(0) in school","","","",""
"Important","1990","35-65 y.","(1a) inadequately completed","8","","",""
"Important","1990","35-65 y.","(1b) general elementary school","318","0.47610857915196","0.438708161485441","0.513508996818478"
"Important","1990","35-65 y.","(1c) basic vocational qualification","705","0.432454629684694","0.408433543965615","0.456475715403772"
"Important","1990","35-65 y.","(2b) intermediate general qualification","23","","",""
"Important","1990","35-65 y.","(2a) intermediate vocational","223","0.430466666583905","0.38786822125344","0.473065111914369"
"Important","1990","35-65 y.","(2c_gen) general maturity certificate","3","","",""
"Important","1990","35-65 y.","(2c_voc) vocational maturity certificate","40","0.368330188428853","0.275177971061038","0.461482405796668"
"Important","1990","35-65 y.","(3a) lower tertiary education","50","0.356353232169601","0.276448464092288","0.436258000246914"
"Important","1990","35-65 y.","(3b) higher tertiary education","92","0.339960993505473","0.283770077311261","0.396151909699684"
"Important","1990","66 and older","(0) in school","","","",""
"Important","1990","66 and older","(1a) inadequately completed","3","","",""
"Important","1990","66 and older","(1b) general elementary school","142","0.403947394633033","0.352244513751769","0.455650275514297"
"Important","1990","66 and older","(1c) basic vocational qualification","186","0.46152719833625","0.412365137605166","0.510689259067334"
"Important","1990","66 and older","(2b) intermediate general qualification","15","","",""
"Important","1990","66 and older","(2a) intermediate vocational","49","0.40983026281032","0.321468353684712","0.498192171935927"
"Important","1990","66 and older","(2c_gen) general maturity certificate","2","","",""
"Important","1990","66 and older","(2c_voc) vocational maturity certificate","19","","",""
"Important","1990","66 and older","(3a) lower tertiary education","13","","",""
"Important","1990","66 and older","(3b) higher tertiary education","11","","",""
"Less important","1990","16-34 y.","(0) in school","38","0.381967854701725","0.288588609037637","0.475347100365813"
"Less important","1990","16-34 y.","(1a) inadequately completed","10","","",""
"Less important","1990","16-34 y.","(1b) general elementary school","56","0.202764254190809","0.157716156455744","0.247812351925874"
"Less important","1990","16-34 y.","(1c) basic vocational qualification","119","0.191150886896165","0.162228053750303","0.220073720042027"
"Less important","1990","16-34 y.","(2b) intermediate general qualification","65","0.34242637611094","0.27824718473496","0.406605567486919"
"Less important","1990","16-34 y.","(2a) intermediate vocational","107","0.188292647020345","0.156338252773362","0.220247041267327"
"Less important","1990","16-34 y.","(2c_gen) general maturity certificate","75","0.366555148468546","0.30387078362956","0.429239513307532"
"Less important","1990","16-34 y.","(2c_voc) vocational maturity certificate","54","0.350127979610409","0.279454512885498","0.420801446335319"
"Less important","1990","16-34 y.","(3a) lower tertiary education","13","","",""
"Less important","1990","16-34 y.","(3b) higher tertiary education","35","0.311922108950407","0.228685095106161","0.395159122794652"
"Less important","1990","35-65 y.","(0) in school","","","",""
"Less important","1990","35-65 y.","(1a) inadequately completed","","","",""
"Less important","1990","35-65 y.","(1b) general elementary school","56","0.0890783781017642","0.0677464819321048","0.110410274271424"
"Less important","1990","35-65 y.","(1c) basic vocational qualification","157","0.106636128977839","0.091670725058171","0.121601532897507"
"Less important","1990","35-65 y.","(2b) intermediate general qualification","5","","",""
"Less important","1990","35-65 y.","(2a) intermediate vocational","63","0.142858572252615","0.112753213431245","0.172963931073985"
"Less important","1990","35-65 y.","(2c_gen) general maturity certificate","4","","",""
"Less important","1990","35-65 y.","(2c_voc) vocational maturity certificate","13","","",""
"Less important","1990","35-65 y.","(3a) lower tertiary education","16","","",""
"Less important","1990","35-65 y.","(3b) higher tertiary education","35","0.151658906116082","0.109110237075565","0.194207575156599"
"Less important","1990","66 and older","(0) in school","","","",""
"Less important","1990","66 and older","(1a) inadequately completed","1","","",""
"Less important","1990","66 and older","(1b) general elementary school","21","","",""
"Less important","1990","66 and older","(1c) basic vocational qualification","35","0.0880352526846367","0.0600926486791291","0.115977856690144"
"Less important","1990","66 and older","(2b) intermediate general qualification","4","","",""
"Less important","1990","66 and older","(2a) intermediate vocational","10","","",""
"Less important","1990","66 and older","(2c_gen) general maturity certificate","","","",""
"Less important","1990","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"Less important","1990","66 and older","(3a) lower tertiary education","2","","",""
"Less important","1990","66 and older","(3b) higher tertiary education","3","","",""
"Quite unimportant","1990","16-34 y.","(0) in school","11","","",""
"Quite unimportant","1990","16-34 y.","(1a) inadequately completed","2","","",""
"Quite unimportant","1990","16-34 y.","(1b) general elementary school","28","","",""
"Quite unimportant","1990","16-34 y.","(1c) basic vocational qualification","31","0.0472549176363457","0.0316475097715057","0.0628623255011858"
"Quite unimportant","1990","16-34 y.","(2b) intermediate general qualification","18","","",""
"Quite unimportant","1990","16-34 y.","(2a) intermediate vocational","34","0.068553709726374","0.047899501171573","0.0892079182811751"
"Quite unimportant","1990","16-34 y.","(2c_gen) general maturity certificate","21","","",""
"Quite unimportant","1990","16-34 y.","(2c_voc) vocational maturity certificate","15","","",""
"Quite unimportant","1990","16-34 y.","(3a) lower tertiary education","5","","",""
"Quite unimportant","1990","16-34 y.","(3b) higher tertiary education","7","","",""
"Quite unimportant","1990","35-65 y.","(0) in school","","","",""
"Quite unimportant","1990","35-65 y.","(1a) inadequately completed","4","","",""
"Quite unimportant","1990","35-65 y.","(1b) general elementary school","28","","",""
"Quite unimportant","1990","35-65 y.","(1c) basic vocational qualification","65","0.0520780674049151","0.041305089216308","0.0628510455935223"
"Quite unimportant","1990","35-65 y.","(2b) intermediate general qualification","1","","",""
"Quite unimportant","1990","35-65 y.","(2a) intermediate vocational","22","","",""
