"plh0110","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","16-34 y.","higher vocational","56","0.339322013393378","0.265494118801701","0.413149907985054","2"
"Important","1990","16-34 y.","middle vocational","482","0.339979013018381","0.315323451229387","0.364634574807374","2"
"Important","1990","16-34 y.","higher education","63","0.34152402953694","0.272816688041841","0.410231371032038","2"
"Important","1990","16-34 y.","general elemantary","177","0.351334438760658","0.309448466568287","0.39322041095303","2"
"Important","1990","16-34 y.","vocational + Abi","42","0.308338173389979","0.228953444462879","0.387722902317078","2"
"Important","1990","16-34 y.","inadequately","15","","","","2"
"Important","1990","16-34 y.","in school","35","0.319494195839004","0.22987958468892","0.409108806989087","2"
"Important","1990","35-65 y.","in school","","","","","2"
"Important","1990","35-65 y.","inadequately","5","","","","2"
"Important","1990","35-65 y.","general elemantary","339","0.471525288275909","0.435510197811224","0.507540378740595","2"
"Important","1990","35-65 y.","middle vocational","854","0.438313309498899","0.416352482540283","0.460274136457515","2"
"Important","1990","35-65 y.","vocational + Abi","21","","","","2"
"Important","1990","35-65 y.","higher vocational","104","0.373166908716198","0.315477813310096","0.430856004122299","2"
"Important","1990","35-65 y.","higher education","142","0.345597779144768","0.299621371597802","0.391574186691734","2"
"Important","1990","66 and older","in school","","","","","2"
"Important","1990","66 and older","inadequately","1","","","","2"
"Important","1990","66 and older","general elemantary","157","0.411857035119423","0.361910154181368","0.461803916057477","2"
"Important","1990","66 and older","middle vocational","218","0.455941675267057","0.411057329849911","0.500826020684202","2"
"Important","1990","66 and older","vocational + Abi","9","","","","2"
"Important","1990","66 and older","higher vocational","32","0.429273656503542","0.311628320873986","0.546918992133099","2"
"Important","1990","66 and older","higher education","24","","","","2"
"Less important","1990","35-65 y.","vocational + Abi","7","","","","3"
"Less important","1990","35-65 y.","higher vocational","30","0.128396660630531","0.0884939392255011","0.16829938203556","3"
"Less important","1990","16-34 y.","general elemantary","119","0.264552784951103","0.225851111791977","0.303254458110229","3"
"Less important","1990","16-34 y.","middle vocational","297","0.226792685071145","0.204996902140949","0.24858846800134","3"
"Less important","1990","35-65 y.","higher education","51","0.153562707660049","0.118707517596081","0.188417897724017","3"
"Less important","1990","16-34 y.","inadequately","11","","","","3"
"Less important","1990","16-34 y.","vocational + Abi","43","0.366947597712128","0.284096499422291","0.449798696001965","3"
"Less important","1990","16-34 y.","higher vocational","23","","","","3"
"Less important","1990","35-65 y.","middle vocational","200","0.11449981525633","0.100406732076177","0.128592898436483","3"
"Less important","1990","16-34 y.","in school","38","0.381967854701725","0.288588609037637","0.475347100365813","3"
"Less important","1990","16-34 y.","higher education","48","0.279119126852072","0.214128743837848","0.344109509866296","3"
"Less important","1990","35-65 y.","in school","","","","","3"
"Less important","1990","35-65 y.","inadequately","","","","","3"
"Less important","1990","35-65 y.","general elemantary","61","0.0900210269679804","0.0693716206369424","0.110670433299018","3"
"Less important","1990","66 and older","in school","","","","","3"
"Less important","1990","66 and older","inadequately","","","","","3"
"Less important","1990","66 and older","general elemantary","25","","","","3"
"Less important","1990","66 and older","middle vocational","43","0.0939068892889219","0.0676191849162614","0.120194593661582","3"
"Less important","1990","66 and older","vocational + Abi","1","","","","3"
"Less important","1990","66 and older","higher vocational","4","","","","3"
"Less important","1990","66 and older","higher education","5","","","","3"
"Quite unimportant","1990","66 and older","higher vocational","3","","","","4"
"Quite unimportant","1990","66 and older","higher education","11","","","","4"
"Quite unimportant","1990","35-65 y.","vocational + Abi","3","","","","4"
"Quite unimportant","1990","16-34 y.","general elemantary","42","0.0762726669752539","0.0529834878259766","0.0995618461245311","4"
"Quite unimportant","1990","16-34 y.","inadequately","6","","","","4"
"Quite unimportant","1990","16-34 y.","middle vocational","82","0.0659368218001768","0.0530198085036556","0.0788538350966979","4"
"Quite unimportant","1990","35-65 y.","middle vocational","80","0.0531214952078449","0.0431950998583965","0.0630478905572933","4"
"Quite unimportant","1990","35-65 y.","higher vocational","11","","","","4"
"Quite unimportant","1990","16-34 y.","in school","11","","","","4"
"Quite unimportant","1990","16-34 y.","vocational + Abi","14","","","","4"
"Quite unimportant","1990","16-34 y.","higher vocational","5","","","","4"
"Quite unimportant","1990","16-34 y.","higher education","12","","","","4"
"Quite unimportant","1990","35-65 y.","in school","","","","","4"
"Quite unimportant","1990","35-65 y.","inadequately","4","","","","4"
"Quite unimportant","1990","35-65 y.","general elemantary","28","","","","4"
"Quite unimportant","1990","35-65 y.","higher education","34","0.0882624576832683","0.0608372384967306","0.115687676869806","4"
"Quite unimportant","1990","66 and older","in school","","","","","4"
"Quite unimportant","1990","66 and older","inadequately","4","","","","4"
"Quite unimportant","1990","66 and older","general elemantary","46","0.138177295909323","0.103156905335169","0.173197686483478","4"
"Quite unimportant","1990","66 and older","middle vocational","47","0.122927766190191","0.0933367283896946","0.152518803990687","4"
"Quite unimportant","1990","66 and older","vocational + Abi","4","","","","4"
"Very important","1990","16-34 y.","in school","20","","","","1"
"Very important","1990","16-34 y.","inadequately","18","","","","1"
"Very important","1990","16-34 y.","general elemantary","161","0.307840109312985","0.267339306208048","0.348340912417922","1"
"Very important","1990","16-34 y.","middle vocational","557","0.367291480110298","0.342200522075843","0.392382438144753","1"
"Very important","1990","16-34 y.","vocational + Abi","31","0.215963178981168","0.145228155790467","0.286698202171868","1"
"Very important","1990","16-34 y.","higher vocational","74","0.437269653136913","0.359922490885039","0.514616815388787","1"
"Very important","1990","16-34 y.","higher education","60","0.312864507283779","0.245687309177661","0.380041705389896","1"
"Very important","1990","35-65 y.","in school","","","","","1"
"Very important","1990","35-65 y.","inadequately","7","","","","1"
"Very important","1990","35-65 y.","general elemantary","310","0.387204326882292","0.352060596691726","0.422348057072858","1"
"Very important","1990","35-65 y.","middle vocational","827","0.394065380036926","0.372437880140223","0.415692879933629","1"
"Very important","1990","35-65 y.","vocational + Abi","22","","","","1"
"Very important","1990","35-65 y.","higher vocational","125","0.448092176462852","0.388774631951213","0.507409720974492","1"
"Very important","1990","35-65 y.","higher education","184","0.412577055511914","0.364982730822017","0.460171380201812","1"
"Very important","1990","66 and older","in school","","","","","1"
"Very important","1990","66 and older","inadequately","1","","","","1"
"Very important","1990","66 and older","general elemantary","145","0.377374852657447","0.32818296569171","0.426566739623184","1"
"Very important","1990","66 and older","middle vocational","165","0.32722366925383","0.284939750690666","0.369507587816994","1"
"Very important","1990","66 and older","vocational + Abi","7","","","","1"
"Very important","1990","66 and older","higher vocational","29","","","","1"
"Very important","1990","66 and older","higher education","15","","","","1"
"Important","1991","16-34 y.","inadequately","","","","","2"
"Important","1991","16-34 y.","general elemantary","","","","","2"
"Important","1991","16-34 y.","vocational + Abi","","","","","2"
"Important","1991","16-34 y.","middle vocational","","","","","2"
"Important","1991","16-34 y.","higher vocational","","","","","2"
"Important","1991","16-34 y.","higher education","","","","","2"
"Important","1991","16-34 y.","in school","","","","","2"
"Important","1991","35-65 y.","in school","","","","","2"
"Important","1991","35-65 y.","inadequately","","","","","2"
"Important","1991","35-65 y.","general elemantary","","","","","2"
"Important","1991","35-65 y.","middle vocational","","","","","2"
"Important","1991","35-65 y.","vocational + Abi","","","","","2"
"Important","1991","35-65 y.","higher vocational","","","","","2"
"Important","1991","35-65 y.","higher education","","","","","2"
"Important","1991","66 and older","in school","","","","","2"
"Important","1991","66 and older","inadequately","","","","","2"
"Important","1991","66 and older","general elemantary","","","","","2"
"Important","1991","66 and older","middle vocational","","","","","2"
"Important","1991","66 and older","vocational + Abi","","","","","2"
"Important","1991","66 and older","higher vocational","","","","","2"
"Important","1991","66 and older","higher education","","","","","2"
