"plh0105","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","no migration background","186","0.215339971104504","0.187899121833436","0.242780820375571"
"Very important","1990","1-pers.-HH","direct migration background","11","","",""
"Very important","1990","1-pers.-HH","indirect migration background","2","","",""
"Very important","1990","(Married) couple without C. ","no migration background","412","0.218500871423923","0.1997315276663","0.237270215181547"
"Very important","1990","(Married) couple without C. ","direct migration background","31","0.207435173654628","0.142330292005048","0.272540055304207"
"Very important","1990","(Married) couple without C. ","indirect migration background","1","","",""
"Very important","1990","Single parent ","no migration background","74","0.221464861696273","0.178924706257898","0.264005017134648"
"Very important","1990","Single parent ","direct migration background","10","","",""
"Very important","1990","Single parent ","indirect migration background","2","","",""
"Very important","1990","Couple + C. LE 16 ","no migration background","305","0.20515127070218","0.183783934514461","0.2265186068899"
"Very important","1990","Couple + C. LE 16 ","direct migration background","28","","",""
"Very important","1990","Couple + C. LE 16 ","indirect migration background","3","","",""
"Very important","1990","Couple + C. GT 16 ","no migration background","292","0.198051116442223","0.177366364394671","0.218735868489775"
"Very important","1990","Couple + C. GT 16 ","direct migration background","19","","",""
"Very important","1990","Couple + C. GT 16 ","indirect migration background","6","","",""
"Very important","1990","Couple + C. LE and GT 16","no migration background","90","0.224594827290548","0.183492660257909","0.265696994323188"
"Very important","1990","Couple + C. LE and GT 16","direct migration background","8","","",""
"Very important","1990","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Important","1990","1-pers.-HH","no migration background","547","0.618853356362916","0.58643176084744","0.651274951878391"
"Important","1990","1-pers.-HH","direct migration background","32","0.678415627881472","0.547634390967505","0.80919686479544"
"Important","1990","1-pers.-HH","indirect migration background","5","","",""
"Important","1990","(Married) couple without C. ","no migration background","1290","0.695471327702184","0.674568166865066","0.716374488539303"
"Important","1990","(Married) couple without C. ","direct migration background","100","0.666300156334219","0.5905875989219","0.742012713746538"
"Important","1990","(Married) couple without C. ","indirect migration background","9","","",""
"Important","1990","Single parent ","no migration background","248","0.66105327306404","0.612558883098446","0.709547663029635"
"Important","1990","Single parent ","direct migration background","6","","",""
"Important","1990","Single parent ","indirect migration background","","","",""
"Important","1990","Couple + C. LE 16 ","no migration background","942","0.697844007905479","0.673546271415006","0.722141744395951"
"Important","1990","Couple + C. LE 16 ","direct migration background","49","0.60994668166269","0.506254370814635","0.713638992510746"
"Important","1990","Couple + C. LE 16 ","indirect migration background","5","","",""
"Important","1990","Couple + C. GT 16 ","no migration background","972","0.68390463272659","0.659772529938107","0.708036735515072"
"Important","1990","Couple + C. GT 16 ","direct migration background","60","0.717335441135156","0.621040100956732","0.813630781313579"
"Important","1990","Couple + C. GT 16 ","indirect migration background","9","","",""
"Important","1990","Couple + C. LE and GT 16","no migration background","262","0.661992770556484","0.615403048880254","0.708582492232714"
"Important","1990","Couple + C. LE and GT 16","direct migration background","25","","",""
"Important","1990","Couple + C. LE and GT 16","indirect migration background","4","","",""
"Less important","1990","1-pers.-HH","no migration background","110","0.137861714343704","0.114847043855796","0.160876384831613"
"Less important","1990","1-pers.-HH","direct migration background","6","","",""
"Less important","1990","1-pers.-HH","indirect migration background","","","",""
"Less important","1990","(Married) couple without C. ","no migration background","155","0.0828001109901863","0.0702829537195112","0.0953172682608614"
"Less important","1990","(Married) couple without C. ","direct migration background","17","","",""
"Less important","1990","(Married) couple without C. ","indirect migration background","1","","",""
"Less important","1990","Single parent ","no migration background","40","0.110826246664479","0.0786657921173413","0.142986701211616"
"Less important","1990","Single parent ","direct migration background","3","","",""
"Less important","1990","Single parent ","indirect migration background","1","","",""
"Less important","1990","Couple + C. LE 16 ","no migration background","117","0.0908006483887346","0.0755970962129111","0.106004200564558"
"Less important","1990","Couple + C. LE 16 ","direct migration background","7","","",""
"Less important","1990","Couple + C. LE 16 ","indirect migration background","","","",""
"Less important","1990","Couple + C. GT 16 ","no migration background","155","0.112837746317669","0.096416086254631","0.129259406380707"
"Less important","1990","Couple + C. GT 16 ","direct migration background","5","","",""
"Less important","1990","Couple + C. GT 16 ","indirect migration background","1","","",""
"Less important","1990","Couple + C. LE and GT 16","no migration background","40","0.104255433080872","0.0741571350841115","0.134353731077632"
"Less important","1990","Couple + C. LE and GT 16","direct migration background","","","",""
"Less important","1990","Couple + C. LE and GT 16","indirect migration background","2","","",""
"Quite unimportant","1990","1-pers.-HH","no migration background","19","","",""
"Quite unimportant","1990","1-pers.-HH","direct migration background","","","",""
"Quite unimportant","1990","1-pers.-HH","indirect migration background","","","",""
"Quite unimportant","1990","(Married) couple without C. ","no migration background","5","","",""
"Quite unimportant","1990","(Married) couple without C. ","direct migration background","1","","",""
"Quite unimportant","1990","(Married) couple without C. ","indirect migration background","","","",""
"Quite unimportant","1990","Single parent ","no migration background","4","","",""
"Quite unimportant","1990","Single parent ","direct migration background","","","",""
"Quite unimportant","1990","Single parent ","indirect migration background","","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","no migration background","8","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","direct migration background","1","","",""
"Quite unimportant","1990","Couple + C. LE 16 ","indirect migration background","","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","no migration background","7","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","direct migration background","","","",""
"Quite unimportant","1990","Couple + C. GT 16 ","indirect migration background","","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","no migration background","4","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","direct migration background","","","",""
"Quite unimportant","1990","Couple + C. LE and GT 16","indirect migration background","1","","",""
"Very important","1991","1-pers.-HH","no migration background","","","",""
"Very important","1991","1-pers.-HH","direct migration background","","","",""
"Very important","1991","1-pers.-HH","indirect migration background","","","",""
"Very important","1991","(Married) couple without C. ","no migration background","","","",""
"Very important","1991","(Married) couple without C. ","direct migration background","","","",""
"Very important","1991","(Married) couple without C. ","indirect migration background","","","",""
"Very important","1991","Single parent ","no migration background","","","",""
"Very important","1991","Single parent ","direct migration background","","","",""
"Very important","1991","Single parent ","indirect migration background","","","",""
"Very important","1991","Couple + C. LE 16 ","no migration background","","","",""
"Very important","1991","Couple + C. LE 16 ","direct migration background","","","",""
"Very important","1991","Couple + C. LE 16 ","indirect migration background","","","",""
"Very important","1991","Couple + C. GT 16 ","no migration background","","","",""
"Very important","1991","Couple + C. GT 16 ","direct migration background","","","",""
"Very important","1991","Couple + C. GT 16 ","indirect migration background","","","",""
"Very important","1991","Couple + C. LE and GT 16","no migration background","","","",""
"Very important","1991","Couple + C. LE and GT 16","direct migration background","","","",""
"Very important","1991","Couple + C. LE and GT 16","indirect migration background","","","",""
"Important","1991","1-pers.-HH","no migration background","","","",""
"Important","1991","1-pers.-HH","direct migration background","","","",""
"Important","1991","1-pers.-HH","indirect migration background","","","",""
"Important","1991","(Married) couple without C. ","no migration background","","","",""
"Important","1991","(Married) couple without C. ","direct migration background","","","",""
"Important","1991","(Married) couple without C. ","indirect migration background","","","",""
"Important","1991","Single parent ","no migration background","","","",""
"Important","1991","Single parent ","direct migration background","","","",""
"Important","1991","Single parent ","indirect migration background","","","",""
"Important","1991","Couple + C. LE 16 ","no migration background","","","",""
"Important","1991","Couple + C. LE 16 ","direct migration background","","","",""
"Important","1991","Couple + C. LE 16 ","indirect migration background","","","",""
"Important","1991","Couple + C. GT 16 ","no migration background","","","",""
"Important","1991","Couple + C. GT 16 ","direct migration background","","","",""
"Important","1991","Couple + C. GT 16 ","indirect migration background","","","",""
"Important","1991","Couple + C. LE and GT 16","no migration background","","","",""
"Important","1991","Couple + C. LE and GT 16","direct migration background","","","",""
"Important","1991","Couple + C. LE and GT 16","indirect migration background","","","",""
"Less important","1991","1-pers.-HH","no migration background","","","",""
"Less important","1991","1-pers.-HH","direct migration background","","","",""
"Less important","1991","1-pers.-HH","indirect migration background","","","",""
"Less important","1991","(Married) couple without C. ","no migration background","","","",""
"Less important","1991","(Married) couple without C. ","direct migration background","","","",""
"Less important","1991","(Married) couple without C. ","indirect migration background","","","",""
"Less important","1991","Single parent ","no migration background","","","",""
"Less important","1991","Single parent ","direct migration background","","","",""
"Less important","1991","Single parent ","indirect migration background","","","",""
"Less important","1991","Couple + C. LE 16 ","no migration background","","","",""
"Less important","1991","Couple + C. LE 16 ","direct migration background","","","",""
"Less important","1991","Couple + C. LE 16 ","indirect migration background","","","",""
"Less important","1991","Couple + C. GT 16 ","no migration background","","","",""
"Less important","1991","Couple + C. GT 16 ","direct migration background","","","",""
"Less important","1991","Couple + C. GT 16 ","indirect migration background","","","",""
"Less important","1991","Couple + C. LE and GT 16","no migration background","","","",""
