"plh0105","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Schleswig-Holstein","in school","2","","","","2"
"Important","1990","Schleswig-Holstein","inadequately","2","","","","2"
"Important","1990","Schleswig-Holstein","general elemantary","38","0.718382895070323","0.594938746295285","0.841827043845361","2"
"Important","1990","Schleswig-Holstein","middle vocational","112","0.70690748629742","0.634782452626762","0.779032519968078","2"
"Important","1990","Schleswig-Holstein","vocational + Abi","5","","","","2"
"Important","1990","Schleswig-Holstein","higher vocational","11","","","","2"
"Important","1990","Lower Saxony","vocational + Abi","11","","","","2"
"Important","1990","Lower Saxony","higher vocational","45","0.677546838569421","0.564780597369895","0.790313079768946","2"
"Important","1990","Lower Saxony","higher education","48","0.666465432792841","0.559762415818133","0.77316844976755","2"
"Important","1990","Bremen","in school","","","","","2"
"Important","1990","Bremen","inadequately","1","","","","2"
"Important","1990","Bremen","general elemantary","16","","","","2"
"Important","1990","Bremen","middle vocational","32","0.654025298414145","0.519455711937482","0.788594884890808","2"
"Important","1990","Bremen","vocational + Abi","3","","","","2"
"Important","1990","Bremen","higher vocational","3","","","","2"
"Important","1990","Bremen","higher education","3","","","","2"
"Important","1990","North Rhine-Westphalia","in school","27","","","","2"
"Important","1990","North Rhine-Westphalia","inadequately","15","","","","2"
"Important","1990","North Rhine-Westphalia","general elemantary","264","0.673103642834642","0.626608699443356","0.719598586225927","2"
"Important","1990","Baden-Württemberg","inadequately","8","","","","2"
"Important","1990","Baden-Württemberg","general elemantary","173","0.574886683999262","0.518377647192802","0.631395720805722","2"
"Important","1990","Baden-Württemberg","middle vocational","403","0.657762488914785","0.620018125830138","0.695506851999432","2"
"Important","1990","Baden-Württemberg","vocational + Abi","18","","","","2"
"Important","1990","Baden-Württemberg","higher vocational","58","0.590635091107152","0.492781413388953","0.68848876882535","2"
"Important","1990","Mecklenburg-Western Pomerania","middle vocational","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","vocational + Abi","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","higher vocational","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","higher education","","","","","2"
"Important","1990","Saxony","in school","","","","","2"
"Important","1990","Saxony","inadequately","","","","","2"
"Important","1990","Saxony","general elemantary","","","","","2"
"Important","1990","Schleswig-Holstein","higher education","11","","","","2"
"Important","1990","Hamburg","in school","2","","","","2"
"Important","1990","Hamburg","inadequately","1","","","","2"
"Important","1990","Hamburg","general elemantary","10","","","","2"
"Important","1990","Hamburg","middle vocational","57","0.727583725489267","0.630026124913521","0.825141326065014","2"
"Important","1990","Hamburg","vocational + Abi","3","","","","2"
"Important","1990","Hamburg","higher vocational","8","","","","2"
"Important","1990","Hamburg","higher education","9","","","","2"
"Important","1990","Lower Saxony","in school","4","","","","2"
"Important","1990","Lower Saxony","inadequately","7","","","","2"
"Important","1990","Lower Saxony","general elemantary","132","0.683398194063732","0.618111542851882","0.748684845275583","2"
"Important","1990","Lower Saxony","middle vocational","331","0.724251453991784","0.683457205991576","0.765045701991992","2"
"Important","1990","North Rhine-Westphalia","middle vocational","727","0.689671740592328","0.661939106809522","0.717404374375134","2"
"Important","1990","North Rhine-Westphalia","vocational + Abi","45","0.686171036919542","0.571582673026588","0.800759400812495","2"
"Important","1990","North Rhine-Westphalia","higher vocational","89","0.658360414302734","0.576835122290606","0.739885706314862","2"
"Important","1990","North Rhine-Westphalia","higher education","128","0.681394218424417","0.61514247078418","0.747645966064653","2"
"Important","1990","Hesse","in school","6","","","","2"
"Important","1990","Hesse","inadequately","4","","","","2"
"Important","1990","Hesse","general elemantary","97","0.611384804172289","0.534400012296693","0.688369596047885","2"
"Important","1990","Hesse","middle vocational","244","0.673668778143312","0.625234886685684","0.72210266960094","2"
"Important","1990","Hesse","vocational + Abi","15","","","","2"
"Important","1990","Hesse","higher vocational","27","","","","2"
"Important","1990","Hesse","higher education","47","0.613553525536283","0.503351808283458","0.723755242789107","2"
"Important","1990","Rhineland-Palatinate,Saarland","in school","1","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","inadequately","4","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","general elemantary","122","0.675413235988897","0.606435069761657","0.744391402216136","2"
"Important","1990","Rhineland-Palatinate,Saarland","middle vocational","196","0.687530897927738","0.634000373635705","0.741061422219772","2"
"Important","1990","Rhineland-Palatinate,Saarland","vocational + Abi","8","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","higher vocational","18","","","","2"
"Important","1990","Rhineland-Palatinate,Saarland","higher education","27","","","","2"
"Important","1990","Baden-Württemberg","in school","7","","","","2"
"Important","1990","Saxony","middle vocational","","","","","2"
"Important","1990","Saxony","vocational + Abi","","","","","2"
"Important","1990","Saxony","higher vocational","","","","","2"
"Important","1990","Saxony","higher education","","","","","2"
"Important","1990","Saxony-Anhalt","in school","","","","","2"
"Important","1990","Saxony-Anhalt","inadequately","","","","","2"
"Important","1990","Saxony-Anhalt","general elemantary","","","","","2"
"Important","1990","Saxony-Anhalt","middle vocational","","","","","2"
"Important","1990","Saxony-Anhalt","vocational + Abi","","","","","2"
"Important","1990","Saxony-Anhalt","higher vocational","","","","","2"
"Important","1990","Saxony-Anhalt","higher education","","","","","2"
"Important","1990","Thuringia","in school","","","","","2"
"Important","1990","Thuringia","inadequately","","","","","2"
"Important","1990","Thuringia","general elemantary","","","","","2"
"Important","1990","Thuringia","middle vocational","","","","","2"
"Important","1990","Thuringia","vocational + Abi","","","","","2"
"Important","1990","Thuringia","higher vocational","","","","","2"
"Important","1990","Thuringia","higher education","","","","","2"
"Important","1990","Baden-Württemberg","higher education","59","0.673613311929979","0.577275019540616","0.769951604319341","2"
"Important","1990","Bavaria","in school","11","","","","2"
"Important","1990","Bavaria","inadequately","4","","","","2"
"Important","1990","Bavaria","general elemantary","184","0.654342779897547","0.597824476974537","0.710861082820556","2"
"Important","1990","Bavaria","middle vocational","478","0.663572794143377","0.628891669974622","0.698253918312132","2"
"Important","1990","Bavaria","vocational + Abi","23","","","","2"
"Important","1990","Brandenburg","middle vocational","","","","","2"
"Important","1990","Brandenburg","vocational + Abi","","","","","2"
"Important","1990","Brandenburg","higher vocational","","","","","2"
"Important","1990","Brandenburg","higher education","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","in school","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","inadequately","","","","","2"
"Important","1990","Bavaria","higher vocational","68","0.771286260259382","0.683533521436435","0.859038999082329","2"
"Important","1990","Berlin","general elemantary","38","0.73494171686863","0.616116860969672","0.853766572767588","2"
"Important","1990","Berlin","middle vocational","65","0.5812392065862","0.489043179661406","0.673435233510993","2"
"Important","1990","Bavaria","higher education","91","0.746622824003788","0.669124951088074","0.824120696919502","2"
"Important","1990","Berlin","inadequately","2","","","","2"
"Important","1990","Brandenburg","in school","","","","","2"
"Important","1990","Brandenburg","inadequately","","","","","2"
"Important","1990","Brandenburg","general elemantary","","","","","2"
"Important","1990","Mecklenburg-Western Pomerania","general elemantary","","","","","2"
"Important","1990","Berlin","in school","5","","","","2"
"Important","1990","Berlin","vocational + Abi","6","","","","2"
"Important","1990","Berlin","higher vocational","14","","","","2"
"Important","1990","Berlin","higher education","24","","","","2"
"Less important","1990","Thuringia","in school","","","","","3"
"Less important","1990","Thuringia","inadequately","","","","","3"
"Less important","1990","Thuringia","general elemantary","","","","","3"
"Less important","1990","Thuringia","middle vocational","","","","","3"
"Less important","1990","Thuringia","vocational + Abi","","","","","3"
"Less important","1990","Thuringia","higher vocational","","","","","3"
"Less important","1990","Thuringia","higher education","","","","","3"
"Less important","1990","Schleswig-Holstein","in school","1","","","","3"
"Less important","1990","Schleswig-Holstein","inadequately","","","","","3"
"Less important","1990","Schleswig-Holstein","general elemantary","3","","","","3"
"Less important","1990","Schleswig-Holstein","middle vocational","14","","","","3"
"Less important","1990","Schleswig-Holstein","vocational + Abi","1","","","","3"
"Less important","1990","Schleswig-Holstein","higher vocational","2","","","","3"
"Less important","1990","Schleswig-Holstein","higher education","","","","","3"
"Less important","1990","Hamburg","in school","","","","","3"
"Less important","1990","Hamburg","inadequately","","","","","3"
"Less important","1990","Hamburg","general elemantary","","","","","3"
"Less important","1990","Hamburg","middle vocational","5","","","","3"
"Less important","1990","Hamburg","vocational + Abi","","","","","3"
"Less important","1990","Hamburg","higher vocational","2","","","","3"
"Less important","1990","Hamburg","higher education","2","","","","3"
"Less important","1990","Lower Saxony","in school","1","","","","3"
"Less important","1990","Lower Saxony","inadequately","2","","","","3"
"Less important","1990","Lower Saxony","general elemantary","14","","","","3"
"Less important","1990","Lower Saxony","middle vocational","44","0.0981426951927953","0.0709848360062019","0.125300554379389","3"
