"plh0105","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","no migration background","799","0.208569355084252","0.195665148664063","0.221473561504441"
"Very important","1990","lower secondary degree","direct migration background","61","0.234805847006374","0.181400999035715","0.288210694977033"
"Very important","1990","lower secondary degree","indirect migration background","12","","",""
"Very important","1990","secondary school degree","no migration background","360","0.231576414485952","0.210099519426269","0.253053309545635"
"Very important","1990","secondary school degree","direct migration background","24","","",""
"Very important","1990","secondary school degree","indirect migration background","","","",""
"Very important","1990","college entrance qualification","no migration background","222","0.207115131097511","0.182696785493028","0.231533476701993"
"Very important","1990","college entrance qualification","direct migration background","19","","",""
"Very important","1990","college entrance qualification","indirect migration background","1","","",""
"Very important","1990","Other degree","no migration background","6","","",""
"Very important","1990","Other degree","direct migration background","3","","",""
"Very important","1990","Other degree","indirect migration background","","","",""
"Very important","1990","no degree/no degree yet","no migration background","34","0.214558966283683","0.150548693970819","0.278569238596547"
"Very important","1990","no degree/no degree yet","direct migration background","4","","",""
"Very important","1990","no degree/no degree yet","indirect migration background","2","","",""
"Important","1990","lower secondary degree","no migration background","2597","0.673482865097919","0.658588709551345","0.688377020644493"
"Important","1990","lower secondary degree","direct migration background","164","0.682743593002858","0.624106230794117","0.741380955211598"
"Important","1990","lower secondary degree","indirect migration background","15","","",""
"Important","1990","secondary school degree","no migration background","987","0.667109586074041","0.643117211978008","0.691101960170073"
"Important","1990","secondary school degree","direct migration background","55","0.622639430003431","0.523590281384101","0.72168857862276"
"Important","1990","secondary school degree","indirect migration background","6","","",""
"Important","1990","college entrance qualification","no migration background","709","0.672566852394529","0.644289788818994","0.700843915970064"
"Important","1990","college entrance qualification","direct migration background","54","0.668035153589121","0.566108709949169","0.769961597229073"
"Important","1990","college entrance qualification","indirect migration background","6","","",""
"Important","1990","Other degree","no migration background","27","","",""
"Important","1990","Other degree","direct migration background","10","","",""
"Important","1990","Other degree","indirect migration background","1","","",""
"Important","1990","no degree/no degree yet","no migration background","102","0.646100169596514","0.571539525280406","0.720660813912621"
"Important","1990","no degree/no degree yet","direct migration background","4","","",""
"Important","1990","no degree/no degree yet","indirect migration background","3","","",""
"Less important","1990","lower secondary degree","no migration background","372","0.103636855864727","0.0939563348682698","0.113317376861185"
"Less important","1990","lower secondary degree","direct migration background","15","","",""
"Less important","1990","lower secondary degree","indirect migration background","1","","",""
"Less important","1990","secondary school degree","no migration background","130","0.0980635314133754","0.0829221420593082","0.113204920767443"
"Less important","1990","secondary school degree","direct migration background","13","","",""
"Less important","1990","secondary school degree","indirect migration background","1","","",""
"Less important","1990","college entrance qualification","no migration background","119","0.112242520691933","0.0932216176063669","0.1312634237775"
"Less important","1990","college entrance qualification","direct migration background","9","","",""
"Less important","1990","college entrance qualification","indirect migration background","1","","",""
"Less important","1990","Other degree","no migration background","6","","",""
"Less important","1990","Other degree","direct migration background","","","",""
"Less important","1990","Other degree","indirect migration background","","","",""
"Less important","1990","no degree/no degree yet","no migration background","18","","",""
"Less important","1990","no degree/no degree yet","direct migration background","1","","",""
"Less important","1990","no degree/no degree yet","indirect migration background","1","","",""
"Quite unimportant","1990","lower secondary degree","no migration background","40","0.0143109239531021","0.010538648219557","0.0180831996866472"
"Quite unimportant","1990","lower secondary degree","direct migration background","2","","",""
"Quite unimportant","1990","lower secondary degree","indirect migration background","","","",""
"Quite unimportant","1990","secondary school degree","no migration background","5","","",""
"Quite unimportant","1990","secondary school degree","direct migration background","","","",""
"Quite unimportant","1990","secondary school degree","indirect migration background","1","","",""
"Quite unimportant","1990","college entrance qualification","no migration background","8","","",""
"Quite unimportant","1990","college entrance qualification","direct migration background","","","",""
"Quite unimportant","1990","college entrance qualification","indirect migration background","","","",""
"Quite unimportant","1990","Other degree","no migration background","1","","",""
"Quite unimportant","1990","Other degree","direct migration background","","","",""
"Quite unimportant","1990","Other degree","indirect migration background","","","",""
"Quite unimportant","1990","no degree/no degree yet","no migration background","4","","",""
"Quite unimportant","1990","no degree/no degree yet","direct migration background","","","",""
"Quite unimportant","1990","no degree/no degree yet","indirect migration background","","","",""
"Very important","1991","lower secondary degree","no migration background","","","",""
"Very important","1991","lower secondary degree","direct migration background","","","",""
"Very important","1991","lower secondary degree","indirect migration background","","","",""
"Very important","1991","secondary school degree","no migration background","","","",""
"Very important","1991","secondary school degree","direct migration background","","","",""
"Very important","1991","secondary school degree","indirect migration background","","","",""
"Very important","1991","college entrance qualification","no migration background","","","",""
"Very important","1991","college entrance qualification","direct migration background","","","",""
"Very important","1991","college entrance qualification","indirect migration background","","","",""
"Very important","1991","Other degree","no migration background","","","",""
"Very important","1991","Other degree","direct migration background","","","",""
"Very important","1991","Other degree","indirect migration background","","","",""
"Very important","1991","no degree/no degree yet","no migration background","","","",""
"Very important","1991","no degree/no degree yet","direct migration background","","","",""
"Very important","1991","no degree/no degree yet","indirect migration background","","","",""
"Important","1991","lower secondary degree","no migration background","","","",""
"Important","1991","lower secondary degree","direct migration background","","","",""
"Important","1991","lower secondary degree","indirect migration background","","","",""
"Important","1991","secondary school degree","no migration background","","","",""
"Important","1991","secondary school degree","direct migration background","","","",""
"Important","1991","secondary school degree","indirect migration background","","","",""
"Important","1991","college entrance qualification","no migration background","","","",""
"Important","1991","college entrance qualification","direct migration background","","","",""
"Important","1991","college entrance qualification","indirect migration background","","","",""
"Important","1991","Other degree","no migration background","","","",""
"Important","1991","Other degree","direct migration background","","","",""
"Important","1991","Other degree","indirect migration background","","","",""
"Important","1991","no degree/no degree yet","no migration background","","","",""
"Important","1991","no degree/no degree yet","direct migration background","","","",""
"Important","1991","no degree/no degree yet","indirect migration background","","","",""
"Less important","1991","lower secondary degree","no migration background","","","",""
"Less important","1991","lower secondary degree","direct migration background","","","",""
"Less important","1991","lower secondary degree","indirect migration background","","","",""
"Less important","1991","secondary school degree","no migration background","","","",""
"Less important","1991","secondary school degree","direct migration background","","","",""
"Less important","1991","secondary school degree","indirect migration background","","","",""
"Less important","1991","college entrance qualification","no migration background","","","",""
"Less important","1991","college entrance qualification","direct migration background","","","",""
"Less important","1991","college entrance qualification","indirect migration background","","","",""
"Less important","1991","Other degree","no migration background","","","",""
"Less important","1991","Other degree","direct migration background","","","",""
"Less important","1991","Other degree","indirect migration background","","","",""
"Less important","1991","no degree/no degree yet","no migration background","","","",""
"Less important","1991","no degree/no degree yet","direct migration background","","","",""
"Less important","1991","no degree/no degree yet","indirect migration background","","","",""
"Quite unimportant","1991","lower secondary degree","no migration background","","","",""
"Quite unimportant","1991","lower secondary degree","direct migration background","","","",""
"Quite unimportant","1991","lower secondary degree","indirect migration background","","","",""
"Quite unimportant","1991","secondary school degree","no migration background","","","",""
"Quite unimportant","1991","secondary school degree","direct migration background","","","",""
"Quite unimportant","1991","secondary school degree","indirect migration background","","","",""
"Quite unimportant","1991","college entrance qualification","no migration background","","","",""
"Quite unimportant","1991","college entrance qualification","direct migration background","","","",""
"Quite unimportant","1991","college entrance qualification","indirect migration background","","","",""
"Quite unimportant","1991","Other degree","no migration background","","","",""
"Quite unimportant","1991","Other degree","direct migration background","","","",""
"Quite unimportant","1991","Other degree","indirect migration background","","","",""
"Quite unimportant","1991","no degree/no degree yet","no migration background","","","",""
"Quite unimportant","1991","no degree/no degree yet","direct migration background","","","",""
"Quite unimportant","1991","no degree/no degree yet","indirect migration background","","","",""
"Very important","1992","lower secondary degree","no migration background","1097","0.208037514520474","0.196802359750153","0.219272669290794"
"Very important","1992","lower secondary degree","direct migration background","91","0.282988620146889","0.233864550335373","0.332112689958405"
"Very important","1992","lower secondary degree","indirect migration background","9","","",""
"Very important","1992","secondary school degree","no migration background","863","0.258205655289987","0.243363413861962","0.273047896718012"
"Very important","1992","secondary school degree","direct migration background","28","","",""
"Very important","1992","secondary school degree","indirect migration background","4","","",""
"Very important","1992","college entrance qualification","no migration background","397","0.25076118463723","0.229251894264462","0.272270475009998"
"Very important","1992","college entrance qualification","direct migration background","23","","",""
"Very important","1992","college entrance qualification","indirect migration background","3","","",""
"Very important","1992","Other degree","no migration background","20","","",""
"Very important","1992","Other degree","direct migration background","5","","",""
"Very important","1992","Other degree","indirect migration background","1","","",""
"Very important","1992","no degree/no degree yet","no migration background","57","0.24731970402543","0.187821064029949","0.306818344020911"
"Very important","1992","no degree/no degree yet","direct migration background","4","","",""
"Very important","1992","no degree/no degree yet","indirect migration background","4","","",""
"Important","1992","lower secondary degree","no migration background","3271","0.65414205828051","0.640976452735081","0.667307663825939"
"Important","1992","lower secondary degree","direct migration background","197","0.60682789746924","0.553559338731227","0.660096456207253"
"Important","1992","lower secondary degree","indirect migration background","21","","",""
"Important","1992","secondary school degree","no migration background","2179","0.647133110106371","0.630927062033971","0.663339158178771"
"Important","1992","secondary school degree","direct migration background","76","0.642212305075543","0.554981253532519","0.729443356618568"
"Important","1992","secondary school degree","indirect migration background","16","","",""
"Important","1992","college entrance qualification","no migration background","1015","0.639937885203271","0.616117794180655","0.663757976225886"
"Important","1992","college entrance qualification","direct migration background","71","0.663241790130967","0.571073306672934","0.755410273589"
"Important","1992","college entrance qualification","indirect migration background","3","","",""
"Important","1992","Other degree","no migration background","48","0.599617288805838","0.490880745979466","0.708353831632211"
"Important","1992","Other degree","direct migration background","10","","",""
"Important","1992","Other degree","indirect migration background","1","","",""
"Important","1992","no degree/no degree yet","no migration background","123","0.623783645943121","0.556978758949408","0.690588532936834"
"Important","1992","no degree/no degree yet","direct migration background","9","","",""
"Important","1992","no degree/no degree yet","indirect migration background","3","","",""
"Less important","1992","lower secondary degree","no migration background","579","0.123036479629518","0.11394439146255","0.132128567796486"
"Less important","1992","lower secondary degree","direct migration background","30","0.0870076780948943","0.0562708405283331","0.117744515661456"
"Less important","1992","lower secondary degree","indirect migration background","3","","",""
"Less important","1992","secondary school degree","no migration background","285","0.0884645739097902","0.0788341295028403","0.0980950183167401"
"Less important","1992","secondary school degree","direct migration background","11","","",""
"Less important","1992","secondary school degree","indirect migration background","4","","",""
"Less important","1992","college entrance qualification","no migration background","145","0.103312350031241","0.0882086794027597","0.118416020659722"
"Less important","1992","college entrance qualification","direct migration background","7","","",""
"Less important","1992","college entrance qualification","indirect migration background","3","","",""
"Less important","1992","Other degree","no migration background","10","","",""
"Less important","1992","Other degree","direct migration background","1","","",""
"Less important","1992","Other degree","indirect migration background","","","",""
"Less important","1992","no degree/no degree yet","no migration background","17","","",""
"Less important","1992","no degree/no degree yet","direct migration background","3","","",""
"Less important","1992","no degree/no degree yet","indirect migration background","3","","",""
"Quite unimportant","1992","lower secondary degree","no migration background","67","0.0147839475694986","0.0114434060596207","0.0181244890793766"
"Quite unimportant","1992","lower secondary degree","direct migration background","5","","",""
"Quite unimportant","1992","lower secondary degree","indirect migration background","","","",""
"Quite unimportant","1992","secondary school degree","no migration background","13","","",""
"Quite unimportant","1992","secondary school degree","direct migration background","1","","",""
"Quite unimportant","1992","secondary school degree","indirect migration background","","","",""
"Quite unimportant","1992","college entrance qualification","no migration background","3","","",""
"Quite unimportant","1992","college entrance qualification","direct migration background","","","",""
"Quite unimportant","1992","college entrance qualification","indirect migration background","","","",""
"Quite unimportant","1992","Other degree","no migration background","","","",""
"Quite unimportant","1992","Other degree","direct migration background","","","",""
"Quite unimportant","1992","Other degree","indirect migration background","","","",""
"Quite unimportant","1992","no degree/no degree yet","no migration background","5","","",""
"Quite unimportant","1992","no degree/no degree yet","direct migration background","1","","",""
"Quite unimportant","1992","no degree/no degree yet","indirect migration background","","","",""
"Very important","1993","lower secondary degree","no migration background","","","",""
"Very important","1993","lower secondary degree","direct migration background","","","",""
"Very important","1993","lower secondary degree","indirect migration background","","","",""
"Very important","1993","secondary school degree","no migration background","","","",""
"Very important","1993","secondary school degree","direct migration background","","","",""
"Very important","1993","secondary school degree","indirect migration background","","","",""
"Very important","1993","college entrance qualification","no migration background","","","",""
"Very important","1993","college entrance qualification","direct migration background","","","",""
"Very important","1993","college entrance qualification","indirect migration background","","","",""
"Very important","1993","Other degree","no migration background","","","",""
"Very important","1993","Other degree","direct migration background","","","",""
"Very important","1993","Other degree","indirect migration background","","","",""
"Very important","1993","no degree/no degree yet","no migration background","","","",""
"Very important","1993","no degree/no degree yet","direct migration background","","","",""
"Very important","1993","no degree/no degree yet","indirect migration background","","","",""
"Important","1993","lower secondary degree","no migration background","","","",""
"Important","1993","lower secondary degree","direct migration background","","","",""
"Important","1993","lower secondary degree","indirect migration background","","","",""
"Important","1993","secondary school degree","no migration background","","","",""
"Important","1993","secondary school degree","direct migration background","","","",""
"Important","1993","secondary school degree","indirect migration background","","","",""
"Important","1993","college entrance qualification","no migration background","","","",""
"Important","1993","college entrance qualification","direct migration background","","","",""
"Important","1993","college entrance qualification","indirect migration background","","","",""
"Important","1993","Other degree","no migration background","","","",""
"Important","1993","Other degree","direct migration background","","","",""
"Important","1993","Other degree","indirect migration background","","","",""
"Important","1993","no degree/no degree yet","no migration background","","","",""
"Important","1993","no degree/no degree yet","direct migration background","","","",""
"Important","1993","no degree/no degree yet","indirect migration background","","","",""
"Less important","1993","lower secondary degree","no migration background","","","",""
"Less important","1993","lower secondary degree","direct migration background","","","",""
"Less important","1993","lower secondary degree","indirect migration background","","","",""
"Less important","1993","secondary school degree","no migration background","","","",""
"Less important","1993","secondary school degree","direct migration background","","","",""
"Less important","1993","secondary school degree","indirect migration background","","","",""
"Less important","1993","college entrance qualification","no migration background","","","",""
"Less important","1993","college entrance qualification","direct migration background","","","",""
"Less important","1993","college entrance qualification","indirect migration background","","","",""
"Less important","1993","Other degree","no migration background","","","",""
"Less important","1993","Other degree","direct migration background","","","",""
"Less important","1993","Other degree","indirect migration background","","","",""
"Less important","1993","no degree/no degree yet","no migration background","","","",""
"Less important","1993","no degree/no degree yet","direct migration background","","","",""
"Less important","1993","no degree/no degree yet","indirect migration background","","","",""
"Quite unimportant","1993","lower secondary degree","no migration background","","","",""
"Quite unimportant","1993","lower secondary degree","direct migration background","","","",""
"Quite unimportant","1993","lower secondary degree","indirect migration background","","","",""
"Quite unimportant","1993","secondary school degree","no migration background","","","",""
"Quite unimportant","1993","secondary school degree","direct migration background","","","",""
"Quite unimportant","1993","secondary school degree","indirect migration background","","","",""
"Quite unimportant","1993","college entrance qualification","no migration background","","","",""
"Quite unimportant","1993","college entrance qualification","direct migration background","","","",""
"Quite unimportant","1993","college entrance qualification","indirect migration background","","","",""
"Quite unimportant","1993","Other degree","no migration background","","","",""
"Quite unimportant","1993","Other degree","direct migration background","","","",""
"Quite unimportant","1993","Other degree","indirect migration background","","","",""
"Quite unimportant","1993","no degree/no degree yet","no migration background","","","",""
"Quite unimportant","1993","no degree/no degree yet","direct migration background","","","",""
"Quite unimportant","1993","no degree/no degree yet","indirect migration background","","","",""
"Very important","1994","lower secondary degree","no migration background","","","",""
"Very important","1994","lower secondary degree","direct migration background","","","",""
"Very important","1994","lower secondary degree","indirect migration background","","","",""
"Very important","1994","secondary school degree","no migration background","","","",""
"Very important","1994","secondary school degree","direct migration background","","","",""
"Very important","1994","secondary school degree","indirect migration background","","","",""
"Very important","1994","college entrance qualification","no migration background","","","",""
"Very important","1994","college entrance qualification","direct migration background","","","",""
"Very important","1994","college entrance qualification","indirect migration background","","","",""
"Very important","1994","Other degree","no migration background","","","",""
"Very important","1994","Other degree","direct migration background","","","",""
"Very important","1994","Other degree","indirect migration background","","","",""
"Very important","1994","no degree/no degree yet","no migration background","","","",""
"Very important","1994","no degree/no degree yet","direct migration background","","","",""
"Very important","1994","no degree/no degree yet","indirect migration background","","","",""
"Important","1994","lower secondary degree","no migration background","","","",""
"Important","1994","lower secondary degree","direct migration background","","","",""
"Important","1994","lower secondary degree","indirect migration background","","","",""
"Important","1994","secondary school degree","no migration background","","","",""
"Important","1994","secondary school degree","direct migration background","","","",""
"Important","1994","secondary school degree","indirect migration background","","","",""
"Important","1994","college entrance qualification","no migration background","","","",""
"Important","1994","college entrance qualification","direct migration background","","","",""
"Important","1994","college entrance qualification","indirect migration background","","","",""
"Important","1994","Other degree","no migration background","","","",""
"Important","1994","Other degree","direct migration background","","","",""
"Important","1994","Other degree","indirect migration background","","","",""
"Important","1994","no degree/no degree yet","no migration background","","","",""
"Important","1994","no degree/no degree yet","direct migration background","","","",""
"Important","1994","no degree/no degree yet","indirect migration background","","","",""
