"plh0105","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","no migration background","(0) in school","25","","",""
"Very important","1990","no migration background","(1a) inadequately completed","9","","",""
"Very important","1990","no migration background","(1b) general elementary school","284","0.228348364915459","0.205050052865701","0.251646676965217"
"Very important","1990","no migration background","(1c) basic vocational qualification","518","0.198130367153372","0.182770859939244","0.2134898743675"
"Very important","1990","no migration background","(2b) intermediate general qualification","67","0.265210857702279","0.213130906917262","0.317290808487297"
"Very important","1990","no migration background","(2a) intermediate vocational","278","0.222945471722377","0.198931153445951","0.246959789998803"
"Very important","1990","no migration background","(2c_gen) general maturity certificate","57","0.227155514384421","0.172888235150038","0.281422793618804"
"Very important","1990","no migration background","(2c_voc) vocational maturity certificate","71","0.244272913283243","0.195243439374432","0.293302387192054"
"Very important","1990","no migration background","(3a) lower tertiary education","34","0.16903863252399","0.118105565875874","0.219971699172105"
"Very important","1990","no migration background","(3b) higher tertiary education","78","0.186466461865664","0.148105578982089","0.224827344749239"
"Very important","1990","direct migration background","(0) in school","2","","",""
"Very important","1990","direct migration background","(1a) inadequately completed","2","","",""
"Very important","1990","direct migration background","(1b) general elementary school","27","","",""
"Very important","1990","direct migration background","(1c) basic vocational qualification","36","0.215946605381319","0.151786427697528","0.28010678306511"
"Very important","1990","direct migration background","(2b) intermediate general qualification","8","","",""
"Very important","1990","direct migration background","(2a) intermediate vocational","16","","",""
"Very important","1990","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Very important","1990","direct migration background","(2c_voc) vocational maturity certificate","6","","",""
"Very important","1990","direct migration background","(3a) lower tertiary education","2","","",""
"Very important","1990","direct migration background","(3b) higher tertiary education","6","","",""
"Very important","1990","indirect migration background","(0) in school","2","","",""
"Very important","1990","indirect migration background","(1a) inadequately completed","","","",""
"Very important","1990","indirect migration background","(1b) general elementary school","6","","",""
"Very important","1990","indirect migration background","(1c) basic vocational qualification","6","","",""
"Very important","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"Very important","1990","indirect migration background","(2a) intermediate vocational","","","",""
"Very important","1990","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Very important","1990","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Very important","1990","indirect migration background","(3a) lower tertiary education","","","",""
"Very important","1990","indirect migration background","(3b) higher tertiary education","1","","",""
"Important","1990","no migration background","(0) in school","61","0.578107310174147","0.481792597174313","0.67442202317398"
"Important","1990","no migration background","(1a) inadequately completed","41","0.763240899750093","0.652885186754664","0.873596612745523"
"Important","1990","no migration background","(1b) general elementary school","827","0.65449839541071","0.628105065176633","0.680891725644786"
"Important","1990","no migration background","(1c) basic vocational qualification","1790","0.682807749084968","0.664874442148201","0.700741056021735"
"Important","1990","no migration background","(2b) intermediate general qualification","184","0.64096013426802","0.584364830446025","0.697555438090015"
"Important","1990","no migration background","(2a) intermediate vocational","770","0.674479444052791","0.647444918325506","0.701513969780076"
"Important","1990","no migration background","(2c_gen) general maturity certificate","146","0.671140661868043","0.610293235338557","0.731988088397529"
"Important","1990","no migration background","(2c_voc) vocational maturity certificate","196","0.64469272345282","0.590077273229263","0.699308173676377"
"Important","1990","no migration background","(3a) lower tertiary education","148","0.70672765873865","0.644857957218417","0.768597360258882"
"Important","1990","no migration background","(3b) higher tertiary education","263","0.674821529287298","0.628683838396934","0.720959220177663"
"Important","1990","direct migration background","(0) in school","2","","",""
"Important","1990","direct migration background","(1a) inadequately completed","2","","",""
"Important","1990","direct migration background","(1b) general elementary school","61","0.646322155648892","0.549669762124678","0.742974549173106"
"Important","1990","direct migration background","(1c) basic vocational qualification","111","0.700876028939409","0.629481364002524","0.772270693876293"
"Important","1990","direct migration background","(2b) intermediate general qualification","11","","",""
"Important","1990","direct migration background","(2a) intermediate vocational","42","0.646522306022522","0.532899267813786","0.760145344231259"
"Important","1990","direct migration background","(2c_gen) general maturity certificate","10","","",""
"Important","1990","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"Important","1990","direct migration background","(3a) lower tertiary education","16","","",""
"Important","1990","direct migration background","(3b) higher tertiary education","19","","",""
"Important","1990","indirect migration background","(0) in school","2","","",""
"Important","1990","indirect migration background","(1a) inadequately completed","1","","",""
"Important","1990","indirect migration background","(1b) general elementary school","6","","",""
"Important","1990","indirect migration background","(1c) basic vocational qualification","10","","",""
"Important","1990","indirect migration background","(2b) intermediate general qualification","","","",""
"Important","1990","indirect migration background","(2a) intermediate vocational","6","","",""
"Important","1990","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Important","1990","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Important","1990","indirect migration background","(3a) lower tertiary education","1","","",""
"Important","1990","indirect migration background","(3b) higher tertiary education","","","",""
"Less important","1990","no migration background","(0) in school","15","","",""
"Less important","1990","no migration background","(1a) inadequately completed","3","","",""
"Less important","1990","no migration background","(1b) general elementary school","115","0.0977172236908756","0.0812366715494807","0.114197775832271"
