"plh0105","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Urban Area","Male","441","0.16192729562237","0.147834916557594","0.176019674687146"
"Very important","1990","Urban Area","Female","808","0.271538379453155","0.255283917477473","0.287792841428837"
"Very important","1990","Rural Area","Male","109","0.145360926799405","0.120921561932163","0.169800291666646"
"Very important","1990","Rural Area","Female","217","0.248509251206303","0.219302503927608","0.277715998484998"
"Important","1990","Urban Area","Male","1828","0.696722318248235","0.67913767652303","0.71430695997344"
"Important","1990","Urban Area","Female","1846","0.643385004878018","0.625878924512268","0.660891085243767"
"Important","1990","Rural Area","Male","573","0.695476112917184","0.663566135798411","0.727386090035957"
"Important","1990","Rural Area","Female","555","0.652741234447893","0.620564110318372","0.684918358577414"
"Less important","1990","Urban Area","Male","334","0.131094106401659","0.118183061473291","0.144005151330027"
"Less important","1990","Urban Area","Female","199","0.0769715200210331","0.067230011105042","0.0867130289370242"
"Less important","1990","Rural Area","Male","107","0.144373170381128","0.120002911356739","0.168743429405516"
"Less important","1990","Rural Area","Female","62","0.0829877485751277","0.064343509925212","0.101631987225043"
"Quite unimportant","1990","Urban Area","Male","22","","",""
"Quite unimportant","1990","Urban Area","Female","23","","",""
"Quite unimportant","1990","Rural Area","Male","10","","",""
"Quite unimportant","1990","Rural Area","Female","7","","",""
"Very important","1991","Urban Area","Male","","","",""
"Very important","1991","Urban Area","Female","","","",""
"Very important","1991","Rural Area","Male","","","",""
"Very important","1991","Rural Area","Female","","","",""
"Important","1991","Urban Area","Male","","","",""
"Important","1991","Urban Area","Female","","","",""
"Important","1991","Rural Area","Male","","","",""
"Important","1991","Rural Area","Female","","","",""
"Less important","1991","Urban Area","Male","","","",""
"Less important","1991","Urban Area","Female","","","",""
"Less important","1991","Rural Area","Male","","","",""
"Less important","1991","Rural Area","Female","","","",""
"Quite unimportant","1991","Urban Area","Male","","","",""
"Quite unimportant","1991","Urban Area","Female","","","",""
"Quite unimportant","1991","Rural Area","Male","","","",""
"Quite unimportant","1991","Rural Area","Female","","","",""
"Very important","1992","Urban Area","Male","600","0.18839673813825","0.17478887028332","0.20200460599318"
"Very important","1992","Urban Area","Female","1062","0.283091021101098","0.26831324642816","0.297868795774035"
"Very important","1992","Rural Area","Male","368","0.175801628267227","0.159089884647913","0.19251337188654"
"Very important","1992","Rural Area","Female","584","0.255847503736239","0.237425111818844","0.274269895653635"
"Important","1992","Urban Area","Male","2136","0.664746543727848","0.648318109340051","0.681174978115646"
"Important","1992","Urban Area","Female","2230","0.629855706183466","0.614016987457894","0.645694424909038"
"Important","1992","Rural Area","Male","1329","0.661683403313144","0.640911264597497","0.68245554202879"
"Important","1992","Rural Area","Female","1373","0.637689635455869","0.617395548732043","0.657983722179695"
"Less important","1992","Urban Area","Male","408","0.13782987688804","0.125833511907612","0.149826241868469"
"Less important","1992","Urban Area","Female","244","0.0741342695988648","0.0655402271535348","0.0827283120441948"
"Less important","1992","Rural Area","Male","277","0.151392560381342","0.13565635098162","0.167128769781065"
"Less important","1992","Rural Area","Female","183","0.092947185275162","0.080688077511762","0.105206293038562"
"Quite unimportant","1992","Urban Area","Male","28","","",""
"Quite unimportant","1992","Urban Area","Female","34","0.0129190031165716","0.00921471396302297","0.0166232922701202"
"Quite unimportant","1992","Rural Area","Male","19","","",""
"Quite unimportant","1992","Rural Area","Female","15","","",""
"Very important","1993","Urban Area","Male","","","",""
"Very important","1993","Urban Area","Female","","","",""
"Very important","1993","Rural Area","Male","","","",""
"Very important","1993","Rural Area","Female","","","",""
"Important","1993","Urban Area","Male","","","",""
"Important","1993","Urban Area","Female","","","",""
"Important","1993","Rural Area","Male","","","",""
"Important","1993","Rural Area","Female","","","",""
"Less important","1993","Urban Area","Male","","","",""
"Less important","1993","Urban Area","Female","","","",""
"Less important","1993","Rural Area","Male","","","",""
"Less important","1993","Rural Area","Female","","","",""
"Quite unimportant","1993","Urban Area","Male","","","",""
"Quite unimportant","1993","Urban Area","Female","","","",""
"Quite unimportant","1993","Rural Area","Male","","","",""
"Quite unimportant","1993","Rural Area","Female","","","",""
"Very important","1994","Urban Area","Male","","","",""
"Very important","1994","Urban Area","Female","","","",""
"Very important","1994","Rural Area","Male","","","",""
"Very important","1994","Rural Area","Female","","","",""
"Important","1994","Urban Area","Male","","","",""
"Important","1994","Urban Area","Female","","","",""
"Important","1994","Rural Area","Male","","","",""
"Important","1994","Rural Area","Female","","","",""
"Less important","1994","Urban Area","Male","","","",""
"Less important","1994","Urban Area","Female","","","",""
"Less important","1994","Rural Area","Male","","","",""
"Less important","1994","Rural Area","Female","","","",""
"Quite unimportant","1994","Urban Area","Male","","","",""
"Quite unimportant","1994","Urban Area","Female","","","",""
"Quite unimportant","1994","Rural Area","Male","","","",""
"Quite unimportant","1994","Rural Area","Female","","","",""
"Very important","1995","Urban Area","Male","720","0.203722499399281","0.189997350623475","0.217447648175087"
"Very important","1995","Urban Area","Female","1253","0.309788680733495","0.294969093716509","0.324608267750481"
"Very important","1995","Rural Area","Male","390","0.182024435788759","0.165247167441877","0.19880170413564"
"Very important","1995","Rural Area","Female","667","0.287693183470698","0.268646622982716","0.306739743958681"
"Important","1995","Urban Area","Male","2235","0.676315113964905","0.66037097401876","0.69225925391105"
"Important","1995","Urban Area","Female","2264","0.620720070850922","0.605169722771646","0.636270418930199"
"Important","1995","Rural Area","Male","1390","0.679491123924474","0.659200370942582","0.699781876906366"
