"plh0105","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","(0) in school","2","","",""
"Very important","1990","1-pers.-HH","(1a) inadequately completed","2","","",""
"Very important","1990","1-pers.-HH","(1b) general elementary school","58","0.25653991973799","0.198961696582906","0.314118142893074"
"Very important","1990","1-pers.-HH","(1c) basic vocational qualification","55","0.197332322076345","0.151684121140519","0.242980523012172"
"Very important","1990","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"Very important","1990","1-pers.-HH","(2a) intermediate vocational","25","","",""
"Very important","1990","1-pers.-HH","(2c_gen) general maturity certificate","11","","",""
"Very important","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","16","","",""
"Very important","1990","1-pers.-HH","(3a) lower tertiary education","4","","",""
"Very important","1990","1-pers.-HH","(3b) higher tertiary education","15","","",""
"Very important","1990","(Married) couple without C. ","(0) in school","","","",""
"Very important","1990","(Married) couple without C. ","(1a) inadequately completed","3","","",""
"Very important","1990","(Married) couple without C. ","(1b) general elementary school","90","0.22683077897166","0.185531942737135","0.268129615206185"
"Very important","1990","(Married) couple without C. ","(1c) basic vocational qualification","184","0.212452973812375","0.185018994241711","0.23988695338304"
"Very important","1990","(Married) couple without C. ","(2b) intermediate general qualification","14","","",""
"Very important","1990","(Married) couple without C. ","(2a) intermediate vocational","88","0.225685288711569","0.182622298184603","0.268748279238535"
"Very important","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","10","","",""
"Very important","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","21","","",""
"Very important","1990","(Married) couple without C. ","(3a) lower tertiary education","11","","",""
"Very important","1990","(Married) couple without C. ","(3b) higher tertiary education","19","","",""
"Very important","1990","Single parent ","(0) in school","3","","",""
"Very important","1990","Single parent ","(1a) inadequately completed","1","","",""
"Very important","1990","Single parent ","(1b) general elementary school","16","","",""
"Very important","1990","Single parent ","(1c) basic vocational qualification","32","0.226681863145964","0.154985037485977","0.298378688805952"
"Very important","1990","Single parent ","(2b) intermediate general qualification","7","","",""
"Very important","1990","Single parent ","(2a) intermediate vocational","11","","",""
"Very important","1990","Single parent ","(2c_gen) general maturity certificate","6","","",""
"Very important","1990","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"Very important","1990","Single parent ","(3a) lower tertiary education","3","","",""
"Very important","1990","Single parent ","(3b) higher tertiary education","2","","",""
"Very important","1990","Couple + C. LE 16 ","(0) in school","1","","",""
"Very important","1990","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"Very important","1990","Couple + C. LE 16 ","(1b) general elementary school","40","0.252582939894461","0.1830507397324","0.322115140056521"
"Very important","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","121","0.178307732930933","0.148512749301684","0.208102716560182"
"Very important","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","5","","",""
"Very important","1990","Couple + C. LE 16 ","(2a) intermediate vocational","88","0.23339313679744","0.188951621231053","0.277834652363827"
"Very important","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","12","","",""
"Very important","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","20","","",""
"Very important","1990","Couple + C. LE 16 ","(3a) lower tertiary education","8","","",""
"Very important","1990","Couple + C. LE 16 ","(3b) higher tertiary education","29","","",""
"Very important","1990","Couple + C. GT 16 ","(0) in school","13","","",""
"Very important","1990","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Very important","1990","Couple + C. GT 16 ","(1b) general elementary school","62","0.190628300352862","0.145575233400731","0.235681367304992"
"Very important","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","109","0.192561929765078","0.159845129889113","0.225278729641044"
"Very important","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","23","","",""
"Very important","1990","Couple + C. GT 16 ","(2a) intermediate vocational","55","0.242727230453613","0.185552169539425","0.2999022913678"
"Very important","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","19","","",""
"Very important","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","13","","",""
"Very important","1990","Couple + C. GT 16 ","(3a) lower tertiary education","6","","",""
"Very important","1990","Couple + C. GT 16 ","(3b) higher tertiary education","11","","",""
"Very important","1990","Couple + C. LE and GT 16","(0) in school","9","","",""
"Very important","1990","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Very important","1990","Couple + C. LE and GT 16","(1b) general elementary school","17","","",""
"Very important","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","32","0.207723076445184","0.143858046785361","0.271588106105008"
"Very important","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","9","","",""
"Very important","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","18","","",""
"Very important","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"Very important","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"Very important","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"Very important","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"Important","1990","1-pers.-HH","(0) in school","1","","",""
"Important","1990","1-pers.-HH","(1a) inadequately completed","3","","",""
"Important","1990","1-pers.-HH","(1b) general elementary school","125","0.563391533087281","0.498002759960093","0.628780306214469"
"Important","1990","1-pers.-HH","(1c) basic vocational qualification","185","0.597443839666956","0.541194368011089","0.653693311322822"
"Important","1990","1-pers.-HH","(2b) intermediate general qualification","25","","",""
"Important","1990","1-pers.-HH","(2a) intermediate vocational","112","0.733636711468349","0.663819026805881","0.803454396130818"
"Important","1990","1-pers.-HH","(2c_gen) general maturity certificate","14","","",""
"Important","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","35","0.610926376263685","0.484359227673539","0.737493524853831"
"Important","1990","1-pers.-HH","(3a) lower tertiary education","28","","",""
"Important","1990","1-pers.-HH","(3b) higher tertiary education","49","0.692237140648355","0.584874182455734","0.799600098840976"
"Important","1990","(Married) couple without C. ","(0) in school","","","",""
"Important","1990","(Married) couple without C. ","(1a) inadequately completed","8","","",""
"Important","1990","(Married) couple without C. ","(1b) general elementary school","280","0.715243559349188","0.670738098858532","0.759749019839845"
"Important","1990","(Married) couple without C. ","(1c) basic vocational qualification","604","0.706597651037061","0.676059900460443","0.73713540161368"
"Important","1990","(Married) couple without C. ","(2b) intermediate general qualification","34","0.655754198531837","0.52535711771836","0.786151279345313"
"Important","1990","(Married) couple without C. ","(2a) intermediate vocational","241","0.666580565730984","0.618016438896585","0.715144692565384"
"Important","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","23","","",""
"Important","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","72","0.692134098768375","0.602987373072949","0.781280824463802"
"Important","1990","(Married) couple without C. ","(3a) lower tertiary education","53","0.710646027629249","0.608697094414409","0.81259496084409"
"Important","1990","(Married) couple without C. ","(3b) higher tertiary education","74","0.651222343717609","0.564494595544202","0.737950091891017"
"Important","1990","Single parent ","(0) in school","7","","",""
"Important","1990","Single parent ","(1a) inadequately completed","3","","",""
"Important","1990","Single parent ","(1b) general elementary school","64","0.682455045071517","0.585740293496444","0.77916979664659"
"Important","1990","Single parent ","(1c) basic vocational qualification","79","0.626968173588888","0.544153339852691","0.709783007325086"
"Important","1990","Single parent ","(2b) intermediate general qualification","19","","",""
"Important","1990","Single parent ","(2a) intermediate vocational","28","","",""
"Important","1990","Single parent ","(2c_gen) general maturity certificate","19","","",""
"Important","1990","Single parent ","(2c_voc) vocational maturity certificate","11","","",""
"Important","1990","Single parent ","(3a) lower tertiary education","3","","",""
"Important","1990","Single parent ","(3b) higher tertiary education","13","","",""
"Important","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Important","1990","Couple + C. LE 16 ","(1a) inadequately completed","17","","",""
"Important","1990","Couple + C. LE 16 ","(1b) general elementary school","95","0.628861644480578","0.55154946178134","0.706173827179816"
"Important","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","449","0.719626919470185","0.684662580722421","0.754591258217948"
"Important","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","19","","",""
"Important","1990","Couple + C. LE 16 ","(2a) intermediate vocational","234","0.684772703023152","0.635958792814173","0.733586613232132"
"Important","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","10","","",""
"Important","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","40","0.596672167516818","0.476485832945044","0.716858502088591"
"Important","1990","Couple + C. LE 16 ","(3a) lower tertiary education","44","0.777319463772927","0.668352467898521","0.886286459647333"
"Important","1990","Couple + C. LE 16 ","(3b) higher tertiary education","80","0.68432150284424","0.602182745389459","0.766460260299021"
"Important","1990","Couple + C. GT 16 ","(0) in school","32","0.61246686886773","0.480050358601934","0.744883379133526"
"Important","1990","Couple + C. GT 16 ","(1a) inadequately completed","10","","",""
"Important","1990","Couple + C. GT 16 ","(1b) general elementary school","206","0.713168242788286","0.661292266865332","0.765044218711239"
"Important","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","394","0.710598687590918","0.672972220696028","0.748225154485809"
"Important","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","68","0.684123926466614","0.593012290171027","0.775235562762202"
"Important","1990","Couple + C. GT 16 ","(2a) intermediate vocational","131","0.609383263059237","0.544319092114664","0.67444743400381"
"Important","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","75","0.720632951199985","0.636400490055924","0.804865412344046"
"Important","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","38","0.628175410982574","0.502711106690412","0.753639715274736"
"Important","1990","Couple + C. GT 16 ","(3a) lower tertiary education","27","","",""
"Important","1990","Couple + C. GT 16 ","(3b) higher tertiary education","43","0.668552883092161","0.552313626938822","0.784792139245501"
"Important","1990","Couple + C. LE and GT 16","(0) in school","21","","",""
"Important","1990","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"Important","1990","Couple + C. LE and GT 16","(1b) general elementary school","60","0.637690084569385","0.538932073071747","0.736448096067024"
"Important","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","109","0.692078573484619","0.619404433869762","0.764752713099476"
"Important","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","18","","",""
"Important","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","42","0.721266559304355","0.610548044176146","0.831985074432565"
"Important","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","7","","",""
"Important","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","4","","",""
"Important","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","6","","",""
"Important","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","14","","",""
"Less important","1990","1-pers.-HH","(0) in school","","","",""
"Less important","1990","1-pers.-HH","(1a) inadequately completed","1","","",""
"Less important","1990","1-pers.-HH","(1b) general elementary school","28","","",""
