"plh0105","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","Male","288","0.152457385414716","0.136242939899584","0.168671830929848"
"Very important","1990","lower secondary degree","Female","584","0.2594580359315","0.241099652616419","0.277816419246582"
"Very important","1990","secondary school degree","Male","129","0.188083288061614","0.157831578592936","0.218334997530292"
"Very important","1990","secondary school degree","Female","255","0.258059656523525","0.230102188932008","0.286017124115042"
"Very important","1990","college entrance qualification","Male","103","0.143900733700906","0.118155754121454","0.169645713280357"
"Very important","1990","college entrance qualification","Female","139","0.312213249715603","0.268616331215778","0.355810168215427"
"Very important","1990","Other degree","Male","4","","",""
"Very important","1990","Other degree","Female","5","","",""
"Very important","1990","no degree/no degree yet","Male","17","","",""
"Very important","1990","no degree/no degree yet","Female","23","","",""
"Important","1990","lower secondary degree","Male","1343","0.701975027324432","0.681343363360088","0.722606691288776"
"Important","1990","lower secondary degree","Female","1433","0.650098955683971","0.630123882132281","0.670074029235661"
"Important","1990","secondary school degree","Male","433","0.677740055390406","0.641561283764089","0.713918827016722"
"Important","1990","secondary school degree","Female","615","0.658177988207954","0.627872242891817","0.68848373352409"
"Important","1990","college entrance qualification","Male","508","0.71245722109594","0.679257868545685","0.745656573646194"
"Important","1990","college entrance qualification","Female","261","0.607345398814188","0.561401648340604","0.653289149287773"
"Important","1990","Other degree","Male","22","","",""
"Important","1990","Other degree","Female","16","","",""
"Important","1990","no degree/no degree yet","Male","57","0.617945604485727","0.518114674039835","0.71777653493162"
"Important","1990","no degree/no degree yet","Female","52","0.637185290279029","0.533117465092791","0.741253115465267"
"Less important","1990","lower secondary degree","Male","234","0.130112854641011","0.114937506774243","0.14528820250778"
"Less important","1990","lower secondary degree","Female","154","0.0780413774571694","0.0668071241528058","0.0892756307615329"
"Less important","1990","secondary school degree","Male","77","0.130512278235479","0.104434145682599","0.156590410788359"
"Less important","1990","secondary school degree","Female","67","0.0810300648139731","0.0635948611780749","0.0984652684498713"
"Less important","1990","college entrance qualification","Male","99","0.136727432919151","0.111527418737115","0.161927447101186"
"Less important","1990","college entrance qualification","Female","30","0.0721197446920815","0.0477822268320208","0.0964572625521422"
"Less important","1990","Other degree","Male","3","","",""
"Less important","1990","Other degree","Female","3","","",""
"Less important","1990","no degree/no degree yet","Male","16","","",""
"Less important","1990","no degree/no degree yet","Female","4","","",""
"Quite unimportant","1990","lower secondary degree","Male","23","","",""
"Quite unimportant","1990","lower secondary degree","Female","19","","",""
"Quite unimportant","1990","secondary school degree","Male","2","","",""
"Quite unimportant","1990","secondary school degree","Female","4","","",""
"Quite unimportant","1990","college entrance qualification","Male","4","","",""
"Quite unimportant","1990","college entrance qualification","Female","4","","",""
"Quite unimportant","1990","Other degree","Male","1","","",""
"Quite unimportant","1990","Other degree","Female","","","",""
"Quite unimportant","1990","no degree/no degree yet","Male","1","","",""
"Quite unimportant","1990","no degree/no degree yet","Female","3","","",""
"Very important","1991","lower secondary degree","Male","","","",""
"Very important","1991","lower secondary degree","Female","","","",""
"Very important","1991","secondary school degree","Male","","","",""
"Very important","1991","secondary school degree","Female","","","",""
"Very important","1991","college entrance qualification","Male","","","",""
"Very important","1991","college entrance qualification","Female","","","",""
"Very important","1991","Other degree","Male","","","",""
"Very important","1991","Other degree","Female","","","",""
"Very important","1991","no degree/no degree yet","Male","","","",""
"Very important","1991","no degree/no degree yet","Female","","","",""
"Important","1991","lower secondary degree","Male","","","",""
"Important","1991","lower secondary degree","Female","","","",""
"Important","1991","secondary school degree","Male","","","",""
"Important","1991","secondary school degree","Female","","","",""
"Important","1991","college entrance qualification","Male","","","",""
"Important","1991","college entrance qualification","Female","","","",""
"Important","1991","Other degree","Male","","","",""
"Important","1991","Other degree","Female","","","",""
"Important","1991","no degree/no degree yet","Male","","","",""
"Important","1991","no degree/no degree yet","Female","","","",""
"Less important","1991","lower secondary degree","Male","","","",""
"Less important","1991","lower secondary degree","Female","","","",""
"Less important","1991","secondary school degree","Male","","","",""
"Less important","1991","secondary school degree","Female","","","",""
"Less important","1991","college entrance qualification","Male","","","",""
"Less important","1991","college entrance qualification","Female","","","",""
"Less important","1991","Other degree","Male","","","",""
"Less important","1991","Other degree","Female","","","",""
"Less important","1991","no degree/no degree yet","Male","","","",""
"Less important","1991","no degree/no degree yet","Female","","","",""
"Quite unimportant","1991","lower secondary degree","Male","","","",""
"Quite unimportant","1991","lower secondary degree","Female","","","",""
"Quite unimportant","1991","secondary school degree","Male","","","",""
"Quite unimportant","1991","secondary school degree","Female","","","",""
"Quite unimportant","1991","college entrance qualification","Male","","","",""
"Quite unimportant","1991","college entrance qualification","Female","","","",""
"Quite unimportant","1991","Other degree","Male","","","",""
"Quite unimportant","1991","Other degree","Female","","","",""
"Quite unimportant","1991","no degree/no degree yet","Male","","","",""
"Quite unimportant","1991","no degree/no degree yet","Female","","","",""
"Very important","1992","lower secondary degree","Male","452","0.177936983276679","0.162881472484625","0.192992494068733"
"Very important","1992","lower secondary degree","Female","745","0.242747893714541","0.227119223563423","0.258376563865659"
