"plh0105","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","(0) in school","in school","29","","",""
"Very important","1990","(0) in school","inadequately","","","",""
"Very important","1990","(0) in school","general elemantary","","","",""
"Very important","1990","(0) in school","middle vocational","","","",""
"Very important","1990","(0) in school","vocational + Abi","","","",""
"Very important","1990","(0) in school","higher vocational","","","",""
"Very important","1990","(0) in school","higher education","","","",""
"Very important","1990","(1a) inadequately completed","in school","","","",""
"Very important","1990","(1a) inadequately completed","inadequately","11","","",""
"Very important","1990","(1a) inadequately completed","general elemantary","","","",""
"Very important","1990","(1a) inadequately completed","middle vocational","","","",""
"Very important","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Very important","1990","(1a) inadequately completed","higher vocational","","","",""
"Very important","1990","(1a) inadequately completed","higher education","","","",""
"Very important","1990","(1b) general elementary school","in school","","","",""
"Very important","1990","(1b) general elementary school","inadequately","4","","",""
"Very important","1990","(1b) general elementary school","general elemantary","313","0.233317649535394","0.210587421134795","0.256047877935993"
"Very important","1990","(1b) general elementary school","middle vocational","","","",""
"Very important","1990","(1b) general elementary school","vocational + Abi","","","",""
"Very important","1990","(1b) general elementary school","higher vocational","","","",""
"Very important","1990","(1b) general elementary school","higher education","","","",""
"Very important","1990","(1c) basic vocational qualification","in school","","","",""
"Very important","1990","(1c) basic vocational qualification","inadequately","","","",""
"Very important","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Very important","1990","(1c) basic vocational qualification","middle vocational","513","0.197434737172697","0.181960391999583","0.212909082345811"
"Very important","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very important","1990","(1c) basic vocational qualification","higher vocational","47","0.223638490808228","0.16857775322539","0.278699228391066"
"Very important","1990","(1c) basic vocational qualification","higher education","","","",""
"Very important","1990","(2b) intermediate general qualification","in school","","","",""
"Very important","1990","(2b) intermediate general qualification","inadequately","","","",""
"Very important","1990","(2b) intermediate general qualification","general elemantary","75","0.272410106588217","0.221947760958622","0.322872452217813"
"Very important","1990","(2b) intermediate general qualification","middle vocational","","","",""
"Very important","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very important","1990","(2b) intermediate general qualification","higher vocational","","","",""
"Very important","1990","(2b) intermediate general qualification","higher education","","","",""
"Very important","1990","(2a) intermediate vocational","in school","","","",""
"Very important","1990","(2a) intermediate vocational","inadequately","","","",""
"Very important","1990","(2a) intermediate vocational","general elemantary","","","",""
"Very important","1990","(2a) intermediate vocational","middle vocational","260","0.223598840083874","0.198563405306259","0.248634274861489"
"Very important","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"Very important","1990","(2a) intermediate vocational","higher vocational","34","0.190381369749561","0.130476988171119","0.250285751328003"
"Very important","1990","(2a) intermediate vocational","higher education","","","",""
"Very important","1990","(2c_gen) general maturity certificate","in school","","","",""
"Very important","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"Very important","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very important","1990","(2c_gen) general maturity certificate","middle vocational","64","0.234204116497974","0.181812113035401","0.286596119960547"
"Very important","1990","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very important","1990","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very important","1990","(2c_gen) general maturity certificate","higher education","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","in school","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","vocational + Abi","52","0.2492352705979","0.19002080120191","0.30844973999389"
"Very important","1990","(2c_voc) vocational maturity certificate","higher vocational","25","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very important","1990","(3a) lower tertiary education","in school","","","",""
"Very important","1990","(3a) lower tertiary education","inadequately","","","",""
"Very important","1990","(3a) lower tertiary education","general elemantary","","","",""
"Very important","1990","(3a) lower tertiary education","middle vocational","","","",""
"Very important","1990","(3a) lower tertiary education","vocational + Abi","","","",""
"Very important","1990","(3a) lower tertiary education","higher vocational","","","",""
"Very important","1990","(3a) lower tertiary education","higher education","36","0.161863522681435","0.114158707793512","0.209568337569358"
"Very important","1990","(3b) higher tertiary education","in school","","","",""
"Very important","1990","(3b) higher tertiary education","inadequately","","","",""
"Very important","1990","(3b) higher tertiary education","general elemantary","","","",""
"Very important","1990","(3b) higher tertiary education","middle vocational","","","",""
"Very important","1990","(3b) higher tertiary education","vocational + Abi","","","",""
"Very important","1990","(3b) higher tertiary education","higher vocational","","","",""
"Very important","1990","(3b) higher tertiary education","higher education","85","0.187295989623636","0.150290632981818","0.224301346265453"
"Important","1990","(0) in school","in school","65","0.570844831960299","0.478349895443394","0.663339768477204"
"Important","1990","(0) in school","inadequately","","","",""
"Important","1990","(0) in school","general elemantary","","","",""
"Important","1990","(0) in school","middle vocational","","","",""
"Important","1990","(0) in school","vocational + Abi","","","",""
"Important","1990","(0) in school","higher vocational","","","",""
"Important","1990","(0) in school","higher education","","","",""
"Important","1990","(1a) inadequately completed","in school","","","",""
"Important","1990","(1a) inadequately completed","inadequately","33","0.680736098087013","0.55278992455855","0.808682271615476"
"Important","1990","(1a) inadequately completed","general elemantary","","","",""
"Important","1990","(1a) inadequately completed","middle vocational","9","","",""
"Important","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Important","1990","(1a) inadequately completed","higher vocational","2","","",""
"Important","1990","(1a) inadequately completed","higher education","","","",""
"Important","1990","(1b) general elementary school","in school","","","",""
"Important","1990","(1b) general elementary school","inadequately","15","","",""
"Important","1990","(1b) general elementary school","general elemantary","879","0.654666240792521","0.629112660242322","0.68021982134272"
"Important","1990","(1b) general elementary school","middle vocational","","","",""
"Important","1990","(1b) general elementary school","vocational + Abi","","","",""
"Important","1990","(1b) general elementary school","higher vocational","","","",""
"Important","1990","(1b) general elementary school","higher education","","","",""
"Important","1990","(1c) basic vocational qualification","in school","","","",""
"Important","1990","(1c) basic vocational qualification","inadequately","","","",""
"Important","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Important","1990","(1c) basic vocational qualification","middle vocational","1760","0.685893839529868","0.667850081433758","0.703937597625978"
"Important","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Important","1990","(1c) basic vocational qualification","higher vocational","151","0.657212158814669","0.594492707576453","0.719931610052885"
"Important","1990","(1c) basic vocational qualification","higher education","","","",""
"Important","1990","(2b) intermediate general qualification","in school","","","",""
