"plh0105","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","lower secondary degree","28","","",""
"Very important","1990","Schleswig-Holstein","secondary school degree","11","","",""
"Very important","1990","Schleswig-Holstein","college entrance qualification","4","","",""
"Very important","1990","Schleswig-Holstein","Other degree","","","",""
"Very important","1990","Schleswig-Holstein","no degree/no degree yet","3","","",""
"Very important","1990","Hamburg","lower secondary degree","15","","",""
"Very important","1990","Hamburg","secondary school degree","8","","",""
"Very important","1990","Hamburg","college entrance qualification","5","","",""
"Very important","1990","Hamburg","Other degree","","","",""
"Very important","1990","Hamburg","no degree/no degree yet","","","",""
"Very important","1990","Lower Saxony","lower secondary degree","90","0.187302138318397","0.152067196092163","0.22253708054463"
"Very important","1990","Lower Saxony","secondary school degree","45","0.197945295540082","0.14379622442007","0.252094366660094"
"Very important","1990","Lower Saxony","college entrance qualification","32","0.23503646822166","0.162147062918808","0.307925873524512"
"Very important","1990","Lower Saxony","Other degree","1","","",""
"Very important","1990","Lower Saxony","no degree/no degree yet","7","","",""
"Very important","1990","Bremen","lower secondary degree","13","","",""
"Very important","1990","Bremen","secondary school degree","6","","",""
"Very important","1990","Bremen","college entrance qualification","4","","",""
"Very important","1990","Bremen","Other degree","","","",""
"Very important","1990","Bremen","no degree/no degree yet","","","",""
"Very important","1990","North Rhine-Westphalia","lower secondary degree","221","0.203785550898938","0.179351269966301","0.228219831831575"
"Very important","1990","North Rhine-Westphalia","secondary school degree","104","0.22957435824407","0.189684618080237","0.269464098407903"
"Very important","1990","North Rhine-Westphalia","college entrance qualification","77","0.211557542298905","0.169072781973011","0.254042302624798"
"Very important","1990","North Rhine-Westphalia","Other degree","1","","",""
"Very important","1990","North Rhine-Westphalia","no degree/no degree yet","11","","",""
"Very important","1990","Hesse","lower secondary degree","89","0.260517015241333","0.214923273839511","0.306110756643154"
"Very important","1990","Hesse","secondary school degree","43","0.27942877120928","0.209461720648066","0.349395821770493"
"Very important","1990","Hesse","college entrance qualification","26","","",""
"Very important","1990","Hesse","Other degree","","","",""
"Very important","1990","Hesse","no degree/no degree yet","3","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","88","0.223230768896745","0.181743423864102","0.264718113929388"
"Very important","1990","Rhineland-Palatinate,Saarland","secondary school degree","13","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","college entrance qualification","10","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"Very important","1990","Baden-Württemberg","lower secondary degree","181","0.257673647269008","0.225181687054328","0.290165607483687"
"Very important","1990","Baden-Württemberg","secondary school degree","77","0.291835712645287","0.235141876602357","0.348529548688218"
"Very important","1990","Baden-Württemberg","college entrance qualification","40","0.241481769537295","0.176179044368252","0.306784494706339"
"Very important","1990","Baden-Württemberg","Other degree","2","","",""
"Very important","1990","Baden-Württemberg","no degree/no degree yet","6","","",""
"Very important","1990","Bavaria","lower secondary degree","123","0.166839316783001","0.139994986591035","0.193683646974967"
"Very important","1990","Bavaria","secondary school degree","57","0.208911797443732","0.161294689778334","0.25652890510913"
"Very important","1990","Bavaria","college entrance qualification","34","0.185643475717735","0.130788431176676","0.240498520258795"
"Very important","1990","Bavaria","Other degree","5","","",""
"Very important","1990","Bavaria","no degree/no degree yet","9","","",""
"Very important","1990","Berlin","lower secondary degree","24","","",""
"Very important","1990","Berlin","secondary school degree","20","","",""
"Very important","1990","Berlin","college entrance qualification","10","","",""
"Very important","1990","Berlin","Other degree","","","",""
"Very important","1990","Berlin","no degree/no degree yet","","","",""
"Very important","1990","Brandenburg","lower secondary degree","","","",""
"Very important","1990","Brandenburg","secondary school degree","","","",""
"Very important","1990","Brandenburg","college entrance qualification","","","",""
"Very important","1990","Brandenburg","Other degree","","","",""
"Very important","1990","Brandenburg","no degree/no degree yet","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","secondary school degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","college entrance qualification","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Other degree","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Very important","1990","Saxony","lower secondary degree","","","",""
"Very important","1990","Saxony","secondary school degree","","","",""
"Very important","1990","Saxony","college entrance qualification","","","",""
"Very important","1990","Saxony","Other degree","","","",""
"Very important","1990","Saxony","no degree/no degree yet","","","",""
"Very important","1990","Saxony-Anhalt","lower secondary degree","","","",""
"Very important","1990","Saxony-Anhalt","secondary school degree","","","",""
"Very important","1990","Saxony-Anhalt","college entrance qualification","","","",""
"Very important","1990","Saxony-Anhalt","Other degree","","","",""
"Very important","1990","Saxony-Anhalt","no degree/no degree yet","","","",""
"Very important","1990","Thuringia","lower secondary degree","","","",""
"Very important","1990","Thuringia","secondary school degree","","","",""
"Very important","1990","Thuringia","college entrance qualification","","","",""
"Very important","1990","Thuringia","Other degree","","","",""
"Very important","1990","Thuringia","no degree/no degree yet","","","",""
"Important","1990","Schleswig-Holstein","lower secondary degree","107","0.68697194652851","0.61251313699617","0.76143075606085"
"Important","1990","Schleswig-Holstein","secondary school degree","46","0.678283567622031","0.563837632006222","0.79272950323784"
"Important","1990","Schleswig-Holstein","college entrance qualification","22","","",""
"Important","1990","Schleswig-Holstein","Other degree","1","","",""
"Important","1990","Schleswig-Holstein","no degree/no degree yet","5","","",""
"Important","1990","Hamburg","lower secondary degree","48","0.657321260081373","0.54614002576309","0.768502494399655"
"Important","1990","Hamburg","secondary school degree","24","","",""
"Important","1990","Hamburg","college entrance qualification","14","","",""
"Important","1990","Hamburg","Other degree","","","",""
"Important","1990","Hamburg","no degree/no degree yet","3","","",""
"Important","1990","Lower Saxony","lower secondary degree","335","0.705878278621803","0.664728633331009","0.747027923912596"
"Important","1990","Lower Saxony","secondary school degree","144","0.71697718418022","0.655759088598486","0.778195279761954"
"Important","1990","Lower Saxony","college entrance qualification","82","0.63831004150209","0.555713763186315","0.720906319817865"
"Important","1990","Lower Saxony","Other degree","5","","",""
"Important","1990","Lower Saxony","no degree/no degree yet","11","","",""
"Important","1990","Bremen","lower secondary degree","37","0.679972903183676","0.554384558766556","0.805561247600797"
"Important","1990","Bremen","secondary school degree","15","","",""
"Important","1990","Bremen","college entrance qualification","5","","",""
"Important","1990","Bremen","Other degree","","","",""
"Important","1990","Bremen","no degree/no degree yet","1","","",""
"Important","1990","North Rhine-Westphalia","lower secondary degree","715","0.686646032748829","0.658508766635259","0.714783298862399"
"Important","1990","North Rhine-Westphalia","secondary school degree","283","0.668426870858069","0.62377385796403","0.713079883752107"
"Important","1990","North Rhine-Westphalia","college entrance qualification","243","0.691473714129112","0.643426541354649","0.739520886903575"
"Important","1990","North Rhine-Westphalia","Other degree","7","","",""
"Important","1990","North Rhine-Westphalia","no degree/no degree yet","44","0.760280297991947","0.652258550534766","0.868302045449129"
"Important","1990","Hesse","lower secondary degree","237","0.655808237781212","0.606455441797777","0.705161033764646"
"Important","1990","Hesse","secondary school degree","100","0.625356746921225","0.549883605791576","0.700829888050873"
"Important","1990","Hesse","college entrance qualification","87","0.666239173397145","0.584865110669242","0.747613236125048"
"Important","1990","Hesse","Other degree","5","","",""
"Important","1990","Hesse","no degree/no degree yet","10","","",""
"Important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","262","0.670712682199772","0.623890853693497","0.717534510706047"
"Important","1990","Rhineland-Palatinate,Saarland","secondary school degree","60","0.708006007784342","0.611346616110437","0.804665399458248"
"Important","1990","Rhineland-Palatinate,Saarland","college entrance qualification","45","0.633825395036732","0.516708286571017","0.750942503502447"
"Important","1990","Rhineland-Palatinate,Saarland","Other degree","5","","",""
"Important","1990","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Important","1990","Baden-Württemberg","lower secondary degree","444","0.625912606883268","0.589963603326191","0.661861610440345"
"Important","1990","Baden-Württemberg","secondary school degree","157","0.635171699442841","0.575138782719535","0.695204616166146"
