"plh0105","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","higher vocational","Female","144","0.595543821561466","0.531415565342092","0.65967207778084","2"
"Important","1990","higher education","Male","306","0.706915276983061","0.664238889773905","0.749591664192217","2"
"Important","1990","inadequately","Male","25","","","","2"
"Important","1990","inadequately","Female","23","","","","2"
"Important","1990","higher education","Female","141","0.653588591203627","0.590569177515407","0.716608004891846","2"
"Important","1990","in school","Female","31","0.599058379797836","0.464553466993853","0.733563292601818","2"
"Important","1990","general elemantary","Male","292","0.682876857362267","0.638477464518837","0.727276250205697","2"
"Important","1990","general elemantary","Female","782","0.640427673703018","0.61335553098169","0.667499816424346","2"
"Important","1990","higher vocational","Male","197","0.718027484555434","0.664749629360148","0.771305339750719","2"
"Important","1990","in school","Male","34","0.549314948862098","0.422354230599885","0.676275667124312","2"
"Important","1990","middle vocational","Male","1440","0.698326187438682","0.678413743830338","0.718238631047025","2"
"Important","1990","middle vocational","Female","1205","0.6613133462912","0.639735912488533","0.682890780093868","2"
"Important","1990","vocational + Abi","Male","80","0.730284358838771","0.646192245310723","0.814376472366818","2"
"Important","1990","vocational + Abi","Female","57","0.57026025753408","0.472249360120868","0.668271154947292","2"
"Less important","1990","in school","Male","12","","","","3"
"Less important","1990","in school","Female","4","","","","3"
"Less important","1990","inadequately","Male","6","","","","3"
"Less important","1990","inadequately","Female","","","","","3"
"Less important","1990","general elemantary","Male","56","0.143602304134514","0.110143507690179","0.177061100578848","3"
"Less important","1990","general elemantary","Female","88","0.0778208068040069","0.062707831242819","0.0929337823651949","3"
"Less important","1990","middle vocational","Male","248","0.128115669805289","0.113616032108817","0.14261530750176","3"
"Less important","1990","middle vocational","Female","127","0.0771968530352147","0.0650279497558499","0.0893657563145795","3"
"Less important","1990","vocational + Abi","Male","10","","","","3"
"Less important","1990","vocational + Abi","Female","6","","","","3"
"Less important","1990","higher vocational","Male","34","0.127040690858846","0.0876093783406065","0.166472003377086","3"
"Less important","1990","higher vocational","Female","15","","","","3"
"Less important","1990","higher education","Male","65","0.145786708457942","0.112700309648467","0.178873107267418","3"
"Less important","1990","higher education","Female","18","","","","3"
"Quite unimportant","1990","higher vocational","Female","2","","","","4"
"Quite unimportant","1990","higher education","Male","3","","","","4"
"Quite unimportant","1990","inadequately","Male","2","","","","4"
"Quite unimportant","1990","inadequately","Female","3","","","","4"
"Quite unimportant","1990","higher education","Female","2","","","","4"
"Quite unimportant","1990","in school","Female","","","","","4"
"Quite unimportant","1990","general elemantary","Male","8","","","","4"
"Quite unimportant","1990","general elemantary","Female","15","","","","4"
"Quite unimportant","1990","higher vocational","Male","1","","","","4"
"Quite unimportant","1990","in school","Male","","","","","4"
"Quite unimportant","1990","middle vocational","Male","17","","","","4"
"Quite unimportant","1990","middle vocational","Female","8","","","","4"
"Quite unimportant","1990","vocational + Abi","Male","","","","","4"
"Quite unimportant","1990","vocational + Abi","Female","","","","","4"
"Very important","1990","in school","Male","13","","","","1"
"Very important","1990","in school","Female","16","","","","1"
"Very important","1990","inadequately","Male","6","","","","1"
"Very important","1990","inadequately","Female","9","","","","1"
"Very important","1990","general elemantary","Male","66","0.155070049440072","0.120534515033828","0.189605583846315","1"
"Very important","1990","general elemantary","Female","322","0.267049568437706","0.242090538690618","0.292008598184793","1"
"Very important","1990","middle vocational","Male","336","0.161711614808224","0.145738341595907","0.177684888020541","1"
"Very important","1990","middle vocational","Female","508","0.256523757238658","0.23661269401027","0.276434820467045","1"
"Very important","1990","vocational + Abi","Male","17","","","","1"
"Very important","1990","vocational + Abi","Female","35","0.343873887107702","0.249830488990606","0.437917285224798","1"
"Very important","1990","higher vocational","Male","42","0.151807641528016","0.109319591093037","0.194295691962996","1"
"Very important","1990","higher vocational","Female","64","0.295917650648032","0.236275403822107","0.355559897473958","1"
"Very important","1990","higher education","Male","63","0.137909201701476","0.105581077973548","0.170237325429403","1"
"Very important","1990","higher education","Female","58","0.258048689488766","0.20009720496135","0.316000174016182","1"
"Important","1991","higher education","Female","","","","","2"
"Important","1991","in school","Female","","","","","2"
"Important","1991","higher vocational","Female","","","","","2"
"Important","1991","inadequately","Male","","","","","2"
"Important","1991","general elemantary","Male","","","","","2"
"Important","1991","inadequately","Female","","","","","2"
"Important","1991","higher education","Male","","","","","2"
"Important","1991","in school","Male","","","","","2"
"Important","1991","higher vocational","Male","","","","","2"
"Important","1991","general elemantary","Female","","","","","2"
"Important","1991","middle vocational","Male","","","","","2"
"Important","1991","middle vocational","Female","","","","","2"
"Important","1991","vocational + Abi","Male","","","","","2"
"Important","1991","vocational + Abi","Female","","","","","2"
"Less important","1991","in school","Male","","","","","3"
"Less important","1991","in school","Female","","","","","3"
"Less important","1991","inadequately","Male","","","","","3"
"Less important","1991","inadequately","Female","","","","","3"
"Less important","1991","general elemantary","Male","","","","","3"
"Less important","1991","general elemantary","Female","","","","","3"
"Less important","1991","middle vocational","Male","","","","","3"
"Less important","1991","middle vocational","Female","","","","","3"
"Less important","1991","vocational + Abi","Male","","","","","3"
"Less important","1991","vocational + Abi","Female","","","","","3"
"Less important","1991","higher vocational","Male","","","","","3"
"Less important","1991","higher vocational","Female","","","","","3"
"Less important","1991","higher education","Male","","","","","3"
"Less important","1991","higher education","Female","","","","","3"
"Quite unimportant","1991","higher education","Female","","","","","4"
"Quite unimportant","1991","in school","Female","","","","","4"
"Quite unimportant","1991","higher vocational","Female","","","","","4"
"Quite unimportant","1991","inadequately","Male","","","","","4"
"Quite unimportant","1991","general elemantary","Male","","","","","4"
"Quite unimportant","1991","inadequately","Female","","","","","4"
"Quite unimportant","1991","higher education","Male","","","","","4"
"Quite unimportant","1991","in school","Male","","","","","4"
"Quite unimportant","1991","higher vocational","Male","","","","","4"
"Quite unimportant","1991","general elemantary","Female","","","","","4"
"Quite unimportant","1991","middle vocational","Male","","","","","4"
"Quite unimportant","1991","middle vocational","Female","","","","","4"
"Quite unimportant","1991","vocational + Abi","Male","","","","","4"
"Quite unimportant","1991","vocational + Abi","Female","","","","","4"
"Very important","1991","in school","Male","","","","","1"
"Very important","1991","in school","Female","","","","","1"
"Very important","1991","inadequately","Male","","","","","1"
"Very important","1991","inadequately","Female","","","","","1"
"Very important","1991","general elemantary","Male","","","","","1"
"Very important","1991","general elemantary","Female","","","","","1"
"Very important","1991","middle vocational","Male","","","","","1"
"Very important","1991","middle vocational","Female","","","","","1"
"Very important","1991","vocational + Abi","Male","","","","","1"
"Very important","1991","vocational + Abi","Female","","","","","1"
"Very important","1991","higher vocational","Male","","","","","1"
"Very important","1991","higher vocational","Female","","","","","1"
"Very important","1991","higher education","Male","","","","","1"
"Very important","1991","higher education","Female","","","","","1"
"Important","1992","in school","Female","34","0.546781420069796","0.433360554235422","0.66020228590417","2"
"Important","1992","inadequately","Male","26","","","","2"
"Important","1992","general elemantary","Male","332","0.632851210387177","0.591500335993486","0.674202084780867","2"
"Important","1992","higher vocational","Female","173","0.678939188053009","0.622937444498929","0.734940931607089","2"
"Important","1992","higher education","Female","481","0.633487572122804","0.598628689384933","0.668346454860675","2"
"Important","1992","inadequately","Female","28","","","","2"
"Important","1992","higher education","Male","609","0.667218560672231","0.636085604351563","0.698351516992898","2"
"Important","1992","in school","Male","48","0.691241792967062","0.581437863075295","0.80104572285883","2"
"Important","1992","general elemantary","Female","895","0.625419192937457","0.600332787598231","0.650505598276682","2"
"Important","1992","higher vocational","Male","343","0.70916392429226","0.668745937557166","0.749581911027355","2"
"Important","1992","middle vocational","Male","2008","0.663282179821","0.646396474246669","0.680167885395331","2"
"Important","1992","middle vocational","Female","1917","0.637653163182838","0.620566164119398","0.654740162246277","2"
"Important","1992","vocational + Abi","Male","103","0.646386624929157","0.571602608310194","0.72117064154812","2"
"Important","1992","vocational + Abi","Female","79","0.568730631371823","0.485187870573401","0.652273392170246","2"
"Less important","1992","in school","Male","9","","","","3"
"Less important","1992","in school","Female","6","","","","3"
"Less important","1992","inadequately","Male","8","","","","3"
"Less important","1992","inadequately","Female","5","","","","3"
"Less important","1992","general elemantary","Male","90","0.173689615309313","0.141190512512993","0.206188718105634","3"
"Less important","1992","general elemantary","Female","139","0.103669819267662","0.0878704316896726","0.119469206845651","3"
"Less important","1992","middle vocational","Male","391","0.138109631414633","0.125782131901074","0.150437130928192","3"
"Less important","1992","middle vocational","Female","217","0.074811374386776","0.0654592503473016","0.0841634984262504","3"
"Less important","1992","vocational + Abi","Male","16","","","","3"
"Less important","1992","vocational + Abi","Female","7","","","","3"
"Less important","1992","higher vocational","Male","54","0.116667133270458","0.0880969070008083","0.145237359540108","3"
"Less important","1992","higher vocational","Female","14","","","","3"
"Less important","1992","higher education","Male","111","0.151521287159309","0.127831341970617","0.175211232348001","3"
"Less important","1992","higher education","Female","38","0.0633839247714152","0.0457572484973826","0.0810106010454478","3"
"Quite unimportant","1992","in school","Female","","","","","4"
"Quite unimportant","1992","inadequately","Male","1","","","","4"
"Quite unimportant","1992","general elemantary","Male","8","","","","4"
"Quite unimportant","1992","higher vocational","Female","2","","","","4"
"Quite unimportant","1992","higher education","Female","","","","","4"
"Quite unimportant","1992","inadequately","Female","4","","","","4"
"Quite unimportant","1992","higher education","Male","3","","","","4"
"Quite unimportant","1992","in school","Male","","","","","4"
"Quite unimportant","1992","general elemantary","Female","22","","","","4"
"Quite unimportant","1992","higher vocational","Male","3","","","","4"
"Quite unimportant","1992","middle vocational","Male","31","0.0101770173941156","0.00659088744992763","0.0137631473383036","4"
"Quite unimportant","1992","middle vocational","Female","20","","","","4"
"Quite unimportant","1992","vocational + Abi","Male","","","","","4"
"Quite unimportant","1992","vocational + Abi","Female","1","","","","4"
"Very important","1992","in school","Male","11","","","","1"
"Very important","1992","in school","Female","34","0.389711512888041","0.278596833436059","0.500826192340024","1"
"Very important","1992","inadequately","Male","11","","","","1"
"Very important","1992","inadequately","Female","15","","","","1"
"Very important","1992","general elemantary","Male","92","0.171804473324722","0.139445367412053","0.204163579237391","1"
"Very important","1992","general elemantary","Female","374","0.250992874951391","0.228520253129947","0.273465496772836","1"
"Very important","1992","middle vocational","Male","579","0.188431171370251","0.174458609218889","0.202403733521613","1"
"Very important","1992","middle vocational","Female","886","0.27675183130556","0.260848056329647","0.292655606281472","1"
"Very important","1992","vocational + Abi","Male","38","0.249713598948085","0.182006703719307","0.317420494176863","1"
"Very important","1992","vocational + Abi","Female","48","0.348410826528412","0.268037127270463","0.428784525786361","1"
"Very important","1992","higher vocational","Male","85","0.169833865032479","0.136416525217431","0.203251204847527","1"
"Very important","1992","higher vocational","Female","78","0.262535573607416","0.209757069420708","0.315314077794124","1"
"Very important","1992","higher education","Male","157","0.177164330510535","0.151938152642842","0.202390508378229","1"
"Very important","1992","higher education","Female","215","0.303128503105781","0.269878644769102","0.33637836144246","1"
"Important","1993","in school","Female","","","","","2"
"Important","1993","general elemantary","Male","","","","","2"
"Important","1993","inadequately","Male","","","","","2"
"Important","1993","inadequately","Female","","","","","2"
"Important","1993","in school","Male","","","","","2"
"Important","1993","higher vocational","Male","","","","","2"
"Important","1993","higher vocational","Female","","","","","2"
"Important","1993","general elemantary","Female","","","","","2"
"Important","1993","higher education","Male","","","","","2"
"Important","1993","higher education","Female","","","","","2"
"Important","1993","middle vocational","Male","","","","","2"
"Important","1993","middle vocational","Female","","","","","2"
"Important","1993","vocational + Abi","Male","","","","","2"
"Important","1993","vocational + Abi","Female","","","","","2"
"Less important","1993","in school","Male","","","","","3"
"Less important","1993","in school","Female","","","","","3"
"Less important","1993","inadequately","Male","","","","","3"
"Less important","1993","inadequately","Female","","","","","3"
"Less important","1993","general elemantary","Male","","","","","3"
"Less important","1993","general elemantary","Female","","","","","3"
"Less important","1993","middle vocational","Male","","","","","3"
"Less important","1993","middle vocational","Female","","","","","3"
"Less important","1993","vocational + Abi","Male","","","","","3"
"Less important","1993","vocational + Abi","Female","","","","","3"
"Less important","1993","higher vocational","Male","","","","","3"
"Less important","1993","higher vocational","Female","","","","","3"
"Less important","1993","higher education","Male","","","","","3"
"Less important","1993","higher education","Female","","","","","3"
"Quite unimportant","1993","in school","Female","","","","","4"
"Quite unimportant","1993","general elemantary","Male","","","","","4"
"Quite unimportant","1993","inadequately","Male","","","","","4"
"Quite unimportant","1993","inadequately","Female","","","","","4"
"Quite unimportant","1993","in school","Male","","","","","4"
"Quite unimportant","1993","higher vocational","Male","","","","","4"
"Quite unimportant","1993","higher vocational","Female","","","","","4"
"Quite unimportant","1993","general elemantary","Female","","","","","4"
"Quite unimportant","1993","higher education","Male","","","","","4"
"Quite unimportant","1993","higher education","Female","","","","","4"
"Quite unimportant","1993","middle vocational","Male","","","","","4"
"Quite unimportant","1993","middle vocational","Female","","","","","4"
"Quite unimportant","1993","vocational + Abi","Male","","","","","4"
"Quite unimportant","1993","vocational + Abi","Female","","","","","4"
"Very important","1993","in school","Male","","","","","1"
"Very important","1993","in school","Female","","","","","1"
"Very important","1993","inadequately","Male","","","","","1"
"Very important","1993","inadequately","Female","","","","","1"
"Very important","1993","general elemantary","Male","","","","","1"
"Very important","1993","general elemantary","Female","","","","","1"
"Very important","1993","middle vocational","Male","","","","","1"
"Very important","1993","middle vocational","Female","","","","","1"
"Very important","1993","vocational + Abi","Male","","","","","1"
"Very important","1993","vocational + Abi","Female","","","","","1"
"Very important","1993","higher vocational","Male","","","","","1"
"Very important","1993","higher vocational","Female","","","","","1"
"Very important","1993","higher education","Male","","","","","1"
"Very important","1993","higher education","Female","","","","","1"
"Important","1994","in school","Female","","","","","2"
"Important","1994","inadequately","Male","","","","","2"
"Important","1994","general elemantary","Male","","","","","2"
"Important","1994","inadequately","Female","","","","","2"
"Important","1994","in school","Male","","","","","2"
"Important","1994","general elemantary","Female","","","","","2"
"Important","1994","higher vocational","Male","","","","","2"
"Important","1994","higher vocational","Female","","","","","2"
"Important","1994","higher education","Male","","","","","2"
"Important","1994","higher education","Female","","","","","2"
"Important","1994","middle vocational","Male","","","","","2"
"Important","1994","middle vocational","Female","","","","","2"
"Important","1994","vocational + Abi","Male","","","","","2"
"Important","1994","vocational + Abi","Female","","","","","2"
"Less important","1994","in school","Male","","","","","3"
"Less important","1994","in school","Female","","","","","3"
"Less important","1994","inadequately","Male","","","","","3"
"Less important","1994","inadequately","Female","","","","","3"
"Less important","1994","general elemantary","Male","","","","","3"
"Less important","1994","general elemantary","Female","","","","","3"
"Less important","1994","middle vocational","Male","","","","","3"
"Less important","1994","middle vocational","Female","","","","","3"
"Less important","1994","vocational + Abi","Male","","","","","3"
"Less important","1994","vocational + Abi","Female","","","","","3"
