"plh0105","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","(0) in school","Male","13","","",""
"Very important","1990","(0) in school","Female","16","","",""
"Very important","1990","(1a) inadequately completed","Male","4","","",""
"Very important","1990","(1a) inadequately completed","Female","7","","",""
"Very important","1990","(1b) general elementary school","Male","56","0.159969349021112","0.121343681596962","0.198595016445262"
"Very important","1990","(1b) general elementary school","Female","261","0.255147136553043","0.228221625755849","0.282072647350238"
"Very important","1990","(1c) basic vocational qualification","Male","234","0.151035140883794","0.133265868226383","0.168804413541205"
"Very important","1990","(1c) basic vocational qualification","Female","326","0.262430114528568","0.237558482693942","0.287301746363194"
"Very important","1990","(2b) intermediate general qualification","Male","12","","",""
"Very important","1990","(2b) intermediate general qualification","Female","63","0.327830801361295","0.264189488611328","0.391472114111262"
"Very important","1990","(2a) intermediate vocational","Male","107","0.193293884404689","0.159189422004598","0.227398346804779"
"Very important","1990","(2a) intermediate vocational","Female","187","0.238143592108373","0.206900428895642","0.269386755321105"
"Very important","1990","(2c_gen) general maturity certificate","Male","25","","",""
"Very important","1990","(2c_gen) general maturity certificate","Female","39","0.382482674586442","0.28263042534312","0.482334923829763"
"Very important","1990","(2c_voc) vocational maturity certificate","Male","27","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","Female","50","0.34291597051474","0.266440607864214","0.419391333165267"
"Very important","1990","(3a) lower tertiary education","Male","19","","",""
"Very important","1990","(3a) lower tertiary education","Female","17","","",""
"Very important","1990","(3b) higher tertiary education","Male","44","0.154969261470682","0.111884620254609","0.198053902686756"
"Very important","1990","(3b) higher tertiary education","Female","41","0.240624474214657","0.173545874381112","0.307703074048203"
"Important","1990","(0) in school","Male","34","0.549314948862098","0.422354230599885","0.676275667124312"
"Important","1990","(0) in school","Female","31","0.599058379797836","0.464553466993853","0.733563292601818"
"Important","1990","(1a) inadequately completed","Male","23","","",""
"Important","1990","(1a) inadequately completed","Female","21","","",""
"Important","1990","(1b) general elementary school","Male","234","0.658893224460009","0.608940091042921","0.708846357877096"
"Important","1990","(1b) general elementary school","Female","660","0.651894652059349","0.622472298323738","0.68131700579496"
"Important","1990","(1c) basic vocational qualification","Male","1124","0.710792754068379","0.688293823645141","0.733291684491616"
"Important","1990","(1c) basic vocational qualification","Female","787","0.64828562042357","0.621291193395799","0.675280047451341"
"Important","1990","(2b) intermediate general qualification","Male","66","0.743987601554388","0.653822145323703","0.834153057785073"
"Important","1990","(2b) intermediate general qualification","Female","129","0.585624336221202","0.518838921578176","0.652409750864227"
"Important","1990","(2a) intermediate vocational","Male","344","0.667499728388443","0.62681175813151","0.708187698645377"
"Important","1990","(2a) intermediate vocational","Female","474","0.680093967903737","0.645880691882007","0.714307243925468"
"Important","1990","(2c_gen) general maturity certificate","Male","113","0.721016629047772","0.651522214749879","0.790511043345665"
"Important","1990","(2c_gen) general maturity certificate","Female","45","0.544130419489668","0.441801307723069","0.646459531256268"
"Important","1990","(2c_voc) vocational maturity certificate","Male","123","0.708173877120839","0.639635033522379","0.7767127207193"
"Important","1990","(2c_voc) vocational maturity certificate","Female","89","0.577108249880365","0.497517887676801","0.656698612083929"
"Important","1990","(3a) lower tertiary education","Male","123","0.736284634055829","0.669252254991034","0.803317013120624"
"Important","1990","(3a) lower tertiary education","Female","42","0.664865854523276","0.548304611449139","0.781427097597412"
"Important","1990","(3b) higher tertiary education","Male","183","0.688399074340609","0.633257018463966","0.743541130217253"
"Important","1990","(3b) higher tertiary education","Female","99","0.649410785915229","0.574534410000077","0.72428716183038"
"Less important","1990","(0) in school","Male","12","","",""
"Less important","1990","(0) in school","Female","4","","",""
"Less important","1990","(1a) inadequately completed","Male","4","","",""
"Less important","1990","(1a) inadequately completed","Female","","","",""
"Less important","1990","(1b) general elementary school","Male","47","0.156458277241571","0.118179099728195","0.194737454754948"
"Less important","1990","(1b) general elementary school","Female","73","0.0762418061530994","0.0598506685714379","0.0926329437347609"
"Less important","1990","(1c) basic vocational qualification","Male","187","0.124275399018531","0.107904891258428","0.140645906778633"
"Less important","1990","(1c) basic vocational qualification","Female","83","0.0808121513461198","0.065404504034245","0.0962197986579946"
"Less important","1990","(2b) intermediate general qualification","Male","12","","",""
"Less important","1990","(2b) intermediate general qualification","Female","15","","",""
"Less important","1990","(2a) intermediate vocational","Male","62","0.134669601899729","0.105186698819383","0.164152504980075"
"Less important","1990","(2a) intermediate vocational","Female","51","0.0792318301663801","0.0594200282173301","0.09904363211543"
"Less important","1990","(2c_gen) general maturity certificate","Male","22","","",""
"Less important","1990","(2c_gen) general maturity certificate","Female","5","","",""
"Less important","1990","(2c_voc) vocational maturity certificate","Male","18","","",""
"Less important","1990","(2c_voc) vocational maturity certificate","Female","9","","",""
"Less important","1990","(3a) lower tertiary education","Male","23","","",""
"Less important","1990","(3a) lower tertiary education","Female","4","","",""
"Less important","1990","(3b) higher tertiary education","Male","42","0.14602594184477","0.103982255005638","0.188069628683902"
"Less important","1990","(3b) higher tertiary education","Female","14","","",""
"Quite unimportant","1990","(0) in school","Male","","","",""
"Quite unimportant","1990","(0) in school","Female","","","",""
"Quite unimportant","1990","(1a) inadequately completed","Male","1","","",""
"Quite unimportant","1990","(1a) inadequately completed","Female","3","","",""
"Quite unimportant","1990","(1b) general elementary school","Male","9","","",""
"Quite unimportant","1990","(1b) general elementary school","Female","13","","",""
"Quite unimportant","1990","(1c) basic vocational qualification","Male","15","","",""
"Quite unimportant","1990","(1c) basic vocational qualification","Female","6","","",""
"Quite unimportant","1990","(2b) intermediate general qualification","Male","","","",""
"Quite unimportant","1990","(2b) intermediate general qualification","Female","2","","",""
"Quite unimportant","1990","(2a) intermediate vocational","Male","2","","",""
"Quite unimportant","1990","(2a) intermediate vocational","Female","2","","",""
"Quite unimportant","1990","(2c_gen) general maturity certificate","Male","","","",""
"Quite unimportant","1990","(2c_gen) general maturity certificate","Female","2","","",""
"Quite unimportant","1990","(2c_voc) vocational maturity certificate","Male","1","","",""
"Quite unimportant","1990","(2c_voc) vocational maturity certificate","Female","","","",""
"Quite unimportant","1990","(3a) lower tertiary education","Male","1","","",""
"Quite unimportant","1990","(3a) lower tertiary education","Female","","","",""
"Quite unimportant","1990","(3b) higher tertiary education","Male","2","","",""
"Quite unimportant","1990","(3b) higher tertiary education","Female","2","","",""
"Very important","1991","(0) in school","Male","","","",""
"Very important","1991","(0) in school","Female","","","",""
"Very important","1991","(1a) inadequately completed","Male","","","",""
"Very important","1991","(1a) inadequately completed","Female","","","",""
"Very important","1991","(1b) general elementary school","Male","","","",""
"Very important","1991","(1b) general elementary school","Female","","","",""
"Very important","1991","(1c) basic vocational qualification","Male","","","",""
"Very important","1991","(1c) basic vocational qualification","Female","","","",""
"Very important","1991","(2b) intermediate general qualification","Male","","","",""
"Very important","1991","(2b) intermediate general qualification","Female","","","",""
"Very important","1991","(2a) intermediate vocational","Male","","","",""
"Very important","1991","(2a) intermediate vocational","Female","","","",""
"Very important","1991","(2c_gen) general maturity certificate","Male","","","",""
"Very important","1991","(2c_gen) general maturity certificate","Female","","","",""
"Very important","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Very important","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Very important","1991","(3a) lower tertiary education","Male","","","",""
"Very important","1991","(3a) lower tertiary education","Female","","","",""
"Very important","1991","(3b) higher tertiary education","Male","","","",""
"Very important","1991","(3b) higher tertiary education","Female","","","",""
"Important","1991","(0) in school","Male","","","",""
"Important","1991","(0) in school","Female","","","",""
"Important","1991","(1a) inadequately completed","Male","","","",""
"Important","1991","(1a) inadequately completed","Female","","","",""
"Important","1991","(1b) general elementary school","Male","","","",""
"Important","1991","(1b) general elementary school","Female","","","",""
"Important","1991","(1c) basic vocational qualification","Male","","","",""
"Important","1991","(1c) basic vocational qualification","Female","","","",""
"Important","1991","(2b) intermediate general qualification","Male","","","",""
"Important","1991","(2b) intermediate general qualification","Female","","","",""
"Important","1991","(2a) intermediate vocational","Male","","","",""
"Important","1991","(2a) intermediate vocational","Female","","","",""
"Important","1991","(2c_gen) general maturity certificate","Male","","","",""
"Important","1991","(2c_gen) general maturity certificate","Female","","","",""
"Important","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Important","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Important","1991","(3a) lower tertiary education","Male","","","",""
"Important","1991","(3a) lower tertiary education","Female","","","",""
"Important","1991","(3b) higher tertiary education","Male","","","",""
"Important","1991","(3b) higher tertiary education","Female","","","",""
"Less important","1991","(0) in school","Male","","","",""
"Less important","1991","(0) in school","Female","","","",""
"Less important","1991","(1a) inadequately completed","Male","","","",""
"Less important","1991","(1a) inadequately completed","Female","","","",""
"Less important","1991","(1b) general elementary school","Male","","","",""
"Less important","1991","(1b) general elementary school","Female","","","",""
"Less important","1991","(1c) basic vocational qualification","Male","","","",""
"Less important","1991","(1c) basic vocational qualification","Female","","","",""
"Less important","1991","(2b) intermediate general qualification","Male","","","",""
"Less important","1991","(2b) intermediate general qualification","Female","","","",""
"Less important","1991","(2a) intermediate vocational","Male","","","",""
"Less important","1991","(2a) intermediate vocational","Female","","","",""
"Less important","1991","(2c_gen) general maturity certificate","Male","","","",""
"Less important","1991","(2c_gen) general maturity certificate","Female","","","",""
"Less important","1991","(2c_voc) vocational maturity certificate","Male","","","",""
"Less important","1991","(2c_voc) vocational maturity certificate","Female","","","",""
"Less important","1991","(3a) lower tertiary education","Male","","","",""
"Less important","1991","(3a) lower tertiary education","Female","","","",""
