"plh0105","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","no migration background","Urban Area","3406","0.668708598209137","0.655773091396063","0.681644105022211","2"
"Important","1990","no migration background","Rural Area","1075","0.67580376661277","0.652554028189366","0.699053505036175","2"
"Important","1990","direct migration background","Rural Area","49","0.627533701446438","0.518840266498266","0.73622713639461","2"
"Important","1990","direct migration background","Urban Area","240","0.664298514539598","0.616050165881607","0.712546863197589","2"
"Important","1990","indirect migration background","Urban Area","28","","","","2"
"Important","1990","indirect migration background","Rural Area","4","","","","2"
"Less important","1990","direct migration background","Rural Area","7","","","","3"
"Less important","1990","no migration background","Rural Area","162","0.11365666801507","0.0978913681513063","0.129421967878834","3"
"Less important","1990","no migration background","Urban Area","496","0.1028113984107","0.0944645520422726","0.111158244779128","3"
"Less important","1990","direct migration background","Urban Area","32","0.096036749581091","0.0659331592237083","0.126140339938474","3"
"Less important","1990","indirect migration background","Urban Area","5","","","","3"
"Less important","1990","indirect migration background","Rural Area","","","","","3"
"Quite unimportant","1990","no migration background","Urban Area","42","0.00948369415655936","0.00682002981019986","0.0121473585029189","4"
"Quite unimportant","1990","no migration background","Rural Area","17","","","","4"
"Quite unimportant","1990","direct migration background","Urban Area","2","","","","4"
"Quite unimportant","1990","direct migration background","Rural Area","","","","","4"
"Quite unimportant","1990","indirect migration background","Urban Area","1","","","","4"
"Quite unimportant","1990","indirect migration background","Rural Area","","","","","4"
"Very important","1990","no migration background","Urban Area","1142","0.218996309223604","0.207630382441465","0.230362236005742","1"
"Very important","1990","no migration background","Rural Area","303","0.194459245812619","0.174800226835475","0.214118264789762","1"
"Very important","1990","direct migration background","Urban Area","94","0.235107075179203","0.191780201501105","0.278433948857301","1"
"Very important","1990","direct migration background","Rural Area","20","","","","1"
"Very important","1990","indirect migration background","Urban Area","13","","","","1"
"Very important","1990","indirect migration background","Rural Area","3","","","","1"
"Important","1991","no migration background","Rural Area","","","","","2"
"Important","1991","no migration background","Urban Area","","","","","2"
"Important","1991","direct migration background","Urban Area","","","","","2"
"Important","1991","direct migration background","Rural Area","","","","","2"
"Important","1991","indirect migration background","Urban Area","","","","","2"
"Important","1991","indirect migration background","Rural Area","","","","","2"
"Less important","1991","no migration background","Urban Area","","","","","3"
"Less important","1991","no migration background","Rural Area","","","","","3"
"Less important","1991","direct migration background","Urban Area","","","","","3"
"Less important","1991","direct migration background","Rural Area","","","","","3"
"Less important","1991","indirect migration background","Urban Area","","","","","3"
"Less important","1991","indirect migration background","Rural Area","","","","","3"
"Quite unimportant","1991","no migration background","Rural Area","","","","","4"
"Quite unimportant","1991","no migration background","Urban Area","","","","","4"
"Quite unimportant","1991","direct migration background","Urban Area","","","","","4"
"Quite unimportant","1991","direct migration background","Rural Area","","","","","4"
"Quite unimportant","1991","indirect migration background","Urban Area","","","","","4"
"Quite unimportant","1991","indirect migration background","Rural Area","","","","","4"
"Very important","1991","no migration background","Urban Area","","","","","1"
"Very important","1991","no migration background","Rural Area","","","","","1"
"Very important","1991","direct migration background","Urban Area","","","","","1"
"Very important","1991","direct migration background","Rural Area","","","","","1"
"Very important","1991","indirect migration background","Urban Area","","","","","1"
"Very important","1991","indirect migration background","Rural Area","","","","","1"
"Important","1992","no migration background","Rural Area","2590","0.654028815950371","0.639218836343752","0.668838795556991","2"
"Important","1992","no migration background","Urban Area","4068","0.646666539217573","0.634832958553028","0.658500119882117","2"
"Important","1992","direct migration background","Urban Area","262","0.649945489846327","0.603662189967606","0.696228789725049","2"
"Important","1992","direct migration background","Rural Area","104","0.56070277252264","0.486097552883481","0.635307992161798","2"
"Important","1992","indirect migration background","Urban Area","36","0.552863589159503","0.432912240333162","0.672814937985844","2"
"Important","1992","indirect migration background","Rural Area","8","","","","2"
"Less important","1992","no migration background","Urban Area","606","0.105374697975674","0.0977736695447504","0.112975726406598","3"
"Less important","1992","no migration background","Rural Area","439","0.120537092788261","0.110400192497086","0.130673993079435","3"
"Less important","1992","direct migration background","Urban Area","33","0.0742930330288331","0.0488464882845512","0.099739577773115","3"
"Less important","1992","direct migration background","Rural Area","19","","","","3"
"Less important","1992","indirect migration background","Urban Area","13","","","","3"
"Less important","1992","indirect migration background","Rural Area","2","","","","3"
"Quite unimportant","1992","no migration background","Urban Area","57","0.0111348807583914","0.00853714536549232","0.0137326161512905","4"
"Quite unimportant","1992","no migration background","Rural Area","32","0.0114769970256333","0.00816077515392424","0.0147932188973423","4"
"Quite unimportant","1992","direct migration background","Urban Area","5","","","","4"
"Quite unimportant","1992","direct migration background","Rural Area","2","","","","4"
"Quite unimportant","1992","indirect migration background","Urban Area","","","","","4"
"Quite unimportant","1992","indirect migration background","Rural Area","","","","","4"
"Very important","1992","no migration background","Urban Area","1537","0.236823882048361","0.226299206150817","0.247348557945906","1"
"Very important","1992","no migration background","Rural Area","902","0.213957094235735","0.201189104448899","0.22672508402257","1"
"Very important","1992","direct migration background","Urban Area","108","0.264195876693945","0.221413773028404","0.306977980359487","1"
"Very important","1992","direct migration background","Rural Area","45","0.276103525061912","0.208899105121954","0.343307945001871","1"
"Very important","1992","indirect migration background","Urban Area","17","","","","1"
"Very important","1992","indirect migration background","Rural Area","5","","","","1"
"Important","1993","no migration background","Urban Area","","","","","2"
"Important","1993","no migration background","Rural Area","","","","","2"
"Important","1993","direct migration background","Urban Area","","","","","2"
"Important","1993","direct migration background","Rural Area","","","","","2"
"Important","1993","indirect migration background","Urban Area","","","","","2"
"Important","1993","indirect migration background","Rural Area","","","","","2"
"Less important","1993","no migration background","Rural Area","","","","","3"
"Less important","1993","no migration background","Urban Area","","","","","3"
"Less important","1993","direct migration background","Urban Area","","","","","3"
"Less important","1993","direct migration background","Rural Area","","","","","3"
"Less important","1993","indirect migration background","Urban Area","","","","","3"
"Less important","1993","indirect migration background","Rural Area","","","","","3"
"Quite unimportant","1993","no migration background","Urban Area","","","","","4"
"Quite unimportant","1993","no migration background","Rural Area","","","","","4"
"Quite unimportant","1993","direct migration background","Urban Area","","","","","4"
"Quite unimportant","1993","direct migration background","Rural Area","","","","","4"
"Quite unimportant","1993","indirect migration background","Urban Area","","","","","4"
"Quite unimportant","1993","indirect migration background","Rural Area","","","","","4"
"Very important","1993","no migration background","Urban Area","","","","","1"
"Very important","1993","no migration background","Rural Area","","","","","1"
"Very important","1993","direct migration background","Urban Area","","","","","1"
"Very important","1993","direct migration background","Rural Area","","","","","1"
"Very important","1993","indirect migration background","Urban Area","","","","","1"
"Very important","1993","indirect migration background","Rural Area","","","","","1"
"Important","1994","no migration background","Urban Area","","","","","2"
"Important","1994","no migration background","Rural Area","","","","","2"
"Important","1994","direct migration background","Urban Area","","","","","2"
"Important","1994","direct migration background","Rural Area","","","","","2"
"Important","1994","indirect migration background","Urban Area","","","","","2"
"Important","1994","indirect migration background","Rural Area","","","","","2"
"Less important","1994","no migration background","Urban Area","","","","","3"
"Less important","1994","no migration background","Rural Area","","","","","3"
"Less important","1994","direct migration background","Rural Area","","","","","3"
"Less important","1994","direct migration background","Urban Area","","","","","3"
"Less important","1994","indirect migration background","Urban Area","","","","","3"
"Less important","1994","indirect migration background","Rural Area","","","","","3"
"Quite unimportant","1994","no migration background","Urban Area","","","","","4"
"Quite unimportant","1994","no migration background","Rural Area","","","","","4"
"Quite unimportant","1994","direct migration background","Urban Area","","","","","4"
"Quite unimportant","1994","direct migration background","Rural Area","","","","","4"
