"plh0105","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","no migration background","45","0.191595618065108","0.142515372163043","0.240675863967173"
"Very important","1990","Schleswig-Holstein","direct migration background","","","",""
"Very important","1990","Schleswig-Holstein","indirect migration background","1","","",""
"Very important","1990","Hamburg","no migration background","23","","",""
"Very important","1990","Hamburg","direct migration background","4","","",""
"Very important","1990","Hamburg","indirect migration background","1","","",""
"Very important","1990","Lower Saxony","no migration background","167","0.199648495751063","0.172000495654039","0.227296495848088"
"Very important","1990","Lower Saxony","direct migration background","8","","",""
"Very important","1990","Lower Saxony","indirect migration background","1","","",""
"Very important","1990","Bremen","no migration background","21","","",""
"Very important","1990","Bremen","direct migration background","2","","",""
"Very important","1990","Bremen","indirect migration background","","","",""
"Very important","1990","North Rhine-Westphalia","no migration background","400","0.214684169649953","0.195768096254516","0.23360024304539"
"Very important","1990","North Rhine-Westphalia","direct migration background","20","","",""
"Very important","1990","North Rhine-Westphalia","indirect migration background","4","","",""
"Very important","1990","Hesse","no migration background","141","0.236932207919358","0.203106463914911","0.270757951923804"
"Very important","1990","Hesse","direct migration background","22","","",""
"Very important","1990","Hesse","indirect migration background","1","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","no migration background","112","0.200594762561942","0.166788512633204","0.23440101249068"
"Very important","1990","Rhineland-Palatinate,Saarland","direct migration background","5","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Very important","1990","Baden-Württemberg","no migration background","275","0.261970468852035","0.23514352001727","0.2887974176868"
"Very important","1990","Baden-Württemberg","direct migration background","34","0.253584566812713","0.17406923318518","0.333099900440246"
"Very important","1990","Baden-Württemberg","indirect migration background","1","","",""
"Very important","1990","Bavaria","no migration background","209","0.180964903976619","0.159026544270253","0.202903263682986"
"Very important","1990","Bavaria","direct migration background","17","","",""
"Very important","1990","Bavaria","indirect migration background","6","","",""
"Very important","1990","Berlin","no migration background","52","0.228619692019386","0.172745749623983","0.28449363441479"
"Very important","1990","Berlin","direct migration background","2","","",""
"Very important","1990","Berlin","indirect migration background","1","","",""
"Very important","1990","Brandenburg","no migration background","","","",""
"Very important","1990","Brandenburg","direct migration background","","","",""
"Very important","1990","Brandenburg","indirect migration background","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","no migration background","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Very important","1990","Saxony","no migration background","","","",""
"Very important","1990","Saxony","direct migration background","","","",""
"Very important","1990","Saxony","indirect migration background","","","",""
"Very important","1990","Saxony-Anhalt","no migration background","","","",""
"Very important","1990","Saxony-Anhalt","direct migration background","","","",""
"Very important","1990","Saxony-Anhalt","indirect migration background","","","",""
"Very important","1990","Thuringia","no migration background","","","",""
"Very important","1990","Thuringia","direct migration background","","","",""
"Very important","1990","Thuringia","indirect migration background","","","",""
"Important","1990","Schleswig-Holstein","no migration background","177","0.682252320392896","0.624187468986996","0.740317171798796"
"Important","1990","Schleswig-Holstein","direct migration background","6","","",""
"Important","1990","Schleswig-Holstein","indirect migration background","","","",""
"Important","1990","Hamburg","no migration background","88","0.73723747402984","0.659137014180428","0.815337933879252"
"Important","1990","Hamburg","direct migration background","2","","",""
"Important","1990","Hamburg","indirect migration background","","","",""
"Important","1990","Lower Saxony","no migration background","556","0.69172386765343","0.659784475276182","0.723663260030678"
"Important","1990","Lower Saxony","direct migration background","23","","",""
"Important","1990","Lower Saxony","indirect migration background","3","","",""
"Important","1990","Bremen","no migration background","56","0.668142883696843","0.566840588340258","0.769445179053429"
"Important","1990","Bremen","direct migration background","2","","",""
"Important","1990","Bremen","indirect migration background","","","",""
"Important","1990","North Rhine-Westphalia","no migration background","1222","0.678768330451358","0.657256430639297","0.70028023026342"
"Important","1990","North Rhine-Westphalia","direct migration background","76","0.729402044030843","0.643604427642447","0.815199660419239"
"Important","1990","North Rhine-Westphalia","indirect migration background","12","","",""
"Important","1990","Hesse","no migration background","410","0.670106464401126","0.63270293777689","0.707509991025361"
"Important","1990","Hesse","direct migration background","31","0.484163387720217","0.35771173201233","0.610615043428104"
