"plh0105","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Full Time","higher vocational","197","0.691451471251192","0.637155415072441","0.745747527429943","2"
"Important","1990","Full Time","middle vocational","1317","0.695671111256713","0.675036087082243","0.716306135431183","2"
"Important","1990","Full Time","higher education","286","0.716257091885017","0.672297425911789","0.760216757858245","2"
"Important","1990","Full Time","general elemantary","295","0.645448548580523","0.600648190646083","0.690248906514962","2"
"Important","1990","Full Time","vocational + Abi","71","0.703146126206372","0.613149827547533","0.79314242486521","2"
"Important","1990","Full Time","inadequately","19","","","","2"
"Important","1990","Full Time","in school","","","","","2"
"Important","1990","Part Time","in school","10","","","","2"
"Important","1990","Part Time","inadequately","7","","","","2"
"Important","1990","Part Time","general elemantary","215","0.643567117439552","0.592432036814185","0.694702198064919","2"
"Important","1990","Part Time","middle vocational","495","0.710040543218132","0.676330936655575","0.74375014978069","2"
"Important","1990","Part Time","vocational + Abi","31","0.643468516277723","0.50935805832154","0.777578974233906","2"
"Important","1990","Part Time","higher vocational","58","0.649546084249353","0.547515848312082","0.751576320186624","2"
"Important","1990","Part Time","higher education","77","0.619865594141692","0.534426899639736","0.705304288643648","2"
"Important","1990","Not Working","in school","55","0.54310877213273","0.443462216130987","0.642755328134473","2"
"Important","1990","Not Working","inadequately","22","","","","2"
"Important","1990","Not Working","general elemantary","564","0.655193937037854","0.623315902449914","0.687071971625794","2"
"Important","1990","Not Working","middle vocational","833","0.648533332538706","0.622409133392071","0.674657531685341","2"
"Important","1990","Not Working","vocational + Abi","35","0.58298824970105","0.454986852519569","0.710989646882532","2"
"Important","1990","Not Working","higher vocational","86","0.618561953772037","0.537224342456212","0.699899565087862","2"
"Important","1990","Not Working","higher education","84","0.673435991719122","0.592194960588883","0.754677022849362","2"
"Less important","1990","Part Time","vocational + Abi","1","","","","3"
"Less important","1990","Part Time","higher vocational","9","","","","3"
"Less important","1990","Full Time","general elemantary","51","0.133235429442929","0.101410205060771","0.165060653825087","3"
"Less important","1990","Full Time","middle vocational","204","0.113307678685026","0.0990926561563076","0.127522701213744","3"
"Less important","1990","Part Time","higher education","16","","","","3"
"Less important","1990","Full Time","inadequately","3","","","","3"
"Less important","1990","Full Time","vocational + Abi","6","","","","3"
"Less important","1990","Full Time","higher vocational","28","","","","3"
"Less important","1990","Part Time","middle vocational","56","0.0846055636358287","0.0639304899047978","0.105280637366859","3"
"Less important","1990","Full Time","in school","","","","","3"
"Less important","1990","Full Time","higher education","58","0.138097934057687","0.104456077084021","0.171739791031352","3"
"Less important","1990","Part Time","in school","1","","","","3"
"Less important","1990","Part Time","inadequately","1","","","","3"
"Less important","1990","Part Time","general elemantary","25","","","","3"
"Less important","1990","Not Working","in school","15","","","","3"
"Less important","1990","Not Working","inadequately","2","","","","3"
"Less important","1990","Not Working","general elemantary","68","0.0811693636418625","0.0628532655835702","0.0994854617001548","3"
"Less important","1990","Not Working","middle vocational","115","0.100986605396547","0.084499298159076","0.117473912634018","3"
"Less important","1990","Not Working","vocational + Abi","9","","","","3"
"Less important","1990","Not Working","higher vocational","12","","","","3"
"Less important","1990","Not Working","higher education","9","","","","3"
"Quite unimportant","1990","Not Working","higher vocational","2","","","","4"
"Quite unimportant","1990","Not Working","higher education","2","","","","4"
"Quite unimportant","1990","Part Time","vocational + Abi","","","","","4"
"Quite unimportant","1990","Full Time","general elemantary","4","","","","4"
"Quite unimportant","1990","Full Time","inadequately","2","","","","4"
"Quite unimportant","1990","Full Time","middle vocational","9","","","","4"
"Quite unimportant","1990","Part Time","middle vocational","5","","","","4"
"Quite unimportant","1990","Part Time","higher vocational","1","","","","4"
"Quite unimportant","1990","Full Time","in school","","","","","4"
"Quite unimportant","1990","Full Time","vocational + Abi","","","","","4"
"Quite unimportant","1990","Full Time","higher vocational","","","","","4"
"Quite unimportant","1990","Full Time","higher education","2","","","","4"
"Quite unimportant","1990","Part Time","in school","","","","","4"
"Quite unimportant","1990","Part Time","inadequately","1","","","","4"
"Quite unimportant","1990","Part Time","general elemantary","1","","","","4"
"Quite unimportant","1990","Part Time","higher education","1","","","","4"
"Quite unimportant","1990","Not Working","in school","","","","","4"
"Quite unimportant","1990","Not Working","inadequately","2","","","","4"
"Quite unimportant","1990","Not Working","general elemantary","18","","","","4"
"Quite unimportant","1990","Not Working","middle vocational","11","","","","4"
"Quite unimportant","1990","Not Working","vocational + Abi","","","","","4"
"Very important","1990","Full Time","in school","","","","","1"
"Very important","1990","Full Time","inadequately","3","","","","1"
"Very important","1990","Full Time","general elemantary","88","0.213091891926366","0.174742674274683","0.25144110957805","1"
"Very important","1990","Full Time","middle vocational","380","0.186337575397566","0.168875182408384","0.203799968386749","1"
"Very important","1990","Full Time","vocational + Abi","22","","","","1"
"Very important","1990","Full Time","higher vocational","53","0.20007572451116","0.153048718461667","0.247102730560652","1"
"Very important","1990","Full Time","higher education","58","0.138896652137104","0.10517328455791","0.172620019716298","1"
"Very important","1990","Part Time","in school","3","","","","1"
"Very important","1990","Part Time","inadequately","2","","","","1"
"Very important","1990","Part Time","general elemantary","96","0.274012933247853","0.226393621580649","0.321632244915057","1"
"Very important","1990","Part Time","middle vocational","140","0.192865443662864","0.163553565133387","0.22217732219234","1"
"Very important","1990","Part Time","vocational + Abi","17","","","","1"
"Very important","1990","Part Time","higher vocational","16","","","","1"
"Very important","1990","Part Time","higher education","30","0.228488915106411","0.154589516966663","0.302388313246158","1"
"Very important","1990","Not Working","in school","26","","","","1"
"Very important","1990","Not Working","inadequately","10","","","","1"
"Very important","1990","Not Working","general elemantary","204","0.24042699443525","0.211765717837123","0.269088271033378","1"
"Very important","1990","Not Working","middle vocational","324","0.238693200224442","0.215367502634394","0.262018897814489","1"
"Very important","1990","Not Working","vocational + Abi","13","","","","1"
"Very important","1990","Not Working","higher vocational","37","0.257249442817117","0.184053582115731","0.330445303518503","1"
"Very important","1990","Not Working","higher education","33","0.244414033200284","0.16996687634207","0.318861190058498","1"
"Important","1991","Full Time","inadequately","","","","","2"
"Important","1991","Full Time","general elemantary","","","","","2"
"Important","1991","Full Time","vocational + Abi","","","","","2"
"Important","1991","Full Time","middle vocational","","","","","2"
"Important","1991","Full Time","higher vocational","","","","","2"
"Important","1991","Full Time","higher education","","","","","2"
"Important","1991","Full Time","in school","","","","","2"
"Important","1991","Part Time","in school","","","","","2"
"Important","1991","Part Time","inadequately","","","","","2"
"Important","1991","Part Time","general elemantary","","","","","2"
"Important","1991","Part Time","middle vocational","","","","","2"
"Important","1991","Part Time","vocational + Abi","","","","","2"
"Important","1991","Part Time","higher vocational","","","","","2"
"Important","1991","Part Time","higher education","","","","","2"
"Important","1991","Not Working","in school","","","","","2"
"Important","1991","Not Working","inadequately","","","","","2"
"Important","1991","Not Working","general elemantary","","","","","2"
"Important","1991","Not Working","middle vocational","","","","","2"
"Important","1991","Not Working","vocational + Abi","","","","","2"
"Important","1991","Not Working","higher vocational","","","","","2"
"Important","1991","Not Working","higher education","","","","","2"
"Less important","1991","Full Time","inadequately","","","","","3"
"Less important","1991","Full Time","vocational + Abi","","","","","3"
"Less important","1991","Part Time","higher education","","","","","3"
"Less important","1991","Full Time","general elemantary","","","","","3"
"Less important","1991","Part Time","vocational + Abi","","","","","3"
"Less important","1991","Full Time","middle vocational","","","","","3"
"Less important","1991","Part Time","higher vocational","","","","","3"
"Less important","1991","Full Time","in school","","","","","3"
