"plh0105","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","no migration background","West Germany","4481","0.67036816374613","0.659064031484092","0.681672296008167","2"
"Important","1990","no migration background","East Germany","","","","","2"
"Important","1990","direct migration background","East Germany","","","","","2"
"Important","1990","direct migration background","West Germany","289","0.658001806732065","0.613877077348536","0.702126536115595","2"
"Important","1990","indirect migration background","West Germany","32","0.675210768039514","0.550308103841775","0.800113432237253","2"
"Important","1990","indirect migration background","East Germany","","","","","2"
"Less important","1990","direct migration background","East Germany","","","","","3"
"Less important","1990","no migration background","East Germany","","","","","3"
"Less important","1990","no migration background","West Germany","658","0.105348115603429","0.0979655657032797","0.112730665503579","3"
"Less important","1990","direct migration background","West Germany","39","0.0960872372699144","0.0686744801328734","0.123499994406955","3"
"Less important","1990","indirect migration background","West Germany","5","","","","3"
"Less important","1990","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1990","no migration background","West Germany","59","0.0110266500888855","0.0085154572988561","0.0135378428789149","4"
"Quite unimportant","1990","no migration background","East Germany","","","","","4"
"Quite unimportant","1990","direct migration background","West Germany","2","","","","4"
"Quite unimportant","1990","direct migration background","East Germany","","","","","4"
"Quite unimportant","1990","indirect migration background","West Germany","1","","","","4"
"Quite unimportant","1990","indirect migration background","East Germany","","","","","4"
"Very important","1990","no migration background","West Germany","1445","0.213257070561555","0.203407118685928","0.223107022437183","1"
"Very important","1990","no migration background","East Germany","","","","","1"
"Very important","1990","direct migration background","West Germany","114","0.242133885631439","0.202288261274319","0.28197950998856","1"
"Very important","1990","direct migration background","East Germany","","","","","1"
"Very important","1990","indirect migration background","West Germany","16","","","","1"
"Very important","1990","indirect migration background","East Germany","","","","","1"
"Important","1991","no migration background","East Germany","","","","","2"
"Important","1991","no migration background","West Germany","","","","","2"
"Important","1991","direct migration background","West Germany","","","","","2"
"Important","1991","direct migration background","East Germany","","","","","2"
"Important","1991","indirect migration background","West Germany","","","","","2"
"Important","1991","indirect migration background","East Germany","","","","","2"
"Less important","1991","no migration background","West Germany","","","","","3"
"Less important","1991","no migration background","East Germany","","","","","3"
"Less important","1991","direct migration background","West Germany","","","","","3"
"Less important","1991","direct migration background","East Germany","","","","","3"
"Less important","1991","indirect migration background","West Germany","","","","","3"
"Less important","1991","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1991","no migration background","East Germany","","","","","4"
"Quite unimportant","1991","no migration background","West Germany","","","","","4"
"Quite unimportant","1991","direct migration background","West Germany","","","","","4"
"Quite unimportant","1991","direct migration background","East Germany","","","","","4"
"Quite unimportant","1991","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1991","indirect migration background","East Germany","","","","","4"
"Very important","1991","no migration background","West Germany","","","","","1"
"Very important","1991","no migration background","East Germany","","","","","1"
"Very important","1991","direct migration background","West Germany","","","","","1"
"Very important","1991","direct migration background","East Germany","","","","","1"
"Very important","1991","indirect migration background","West Germany","","","","","1"
"Very important","1991","indirect migration background","East Germany","","","","","1"
"Important","1992","no migration background","East Germany","2498","0.644125303592123","0.628944550836875","0.65930605634737","2"
"Important","1992","no migration background","West Germany","4233","0.650164041672298","0.638593998448978","0.661734084895618","2"
"Important","1992","direct migration background","West Germany","274","0.628044682438838","0.582520222732217","0.673569142145459","2"
"Important","1992","direct migration background","East Germany","93","0.619284128366112","0.540522056995098","0.698046199737126","2"
"Important","1992","indirect migration background","West Germany","39","0.569493317712222","0.454319654188897","0.684666981235547","2"
"Important","1992","indirect migration background","East Germany","5","","","","2"
"Less important","1992","no migration background","West Germany","672","0.110282753345471","0.102683497094385","0.117882009596556","3"
"Less important","1992","no migration background","East Germany","375","0.107991392509626","0.0981504053445123","0.117832379674741","3"
"Less important","1992","direct migration background","West Germany","41","0.0926009908549405","0.065297944270813","0.119904037439068","3"
"Less important","1992","direct migration background","East Germany","11","","","","3"
"Less important","1992","indirect migration background","West Germany","13","","","","3"
"Less important","1992","indirect migration background","East Germany","2","","","","3"
"Quite unimportant","1992","no migration background","West Germany","64","0.0118732949704801","0.00924554989059452","0.0145010400503657","4"
"Quite unimportant","1992","no migration background","East Germany","26","","","","4"
"Quite unimportant","1992","direct migration background","West Germany","5","","","","4"
"Quite unimportant","1992","direct migration background","East Germany","2","","","","4"
"Quite unimportant","1992","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1992","indirect migration background","East Germany","","","","","4"
"Very important","1992","no migration background","West Germany","1558","0.227679910011752","0.217506833607403","0.2378529864161","1"
"Very important","1992","no migration background","East Germany","922","0.238992660585304","0.225470494157157","0.252514827013452","1"
"Very important","1992","direct migration background","West Germany","113","0.263534159070346","0.222038859441139","0.305029458699553","1"
"Very important","1992","direct migration background","East Germany","40","0.286400876610969","0.21307014996343","0.359731603258508","1"
"Very important","1992","indirect migration background","West Germany","19","","","","1"
"Very important","1992","indirect migration background","East Germany","3","","","","1"
"Important","1993","no migration background","West Germany","","","","","2"
"Important","1993","no migration background","East Germany","","","","","2"
"Important","1993","direct migration background","West Germany","","","","","2"
"Important","1993","direct migration background","East Germany","","","","","2"
"Important","1993","indirect migration background","West Germany","","","","","2"
"Important","1993","indirect migration background","East Germany","","","","","2"
"Less important","1993","no migration background","East Germany","","","","","3"
"Less important","1993","no migration background","West Germany","","","","","3"
"Less important","1993","direct migration background","West Germany","","","","","3"
"Less important","1993","direct migration background","East Germany","","","","","3"
"Less important","1993","indirect migration background","West Germany","","","","","3"
"Less important","1993","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1993","no migration background","West Germany","","","","","4"
"Quite unimportant","1993","no migration background","East Germany","","","","","4"
"Quite unimportant","1993","direct migration background","West Germany","","","","","4"
"Quite unimportant","1993","direct migration background","East Germany","","","","","4"
"Quite unimportant","1993","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1993","indirect migration background","East Germany","","","","","4"
"Very important","1993","no migration background","West Germany","","","","","1"
"Very important","1993","no migration background","East Germany","","","","","1"
"Very important","1993","direct migration background","West Germany","","","","","1"
"Very important","1993","direct migration background","East Germany","","","","","1"
"Very important","1993","indirect migration background","West Germany","","","","","1"
"Very important","1993","indirect migration background","East Germany","","","","","1"
"Important","1994","no migration background","West Germany","","","","","2"
"Important","1994","no migration background","East Germany","","","","","2"
"Important","1994","direct migration background","West Germany","","","","","2"
"Important","1994","direct migration background","East Germany","","","","","2"
"Important","1994","indirect migration background","West Germany","","","","","2"
"Important","1994","indirect migration background","East Germany","","","","","2"
"Less important","1994","no migration background","West Germany","","","","","3"
"Less important","1994","no migration background","East Germany","","","","","3"
"Less important","1994","direct migration background","East Germany","","","","","3"
"Less important","1994","direct migration background","West Germany","","","","","3"
"Less important","1994","indirect migration background","West Germany","","","","","3"
"Less important","1994","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1994","no migration background","West Germany","","","","","4"
"Quite unimportant","1994","no migration background","East Germany","","","","","4"
"Quite unimportant","1994","direct migration background","West Germany","","","","","4"
"Quite unimportant","1994","direct migration background","East Germany","","","","","4"
"Quite unimportant","1994","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1994","indirect migration background","East Germany","","","","","4"
"Very important","1994","no migration background","West Germany","","","","","1"
"Very important","1994","no migration background","East Germany","","","","","1"
"Very important","1994","direct migration background","West Germany","","","","","1"
"Very important","1994","direct migration background","East Germany","","","","","1"
"Very important","1994","indirect migration background","West Germany","","","","","1"
"Very important","1994","indirect migration background","East Germany","","","","","1"
"Important","1995","no migration background","West Germany","4196","0.663394024438818","0.651853697042809","0.674934351834826","2"
"Important","1995","no migration background","East Germany","2290","0.648938780549101","0.63317325795797","0.664704303140232","2"
"Important","1995","direct migration background","East Germany","101","0.710155788549559","0.635534447403814","0.784777129695304","2"
"Important","1995","direct migration background","West Germany","583","0.563153572770172","0.532488579332626","0.593818566207719","2"
"Important","1995","indirect migration background","West Germany","69","0.524815560442931","0.437271327573816","0.612359793312045","2"
"Important","1995","indirect migration background","East Germany","8","","","","2"
"Less important","1995","no migration background","West Germany","516","0.0876478686413188","0.0807419196417085","0.0945538176409291","3"
"Less important","1995","no migration background","East Germany","285","0.0842682676612982","0.0750927358887404","0.093443799433856","3"
"Less important","1995","direct migration background","West Germany","57","0.0772604132629507","0.0607528431716275","0.0937679833542739","3"
"Less important","1995","direct migration background","East Germany","10","","","","3"
"Less important","1995","indirect migration background","West Germany","13","","","","3"
"Less important","1995","indirect migration background","East Germany","2","","","","3"
"Quite unimportant","1995","no migration background","West Germany","41","0.0087905903608037","0.0065109666222471","0.0110702140993603","4"
"Quite unimportant","1995","no migration background","East Germany","28","","","","4"
"Quite unimportant","1995","direct migration background","West Germany","16","","","","4"
"Quite unimportant","1995","direct migration background","East Germany","4","","","","4"
"Quite unimportant","1995","indirect migration background","West Germany","1","","","","4"
"Quite unimportant","1995","indirect migration background","East Germany","","","","","4"
"Very important","1995","no migration background","West Germany","1688","0.24016751655906","0.229735037944881","0.250599995173239","1"
"Very important","1995","no migration background","East Germany","918","0.25471844973243","0.240326969515249","0.269109929949611","1"
"Very important","1995","direct migration background","West Germany","349","0.33612628902504","0.306921166264316","0.365331411785763","1"
"Very important","1995","direct migration background","East Germany","27","","","","1"
"Very important","1995","indirect migration background","West Germany","42","0.361602478999304","0.277374887907523","0.445830070091086","1"
"Very important","1995","indirect migration background","East Germany","6","","","","1"
"Important","1996","no migration background","East Germany","","","","","2"
"Important","1996","no migration background","West Germany","","","","","2"
"Important","1996","direct migration background","East Germany","","","","","2"
"Important","1996","direct migration background","West Germany","","","","","2"
"Important","1996","indirect migration background","West Germany","","","","","2"
"Important","1996","indirect migration background","East Germany","","","","","2"
"Less important","1996","no migration background","East Germany","","","","","3"
"Less important","1996","no migration background","West Germany","","","","","3"
"Less important","1996","direct migration background","East Germany","","","","","3"
"Less important","1996","direct migration background","West Germany","","","","","3"
"Less important","1996","indirect migration background","West Germany","","","","","3"
"Less important","1996","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1996","no migration background","West Germany","","","","","4"
"Quite unimportant","1996","no migration background","East Germany","","","","","4"
"Quite unimportant","1996","direct migration background","West Germany","","","","","4"
"Quite unimportant","1996","direct migration background","East Germany","","","","","4"
"Quite unimportant","1996","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1996","indirect migration background","East Germany","","","","","4"
"Very important","1996","no migration background","West Germany","","","","","1"
"Very important","1996","no migration background","East Germany","","","","","1"
"Very important","1996","direct migration background","West Germany","","","","","1"
"Very important","1996","direct migration background","East Germany","","","","","1"
"Very important","1996","indirect migration background","West Germany","","","","","1"
"Very important","1996","indirect migration background","East Germany","","","","","1"
"Important","1997","no migration background","West Germany","","","","","2"
"Important","1997","no migration background","East Germany","","","","","2"
"Important","1997","direct migration background","East Germany","","","","","2"
"Important","1997","direct migration background","West Germany","","","","","2"
"Important","1997","indirect migration background","West Germany","","","","","2"
"Important","1997","indirect migration background","East Germany","","","","","2"
"Less important","1997","no migration background","West Germany","","","","","3"
"Less important","1997","no migration background","East Germany","","","","","3"
"Less important","1997","direct migration background","West Germany","","","","","3"
"Less important","1997","direct migration background","East Germany","","","","","3"
"Less important","1997","indirect migration background","West Germany","","","","","3"
"Less important","1997","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1997","no migration background","West Germany","","","","","4"
"Quite unimportant","1997","no migration background","East Germany","","","","","4"
"Quite unimportant","1997","direct migration background","West Germany","","","","","4"
"Quite unimportant","1997","direct migration background","East Germany","","","","","4"
"Quite unimportant","1997","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1997","indirect migration background","East Germany","","","","","4"
"Very important","1997","no migration background","West Germany","","","","","1"
"Very important","1997","no migration background","East Germany","","","","","1"
"Very important","1997","direct migration background","West Germany","","","","","1"
"Very important","1997","direct migration background","East Germany","","","","","1"
"Very important","1997","indirect migration background","West Germany","","","","","1"
"Very important","1997","indirect migration background","East Germany","","","","","1"
"Important","1998","no migration background","West Germany","","","","","2"
"Important","1998","no migration background","East Germany","","","","","2"
"Important","1998","direct migration background","East Germany","","","","","2"
"Important","1998","direct migration background","West Germany","","","","","2"
"Important","1998","indirect migration background","West Germany","","","","","2"
"Important","1998","indirect migration background","East Germany","","","","","2"
"Less important","1998","no migration background","West Germany","","","","","3"
"Less important","1998","no migration background","East Germany","","","","","3"
"Less important","1998","direct migration background","East Germany","","","","","3"
"Less important","1998","direct migration background","West Germany","","","","","3"
"Less important","1998","indirect migration background","West Germany","","","","","3"
"Less important","1998","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1998","no migration background","West Germany","","","","","4"
"Quite unimportant","1998","no migration background","East Germany","","","","","4"
"Quite unimportant","1998","direct migration background","West Germany","","","","","4"
