"plh0105","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Employed","vocational + Abi","102","0.684326368755706","0.609445991507324","0.759206746004089","2"
"Important","1990","Employed","higher vocational","255","0.682543405591312","0.634592024548388","0.730494786634235","2"
"Important","1990","Not Employed","general elemantary","564","0.655193937037854","0.623315902449914","0.687071971625794","2"
"Important","1990","Not Employed","middle vocational","833","0.648533332538706","0.622409133392071","0.674657531685341","2"
"Important","1990","Employed","higher education","363","0.693163598450255","0.653826489012781","0.732500707887728","2"
"Important","1990","Not Employed","inadequately","22","","","","2"
"Important","1990","Not Employed","vocational + Abi","35","0.58298824970105","0.454986852519569","0.710989646882532","2"
"Important","1990","Not Employed","higher vocational","86","0.618561953772037","0.537224342456212","0.699899565087862","2"
"Important","1990","Employed","middle vocational","1812","0.699455424739322","0.681852073543404","0.717058775935239","2"
"Important","1990","Not Employed","in school","55","0.54310877213273","0.443462216130987","0.642755328134473","2"
"Important","1990","Not Employed","higher education","84","0.673435991719122","0.592194960588883","0.754677022849362","2"
"Important","1990","Employed","in school","10","","","","2"
"Important","1990","Employed","inadequately","26","","","","2"
"Important","1990","Employed","general elemantary","510","0.644627582288027","0.610930403644842","0.678324760931213","2"
"Less important","1990","Not Employed","in school","15","","","","3"
"Less important","1990","Not Employed","inadequately","2","","","","3"
"Less important","1990","Not Employed","general elemantary","68","0.0811693636418625","0.0628532655835702","0.0994854617001548","3"
"Less important","1990","Not Employed","middle vocational","115","0.100986605396547","0.084499298159076","0.117473912634018","3"
"Less important","1990","Not Employed","vocational + Abi","9","","","","3"
"Less important","1990","Not Employed","higher vocational","12","","","","3"
"Less important","1990","Not Employed","higher education","9","","","","3"
"Less important","1990","Employed","in school","1","","","","3"
"Less important","1990","Employed","inadequately","4","","","","3"
"Less important","1990","Employed","general elemantary","76","0.110144854761941","0.0881034634426069","0.132186246081276","3"
"Less important","1990","Employed","middle vocational","260","0.105748729851718","0.0939420374694885","0.117555422233948","3"
"Less important","1990","Employed","vocational + Abi","7","","","","3"
"Less important","1990","Employed","higher vocational","37","0.115872418817394","0.0829007209411019","0.148844116693687","3"
"Less important","1990","Employed","higher education","74","0.139552834146519","0.109995683546167","0.169109984746871","3"
"Quite unimportant","1990","Employed","vocational + Abi","","","","","4"
"Quite unimportant","1990","Employed","higher vocational","1","","","","4"
"Quite unimportant","1990","Not Employed","general elemantary","18","","","","4"
"Quite unimportant","1990","Not Employed","middle vocational","11","","","","4"
"Quite unimportant","1990","Employed","higher education","3","","","","4"
"Quite unimportant","1990","Not Employed","inadequately","2","","","","4"
"Quite unimportant","1990","Not Employed","vocational + Abi","","","","","4"
"Quite unimportant","1990","Not Employed","higher vocational","2","","","","4"
"Quite unimportant","1990","Employed","middle vocational","14","","","","4"
"Quite unimportant","1990","Not Employed","in school","","","","","4"
"Quite unimportant","1990","Not Employed","higher education","2","","","","4"
"Quite unimportant","1990","Employed","in school","","","","","4"
"Quite unimportant","1990","Employed","inadequately","3","","","","4"
"Quite unimportant","1990","Employed","general elemantary","5","","","","4"
"Very important","1990","Not Employed","in school","26","","","","1"
"Very important","1990","Not Employed","inadequately","10","","","","1"
"Very important","1990","Not Employed","general elemantary","204","0.24042699443525","0.211765717837123","0.269088271033378","1"
"Very important","1990","Not Employed","middle vocational","324","0.238693200224442","0.215367502634394","0.262018897814489","1"
"Very important","1990","Not Employed","vocational + Abi","13","","","","1"
"Very important","1990","Not Employed","higher vocational","37","0.257249442817117","0.184053582115731","0.330445303518503","1"
"Very important","1990","Not Employed","higher education","33","0.244414033200284","0.16996687634207","0.318861190058498","1"
"Very important","1990","Employed","in school","3","","","","1"
"Very important","1990","Employed","inadequately","5","","","","1"
"Very important","1990","Employed","general elemantary","184","0.239674911809232","0.209620503078627","0.269729320539837","1"
"Very important","1990","Employed","middle vocational","520","0.188056745644197","0.173054088567423","0.203059402720971","1"
"Very important","1990","Employed","vocational + Abi","39","0.257182354491325","0.186765126770532","0.327599582212118","1"
"Very important","1990","Employed","higher vocational","69","0.199084948761872","0.157950446440793","0.240219451082951","1"
"Very important","1990","Employed","higher education","88","0.160361183606432","0.129062432381956","0.191659934830907","1"
"Important","1991","Employed","higher education","","","","","2"
"Important","1991","Not Employed","inadequately","","","","","2"
"Important","1991","Employed","vocational + Abi","","","","","2"
"Important","1991","Not Employed","general elemantary","","","","","2"
"Important","1991","Not Employed","vocational + Abi","","","","","2"
"Important","1991","Not Employed","middle vocational","","","","","2"
"Important","1991","Employed","higher vocational","","","","","2"
"Important","1991","Not Employed","in school","","","","","2"
"Important","1991","Employed","middle vocational","","","","","2"
"Important","1991","Not Employed","higher vocational","","","","","2"
"Important","1991","Not Employed","higher education","","","","","2"
"Important","1991","Employed","in school","","","","","2"
"Important","1991","Employed","inadequately","","","","","2"
"Important","1991","Employed","general elemantary","","","","","2"
"Less important","1991","Not Employed","in school","","","","","3"
"Less important","1991","Not Employed","inadequately","","","","","3"
"Less important","1991","Not Employed","general elemantary","","","","","3"
"Less important","1991","Not Employed","middle vocational","","","","","3"
"Less important","1991","Not Employed","vocational + Abi","","","","","3"
"Less important","1991","Not Employed","higher vocational","","","","","3"
"Less important","1991","Not Employed","higher education","","","","","3"
"Less important","1991","Employed","in school","","","","","3"
"Less important","1991","Employed","inadequately","","","","","3"
"Less important","1991","Employed","general elemantary","","","","","3"
"Less important","1991","Employed","middle vocational","","","","","3"
"Less important","1991","Employed","vocational + Abi","","","","","3"
"Less important","1991","Employed","higher vocational","","","","","3"
"Less important","1991","Employed","higher education","","","","","3"
"Quite unimportant","1991","Employed","higher education","","","","","4"
"Quite unimportant","1991","Not Employed","inadequately","","","","","4"
"Quite unimportant","1991","Employed","vocational + Abi","","","","","4"
"Quite unimportant","1991","Not Employed","general elemantary","","","","","4"
"Quite unimportant","1991","Not Employed","vocational + Abi","","","","","4"
"Quite unimportant","1991","Not Employed","middle vocational","","","","","4"
"Quite unimportant","1991","Employed","higher vocational","","","","","4"
"Quite unimportant","1991","Not Employed","in school","","","","","4"
"Quite unimportant","1991","Employed","middle vocational","","","","","4"
"Quite unimportant","1991","Not Employed","higher vocational","","","","","4"
"Quite unimportant","1991","Not Employed","higher education","","","","","4"
"Quite unimportant","1991","Employed","in school","","","","","4"
"Quite unimportant","1991","Employed","inadequately","","","","","4"
"Quite unimportant","1991","Employed","general elemantary","","","","","4"
"Very important","1991","Not Employed","in school","","","","","1"
"Very important","1991","Not Employed","inadequately","","","","","1"
"Very important","1991","Not Employed","general elemantary","","","","","1"
"Very important","1991","Not Employed","middle vocational","","","","","1"
"Very important","1991","Not Employed","vocational + Abi","","","","","1"
"Very important","1991","Not Employed","higher vocational","","","","","1"
"Very important","1991","Not Employed","higher education","","","","","1"
"Very important","1991","Employed","in school","","","","","1"
"Very important","1991","Employed","inadequately","","","","","1"
"Very important","1991","Employed","general elemantary","","","","","1"
"Very important","1991","Employed","middle vocational","","","","","1"
"Very important","1991","Employed","vocational + Abi","","","","","1"
"Very important","1991","Employed","higher vocational","","","","","1"
"Very important","1991","Employed","higher education","","","","","1"
"Important","1992","Not Employed","inadequately","24","","","","2"
