"plh0105","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","Urban Area","481","0.222008565338023","0.203817288816398","0.240199841859648"
"Very important","1990","16-34 y.","Rural Area","133","0.219640335835197","0.186946852801207","0.252333818869188"
"Very important","1990","35-65 y.","Urban Area","573","0.210686297032466","0.195315806997215","0.226056787067716"
"Very important","1990","35-65 y.","Rural Area","145","0.188547089900524","0.161079475619583","0.216014704181465"
"Very important","1990","66 and older","Urban Area","195","0.240273632327573","0.210518138864132","0.270029125791014"
"Very important","1990","66 and older","Rural Area","48","0.189918248686928","0.140803398720767","0.239033098653088"
"Important","1990","16-34 y.","Urban Area","1306","0.66495763830444","0.644297284581177","0.685617992027704"
"Important","1990","16-34 y.","Rural Area","418","0.670774517811029","0.633664365739856","0.707884669882202"
"Important","1990","35-65 y.","Urban Area","1864","0.683134745174845","0.665598555072504","0.700670935277187"
"Important","1990","35-65 y.","Rural Area","557","0.707605459967257","0.675663645764787","0.739547274169728"
"Important","1990","66 and older","Urban Area","504","0.636365907236541","0.602863867487879","0.669867946985204"
"Important","1990","66 and older","Rural Area","153","0.593819172866764","0.532322465082261","0.655315880651268"
"Less important","1990","16-34 y.","Urban Area","201","0.105839238750425","0.0923737518999476","0.119304725600903"
"Less important","1990","16-34 y.","Rural Area","64","0.108103556808162","0.0835827394470728","0.132624374169252"
"Less important","1990","35-65 y.","Urban Area","255","0.100788196541799","0.0894412088444739","0.112135184239124"
"Less important","1990","35-65 y.","Rural Area","70","0.0939626538639499","0.0734732157391147","0.114452091988785"
"Less important","1990","66 and older","Urban Area","77","0.10119322591365","0.080189594463325","0.122196857363974"
"Less important","1990","66 and older","Rural Area","35","0.165168028075823","0.1186707449676","0.211665311184046"
"Quite unimportant","1990","16-34 y.","Urban Area","17","","",""
"Quite unimportant","1990","16-34 y.","Rural Area","1","","",""
"Quite unimportant","1990","35-65 y.","Urban Area","12","","",""
"Quite unimportant","1990","35-65 y.","Rural Area","7","","",""
"Quite unimportant","1990","66 and older","Urban Area","16","","",""
"Quite unimportant","1990","66 and older","Rural Area","9","","",""
"Very important","1991","16-34 y.","Urban Area","","","",""
"Very important","1991","16-34 y.","Rural Area","","","",""
"Very important","1991","35-65 y.","Urban Area","","","",""
"Very important","1991","35-65 y.","Rural Area","","","",""
"Very important","1991","66 and older","Urban Area","","","",""
"Very important","1991","66 and older","Rural Area","","","",""
"Important","1991","16-34 y.","Urban Area","","","",""
"Important","1991","16-34 y.","Rural Area","","","",""
"Important","1991","35-65 y.","Urban Area","","","",""
"Important","1991","35-65 y.","Rural Area","","","",""
"Important","1991","66 and older","Urban Area","","","",""
"Important","1991","66 and older","Rural Area","","","",""
"Less important","1991","16-34 y.","Urban Area","","","",""
"Less important","1991","16-34 y.","Rural Area","","","",""
"Less important","1991","35-65 y.","Urban Area","","","",""
"Less important","1991","35-65 y.","Rural Area","","","",""
"Less important","1991","66 and older","Urban Area","","","",""
"Less important","1991","66 and older","Rural Area","","","",""
"Quite unimportant","1991","16-34 y.","Urban Area","","","",""
"Quite unimportant","1991","16-34 y.","Rural Area","","","",""
"Quite unimportant","1991","35-65 y.","Urban Area","","","",""
"Quite unimportant","1991","35-65 y.","Rural Area","","","",""
"Quite unimportant","1991","66 and older","Urban Area","","","",""
"Quite unimportant","1991","66 and older","Rural Area","","","",""
"Very important","1992","16-34 y.","Urban Area","706","0.29600936975004","0.277634744829904","0.314383994670176"
"Very important","1992","16-34 y.","Rural Area","387","0.243406175998471","0.221775535065711","0.265036816931231"
"Very important","1992","35-65 y.","Urban Area","773","0.225213289530595","0.211276469246127","0.239150109815063"
"Very important","1992","35-65 y.","Rural Area","460","0.216222917682651","0.198760824826485","0.233685010538817"
"Very important","1992","66 and older","Urban Area","183","0.183415983911857","0.158408315358915","0.208423652464799"
"Very important","1992","66 and older","Rural Area","105","0.175189921056981","0.141903985641928","0.208475856472034"
"Important","1992","16-34 y.","Urban Area","1450","0.616452373167834","0.59688007927434","0.636024667061328"
"Important","1992","16-34 y.","Rural Area","962","0.646956022245323","0.62286673339423","0.671045311096416"
"Important","1992","35-65 y.","Urban Area","2310","0.661089942376619","0.645297543123073","0.676882341630166"
"Important","1992","35-65 y.","Rural Area","1436","0.668590567986524","0.648623619093144","0.688557516879903"
"Important","1992","66 and older","Urban Area","606","0.654477098648939","0.623748707427475","0.685205489870403"
"Important","1992","66 and older","Rural Area","304","0.601520169259722","0.55864977305697","0.644390565462474"
"Less important","1992","16-34 y.","Urban Area","205","0.0834940235491308","0.0723593456163539","0.0946287014819077"
