"plh0105","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","Male","15","","",""
"Very important","1990","Schleswig-Holstein","Female","31","0.230513273117352","0.158392399568541","0.302634146666164"
"Very important","1990","Hamburg","Male","8","","",""
"Very important","1990","Hamburg","Female","20","","",""
"Very important","1990","Lower Saxony","Male","59","0.146761916124237","0.112592206708643","0.180931625539831"
"Very important","1990","Lower Saxony","Female","117","0.24917910818378","0.208391315290664","0.289966901076896"
"Very important","1990","Bremen","Male","9","","",""
"Very important","1990","Bremen","Female","14","","",""
"Very important","1990","North Rhine-Westphalia","Male","148","0.157347180474141","0.133714961965783","0.180979398982499"
"Very important","1990","North Rhine-Westphalia","Female","276","0.25722162654237","0.230370805669165","0.284072447415574"
"Very important","1990","Hesse","Male","64","0.19574544901862","0.152674752859643","0.238816145177598"
"Very important","1990","Hesse","Female","100","0.309475639819059","0.260695697740567","0.358255581897551"
"Very important","1990","Rhineland-Palatinate,Saarland","Male","40","0.140876817909496","0.0988314940133152","0.182922141805676"
"Very important","1990","Rhineland-Palatinate,Saarland","Female","77","0.251960004706589","0.202502699540667","0.301417309872511"
"Very important","1990","Baden-Württemberg","Male","114","0.202481868675483","0.169049668979253","0.235914068371714"
"Very important","1990","Baden-Württemberg","Female","196","0.31180679900885","0.274772098728609","0.348841499289092"
"Very important","1990","Bavaria","Male","79","0.13066287234639","0.104240105244278","0.157085639448502"
"Very important","1990","Bavaria","Female","153","0.235057932080641","0.202484814642144","0.267631049519137"
"Very important","1990","Berlin","Male","14","","",""
"Very important","1990","Berlin","Female","41","0.322492979493124","0.241198086673134","0.403787872313115"
"Very important","1990","Brandenburg","Male","","","",""
"Very important","1990","Brandenburg","Female","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Male","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Very important","1990","Saxony","Male","","","",""
"Very important","1990","Saxony","Female","","","",""
