"plh0105","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","1-pers.-HH","113","0.222325542530008","0.186308611156267","0.258342473903748"
"Very important","1990","lower secondary degree","(Married) couple without C. ","276","0.217709922940667","0.194813701267177","0.240606144614156"
"Very important","1990","lower secondary degree","Single parent ","46","0.222007623957156","0.166195325974974","0.277819921939337"
"Very important","1990","lower secondary degree","Couple + C. LE 16 ","161","0.193403393614661","0.165614102346471","0.221192684882851"
"Very important","1990","lower secondary degree","Couple + C. GT 16 ","167","0.189713489775792","0.163136036509693","0.216290943041891"
"Very important","1990","lower secondary degree","Couple + C. LE and GT 16","48","0.211153613715187","0.159733162008397","0.262574065421976"
"Very important","1990","secondary school degree","1-pers.-HH","36","0.176869689235831","0.124381562230306","0.229357816241356"
"Very important","1990","secondary school degree","(Married) couple without C. ","105","0.232220039962477","0.192216866958958","0.272223212965997"
"Very important","1990","secondary school degree","Single parent ","19","","",""
"Very important","1990","secondary school degree","Couple + C. LE 16 ","96","0.231483228708108","0.189461003213601","0.273505454202616"
"Very important","1990","secondary school degree","Couple + C. GT 16 ","82","0.241873850870063","0.195389744238257","0.288357957501869"
"Very important","1990","secondary school degree","Couple + C. LE and GT 16","30","0.285698658763184","0.197157964181998","0.374239353344371"
"Very important","1990","college entrance qualification","1-pers.-HH","44","0.229914259048215","0.168272635363234","0.291555882733195"
"Very important","1990","college entrance qualification","(Married) couple without C. ","55","0.186942248884014","0.143260320104733","0.230624177663295"
"Very important","1990","college entrance qualification","Single parent ","12","","",""
"Very important","1990","college entrance qualification","Couple + C. LE 16 ","66","0.243532008454292","0.190747736451837","0.296316280456746"
"Very important","1990","college entrance qualification","Couple + C. GT 16 ","45","0.176925148522336","0.130087783840473","0.2237625132042"
"Very important","1990","college entrance qualification","Couple + C. LE and GT 16","7","","",""
"Very important","1990","Other degree","1-pers.-HH","","","",""
"Very important","1990","Other degree","(Married) couple without C. ","1","","",""
"Very important","1990","Other degree","Single parent ","3","","",""
"Very important","1990","Other degree","Couple + C. LE 16 ","","","",""
"Very important","1990","Other degree","Couple + C. GT 16 ","4","","",""
"Very important","1990","Other degree","Couple + C. LE and GT 16","1","","",""
"Very important","1990","no degree/no degree yet","1-pers.-HH","4","","",""
"Very important","1990","no degree/no degree yet","(Married) couple without C. ","3","","",""
"Very important","1990","no degree/no degree yet","Single parent ","4","","",""
"Very important","1990","no degree/no degree yet","Couple + C. LE 16 ","5","","",""
"Very important","1990","no degree/no degree yet","Couple + C. GT 16 ","13","","",""
"Very important","1990","no degree/no degree yet","Couple + C. LE and GT 16","10","","",""
"Important","1990","lower secondary degree","1-pers.-HH","308","0.581779255370421","0.539052982307858","0.624505528432984"
"Important","1990","lower secondary degree","(Married) couple without C. ","880","0.707973769341791","0.68274707684417","0.733200461839412"
"Important","1990","lower secondary degree","Single parent ","139","0.653141101458278","0.589220887976082","0.717061314940473"
"Important","1990","lower secondary degree","Couple + C. LE 16 ","537","0.701923193517698","0.669740223607004","0.734106163428393"
"Important","1990","lower secondary degree","Couple + C. GT 16 ","590","0.712184814672865","0.681494724892794","0.742874904452936"
"Important","1990","lower secondary degree","Couple + C. LE and GT 16","167","0.675610841617571","0.616628517874714","0.734593165360429"
"Important","1990","secondary school degree","1-pers.-HH","144","0.704531171747354","0.641767836560126","0.767294506934582"
"Important","1990","secondary school degree","(Married) couple without C. ","285","0.663313098471931","0.618541912000417","0.708084284943445"
"Important","1990","secondary school degree","Single parent ","48","0.635991252861603","0.524853061717648","0.747129444005558"
"Important","1990","secondary school degree","Couple + C. LE 16 ","260","0.682371497838464","0.635988076388642","0.728754919288286"
"Important","1990","secondary school degree","Couple + C. GT 16 ","204","0.625818264413345","0.573288591035671","0.678347937791018"
"Important","1990","secondary school degree","Couple + C. LE and GT 16","63","0.65528064975981","0.562128132775939","0.74843316674368"
"Important","1990","college entrance qualification","1-pers.-HH","117","0.655339341817083","0.585716691362147","0.724961992272018"
"Important","1990","college entrance qualification","(Married) couple without C. ","206","0.679727435029892","0.62744995481367","0.732004915246114"
"Important","1990","college entrance qualification","Single parent ","45","0.69635040388222","0.583693354119776","0.809007453644664"
"Important","1990","college entrance qualification","Couple + C. LE 16 ","165","0.660589982986875","0.602358271799037","0.718821694174713"
"Important","1990","college entrance qualification","Couple + C. GT 16 ","175","0.683077188056605","0.625970149122147","0.740184226991063"
"Important","1990","college entrance qualification","Couple + C. LE and GT 16","28","","",""
"Important","1990","Other degree","1-pers.-HH","3","","",""
"Important","1990","Other degree","(Married) couple without C. ","8","","",""
"Important","1990","Other degree","Single parent ","4","","",""
"Important","1990","Other degree","Couple + C. LE 16 ","9","","",""
"Important","1990","Other degree","Couple + C. GT 16 ","12","","",""
"Important","1990","Other degree","Couple + C. LE and GT 16","2","","",""
"Important","1990","no degree/no degree yet","1-pers.-HH","4","","",""
"Important","1990","no degree/no degree yet","(Married) couple without C. ","8","","",""
"Important","1990","no degree/no degree yet","Single parent ","10","","",""
"Important","1990","no degree/no degree yet","Couple + C. LE 16 ","17","","",""
"Important","1990","no degree/no degree yet","Couple + C. GT 16 ","42","0.653898151392679","0.538247408465064","0.769548894320294"
"Important","1990","no degree/no degree yet","Couple + C. LE and GT 16","23","","",""
"Less important","1990","lower secondary degree","1-pers.-HH","74","0.153782293882522","0.122535365501021","0.185029222264023"
"Less important","1990","lower secondary degree","(Married) couple without C. ","89","0.0721439972966623","0.0577897246815742","0.0864982699117504"
"Less important","1990","lower secondary degree","Single parent ","27","","",""
"Less important","1990","lower secondary degree","Couple + C. LE 16 ","73","0.0981145966088599","0.0771850548034737","0.119044138414246"
"Less important","1990","lower secondary degree","Couple + C. GT 16 ","76","0.0937902370438647","0.0740279074836678","0.113552566604062"
"Less important","1990","lower secondary degree","Couple + C. LE and GT 16","24","","",""
"Less important","1990","secondary school degree","1-pers.-HH","22","","",""
"Less important","1990","secondary school degree","(Married) couple without C. ","37","0.101299372078985","0.0727144438753397","0.129884300282631"
"Less important","1990","secondary school degree","Single parent ","4","","",""
"Less important","1990","secondary school degree","Couple + C. LE 16 ","31","0.0861452734534278","0.0581910831957157","0.11409946371114"
"Less important","1990","secondary school degree","Couple + C. GT 16 ","39","0.128682185040535","0.0923336592859336","0.165030710795137"
"Less important","1990","secondary school degree","Couple + C. LE and GT 16","6","","",""
"Less important","1990","college entrance qualification","1-pers.-HH","18","","",""
"Less important","1990","college entrance qualification","(Married) couple without C. ","43","0.123573154912844","0.0867002561578955","0.160446053667792"
"Less important","1990","college entrance qualification","Single parent ","7","","",""
"Less important","1990","college entrance qualification","Couple + C. LE 16 ","19","","",""
"Less important","1990","college entrance qualification","Couple + C. GT 16 ","33","0.131598226817539","0.0901063222480359","0.173090131387042"
"Less important","1990","college entrance qualification","Couple + C. LE and GT 16","5","","",""
"Less important","1990","Other degree","1-pers.-HH","","","",""
"Less important","1990","Other degree","(Married) couple without C. ","","","",""
"Less important","1990","Other degree","Single parent ","1","","",""
"Less important","1990","Other degree","Couple + C. LE 16 ","1","","",""
"Less important","1990","Other degree","Couple + C. GT 16 ","1","","",""
"Less important","1990","Other degree","Couple + C. LE and GT 16","","","",""
"Less important","1990","no degree/no degree yet","1-pers.-HH","1","","",""
"Less important","1990","no degree/no degree yet","(Married) couple without C. ","","","",""
"Less important","1990","no degree/no degree yet","Single parent ","2","","",""
"Less important","1990","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Less important","1990","no degree/no degree yet","Couple + C. GT 16 ","9","","",""
"Less important","1990","no degree/no degree yet","Couple + C. LE and GT 16","6","","",""
"Quite unimportant","1990","lower secondary degree","1-pers.-HH","17","","",""
"Quite unimportant","1990","lower secondary degree","(Married) couple without C. ","3","","",""
