"plh0105","year","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","872","0.210746761682637","0.198229390764666","0.223264132600607"
"Very important","1990","secondary school degree","384","0.22998362626628","0.209246752199913","0.250720500332647"
"Very important","1990","college entrance qualification","242","0.208049475505415","0.184568859568891","0.231530091441939"
"Very important","1990","Other degree","9","","",""
"Very important","1990","no degree/no degree yet","40","0.22967162397237","0.166993403450661","0.292349844494078"
"Important","1990","lower secondary degree","2776","0.673715163066148","0.659325153349892","0.688105172782403"
"Important","1990","secondary school degree","1048","0.666026712029736","0.642786154554558","0.689267269504913"
"Important","1990","college entrance qualification","769","0.6723960818069","0.645246429153853","0.699545734459947"
"Important","1990","Other degree","38","0.627992123567942","0.49907684925195","0.756907397883935"
"Important","1990","no degree/no degree yet","109","0.62684694445567","0.554777811507554","0.698916077403786"
"Less important","1990","lower secondary degree","388","0.101746541803321","0.09246791391963","0.111025169687013"
"Less important","1990","secondary school degree","144","0.100883397471181","0.0860424130282874","0.115724381914074"
"Less important","1990","college entrance qualification","129","0.112103584326081","0.0938533666949616","0.1303538019572"
"Less important","1990","Other degree","6","","",""
"Less important","1990","no degree/no degree yet","20","","",""
"Quite unimportant","1990","lower secondary degree","42","0.0137915334478942","0.0102120931584152","0.0173709737373731"
"Quite unimportant","1990","secondary school degree","6","","",""
"Quite unimportant","1990","college entrance qualification","8","","",""
"Quite unimportant","1990","Other degree","1","","",""
"Quite unimportant","1990","no degree/no degree yet","4","","",""
"Very important","1991","lower secondary degree","","","",""
"Very important","1991","secondary school degree","","","",""
"Very important","1991","college entrance qualification","","","",""
"Very important","1991","Other degree","","","",""
"Very important","1991","no degree/no degree yet","","","",""
"Important","1991","lower secondary degree","","","",""
"Important","1991","secondary school degree","","","",""
"Important","1991","college entrance qualification","","","",""
"Important","1991","Other degree","","","",""
"Important","1991","no degree/no degree yet","","","",""
"Less important","1991","lower secondary degree","","","",""
"Less important","1991","secondary school degree","","","",""
"Less important","1991","college entrance qualification","","","",""
"Less important","1991","Other degree","","","",""
"Less important","1991","no degree/no degree yet","","","",""
"Quite unimportant","1991","lower secondary degree","","","",""
"Quite unimportant","1991","secondary school degree","","","",""
"Quite unimportant","1991","college entrance qualification","","","",""
"Quite unimportant","1991","Other degree","","","",""
"Quite unimportant","1991","no degree/no degree yet","","","",""
"Very important","1992","lower secondary degree","1197","0.213195674392146","0.202241402604741","0.224149946179552"
"Very important","1992","secondary school degree","895","0.256815223182221","0.242300216053047","0.271330230311395"
"Very important","1992","college entrance qualification","423","0.24988195942512","0.229117429106042","0.270646489744198"
"Very important","1992","Other degree","26","","",""
"Very important","1992","no degree/no degree yet","65","0.257041758219479","0.200442023737817","0.313641492701141"
"Important","1992","lower secondary degree","3489","0.651158555867536","0.638411251320921","0.663905860414151"
"Important","1992","secondary school degree","2271","0.646914682353348","0.631035731579166","0.66279363312753"
"Important","1992","college entrance qualification","1089","0.640878349290617","0.617869311900882","0.663887386680352"
"Important","1992","Other degree","59","0.612957935493485","0.515524751666446","0.710391119320523"
"Important","1992","no degree/no degree yet","135","0.605348714520771","0.542043436129673","0.668653992911869"
"Less important","1992","lower secondary degree","612","0.120386864373897","0.11168331589441","0.129090412853384"
"Less important","1992","secondary school degree","300","0.0898170603711039","0.080317527870338","0.0993165928718698"
"Less important","1992","college entrance qualification","155","0.103725431387919","0.0891018745598623","0.118348988215976"
"Less important","1992","Other degree","11","","",""
"Less important","1992","no degree/no degree yet","23","","",""
"Quite unimportant","1992","lower secondary degree","72","0.0152589053664211","0.011980341342698","0.0185374693901442"
"Quite unimportant","1992","secondary school degree","14","","",""
"Quite unimportant","1992","college entrance qualification","3","","",""
"Quite unimportant","1992","Other degree","","","",""
"Quite unimportant","1992","no degree/no degree yet","6","","",""
"Very important","1993","lower secondary degree","","","",""
"Very important","1993","secondary school degree","","","",""
"Very important","1993","college entrance qualification","","","",""
"Very important","1993","Other degree","","","",""
"Very important","1993","no degree/no degree yet","","","",""
"Important","1993","lower secondary degree","","","",""
"Important","1993","secondary school degree","","","",""
"Important","1993","college entrance qualification","","","",""
"Important","1993","Other degree","","","",""
"Important","1993","no degree/no degree yet","","","",""
"Less important","1993","lower secondary degree","","","",""
"Less important","1993","secondary school degree","","","",""
"Less important","1993","college entrance qualification","","","",""
"Less important","1993","Other degree","","","",""
"Less important","1993","no degree/no degree yet","","","",""
"Quite unimportant","1993","lower secondary degree","","","",""
"Quite unimportant","1993","secondary school degree","","","",""
"Quite unimportant","1993","college entrance qualification","","","",""
"Quite unimportant","1993","Other degree","","","",""
"Quite unimportant","1993","no degree/no degree yet","","","",""
"Very important","1994","lower secondary degree","","","",""
"Very important","1994","secondary school degree","","","",""
"Very important","1994","college entrance qualification","","","",""
"Very important","1994","Other degree","","","",""
"Very important","1994","no degree/no degree yet","","","",""
"Important","1994","lower secondary degree","","","",""
"Important","1994","secondary school degree","","","",""
"Important","1994","college entrance qualification","","","",""
"Important","1994","Other degree","","","",""
"Important","1994","no degree/no degree yet","","","",""
"Less important","1994","lower secondary degree","","","",""
"Less important","1994","secondary school degree","","","",""
"Less important","1994","college entrance qualification","","","",""
"Less important","1994","Other degree","","","",""
"Less important","1994","no degree/no degree yet","","","",""
"Quite unimportant","1994","lower secondary degree","","","",""
"Quite unimportant","1994","secondary school degree","","","",""
"Quite unimportant","1994","college entrance qualification","","","",""
"Quite unimportant","1994","Other degree","","","",""
"Quite unimportant","1994","no degree/no degree yet","","","",""
"Very important","1995","lower secondary degree","1199","0.228368295252187","0.216722282995071","0.240014307509303"
"Very important","1995","secondary school degree","1009","0.274946246318567","0.2600389304228","0.289853562214335"
"Very important","1995","college entrance qualification","483","0.252700844490389","0.232779869616704","0.272621819364074"
"Very important","1995","Other degree","161","0.373788688876054","0.328427868117427","0.41914950963468"
"Very important","1995","no degree/no degree yet","105","0.292287450329778","0.243872245361654","0.340702655297902"
"Important","1995","lower secondary degree","3276","0.658669842039736","0.645515306259658","0.671824377819814"
"Important","1995","secondary school degree","2199","0.660706996509277","0.644898798779566","0.676515194238988"
"Important","1995","college entrance qualification","1214","0.654911733983689","0.633118761157922","0.676704706809457"
"Important","1995","Other degree","241","0.525502190382032","0.478684310418516","0.572320070345548"
"Important","1995","no degree/no degree yet","200","0.595545343999281","0.543300843851808","0.647789844146754"
"Less important","1995","lower secondary degree","465","0.0981060310603749","0.0898536380855831","0.106358424035167"
"Less important","1995","secondary school degree","222","0.0593233969113893","0.0514361827905061","0.0672106110322726"
"Less important","1995","college entrance qualification","124","0.086825301289156","0.0739172679085863","0.0997333346697256"
"Less important","1995","Other degree","27","","",""
"Less important","1995","no degree/no degree yet","29","","",""
"Quite unimportant","1995","lower secondary degree","51","0.014855831647702","0.0114995941436027","0.0182120691518014"
"Quite unimportant","1995","secondary school degree","16","","",""
"Quite unimportant","1995","college entrance qualification","7","","",""
"Quite unimportant","1995","Other degree","8","","",""
