"plh0105","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","lower secondary degree","218","0.200370025589425","0.175423454812867","0.225316596365984"
"Very important","1990","16-34 y.","secondary school degree","203","0.246211501155562","0.216302779450296","0.276120222860827"
"Very important","1990","16-34 y.","college entrance qualification","131","0.222820688003121","0.188658236015246","0.256983139990997"
"Very important","1990","16-34 y.","Other degree","4","","",""
"Very important","1990","16-34 y.","no degree/no degree yet","37","0.245317262951255","0.175996474051769","0.314638051850741"
"Very important","1990","35-65 y.","lower secondary degree","475","0.205378913935032","0.188965161888185","0.221792665981879"
"Very important","1990","35-65 y.","secondary school degree","141","0.215384335755186","0.182947307903195","0.247821363607178"
"Very important","1990","35-65 y.","college entrance qualification","90","0.193866175967068","0.158610494029759","0.229121857904377"
"Very important","1990","35-65 y.","Other degree","4","","",""
"Very important","1990","35-65 y.","no degree/no degree yet","2","","",""
"Very important","1990","66 and older","lower secondary degree","179","0.232364785160151","0.202377772304066","0.262351798016237"
"Very important","1990","66 and older","secondary school degree","40","0.222200691231569","0.159336992609771","0.285064389853366"
"Very important","1990","66 and older","college entrance qualification","21","","",""
"Very important","1990","66 and older","Other degree","1","","",""
"Very important","1990","66 and older","no degree/no degree yet","1","","",""
"Important","1990","16-34 y.","lower secondary degree","670","0.691369318292021","0.662580453137664","0.720158183446379"
"Important","1990","16-34 y.","secondary school degree","521","0.659499601292779","0.626600425995337","0.692398776590221"
"Important","1990","16-34 y.","college entrance qualification","372","0.661931056879189","0.623096381415207","0.700765732343171"
"Important","1990","16-34 y.","Other degree","21","","",""
"Important","1990","16-34 y.","no degree/no degree yet","89","0.606602933314056","0.527901064497915","0.685304802130197"
"Important","1990","35-65 y.","lower secondary degree","1626","0.691206114675167","0.67243508781886","0.709977141531474"
"Important","1990","35-65 y.","secondary school degree","418","0.679301073243585","0.642472456053226","0.716129690433943"
"Important","1990","35-65 y.","college entrance qualification","336","0.68432224699942","0.642872026667839","0.725772467331001"
"Important","1990","35-65 y.","Other degree","16","","",""
"Important","1990","35-65 y.","no degree/no degree yet","15","","",""
"Important","1990","66 and older","lower secondary degree","480","0.617076857160586","0.582562797762036","0.651590916559136"
"Important","1990","66 and older","secondary school degree","109","0.649378390569357","0.577224175619547","0.721532605519167"
"Important","1990","66 and older","college entrance qualification","61","0.672059765731863","0.577656376209364","0.766463155254362"
"Important","1990","66 and older","Other degree","1","","",""
"Important","1990","66 and older","no degree/no degree yet","5","","",""
"Less important","1990","16-34 y.","lower secondary degree","94","0.101421266937316","0.0826067735445886","0.120235760330043"
"Less important","1990","16-34 y.","secondary school degree","70","0.0907019630170597","0.0707640177124286","0.110639908321691"
"Less important","1990","16-34 y.","college entrance qualification","64","0.110269734517089","0.0845558310212842","0.135983638012893"
"Less important","1990","16-34 y.","Other degree","5","","",""
"Less important","1990","16-34 y.","no degree/no degree yet","19","","",""
"Less important","1990","35-65 y.","lower secondary degree","213","0.0961772399246977","0.0841980433678001","0.108156436481595"
"Less important","1990","35-65 y.","secondary school degree","56","0.103616256525352","0.0795689497476646","0.12766356330304"
"Less important","1990","35-65 y.","college entrance qualification","53","0.112713631466438","0.0845106740578418","0.140916588875035"
