"plh0105","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","in school","West Germany","29","","",""
"Very important","1990","in school","East Germany","","","",""
"Very important","1990","inadequately","West Germany","15","","",""
"Very important","1990","inadequately","East Germany","","","",""
"Very important","1990","general elemantary","West Germany","388","0.240103040592688","0.219360414816723","0.260845666368653"
"Very important","1990","general elemantary","East Germany","","","",""
"Very important","1990","middle vocational","West Germany","844","0.206608038333297","0.193883365509093","0.219332711157502"
"Very important","1990","middle vocational","East Germany","","","",""
"Very important","1990","vocational + Abi","West Germany","52","0.2492352705979","0.19002080120191","0.30844973999389"
"Very important","1990","vocational + Abi","East Germany","","","",""
"Very important","1990","higher vocational","West Germany","106","0.217872767935787","0.181653639337523","0.254091896534052"
"Very important","1990","higher vocational","East Germany","","","",""
"Very important","1990","higher education","West Germany","121","0.178460713895564","0.149159767194334","0.207761660596794"
"Very important","1990","higher education","East Germany","","","",""
"Important","1990","in school","West Germany","65","0.570844831960299","0.478349895443394","0.663339768477204"
"Important","1990","in school","East Germany","","","",""
"Important","1990","inadequately","West Germany","48","0.650010050059642","0.541337451058389","0.758682649060894"
"Important","1990","inadequately","East Germany","","","",""
"Important","1990","general elemantary","West Germany","1074","0.650642560494025","0.627490279698539","0.673794841289511"
"Important","1990","general elemantary","East Germany","","","",""
"Important","1990","middle vocational","West Germany","2645","0.680799485168001","0.666148375461027","0.695450594874975"
"Important","1990","middle vocational","East Germany","","","",""
"Important","1990","vocational + Abi","West Germany","137","0.654539317740226","0.589445709862554","0.719632925617898"
"Important","1990","vocational + Abi","East Germany","","","",""
"Important","1990","higher vocational","West Germany","341","0.661876640294198","0.620369392962558","0.703383887625837"
"Important","1990","higher vocational","East Germany","","","",""
"Important","1990","higher education","West Germany","447","0.688915551926103","0.653489862097715","0.72434124175449"
"Important","1990","higher education","East Germany","","","",""
"Less important","1990","in school","West Germany","16","","",""
"Less important","1990","in school","East Germany","","","",""
"Less important","1990","inadequately","West Germany","6","","",""
"Less important","1990","inadequately","East Germany","","","",""
"Less important","1990","general elemantary","West Germany","144","0.0936503349656783","0.0795024960723673","0.107798173858989"
"Less important","1990","general elemantary","East Germany","","","",""
"Less important","1990","middle vocational","West Germany","375","0.104004066539049","0.0944098989808081","0.113598234097289"
"Less important","1990","middle vocational","East Germany","","","",""
"Less important","1990","vocational + Abi","West Germany","16","","",""
"Less important","1990","vocational + Abi","East Germany","","","",""
"Less important","1990","higher vocational","West Germany","49","0.108610540073706","0.0813102317364342","0.135910848410977"
"Less important","1990","higher vocational","East Germany","","","",""
"Less important","1990","higher education","West Germany","83","0.1238582726122","0.0986498388537907","0.149066706370609"
"Less important","1990","higher education","East Germany","","","",""
"Quite unimportant","1990","in school","West Germany","","","",""
"Quite unimportant","1990","in school","East Germany","","","",""
"Quite unimportant","1990","inadequately","West Germany","5","","",""
"Quite unimportant","1990","inadequately","East Germany","","","",""
"Quite unimportant","1990","general elemantary","West Germany","23","","",""
"Quite unimportant","1990","general elemantary","East Germany","","","",""
"Quite unimportant","1990","middle vocational","West Germany","25","","",""
"Quite unimportant","1990","middle vocational","East Germany","","","",""
"Quite unimportant","1990","vocational + Abi","West Germany","","","",""
"Quite unimportant","1990","vocational + Abi","East Germany","","","",""
"Quite unimportant","1990","higher vocational","West Germany","3","","",""
"Quite unimportant","1990","higher vocational","East Germany","","","",""
"Quite unimportant","1990","higher education","West Germany","5","","",""
"Quite unimportant","1990","higher education","East Germany","","","",""
"Very important","1991","in school","West Germany","","","",""
"Very important","1991","in school","East Germany","","","",""
"Very important","1991","inadequately","West Germany","","","",""
"Very important","1991","inadequately","East Germany","","","",""
"Very important","1991","general elemantary","West Germany","","","",""
