"plh0105","year","e11103","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","Male","350","0.152012598628008","0.137077568762411","0.166947628493604"
"Very important","1990","Full Time","Female","262","0.264464010779585","0.236694293635476","0.292233727923693"
"Very important","1990","Part Time","Male","55","0.158411291367807","0.120798391055624","0.19602419167999"
"Very important","1990","Part Time","Female","254","0.24598421666972","0.218937630758905","0.273030802580535"
"Very important","1990","Not Working","Male","145","0.17184581050739","0.146364772169951","0.197326848844829"
"Very important","1990","Not Working","Female","509","0.276311259058627","0.255502485599123","0.297120032518131"
"Important","1990","Full Time","Male","1568","0.705431012546919","0.686468652477781","0.724393372616058"
"Important","1990","Full Time","Female","635","0.656195118338441","0.626289091443158","0.686101145233723"
"Important","1990","Part Time","Male","256","0.68147538136394","0.633481000493046","0.729469762234835"
"Important","1990","Part Time","Female","651","0.676709280740697","0.647335063823788","0.706083497657606"
"Important","1990","Not Working","Male","577","0.681548718380412","0.650081235939278","0.713016200821546"
"Important","1990","Not Working","Female","1115","0.626592844036876","0.604083889867933","0.649101798205818"
"Less important","1990","Full Time","Male","289","0.136760185035643","0.122467389692456","0.15105298037883"
"Less important","1990","Full Time","Female","68","0.075992748228865","0.0593083722618819","0.092677124195848"
"Less important","1990","Part Time","Male","47","0.139779158137413","0.104058455227994","0.175499861046832"
"Less important","1990","Part Time","Female","64","0.07274132954555","0.0564311147148564","0.0890515443762437"
"Less important","1990","Not Working","Male","105","0.126108360178068","0.10368540871596","0.148531311640175"
"Less important","1990","Not Working","Female","129","0.081913129267011","0.069151975838049","0.0946742826959731"
"Quite unimportant","1990","Full Time","Male","13","","",""
"Quite unimportant","1990","Full Time","Female","4","","",""
"Quite unimportant","1990","Part Time","Male","4","","",""
"Quite unimportant","1990","Part Time","Female","5","","",""
"Quite unimportant","1990","Not Working","Male","15","","",""
"Quite unimportant","1990","Not Working","Female","21","","",""
"Very important","1991","Full Time","Male","","","",""
"Very important","1991","Full Time","Female","","","",""
"Very important","1991","Part Time","Male","","","",""
"Very important","1991","Part Time","Female","","","",""
"Very important","1991","Not Working","Male","","","",""
"Very important","1991","Not Working","Female","","","",""
"Important","1991","Full Time","Male","","","",""
"Important","1991","Full Time","Female","","","",""
"Important","1991","Part Time","Male","","","",""
"Important","1991","Part Time","Female","","","",""
"Important","1991","Not Working","Male","","","",""
"Important","1991","Not Working","Female","","","",""
"Less important","1991","Full Time","Male","","","",""
"Less important","1991","Full Time","Female","","","",""
"Less important","1991","Part Time","Male","","","",""
"Less important","1991","Part Time","Female","","","",""
"Less important","1991","Not Working","Male","","","",""
"Less important","1991","Not Working","Female","","","",""
"Quite unimportant","1991","Full Time","Male","","","",""
"Quite unimportant","1991","Full Time","Female","","","",""
"Quite unimportant","1991","Part Time","Male","","","",""
"Quite unimportant","1991","Part Time","Female","","","",""
"Quite unimportant","1991","Not Working","Male","","","",""
"Quite unimportant","1991","Not Working","Female","","","",""
"Very important","1992","Full Time","Male","639","0.179566960308637","0.166774019724874","0.1923599008924"
"Very important","1992","Full Time","Female","561","0.307899493142602","0.287027026694694","0.328771959590509"
"Very important","1992","Part Time","Male","126","0.208140767710215","0.176464355949875","0.239817179470556"
"Very important","1992","Part Time","Female","454","0.308855475378833","0.285427493435438","0.332283457322227"
"Very important","1992","Not Working","Male","217","0.185806540548108","0.163148665316306","0.20846441577991"
"Very important","1992","Not Working","Female","658","0.242104641003487","0.225016861186933","0.259192420820041"
"Important","1992","Full Time","Male","2369","0.68278684455787","0.667275345742987","0.698298343372752"
"Important","1992","Full Time","Female","1196","0.629053543630279","0.607211960147377","0.650895127113182"
"Important","1992","Part Time","Male","404","0.632640420147604","0.595025723451016","0.670255116844192"
"Important","1992","Part Time","Female","937","0.627467757576296","0.602951711277892","0.6519838038747"
"Important","1992","Not Working","Male","733","0.634049383160857","0.605988737380309","0.662110028941406"
"Important","1992","Not Working","Female","1503","0.634962498665399","0.615757148151354","0.654167849179444"
"Less important","1992","Full Time","Male","429","0.132280317944334","0.120988264217464","0.143572371671204"
"Less important","1992","Full Time","Female","119","0.0615318755846648","0.0506665050675469","0.0723972461017827"
"Less important","1992","Part Time","Male","100","0.156712417453125","0.128348058737138","0.185076776169111"
"Less important","1992","Part Time","Female","100","0.0618872181999449","0.0496691990969544","0.0741052373029353"
"Less important","1992","Not Working","Male","157","0.1571439889591","0.135943276375526","0.178344701542675"
"Less important","1992","Not Working","Female","209","0.0981089705861103","0.0862427927916134","0.109975148380607"
"Quite unimportant","1992","Full Time","Male","21","","",""
"Quite unimportant","1992","Full Time","Female","3","","",""
"Quite unimportant","1992","Part Time","Male","1","","",""
"Quite unimportant","1992","Part Time","Female","3","","",""
"Quite unimportant","1992","Not Working","Male","25","","",""
"Quite unimportant","1992","Not Working","Female","44","0.0248238897450038","0.0186172590957777","0.0310305203942298"
"Very important","1993","Full Time","Male","","","",""
"Very important","1993","Full Time","Female","","","",""
"Very important","1993","Part Time","Male","","","",""
"Very important","1993","Part Time","Female","","","",""
"Very important","1993","Not Working","Male","","","",""
"Very important","1993","Not Working","Female","","","",""
"Important","1993","Full Time","Male","","","",""
"Important","1993","Full Time","Female","","","",""
"Important","1993","Part Time","Male","","","",""
"Important","1993","Part Time","Female","","","",""
"Important","1993","Not Working","Male","","","",""
"Important","1993","Not Working","Female","","","",""
"Less important","1993","Full Time","Male","","","",""
"Less important","1993","Full Time","Female","","","",""
"Less important","1993","Part Time","Male","","","",""
"Less important","1993","Part Time","Female","","","",""
"Less important","1993","Not Working","Male","","","",""
"Less important","1993","Not Working","Female","","","",""
"Quite unimportant","1993","Full Time","Male","","","",""
"Quite unimportant","1993","Full Time","Female","","","",""
"Quite unimportant","1993","Part Time","Male","","","",""
"Quite unimportant","1993","Part Time","Female","","","",""
"Quite unimportant","1993","Not Working","Male","","","",""
"Quite unimportant","1993","Not Working","Female","","","",""
"Very important","1994","Full Time","Male","","","",""
"Very important","1994","Full Time","Female","","","",""
"Very important","1994","Part Time","Male","","","",""
"Very important","1994","Part Time","Female","","","",""
"Very important","1994","Not Working","Male","","","",""
"Very important","1994","Not Working","Female","","","",""
"Important","1994","Full Time","Male","","","",""
"Important","1994","Full Time","Female","","","",""
"Important","1994","Part Time","Male","","","",""
"Important","1994","Part Time","Female","","","",""
"Important","1994","Not Working","Male","","","",""
"Important","1994","Not Working","Female","","","",""
"Less important","1994","Full Time","Male","","","",""
"Less important","1994","Full Time","Female","","","",""
"Less important","1994","Part Time","Male","","","",""
"Less important","1994","Part Time","Female","","","",""
"Less important","1994","Not Working","Male","","","",""
"Less important","1994","Not Working","Female","","","",""
"Quite unimportant","1994","Full Time","Male","","","",""
"Quite unimportant","1994","Full Time","Female","","","",""
"Quite unimportant","1994","Part Time","Male","","","",""
"Quite unimportant","1994","Part Time","Female","","","",""
"Quite unimportant","1994","Not Working","Male","","","",""
"Quite unimportant","1994","Not Working","Female","","","",""
"Very important","1995","Full Time","Male","656","0.183148087550282","0.16990519883741","0.196390976263153"
"Very important","1995","Full Time","Female","530","0.296546649479573","0.274777550739244","0.318315748219903"
"Very important","1995","Part Time","Male","154","0.228329110839066","0.196986499210239","0.259671722467893"
