"plh0193","year","sex","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Male","1061","0.0961433410058727","0.0905504730160868","0.101736208995659","4"
"Disagree fully","2003","Female","1081","0.0947366186677525","0.0893788949233542","0.100094342412151","4"
"Fully agree","2003","Male","902","0.0896235606093102","0.0842042157964975","0.0950429054221229","1"
"Fully agree","2003","Female","927","0.0894526528864798","0.0842313152297006","0.094673990543259","1"
"Rather agree","2003","Male","3519","0.339442683251377","0.330458809042381","0.348426557460373","2"
"Rather agree","2003","Female","3853","0.342824127950044","0.334140316298029","0.351507939602059","2"
"Rather disagree","2003","Male","5190","0.47479041513344","0.465316216716986","0.484264613549894","3"
"Rather disagree","2003","Female","5616","0.472986600495724","0.463852429286318","0.482120771705129","3"
"Disagree fully","2004","Female","","","","","4"
"Disagree fully","2004","Male","","","","","4"
"Fully agree","2004","Male","","","","","1"
"Fully agree","2004","Female","","","","","1"
"Rather agree","2004","Male","","","","","2"
"Rather agree","2004","Female","","","","","2"
"Rather disagree","2004","Female","","","","","3"
"Rather disagree","2004","Male","","","","","3"
"Disagree fully","2005","Male","","","","","4"
"Disagree fully","2005","Female","","","","","4"
"Fully agree","2005","Male","","","","","1"
"Fully agree","2005","Female","","","","","1"
"Rather agree","2005","Female","","","","","2"
"Rather agree","2005","Male","","","","","2"
"Rather disagree","2005","Male","","","","","3"
"Rather disagree","2005","Female","","","","","3"
"Disagree fully","2006","Male","","","","","4"
"Disagree fully","2006","Female","","","","","4"
"Fully agree","2006","Male","","","","","1"
"Fully agree","2006","Female","","","","","1"
"Rather agree","2006","Male","","","","","2"
"Rather agree","2006","Female","","","","","2"
"Rather disagree","2006","Male","","","","","3"
"Rather disagree","2006","Female","","","","","3"
"Disagree fully","2007","Male","","","","","4"
"Disagree fully","2007","Female","","","","","4"
"Fully agree","2007","Male","","","","","1"
"Fully agree","2007","Female","","","","","1"
"Rather agree","2007","Male","","","","","2"
"Rather agree","2007","Female","","","","","2"
"Rather disagree","2007","Male","","","","","3"
"Rather disagree","2007","Female","","","","","3"
"Disagree fully","2008","Male","1001","0.101533212516252","0.095366474495456","0.107699950537047","4"
"Disagree fully","2008","Female","1058","0.0933364315553962","0.0876718137591737","0.0990010493516187","4"
"Fully agree","2008","Female","699","0.0757599712232499","0.070607278780463","0.0809126636660368","1"
"Fully agree","2008","Male","694","0.0855842218389572","0.0798724726334212","0.0912959710444932","1"
"Rather agree","2008","Female","3309","0.345352614718966","0.336093765185718","0.354611464252215","2"
"Rather agree","2008","Male","3059","0.347484227166999","0.337762051223051","0.357206403110948","2"
"Rather disagree","2008","Female","5065","0.485550982502388","0.47581879375663","0.495283171248145","3"
"Rather disagree","2008","Male","4461","0.465398338477792","0.455214113431803","0.475582563523781","3"
"Disagree fully","2009","Male","","","","","4"
"Disagree fully","2009","Female","","","","","4"
"Fully agree","2009","Female","","","","","1"
"Fully agree","2009","Male","","","","","1"
"Rather agree","2009","Female","","","","","2"
"Rather agree","2009","Male","","","","","2"
"Rather disagree","2009","Female","","","","","3"
"Rather disagree","2009","Male","","","","","3"
"Disagree fully","2010","Female","","","","","4"
"Disagree fully","2010","Male","","","","","4"
"Fully agree","2010","Female","","","","","1"
"Fully agree","2010","Male","","","","","1"
"Rather agree","2010","Female","","","","","2"
"Rather agree","2010","Male","","","","","2"
"Rather disagree","2010","Female","","","","","3"
"Rather disagree","2010","Male","","","","","3"
"Disagree fully","2011","Female","","","","","4"
"Disagree fully","2011","Male","","","","","4"
"Fully agree","2011","Female","","","","","1"
"Fully agree","2011","Male","","","","","1"
"Rather agree","2011","Female","","","","","2"
"Rather agree","2011","Male","","","","","2"
"Rather disagree","2011","Female","","","","","3"
"Rather disagree","2011","Male","","","","","3"
"Disagree fully","2012","Female","","","","","4"
"Disagree fully","2012","Male","","","","","4"
"Fully agree","2012","Male","","","","","1"
"Fully agree","2012","Female","","","","","1"
"Rather agree","2012","Female","","","","","2"
"Rather agree","2012","Male","","","","","2"
"Rather disagree","2012","Female","","","","","3"
"Rather disagree","2012","Male","","","","","3"
"Disagree fully","2013","Female","1585","0.105908162316821","0.100805030822589","0.111011293811053","4"
"Disagree fully","2013","Male","1274","0.104497644353034","0.0989154226119554","0.110079866094113","4"
"Fully agree","2013","Male","770","0.0673417221059552","0.0627684836049179","0.0719149606069926","1"
"Fully agree","2013","Female","919","0.0709779836976479","0.0667194919505108","0.075236475444785","1"
"Rather agree","2013","Female","4120","0.311813392229426","0.304131265482376","0.319495518976476","2"
"Rather agree","2013","Male","3536","0.320893228319909","0.312374597953876","0.329411858685942","2"
"Rather disagree","2013","Female","7344","0.511300461756105","0.503010738455517","0.519590185056693","3"
"Rather disagree","2013","Male","5956","0.507267405221102","0.498144259912278","0.516390550529925","3"
"Disagree fully","2014","Male","","","","","4"
"Disagree fully","2014","Female","","","","","4"
"Fully agree","2014","Male","","","","","1"
"Fully agree","2014","Female","","","","","1"
"Rather agree","2014","Male","","","","","2"
"Rather agree","2014","Female","","","","","2"
"Rather disagree","2014","Male","","","","","3"
"Rather disagree","2014","Female","","","","","3"
"Disagree fully","2015","Male","","","","","4"
"Disagree fully","2015","Female","","","","","4"
"Fully agree","2015","Male","","","","","1"
"Fully agree","2015","Female","","","","","1"
"Rather agree","2015","Male","","","","","2"
"Rather agree","2015","Female","","","","","2"
"Rather disagree","2015","Male","","","","","3"
"Rather disagree","2015","Female","","","","","3"
"Disagree fully","2016","Male","","","","","4"
"Disagree fully","2016","Female","","","","","4"
"Fully agree","2016","Male","","","","","1"
"Fully agree","2016","Female","","","","","1"
"Rather agree","2016","Male","","","","","2"
"Rather agree","2016","Female","","","","","2"
"Rather disagree","2016","Female","","","","","3"
"Rather disagree","2016","Male","","","","","3"
"Disagree fully","2017","Male","","","","","4"
"Disagree fully","2017","Female","","","","","4"
"Fully agree","2017","Female","","","","","1"
"Fully agree","2017","Male","","","","","1"
"Rather agree","2017","Female","","","","","2"
"Rather agree","2017","Male","","","","","2"
"Rather disagree","2017","Male","","","","","3"
"Rather disagree","2017","Female","","","","","3"
"Disagree fully","2018","Male","1910","0.127613315052341","0.12211902410433","0.133107606000352","4"
"Disagree fully","2018","Female","1937","0.122377389018606","0.117177724575138","0.127577053462074","4"
"Fully agree","2018","Male","1258","0.0629257789033581","0.0589271560906189","0.0669244017160974","1"
"Fully agree","2018","Female","1230","0.0672178006588731","0.0632449421492692","0.071190659168477","1"
"Rather agree","2018","Male","4312","0.292310159346391","0.284820663582944","0.299799655109838","2"
"Rather agree","2018","Female","4443","0.293984641204103","0.286756273786576","0.30121300862163","2"
"Rather disagree","2018","Male","6687","0.51715074669791","0.508922193064953","0.525379300330866","3"
"Rather disagree","2018","Female","7650","0.516420169118418","0.508491386491743","0.524348951745092","3"
