"plh0193","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","no migration background","West Germany","943","0.077337484587115","0.0728384104871974","0.0818365586870326"
"Fully agree","2003","no migration background","East Germany","473","0.110912818512769","0.102390802519338","0.1194348345062"
"Fully agree","2003","direct migration background","West Germany","313","0.116742062552572","0.104162222430312","0.129321902674832"
"Fully agree","2003","direct migration background","East Germany","17","","",""
"Fully agree","2003","indirect migration background","West Germany","78","0.105847592579559","0.0838449729984085","0.127850212160709"
"Fully agree","2003","indirect migration background","East Germany","5","","",""
"Rather agree","2003","no migration background","West Germany","4207","0.326265831617558","0.318369292882559","0.334162370352557"
"Rather agree","2003","no migration background","East Germany","2008","0.385453924121445","0.372245750767975","0.398662097474915"
"Rather agree","2003","direct migration background","West Germany","839","0.338989201020922","0.320444711827616","0.357533690214228"
"Rather agree","2003","direct migration background","East Germany","40","0.434051331111728","0.339250420475794","0.528852241747662"
"Rather agree","2003","indirect migration background","West Germany","268","0.393765999984668","0.35882242179043","0.428709578178905"
"Rather agree","2003","indirect migration background","East Germany","10","","",""
"Rather disagree","2003","no migration background","West Germany","6906","0.493397108213158","0.484976590021824","0.501817626404493"
"Rather disagree","2003","no migration background","East Germany","2463","0.448901044800326","0.435403045490586","0.462399044110067"
"Rather disagree","2003","direct migration background","West Germany","1054","0.428114293809985","0.40872990325893","0.44749868436104"
"Rather disagree","2003","direct migration background","East Germany","39","0.340804328328053","0.250144860391689","0.431463796264416"
"Rather disagree","2003","indirect migration background","West Germany","328","0.404093997330398","0.368997950394215","0.439190044266581"
"Rather disagree","2003","indirect migration background","East Germany","16","","",""
"Disagree fully","2003","no migration background","West Germany","1486","0.102999575582169","0.0978801559668062","0.108118995197531"
"Disagree fully","2003","no migration background","East Germany","272","0.0547322125654598","0.048559469058137","0.0609049560727825"
"Disagree fully","2003","direct migration background","West Germany","297","0.116154442616521","0.103602129318707","0.128706755914335"
"Disagree fully","2003","direct migration background","East Germany","9","","",""
