"plh0193","year","age_gr","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","16-34 y.","605","0.101585782479476","0.0938528731666786","0.109318691792274","4"
"Disagree fully","2003","35-65 y.","1162","0.091063434078898","0.0860433748749753","0.0960834932828207","4"
"Disagree fully","2003","66 and older","375","0.0992050149950303","0.0895321744510797","0.108877855538981","4"
"Fully agree","2003","16-34 y.","419","0.0722861491923082","0.0656575355068503","0.078914762877766","1"
"Fully agree","2003","35-65 y.","1019","0.0898780667875782","0.0848875365530257","0.0948685970221307","1"
"Fully agree","2003","66 and older","391","0.10849349028728","0.0984302385959119","0.118556741978648","1"
"Rather agree","2003","16-34 y.","1889","0.321169197132842","0.309217327224793","0.333121067040892","2"
"Rather agree","2003","35-65 y.","4262","0.353539178975005","0.345197376178717","0.361880981771293","2"
"Rather agree","2003","66 and older","1221","0.333342204807677","0.318088656992112","0.348595752623242","2"
"Rather disagree","2003","16-34 y.","2950","0.504958871195373","0.492161027895228","0.517756714495519","3"
"Rather disagree","2003","35-65 y.","6174","0.465519320158519","0.456815600383365","0.474223039933673","3"
"Rather disagree","2003","66 and older","1682","0.458959289910013","0.442835159952847","0.475083419867178","3"
"Disagree fully","2004","16-34 y.","","","","","4"
"Disagree fully","2004","35-65 y.","","","","","4"
"Disagree fully","2004","66 and older","","","","","4"
"Fully agree","2004","16-34 y.","","","","","1"
"Fully agree","2004","35-65 y.","","","","","1"
"Fully agree","2004","66 and older","","","","","1"
"Rather agree","2004","16-34 y.","","","","","2"
"Rather agree","2004","35-65 y.","","","","","2"
"Rather agree","2004","66 and older","","","","","2"
"Rather disagree","2004","16-34 y.","","","","","3"
"Rather disagree","2004","35-65 y.","","","","","3"
"Rather disagree","2004","66 and older","","","","","3"
"Disagree fully","2005","16-34 y.","","","","","4"
"Disagree fully","2005","35-65 y.","","","","","4"
"Disagree fully","2005","66 and older","","","","","4"
"Fully agree","2005","16-34 y.","","","","","1"
"Fully agree","2005","35-65 y.","","","","","1"
"Fully agree","2005","66 and older","","","","","1"
"Rather agree","2005","16-34 y.","","","","","2"
"Rather agree","2005","35-65 y.","","","","","2"
"Rather agree","2005","66 and older","","","","","2"
"Rather disagree","2005","16-34 y.","","","","","3"
"Rather disagree","2005","35-65 y.","","","","","3"
"Rather disagree","2005","66 and older","","","","","3"
"Disagree fully","2006","16-34 y.","","","","","4"
"Disagree fully","2006","35-65 y.","","","","","4"
"Disagree fully","2006","66 and older","","","","","4"
"Fully agree","2006","16-34 y.","","","","","1"
"Fully agree","2006","35-65 y.","","","","","1"
"Fully agree","2006","66 and older","","","","","1"
"Rather agree","2006","35-65 y.","","","","","2"
"Rather agree","2006","66 and older","","","","","2"
"Rather agree","2006","16-34 y.","","","","","2"
"Rather disagree","2006","16-34 y.","","","","","3"
"Rather disagree","2006","35-65 y.","","","","","3"
"Rather disagree","2006","66 and older","","","","","3"
"Disagree fully","2007","16-34 y.","","","","","4"
"Disagree fully","2007","35-65 y.","","","","","4"
"Disagree fully","2007","66 and older","","","","","4"
"Fully agree","2007","16-34 y.","","","","","1"
"Fully agree","2007","35-65 y.","","","","","1"
"Fully agree","2007","66 and older","","","","","1"
"Rather agree","2007","16-34 y.","","","","","2"
"Rather agree","2007","35-65 y.","","","","","2"
"Rather agree","2007","66 and older","","","","","2"
"Rather disagree","2007","16-34 y.","","","","","3"
"Rather disagree","2007","35-65 y.","","","","","3"
"Rather disagree","2007","66 and older","","","","","3"
"Disagree fully","2008","16-34 y.","512","0.107447065204146","0.0982569801578526","0.11663715025044","4"
"Disagree fully","2008","35-65 y.","1054","0.0883923616643682","0.083002942595845","0.0937817807328915","4"
"Disagree fully","2008","66 and older","493","0.107157194010719","0.0979409744687453","0.116373413552693","4"
"Fully agree","2008","16-34 y.","253","0.0656564371754253","0.0583062700263556","0.073006604324495","1"
"Fully agree","2008","35-65 y.","741","0.0816376843781177","0.0764391254153801","0.0868362433408553","1"
"Fully agree","2008","66 and older","399","0.0929618329863206","0.0843097681829365","0.101613897789705","1"
"Rather agree","2008","16-34 y.","1318","0.316290521695958","0.30249036081226","0.330090682579657","2"
"Rather agree","2008","35-65 y.","3634","0.360168821640211","0.351054667584758","0.369282975695664","2"
"Rather agree","2008","66 and older","1416","0.345688369035598","0.331517732875844","0.359859005195352","2"
"Rather disagree","2008","16-34 y.","2279","0.51060597592447","0.495771317940582","0.525440633908359","3"
"Rather disagree","2008","35-65 y.","5228","0.469801132317303","0.460325525413865","0.479276739220741","3"
"Rather disagree","2008","66 and older","2019","0.454192603967362","0.439357370663996","0.469027837270729","3"
"Disagree fully","2009","16-34 y.","","","","","4"
"Disagree fully","2009","35-65 y.","","","","","4"
"Disagree fully","2009","66 and older","","","","","4"
"Fully agree","2009","16-34 y.","","","","","1"
"Fully agree","2009","35-65 y.","","","","","1"
"Fully agree","2009","66 and older","","","","","1"
"Rather agree","2009","16-34 y.","","","","","2"
"Rather agree","2009","35-65 y.","","","","","2"
"Rather agree","2009","66 and older","","","","","2"
"Rather disagree","2009","16-34 y.","","","","","3"
"Rather disagree","2009","35-65 y.","","","","","3"
"Rather disagree","2009","66 and older","","","","","3"
"Disagree fully","2010","16-34 y.","","","","","4"
"Disagree fully","2010","35-65 y.","","","","","4"
"Disagree fully","2010","66 and older","","","","","4"
"Fully agree","2010","16-34 y.","","","","","1"
"Fully agree","2010","35-65 y.","","","","","1"
"Fully agree","2010","66 and older","","","","","1"
"Rather agree","2010","16-34 y.","","","","","2"
"Rather agree","2010","35-65 y.","","","","","2"
"Rather agree","2010","66 and older","","","","","2"
"Rather disagree","2010","16-34 y.","","","","","3"
