"plh0193","year","e11103","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Full Time","821","0.092619922246655","0.0865926983208133","0.0986471461724967","4"
"Disagree fully","2003","Part Time","527","0.101752101323255","0.0934686718128338","0.110035530833677","4"
"Disagree fully","2003","Not Working","794","0.094607396454012","0.0882514012127044","0.10096339169532","4"
"Fully agree","2003","Full Time","614","0.073672175986059","0.0682408658273564","0.0791034861447616","1"
"Fully agree","2003","Part Time","359","0.0761431849176806","0.0688761334633531","0.083410236372008","1"
"Fully agree","2003","Not Working","856","0.111049090596517","0.104225720322329","0.117872460870705","1"
"Rather agree","2003","Full Time","2958","0.346795649825896","0.336900283972454","0.356691015679339","2"
"Rather agree","2003","Part Time","1635","0.330867970738228","0.317975871027002","0.343760070449455","2"
"Rather agree","2003","Not Working","2779","0.341547627352113","0.331248738609888","0.351846516094337","2"
"Rather disagree","2003","Full Time","4494","0.48691225194139","0.476520430533529","0.49730407334925","3"
"Rather disagree","2003","Part Time","2596","0.491236743020836","0.477539168444761","0.504934317596912","3"
"Rather disagree","2003","Not Working","3716","0.452795885597358","0.441985816754196","0.46360595444052","3"
"Disagree fully","2004","Full Time","","","","","4"
"Disagree fully","2004","Part Time","","","","","4"
"Disagree fully","2004","Not Working","","","","","4"
"Fully agree","2004","Full Time","","","","","1"
"Fully agree","2004","Part Time","","","","","1"
"Fully agree","2004","Not Working","","","","","1"
"Rather agree","2004","Full Time","","","","","2"
"Rather agree","2004","Part Time","","","","","2"
"Rather agree","2004","Not Working","","","","","2"
"Rather disagree","2004","Full Time","","","","","3"
"Rather disagree","2004","Part Time","","","","","3"
"Rather disagree","2004","Not Working","","","","","3"
"Disagree fully","2005","Full Time","","","","","4"
"Disagree fully","2005","Part Time","","","","","4"
"Disagree fully","2005","Not Working","","","","","4"
"Fully agree","2005","Full Time","","","","","1"
"Fully agree","2005","Part Time","","","","","1"
"Fully agree","2005","Not Working","","","","","1"
"Rather agree","2005","Full Time","","","","","2"
"Rather agree","2005","Part Time","","","","","2"
"Rather agree","2005","Not Working","","","","","2"
"Rather disagree","2005","Full Time","","","","","3"
"Rather disagree","2005","Part Time","","","","","3"
"Rather disagree","2005","Not Working","","","","","3"
"Disagree fully","2006","Full Time","","","","","4"
"Disagree fully","2006","Part Time","","","","","4"
"Disagree fully","2006","Not Working","","","","","4"
"Fully agree","2006","Full Time","","","","","1"
"Fully agree","2006","Part Time","","","","","1"
"Fully agree","2006","Not Working","","","","","1"
"Rather agree","2006","Part Time","","","","","2"
"Rather agree","2006","Not Working","","","","","2"
"Rather agree","2006","Full Time","","","","","2"
"Rather disagree","2006","Full Time","","","","","3"
"Rather disagree","2006","Part Time","","","","","3"
"Rather disagree","2006","Not Working","","","","","3"
"Disagree fully","2007","Full Time","","","","","4"
"Disagree fully","2007","Part Time","","","","","4"
"Disagree fully","2007","Not Working","","","","","4"
"Fully agree","2007","Full Time","","","","","1"
"Fully agree","2007","Part Time","","","","","1"
"Fully agree","2007","Not Working","","","","","1"
"Rather agree","2007","Full Time","","","","","2"
"Rather agree","2007","Part Time","","","","","2"
"Rather agree","2007","Not Working","","","","","2"
"Rather disagree","2007","Full Time","","","","","3"
"Rather disagree","2007","Part Time","","","","","3"
"Rather disagree","2007","Not Working","","","","","3"
"Disagree fully","2008","Full Time","779","0.0925317405812928","0.0859666263180072","0.0990968548445785","4"
"Disagree fully","2008","Part Time","485","0.103104997948079","0.0941319290986038","0.112078066797555","4"
"Disagree fully","2008","Not Working","795","0.0987477503680667","0.091973570235961","0.105521930500172","4"
"Fully agree","2008","Full Time","450","0.0729873737367114","0.067094218317725","0.0788805291556977","1"
"Fully agree","2008","Part Time","281","0.0740350482079673","0.0663091977926145","0.0817608986233202","1"
"Fully agree","2008","Not Working","662","0.0916158082412139","0.0850650745063196","0.0981665419761082","1"
"Rather agree","2008","Full Time","2499","0.352822391982121","0.341996317445429","0.363648466518812","2"
"Rather agree","2008","Part Time","1385","0.329771663762813","0.31589936608811","0.343643961437516","2"
"Rather agree","2008","Not Working","2484","0.349471568545059","0.338644546516709","0.360298590573408","2"
"Rather disagree","2008","Full Time","3756","0.481658493699875","0.470338171018826","0.492978816380925","3"
"Rather disagree","2008","Part Time","2261","0.49308829008114","0.478336020313829","0.507840559848452","3"
"Rather disagree","2008","Not Working","3509","0.460164872845661","0.448847196851518","0.471482548839804","3"
"Disagree fully","2009","Full Time","","","","","4"
"Disagree fully","2009","Part Time","","","","","4"
"Disagree fully","2009","Not Working","","","","","4"
"Fully agree","2009","Full Time","","","","","1"
"Fully agree","2009","Part Time","","","","","1"
"Fully agree","2009","Not Working","","","","","1"
"Rather agree","2009","Full Time","","","","","2"
"Rather agree","2009","Part Time","","","","","2"
"Rather agree","2009","Not Working","","","","","2"
"Rather disagree","2009","Full Time","","","","","3"
"Rather disagree","2009","Part Time","","","","","3"
"Rather disagree","2009","Not Working","","","","","3"
"Disagree fully","2010","Full Time","","","","","4"
"Disagree fully","2010","Part Time","","","","","4"
"Disagree fully","2010","Not Working","","","","","4"
"Fully agree","2010","Full Time","","","","","1"
"Fully agree","2010","Part Time","","","","","1"
"Fully agree","2010","Not Working","","","","","1"
"Rather agree","2010","Full Time","","","","","2"
"Rather agree","2010","Part Time","","","","","2"
"Rather agree","2010","Not Working","","","","","2"
"Rather disagree","2010","Full Time","","","","","3"
"Rather disagree","2010","Part Time","","","","","3"
"Rather disagree","2010","Not Working","","","","","3"
"Disagree fully","2011","Full Time","","","","","4"
"Disagree fully","2011","Part Time","","","","","4"
"Disagree fully","2011","Not Working","","","","","4"
"Fully agree","2011","Full Time","","","","","1"
"Fully agree","2011","Part Time","","","","","1"
"Fully agree","2011","Not Working","","","","","1"
"Rather agree","2011","Full Time","","","","","2"
"Rather agree","2011","Part Time","","","","","2"
"Rather agree","2011","Not Working","","","","","2"
"Rather disagree","2011","Full Time","","","","","3"
"Rather disagree","2011","Part Time","","","","","3"
"Rather disagree","2011","Not Working","","","","","3"
"Disagree fully","2012","Full Time","","","","","4"
"Disagree fully","2012","Part Time","","","","","4"
"Disagree fully","2012","Not Working","","","","","4"
"Fully agree","2012","Full Time","","","","","1"
"Fully agree","2012","Part Time","","","","","1"
"Fully agree","2012","Not Working","","","","","1"
"Rather agree","2012","Full Time","","","","","2"
"Rather agree","2012","Part Time","","","","","2"
"Rather agree","2012","Not Working","","","","","2"
"Rather disagree","2012","Full Time","","","","","3"
"Rather disagree","2012","Part Time","","","","","3"
"Rather disagree","2012","Not Working","","","","","3"
"Disagree fully","2013","Full Time","1091","0.1033850385319","0.097302890304653","0.109467186759147","4"
"Disagree fully","2013","Part Time","858","0.117834608576052","0.110338309084965","0.12533090806714","4"
"Disagree fully","2013","Not Working","910","0.0995390769968246","0.0932739768216727","0.105804177171976","4"
"Fully agree","2013","Full Time","502","0.0490984493752084","0.0447819982441594","0.0534149005062574","1"
"Fully agree","2013","Part Time","432","0.0622635230914006","0.0566453807295511","0.0678816654532501","1"
"Fully agree","2013","Not Working","755","0.0935711835115233","0.0874767029987197","0.0996656640243269","1"
"Rather agree","2013","Full Time","2810","0.308115438615336","0.298891875747737","0.317339001482934","2"
"Rather agree","2013","Part Time","2011","0.301079117937406","0.290413406855451","0.311744829019361","2"
"Rather agree","2013","Not Working","2835","0.333362026322964","0.323496917791422","0.343227134854506","2"
"Rather disagree","2013","Full Time","5223","0.539401073477556","0.529443752057341","0.549358394897771","3"
"Rather disagree","2013","Part Time","3805","0.518822750395141","0.50720565547228","0.530439845318002","3"
"Rather disagree","2013","Not Working","4272","0.473527713168688","0.463079085883723","0.483976340453654","3"
"Disagree fully","2014","Full Time","","","","","4"
"Disagree fully","2014","Part Time","","","","","4"
"Disagree fully","2014","Not Working","","","","","4"
"Fully agree","2014","Full Time","","","","","1"
"Fully agree","2014","Part Time","","","","","1"
"Fully agree","2014","Not Working","","","","","1"
"Rather agree","2014","Full Time","","","","","2"
"Rather agree","2014","Part Time","","","","","2"
"Rather agree","2014","Not Working","","","","","2"
"Rather disagree","2014","Full Time","","","","","3"
"Rather disagree","2014","Part Time","","","","","3"
"Rather disagree","2014","Not Working","","","","","3"
"Disagree fully","2015","Full Time","","","","","4"
"Disagree fully","2015","Part Time","","","","","4"
"Disagree fully","2015","Not Working","","","","","4"
"Fully agree","2015","Full Time","","","","","1"
"Fully agree","2015","Part Time","","","","","1"
"Fully agree","2015","Not Working","","","","","1"
"Rather agree","2015","Full Time","","","","","2"
"Rather agree","2015","Part Time","","","","","2"
"Rather agree","2015","Not Working","","","","","2"
"Rather disagree","2015","Not Working","","","","","3"
"Rather disagree","2015","Full Time","","","","","3"
"Rather disagree","2015","Part Time","","","","","3"
"Disagree fully","2016","Full Time","","","","","4"
