"plh0193","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","(0) in school","West Germany","20","","",""
"Fully agree","2003","(0) in school","East Germany","7","","",""
"Fully agree","2003","(1a) inadequately completed","West Germany","39","0.155621870267425","0.110687165777999","0.20055657475685"
"Fully agree","2003","(1a) inadequately completed","East Germany","6","","",""
"Fully agree","2003","(1b) general elementary school","West Germany","277","0.138148773225723","0.122584216218636","0.15371333023281"
"Fully agree","2003","(1b) general elementary school","East Germany","43","0.169393130626432","0.123263827985636","0.215522433267228"
"Fully agree","2003","(1c) basic vocational qualification","West Germany","558","0.108178923388898","0.0996509944113258","0.116706852366471"
"Fully agree","2003","(1c) basic vocational qualification","East Germany","180","0.172415874975495","0.151007820457433","0.193823929493556"
"Fully agree","2003","(2b) intermediate general qualification","West Germany","34","0.107666909532194","0.0794030330818588","0.135930785982529"
"Fully agree","2003","(2b) intermediate general qualification","East Germany","14","","",""
"Fully agree","2003","(2a) intermediate vocational","West Germany","189","0.0571233510537175","0.0492314332112876","0.0650152688961474"
"Fully agree","2003","(2a) intermediate vocational","East Germany","165","0.10749933316007","0.0933077872690777","0.121690879051062"
"Fully agree","2003","(2c_gen) general maturity certificate","West Germany","26","","",""
"Fully agree","2003","(2c_gen) general maturity certificate","East Germany","8","","",""
"Fully agree","2003","(2c_voc) vocational maturity certificate","West Germany","60","0.0349529510501512","0.0252629301065627","0.0446429719937397"
"Fully agree","2003","(2c_voc) vocational maturity certificate","East Germany","14","","",""
"Fully agree","2003","(3a) lower tertiary education","West Germany","47","0.0639100564674399","0.0490088543118132","0.0788112586230666"
"Fully agree","2003","(3a) lower tertiary education","East Germany","34","0.0515543234413238","0.0350191597344308","0.0680894871482168"
"Fully agree","2003","(3b) higher tertiary education","West Germany","67","0.0401584054411518","0.0315966972956608","0.0487201135866428"
"Fully agree","2003","(3b) higher tertiary education","East Germany","17","","",""
"Rather agree","2003","(0) in school","West Germany","104","0.2161415874025","0.17832081684422","0.253962357960779"
"Rather agree","2003","(0) in school","East Germany","42","0.285827011937123","0.216037767330035","0.35561625654421"
"Rather agree","2003","(1a) inadequately completed","West Germany","95","0.421040598445467","0.359838807766159","0.482242389124776"
"Rather agree","2003","(1a) inadequately completed","East Germany","7","","",""
"Rather agree","2003","(1b) general elementary school","West Germany","664","0.344039684591147","0.322611264618064","0.365468104564229"
"Rather agree","2003","(1b) general elementary school","East Germany","109","0.431180488507262","0.370276178787056","0.492084798227468"
"Rather agree","2003","(1c) basic vocational qualification","West Germany","1835","0.366037483030633","0.352811500277851","0.379263465783414"
"Rather agree","2003","(1c) basic vocational qualification","East Germany","508","0.412108923579981","0.384213244089162","0.440004603070799"
"Rather agree","2003","(2b) intermediate general qualification","West Germany","152","0.35165518900571","0.308115167619834","0.395195210391586"
"Rather agree","2003","(2b) intermediate general qualification","East Germany","74","0.452379836818087","0.377339275555037","0.527420398081138"
"Rather agree","2003","(2a) intermediate vocational","West Germany","1136","0.348048018767014","0.331849486525455","0.364246551008572"
"Rather agree","2003","(2a) intermediate vocational","East Germany","755","0.403435044660238","0.38095805088393","0.425912038436546"
"Rather agree","2003","(2c_gen) general maturity certificate","West Germany","164","0.256307135148756","0.223540408413546","0.289073861883967"
"Rather agree","2003","(2c_gen) general maturity certificate","East Germany","47","0.239090659902005","0.177123704321466","0.301057615482543"
"Rather agree","2003","(2c_voc) vocational maturity certificate","West Germany","427","0.312697414234681","0.288238077182082","0.33715675128728"
"Rather agree","2003","(2c_voc) vocational maturity certificate","East Germany","60","0.281177660213108","0.217419966859044","0.344935353567172"
"Rather agree","2003","(3a) lower tertiary education","West Germany","268","0.289612840950056","0.261979437722114","0.317246244177998"
"Rather agree","2003","(3a) lower tertiary education","East Germany","268","0.411613258986338","0.374813426714217","0.448413091258459"
"Rather agree","2003","(3b) higher tertiary education","West Germany","400","0.217549249799367","0.199557238841187","0.235541260757548"
"Rather agree","2003","(3b) higher tertiary education","East Germany","176","0.290057297196263","0.253867748318124","0.326246846074401"
"Rather disagree","2003","(0) in school","West Germany","247","0.571720989466329","0.526253826484437","0.617188152448221"
"Rather disagree","2003","(0) in school","East Germany","92","0.565636304439573","0.489071257905864","0.642201350973282"
"Rather disagree","2003","(1a) inadequately completed","West Germany","93","0.329120952839232","0.270873362094593","0.387368543583871"
