"plh0193","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","16-34 y.","Female","306","0.0938689672176461","0.0835220172688895","0.104215917166403","4"
"Disagree fully","2003","35-65 y.","Female","566","0.0898261834889428","0.0828335176840776","0.096818849293808","4"
"Disagree fully","2003","16-34 y.","Male","299","0.109026066277276","0.0975043987518245","0.120547733802728","4"
"Disagree fully","2003","35-65 y.","Male","596","0.0922831060899974","0.0850753712464856","0.0994908409335092","4"
"Disagree fully","2003","66 and older","Male","166","0.0896712524044561","0.0759559294727715","0.103386575336141","4"
"Disagree fully","2003","66 and older","Female","209","0.105961940454795","0.0924794845213719","0.119444396388218","4"
"Fully agree","2003","16-34 y.","Male","206","0.0732167864530124","0.0635871014881114","0.0828464714179133","1"
"Fully agree","2003","16-34 y.","Female","213","0.0713209231321472","0.0621903690177376","0.0804514772465568","1"
"Fully agree","2003","35-65 y.","Male","525","0.0928926680811884","0.0856635961251205","0.100121740037256","1"
"Fully agree","2003","35-65 y.","Female","494","0.086820017414422","0.0799340136499209","0.0937060211789231","1"
"Fully agree","2003","66 and older","Male","171","0.102853996228102","0.088271816735639","0.117436175720564","1"
"Fully agree","2003","66 and older","Female","220","0.112490405526844","0.0986496332250585","0.12633117782863","1"
"Rather agree","2003","35-65 y.","Female","2202","0.354725234232718","0.343024920340604","0.366425548124831","2"
"Rather agree","2003","16-34 y.","Female","985","0.332110995272218","0.31540202830801","0.348819962236426","2"
"Rather agree","2003","16-34 y.","Male","904","0.310619497463618","0.293512983244041","0.327726011683194","2"
"Rather agree","2003","35-65 y.","Male","2060","0.352369974924351","0.340473304625868","0.364266645222834","2"
"Rather agree","2003","66 and older","Male","555","0.34092972786183","0.318174636241975","0.363684819481684","2"
"Rather agree","2003","66 and older","Female","666","0.327964650330723","0.307399796295986","0.348529504365461","2"
"Rather disagree","2003","16-34 y.","Male","1402","0.507137649806094","0.488655885951519","0.525619413660669","3"
"Rather disagree","2003","16-34 y.","Female","1548","0.502699114377988","0.484960507755411","0.520437721000566","3"
"Rather disagree","2003","35-65 y.","Female","3161","0.468628564863917","0.456424834296505","0.480832295431329","3"
"Rather disagree","2003","35-65 y.","Male","3013","0.462454250904463","0.450037596475021","0.474870905333905","3"
"Rather disagree","2003","66 and older","Male","775","0.466545023505613","0.442596653622052","0.490493393389173","3"
"Rather disagree","2003","66 and older","Female","907","0.453583003687637","0.431775470575093","0.475390536800182","3"
"Disagree fully","2004","16-34 y.","Female","","","","","4"
"Disagree fully","2004","35-65 y.","Female","","","","","4"
"Disagree fully","2004","16-34 y.","Male","","","","","4"
"Disagree fully","2004","35-65 y.","Male","","","","","4"
"Disagree fully","2004","66 and older","Male","","","","","4"
"Disagree fully","2004","66 and older","Female","","","","","4"
"Fully agree","2004","16-34 y.","Male","","","","","1"
"Fully agree","2004","16-34 y.","Female","","","","","1"
"Fully agree","2004","35-65 y.","Male","","","","","1"
"Fully agree","2004","35-65 y.","Female","","","","","1"
"Fully agree","2004","66 and older","Male","","","","","1"
"Fully agree","2004","66 and older","Female","","","","","1"
"Rather agree","2004","16-34 y.","Female","","","","","2"
"Rather agree","2004","16-34 y.","Male","","","","","2"
"Rather agree","2004","35-65 y.","Female","","","","","2"
"Rather agree","2004","35-65 y.","Male","","","","","2"
"Rather agree","2004","66 and older","Male","","","","","2"
"Rather agree","2004","66 and older","Female","","","","","2"
"Rather disagree","2004","16-34 y.","Female","","","","","3"
"Rather disagree","2004","16-34 y.","Male","","","","","3"
"Rather disagree","2004","35-65 y.","Female","","","","","3"
"Rather disagree","2004","35-65 y.","Male","","","","","3"
"Rather disagree","2004","66 and older","Male","","","","","3"
"Rather disagree","2004","66 and older","Female","","","","","3"
"Disagree fully","2005","16-34 y.","Female","","","","","4"
"Disagree fully","2005","16-34 y.","Male","","","","","4"
"Disagree fully","2005","35-65 y.","Female","","","","","4"
"Disagree fully","2005","35-65 y.","Male","","","","","4"
"Disagree fully","2005","66 and older","Male","","","","","4"
"Disagree fully","2005","66 and older","Female","","","","","4"
"Fully agree","2005","16-34 y.","Male","","","","","1"
"Fully agree","2005","16-34 y.","Female","","","","","1"
"Fully agree","2005","35-65 y.","Male","","","","","1"
"Fully agree","2005","35-65 y.","Female","","","","","1"
"Fully agree","2005","66 and older","Male","","","","","1"
"Fully agree","2005","66 and older","Female","","","","","1"
"Rather agree","2005","16-34 y.","Female","","","","","2"
"Rather agree","2005","16-34 y.","Male","","","","","2"
"Rather agree","2005","35-65 y.","Female","","","","","2"
"Rather agree","2005","35-65 y.","Male","","","","","2"
"Rather agree","2005","66 and older","Male","","","","","2"
"Rather agree","2005","66 and older","Female","","","","","2"
"Rather disagree","2005","16-34 y.","Female","","","","","3"
"Rather disagree","2005","16-34 y.","Male","","","","","3"
"Rather disagree","2005","35-65 y.","Female","","","","","3"
"Rather disagree","2005","35-65 y.","Male","","","","","3"
"Rather disagree","2005","66 and older","Male","","","","","3"
"Rather disagree","2005","66 and older","Female","","","","","3"
"Disagree fully","2006","35-65 y.","Female","","","","","4"
"Disagree fully","2006","16-34 y.","Male","","","","","4"
"Disagree fully","2006","16-34 y.","Female","","","","","4"
"Disagree fully","2006","35-65 y.","Male","","","","","4"
"Disagree fully","2006","66 and older","Male","","","","","4"
"Disagree fully","2006","66 and older","Female","","","","","4"
"Fully agree","2006","16-34 y.","Male","","","","","1"
"Fully agree","2006","16-34 y.","Female","","","","","1"
"Fully agree","2006","35-65 y.","Male","","","","","1"
"Fully agree","2006","35-65 y.","Female","","","","","1"
"Fully agree","2006","66 and older","Male","","","","","1"
"Fully agree","2006","66 and older","Female","","","","","1"
"Rather agree","2006","16-34 y.","Female","","","","","2"
"Rather agree","2006","16-34 y.","Male","","","","","2"
"Rather agree","2006","35-65 y.","Male","","","","","2"
"Rather agree","2006","35-65 y.","Female","","","","","2"
"Rather agree","2006","66 and older","Male","","","","","2"
"Rather agree","2006","66 and older","Female","","","","","2"
"Rather disagree","2006","16-34 y.","Female","","","","","3"
"Rather disagree","2006","16-34 y.","Male","","","","","3"
"Rather disagree","2006","35-65 y.","Female","","","","","3"
"Rather disagree","2006","35-65 y.","Male","","","","","3"
"Rather disagree","2006","66 and older","Male","","","","","3"
"Rather disagree","2006","66 and older","Female","","","","","3"
"Disagree fully","2007","16-34 y.","Female","","","","","4"
"Disagree fully","2007","35-65 y.","Female","","","","","4"
"Disagree fully","2007","16-34 y.","Male","","","","","4"
"Disagree fully","2007","35-65 y.","Male","","","","","4"
"Disagree fully","2007","66 and older","Male","","","","","4"
"Disagree fully","2007","66 and older","Female","","","","","4"
"Fully agree","2007","16-34 y.","Male","","","","","1"
"Fully agree","2007","16-34 y.","Female","","","","","1"
"Fully agree","2007","35-65 y.","Male","","","","","1"
"Fully agree","2007","35-65 y.","Female","","","","","1"
"Fully agree","2007","66 and older","Male","","","","","1"
"Fully agree","2007","66 and older","Female","","","","","1"
"Rather agree","2007","16-34 y.","Female","","","","","2"
"Rather agree","2007","16-34 y.","Male","","","","","2"
"Rather agree","2007","35-65 y.","Female","","","","","2"
"Rather agree","2007","35-65 y.","Male","","","","","2"
"Rather agree","2007","66 and older","Male","","","","","2"
"Rather agree","2007","66 and older","Female","","","","","2"
"Rather disagree","2007","16-34 y.","Female","","","","","3"
"Rather disagree","2007","16-34 y.","Male","","","","","3"
"Rather disagree","2007","35-65 y.","Female","","","","","3"
"Rather disagree","2007","35-65 y.","Male","","","","","3"
"Rather disagree","2007","66 and older","Male","","","","","3"
"Rather disagree","2007","66 and older","Female","","","","","3"
"Disagree fully","2008","35-65 y.","Female","546","0.087047441022593","0.0796348663418183","0.0944600157033678","4"
"Disagree fully","2008","16-34 y.","Male","252","0.118915664674855","0.104995059477076","0.132836269872634","4"
"Disagree fully","2008","16-34 y.","Female","260","0.0956013933238482","0.0835450101541697","0.107657776493527","4"
"Disagree fully","2008","35-65 y.","Male","508","0.0897266923616227","0.0818839641941815","0.0975694205290638","4"
"Disagree fully","2008","66 and older","Male","241","0.111852562699898","0.0981652534604904","0.125539871939305","4"
"Disagree fully","2008","66 and older","Female","252","0.103641196136325","0.0911576634613879","0.116124728811263","4"
"Fully agree","2008","16-34 y.","Male","116","0.0629497901423255","0.0525047907945487","0.0733947894901023","1"
"Fully agree","2008","16-34 y.","Female","137","0.0684520751896195","0.0580982483002026","0.0788059020790364","1"
"Fully agree","2008","35-65 y.","Male","395","0.0940072293456596","0.0859985035974835","0.102015955093836","1"
"Fully agree","2008","35-65 y.","Female","346","0.0691699682486426","0.0624978927190783","0.0758420437782068","1"
"Fully agree","2008","66 and older","Male","183","0.0903790026850971","0.0779276484924629","0.102830356877731","1"
"Fully agree","2008","66 and older","Female","216","0.0948959145143486","0.0828925396249352","0.106899289403762","1"
"Rather agree","2008","16-34 y.","Female","679","0.310646555278326","0.291672540480835","0.329620570075816","2"
"Rather agree","2008","16-34 y.","Male","639","0.321754828906562","0.301664560696982","0.341845097116143","2"
"Rather agree","2008","35-65 y.","Male","1753","0.359696666140213","0.346526795260339","0.372866537020087","2"
"Rather agree","2008","35-65 y.","Female","1881","0.360644724412576","0.348018372461289","0.373271076363863","2"
"Rather agree","2008","66 and older","Male","667","0.34601588995285","0.32535808387269","0.36667369603301","2"
"Rather agree","2008","66 and older","Female","749","0.345443113992787","0.325967447997769","0.364918779987804","2"
"Rather disagree","2008","16-34 y.","Female","1209","0.525299976208207","0.504825240423925","0.545774711992488","3"
"Rather disagree","2008","16-34 y.","Male","1070","0.496379716276257","0.47487724071848","0.517882191834034","3"
"Rather disagree","2008","35-65 y.","Female","2783","0.483137866316188","0.469998032607885","0.496277700024492","3"
"Rather disagree","2008","35-65 y.","Male","2445","0.456569412152505","0.442900124731753","0.470238699573256","3"
"Rather disagree","2008","66 and older","Male","946","0.451752544662155","0.43014073208381","0.4733643572405","3"
"Rather disagree","2008","66 and older","Female","1073","0.456019775356539","0.435620546793962","0.476419003919117","3"
"Disagree fully","2009","16-34 y.","Male","","","","","4"
"Disagree fully","2009","35-65 y.","Female","","","","","4"
"Disagree fully","2009","66 and older","Male","","","","","4"
"Disagree fully","2009","16-34 y.","Female","","","","","4"
"Disagree fully","2009","35-65 y.","Male","","","","","4"
"Disagree fully","2009","66 and older","Female","","","","","4"
"Fully agree","2009","16-34 y.","Male","","","","","1"
"Fully agree","2009","35-65 y.","Female","","","","","1"
"Fully agree","2009","66 and older","Male","","","","","1"
"Fully agree","2009","16-34 y.","Female","","","","","1"
"Fully agree","2009","35-65 y.","Male","","","","","1"
"Fully agree","2009","66 and older","Female","","","","","1"
"Rather agree","2009","16-34 y.","Male","","","","","2"
"Rather agree","2009","16-34 y.","Female","","","","","2"
"Rather agree","2009","35-65 y.","Female","","","","","2"
"Rather agree","2009","35-65 y.","Male","","","","","2"
"Rather agree","2009","66 and older","Female","","","","","2"
"Rather agree","2009","66 and older","Male","","","","","2"
"Rather disagree","2009","16-34 y.","Female","","","","","3"
"Rather disagree","2009","16-34 y.","Male","","","","","3"
"Rather disagree","2009","35-65 y.","Female","","","","","3"
"Rather disagree","2009","35-65 y.","Male","","","","","3"
"Rather disagree","2009","66 and older","Male","","","","","3"
"Rather disagree","2009","66 and older","Female","","","","","3"
"Disagree fully","2010","16-34 y.","Male","","","","","4"
"Disagree fully","2010","35-65 y.","Female","","","","","4"
"Disagree fully","2010","16-34 y.","Female","","","","","4"
"Disagree fully","2010","35-65 y.","Male","","","","","4"
"Disagree fully","2010","66 and older","Male","","","","","4"
"Disagree fully","2010","66 and older","Female","","","","","4"
"Fully agree","2010","16-34 y.","Male","","","","","1"
"Fully agree","2010","16-34 y.","Female","","","","","1"
"Fully agree","2010","35-65 y.","Male","","","","","1"
"Fully agree","2010","35-65 y.","Female","","","","","1"
"Fully agree","2010","66 and older","Male","","","","","1"
"Fully agree","2010","66 and older","Female","","","","","1"
"Rather agree","2010","16-34 y.","Male","","","","","2"
"Rather agree","2010","16-34 y.","Female","","","","","2"
"Rather agree","2010","35-65 y.","Male","","","","","2"
"Rather agree","2010","35-65 y.","Female","","","","","2"
"Rather agree","2010","66 and older","Male","","","","","2"
"Rather agree","2010","66 and older","Female","","","","","2"
"Rather disagree","2010","16-34 y.","Female","","","","","3"
"Rather disagree","2010","16-34 y.","Male","","","","","3"
"Rather disagree","2010","35-65 y.","Female","","","","","3"
"Rather disagree","2010","35-65 y.","Male","","","","","3"
"Rather disagree","2010","66 and older","Male","","","","","3"
"Rather disagree","2010","66 and older","Female","","","","","3"
"Disagree fully","2011","16-34 y.","Male","","","","","4"
"Disagree fully","2011","16-34 y.","Female","","","","","4"
"Disagree fully","2011","35-65 y.","Male","","","","","4"
"Disagree fully","2011","35-65 y.","Female","","","","","4"
"Disagree fully","2011","66 and older","Male","","","","","4"
"Disagree fully","2011","66 and older","Female","","","","","4"
"Fully agree","2011","16-34 y.","Male","","","","","1"
"Fully agree","2011","16-34 y.","Female","","","","","1"
"Fully agree","2011","35-65 y.","Female","","","","","1"
"Fully agree","2011","66 and older","Male","","","","","1"
"Fully agree","2011","35-65 y.","Male","","","","","1"
"Fully agree","2011","66 and older","Female","","","","","1"
"Rather agree","2011","16-34 y.","Male","","","","","2"
"Rather agree","2011","16-34 y.","Female","","","","","2"
"Rather agree","2011","35-65 y.","Female","","","","","2"
"Rather agree","2011","35-65 y.","Male","","","","","2"
"Rather agree","2011","66 and older","Female","","","","","2"
"Rather agree","2011","66 and older","Male","","","","","2"
"Rather disagree","2011","16-34 y.","Male","","","","","3"
"Rather disagree","2011","16-34 y.","Female","","","","","3"
"Rather disagree","2011","35-65 y.","Male","","","","","3"
"Rather disagree","2011","35-65 y.","Female","","","","","3"
"Rather disagree","2011","66 and older","Male","","","","","3"
"Rather disagree","2011","66 and older","Female","","","","","3"
"Disagree fully","2012","16-34 y.","Male","","","","","4"
"Disagree fully","2012","35-65 y.","Female","","","","","4"
"Disagree fully","2012","66 and older","Male","","","","","4"
"Disagree fully","2012","16-34 y.","Female","","","","","4"
"Disagree fully","2012","35-65 y.","Male","","","","","4"
"Disagree fully","2012","66 and older","Female","","","","","4"
"Fully agree","2012","16-34 y.","Male","","","","","1"
"Fully agree","2012","35-65 y.","Female","","","","","1"
"Fully agree","2012","66 and older","Male","","","","","1"
"Fully agree","2012","16-34 y.","Female","","","","","1"
"Fully agree","2012","35-65 y.","Male","","","","","1"
"Fully agree","2012","66 and older","Female","","","","","1"
"Rather agree","2012","16-34 y.","Male","","","","","2"
"Rather agree","2012","16-34 y.","Female","","","","","2"
"Rather agree","2012","35-65 y.","Female","","","","","2"
"Rather agree","2012","35-65 y.","Male","","","","","2"
"Rather agree","2012","66 and older","Female","","","","","2"
"Rather agree","2012","66 and older","Male","","","","","2"
"Rather disagree","2012","16-34 y.","Female","","","","","3"
"Rather disagree","2012","16-34 y.","Male","","","","","3"
"Rather disagree","2012","35-65 y.","Female","","","","","3"
"Rather disagree","2012","35-65 y.","Male","","","","","3"
"Rather disagree","2012","66 and older","Male","","","","","3"
"Rather disagree","2012","66 and older","Female","","","","","3"
"Disagree fully","2013","16-34 y.","Male","316","0.139891316844074","0.12617842038087","0.153604213307279","4"
"Disagree fully","2013","16-34 y.","Female","363","0.116604095226091","0.105435048849461","0.12777314160272","4"
"Disagree fully","2013","35-65 y.","Male","690","0.0905529190002807","0.0836665139372166","0.0974393240633449","4"
"Disagree fully","2013","35-65 y.","Female","936","0.10186410612704","0.0953273579626082","0.108400854291472","4"
"Disagree fully","2013","66 and older","Male","268","0.103938369925703","0.0917465949830755","0.116130144868331","4"
"Disagree fully","2013","66 and older","Female","286","0.105674875314925","0.0937917509969373","0.117557999632913","4"
"Fully agree","2013","16-34 y.","Male","136","0.0481461275941727","0.0396831542397737","0.0566091009485717","1"
"Fully agree","2013","16-34 y.","Female","202","0.0591519365815907","0.0509422659613386","0.0673616072018428","1"
"Fully agree","2013","35-65 y.","Female","522","0.06491999166133","0.0595953087367416","0.0702446745859184","1"
"Fully agree","2013","66 and older","Male","187","0.0885334731466655","0.0771850855919421","0.0998818607013888","1"
"Fully agree","2013","66 and older","Female","195","0.0899180313726633","0.07886043577702","0.100975626968307","1"
"Fully agree","2013","35-65 y.","Male","447","0.0656391964172581","0.0596963904023848","0.0715820024321314","1"
"Rather agree","2013","16-34 y.","Male","678","0.270386032428154","0.252827191354491","0.287944873501817","2"
"Rather agree","2013","16-34 y.","Female","913","0.278857337584543","0.263251641875977","0.29446303329311","2"
"Rather agree","2013","35-65 y.","Female","2382","0.316558814211754","0.306506688381204","0.326610940042304","2"
"Rather agree","2013","35-65 y.","Male","2078","0.335900656457612","0.324566881829307","0.347234431085918","2"
"Rather agree","2013","66 and older","Female","825","0.326220899116465","0.308098666074594","0.344343132158337","2"
"Rather agree","2013","66 and older","Male","780","0.332719825760524","0.313896190605173","0.351543460915875","2"
"Rather disagree","2013","16-34 y.","Male","1328","0.541576523133599","0.521878597568588","0.56127444869861","3"
"Rather disagree","2013","16-34 y.","Female","1694","0.545386630607775","0.528058374934429","0.562714886281122","3"
"Rather disagree","2013","35-65 y.","Male","3456","0.507907228124849","0.495910348247562","0.519904108002136","3"
"Rather disagree","2013","35-65 y.","Female","4385","0.516657087999876","0.50585745466454","0.527456721335212","3"
"Rather disagree","2013","66 and older","Female","1265","0.478186194195947","0.458877480100906","0.497494908290987","3"
"Rather disagree","2013","66 and older","Male","1172","0.474808331167107","0.454859009855082","0.494757652479133","3"
"Disagree fully","2014","16-34 y.","Male","","","","","4"
"Disagree fully","2014","16-34 y.","Female","","","","","4"
"Disagree fully","2014","35-65 y.","Male","","","","","4"
"Disagree fully","2014","35-65 y.","Female","","","","","4"
"Disagree fully","2014","66 and older","Male","","","","","4"
"Disagree fully","2014","66 and older","Female","","","","","4"
"Fully agree","2014","16-34 y.","Male","","","","","1"
"Fully agree","2014","16-34 y.","Female","","","","","1"
"Fully agree","2014","35-65 y.","Female","","","","","1"
"Fully agree","2014","66 and older","Female","","","","","1"
"Fully agree","2014","35-65 y.","Male","","","","","1"
"Fully agree","2014","66 and older","Male","","","","","1"
"Rather agree","2014","16-34 y.","Male","","","","","2"
"Rather agree","2014","16-34 y.","Female","","","","","2"
"Rather agree","2014","35-65 y.","Female","","","","","2"
"Rather agree","2014","35-65 y.","Male","","","","","2"
"Rather agree","2014","66 and older","Female","","","","","2"
"Rather agree","2014","66 and older","Male","","","","","2"
"Rather disagree","2014","16-34 y.","Male","","","","","3"
"Rather disagree","2014","16-34 y.","Female","","","","","3"
"Rather disagree","2014","35-65 y.","Female","","","","","3"
"Rather disagree","2014","35-65 y.","Male","","","","","3"
"Rather disagree","2014","66 and older","Female","","","","","3"
"Rather disagree","2014","66 and older","Male","","","","","3"
"Disagree fully","2015","16-34 y.","Male","","","","","4"
"Disagree fully","2015","16-34 y.","Female","","","","","4"
"Disagree fully","2015","35-65 y.","Male","","","","","4"
"Disagree fully","2015","35-65 y.","Female","","","","","4"
"Disagree fully","2015","66 and older","Male","","","","","4"
"Disagree fully","2015","66 and older","Female","","","","","4"
"Fully agree","2015","16-34 y.","Male","","","","","1"
