"plh0193","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","Not Employed","in school","22","","",""
"Fully agree","2003","Not Employed","inadequately","21","","",""
"Fully agree","2003","Not Employed","general elemantary","206","0.13530813125657","0.117875753053054","0.152740509460086"
"Fully agree","2003","Not Employed","middle vocational","480","0.119346049843425","0.109507419028385","0.129184680658465"
"Fully agree","2003","Not Employed","vocational + Abi","19","","",""
"Fully agree","2003","Not Employed","higher vocational","44","0.098916974812455","0.0723193272311339","0.125514622393776"
"Fully agree","2003","Not Employed","higher education","57","0.077398281950033","0.060564441674907","0.0942321222251589"
"Fully agree","2003","Employed","in school","5","","",""
"Fully agree","2003","Employed","inadequately","21","","",""
"Fully agree","2003","Employed","general elemantary","158","0.134014005281103","0.115203808182583","0.152824202379623"
"Fully agree","2003","Employed","middle vocational","554","0.0818758446553026","0.0754238968226776","0.0883277924879277"
"Fully agree","2003","Employed","vocational + Abi","40","0.0328449613637464","0.0210017115052804","0.0446882112222125"
"Fully agree","2003","Employed","higher vocational","75","0.0602671801630903","0.0468191736556333","0.0737151866705474"
"Fully agree","2003","Employed","higher education","108","0.0392832544210064","0.0327320722135805","0.0458344366284323"
"Rather agree","2003","Not Employed","in school","123","0.233732988147055","0.196601026897355","0.270864949396755"
"Rather agree","2003","Not Employed","inadequately","62","0.448940114138694","0.370637574650396","0.527242653626993"
"Rather agree","2003","Not Employed","general elemantary","529","0.341712834188801","0.317541404248174","0.365884264129429"
"Rather agree","2003","Not Employed","middle vocational","1468","0.35115177030437","0.336665820058031","0.365637720550709"
"Rather agree","2003","Not Employed","vocational + Abi","97","0.319785705926542","0.266199378032795","0.373372033820289"
"Rather agree","2003","Not Employed","higher vocational","179","0.377346146148051","0.334162559530643","0.420529732765459"
"Rather agree","2003","Not Employed","higher education","291","0.310689094696812","0.281536246456136","0.339841942937489"
"Rather agree","2003","Employed","in school","23","","",""
"Rather agree","2003","Employed","inadequately","34","0.334829146956282","0.243689422292332","0.425968871620231"
"Rather agree","2003","Employed","general elemantary","460","0.373709668185074","0.346996964975123","0.400422371395026"
"Rather agree","2003","Employed","middle vocational","2538","0.373855728431959","0.362470245164265","0.385241211699652"
"Rather agree","2003","Employed","vocational + Abi","263","0.298601144627265","0.26819112326654","0.32901116598799"
"Rather agree","2003","Employed","higher vocational","412","0.328468105409163","0.301928454728072","0.355007756090254"
"Rather agree","2003","Employed","higher education","821","0.259409409587467","0.244628531807004","0.274190287367931"
"Rather disagree","2003","Not Employed","in school","269","0.574161563417701","0.530776792815217","0.617546334020184"
"Rather disagree","2003","Not Employed","inadequately","61","0.33820086056074","0.263722056365994","0.412679664755486"
