"plh0193","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","West Germany","725","0.112056777692007","0.104291023554103","0.11982253182991"
"Fully agree","2003","lower secondary degree","East Germany","232","0.165753632822197","0.147235334674999","0.184271930969395"
"Fully agree","2003","secondary school degree","West Germany","242","0.0648951233292987","0.0573139694849854","0.072476277173612"
"Fully agree","2003","secondary school degree","East Germany","192","0.0964312444844454","0.0846069426766944","0.108255546292196"
"Fully agree","2003","college entrance qualification","West Germany","130","0.0338201326887519","0.0284159312237469","0.039224334153757"
"Fully agree","2003","college entrance qualification","East Germany","46","0.0489204265678517","0.0363047148112889","0.0615361383244144"
"Fully agree","2003","Other degree","West Germany","161","0.126947162128573","0.107984294982302","0.145910029274844"
"Fully agree","2003","Other degree","East Germany","5","","",""
"Fully agree","2003","no degree/no degree yet","West Germany","59","0.0987574438937946","0.076766485858404","0.120748401929185"
"Fully agree","2003","no degree/no degree yet","East Germany","13","","",""
"Rather agree","2003","lower secondary degree","West Germany","2274","0.360217170997509","0.348398450307975","0.372035891687044"
"Rather agree","2003","lower secondary degree","East Germany","663","0.420725191794474","0.396140545649443","0.445309837939505"
"Rather agree","2003","secondary school degree","West Germany","1354","0.345993963010071","0.331354529987374","0.360633396032767"
"Rather agree","2003","secondary school degree","East Germany","985","0.407424681259786","0.387742126671212","0.427107235848361"
"Rather agree","2003","college entrance qualification","West Germany","1015","0.251837351460497","0.238860391388766","0.264814311532228"
"Rather agree","2003","college entrance qualification","East Germany","334","0.292278032749885","0.265677665128658","0.318878400371112"
"Rather agree","2003","Other degree","West Germany","401","0.356851820201843","0.329563819321286","0.384139821082399"
"Rather agree","2003","Other degree","East Germany","15","","",""
"Rather agree","2003","no degree/no degree yet","West Germany","199","0.308885003027405","0.274827566636237","0.342942439418573"
"Rather agree","2003","no degree/no degree yet","East Germany","49","0.304317152092801","0.237470253836083","0.371164050349518"
"Rather disagree","2003","lower secondary degree","West Germany","2809","0.443343220103661","0.431112958102253","0.455573482105069"
"Rather disagree","2003","lower secondary degree","East Germany","588","0.371272039003312","0.347211802545903","0.395332275460722"
"Rather disagree","2003","secondary school degree","West Germany","2081","0.493790653514897","0.478404302699721","0.509177004330074"
"Rather disagree","2003","secondary school degree","East Germany","1125","0.451393015621184","0.431459031790357","0.471326999452012"
"Rather disagree","2003","college entrance qualification","West Germany","2479","0.565881458733957","0.551063725046202","0.580699192421712"
"Rather disagree","2003","college entrance qualification","East Germany","650","0.563939760843905","0.534936434110183","0.592943087577626"
"Rather disagree","2003","Other degree","West Germany","479","0.40631851727741","0.378342731164045","0.434294303390774"
"Rather disagree","2003","Other degree","East Germany","23","","",""
"Rather disagree","2003","no degree/no degree yet","West Germany","342","0.46209962575866","0.425349645024976","0.498849606492344"
"Rather disagree","2003","no degree/no degree yet","East Germany","98","0.507719192373472","0.435086751453238","0.580351633293706"
"Disagree fully","2003","lower secondary degree","West Germany","530","0.0843828312068227","0.0775396824042038","0.0912259800094415"
"Disagree fully","2003","lower secondary degree","East Germany","66","0.0422491363800168","0.0322316773195164","0.0522665954405173"
"Disagree fully","2003","secondary school degree","West Germany","379","0.0953202601457332","0.0862829505670014","0.104357569724465"
"Disagree fully","2003","secondary school degree","East Germany","92","0.0447510586345839","0.0364688539900818","0.0530332632790859"
"Disagree fully","2003","college entrance qualification","West Germany","674","0.148461057116794","0.137831298152037","0.159090816081551"
"Disagree fully","2003","college entrance qualification","East Germany","93","0.0948617798383588","0.0777237340369208","0.111999825639797"
"Disagree fully","2003","Other degree","West Germany","143","0.109882500392175","0.0920685525613919","0.127696448222958"
"Disagree fully","2003","Other degree","East Germany","3","","",""
"Disagree fully","2003","no degree/no degree yet","West Germany","107","0.13025792732014","0.105447416538918","0.155068438101362"
"Disagree fully","2003","no degree/no degree yet","East Germany","22","","",""
"Fully agree","2004","lower secondary degree","West Germany","","","",""
"Fully agree","2004","lower secondary degree","East Germany","","","",""
"Fully agree","2004","secondary school degree","West Germany","","","",""
"Fully agree","2004","secondary school degree","East Germany","","","",""
"Fully agree","2004","college entrance qualification","West Germany","","","",""
"Fully agree","2004","college entrance qualification","East Germany","","","",""
"Fully agree","2004","Other degree","West Germany","","","",""
"Fully agree","2004","Other degree","East Germany","","","",""
"Fully agree","2004","no degree/no degree yet","West Germany","","","",""
"Fully agree","2004","no degree/no degree yet","East Germany","","","",""
"Rather agree","2004","lower secondary degree","West Germany","","","",""
"Rather agree","2004","lower secondary degree","East Germany","","","",""
"Rather agree","2004","secondary school degree","West Germany","","","",""
"Rather agree","2004","secondary school degree","East Germany","","","",""
"Rather agree","2004","college entrance qualification","West Germany","","","",""
"Rather agree","2004","college entrance qualification","East Germany","","","",""
"Rather agree","2004","Other degree","West Germany","","","",""
"Rather agree","2004","Other degree","East Germany","","","",""
"Rather agree","2004","no degree/no degree yet","West Germany","","","",""
"Rather agree","2004","no degree/no degree yet","East Germany","","","",""
"Rather disagree","2004","lower secondary degree","West Germany","","","",""
"Rather disagree","2004","lower secondary degree","East Germany","","","",""
"Rather disagree","2004","secondary school degree","West Germany","","","",""
"Rather disagree","2004","secondary school degree","East Germany","","","",""
"Rather disagree","2004","college entrance qualification","West Germany","","","",""
"Rather disagree","2004","college entrance qualification","East Germany","","","",""
"Rather disagree","2004","Other degree","West Germany","","","",""
"Rather disagree","2004","Other degree","East Germany","","","",""
"Rather disagree","2004","no degree/no degree yet","West Germany","","","",""
"Rather disagree","2004","no degree/no degree yet","East Germany","","","",""
"Disagree fully","2004","lower secondary degree","West Germany","","","",""
"Disagree fully","2004","lower secondary degree","East Germany","","","",""
"Disagree fully","2004","secondary school degree","West Germany","","","",""
"Disagree fully","2004","secondary school degree","East Germany","","","",""
"Disagree fully","2004","college entrance qualification","West Germany","","","",""
"Disagree fully","2004","college entrance qualification","East Germany","","","",""
"Disagree fully","2004","Other degree","West Germany","","","",""
"Disagree fully","2004","Other degree","East Germany","","","",""
"Disagree fully","2004","no degree/no degree yet","West Germany","","","",""
"Disagree fully","2004","no degree/no degree yet","East Germany","","","",""
"Fully agree","2005","lower secondary degree","West Germany","","","",""
"Fully agree","2005","lower secondary degree","East Germany","","","",""
"Fully agree","2005","secondary school degree","West Germany","","","",""
"Fully agree","2005","secondary school degree","East Germany","","","",""
"Fully agree","2005","college entrance qualification","West Germany","","","",""
"Fully agree","2005","college entrance qualification","East Germany","","","",""
"Fully agree","2005","Other degree","West Germany","","","",""
"Fully agree","2005","Other degree","East Germany","","","",""
"Fully agree","2005","no degree/no degree yet","West Germany","","","",""
"Fully agree","2005","no degree/no degree yet","East Germany","","","",""
"Rather agree","2005","lower secondary degree","West Germany","","","",""
"Rather agree","2005","lower secondary degree","East Germany","","","",""
"Rather agree","2005","secondary school degree","West Germany","","","",""
"Rather agree","2005","secondary school degree","East Germany","","","",""
"Rather agree","2005","college entrance qualification","West Germany","","","",""
"Rather agree","2005","college entrance qualification","East Germany","","","",""
"Rather agree","2005","Other degree","West Germany","","","",""
"Rather agree","2005","Other degree","East Germany","","","",""
"Rather agree","2005","no degree/no degree yet","West Germany","","","",""
"Rather agree","2005","no degree/no degree yet","East Germany","","","",""
"Rather disagree","2005","lower secondary degree","West Germany","","","",""
"Rather disagree","2005","lower secondary degree","East Germany","","","",""
"Rather disagree","2005","secondary school degree","West Germany","","","",""
"Rather disagree","2005","secondary school degree","East Germany","","","",""
"Rather disagree","2005","college entrance qualification","West Germany","","","",""
"Rather disagree","2005","college entrance qualification","East Germany","","","",""
"Rather disagree","2005","Other degree","West Germany","","","",""
"Rather disagree","2005","Other degree","East Germany","","","",""
"Rather disagree","2005","no degree/no degree yet","West Germany","","","",""
"Rather disagree","2005","no degree/no degree yet","East Germany","","","",""
"Disagree fully","2005","lower secondary degree","West Germany","","","",""
"Disagree fully","2005","lower secondary degree","East Germany","","","",""
"Disagree fully","2005","secondary school degree","West Germany","","","",""
"Disagree fully","2005","secondary school degree","East Germany","","","",""
"Disagree fully","2005","college entrance qualification","West Germany","","","",""
"Disagree fully","2005","college entrance qualification","East Germany","","","",""
"Disagree fully","2005","Other degree","West Germany","","","",""
"Disagree fully","2005","Other degree","East Germany","","","",""
"Disagree fully","2005","no degree/no degree yet","West Germany","","","",""
"Disagree fully","2005","no degree/no degree yet","East Germany","","","",""
"Fully agree","2006","lower secondary degree","West Germany","","","",""
"Fully agree","2006","lower secondary degree","East Germany","","","",""
"Fully agree","2006","secondary school degree","West Germany","","","",""
"Fully agree","2006","secondary school degree","East Germany","","","",""
"Fully agree","2006","college entrance qualification","West Germany","","","",""
"Fully agree","2006","college entrance qualification","East Germany","","","",""
"Fully agree","2006","Other degree","West Germany","","","",""
"Fully agree","2006","Other degree","East Germany","","","",""
"Fully agree","2006","no degree/no degree yet","West Germany","","","",""
"Fully agree","2006","no degree/no degree yet","East Germany","","","",""
"Rather agree","2006","lower secondary degree","West Germany","","","",""
"Rather agree","2006","lower secondary degree","East Germany","","","",""
"Rather agree","2006","secondary school degree","West Germany","","","",""
"Rather agree","2006","secondary school degree","East Germany","","","",""
"Rather agree","2006","college entrance qualification","West Germany","","","",""
"Rather agree","2006","college entrance qualification","East Germany","","","",""
"Rather agree","2006","Other degree","West Germany","","","",""
"Rather agree","2006","Other degree","East Germany","","","",""
"Rather agree","2006","no degree/no degree yet","West Germany","","","",""
"Rather agree","2006","no degree/no degree yet","East Germany","","","",""
"Rather disagree","2006","lower secondary degree","West Germany","","","",""
"Rather disagree","2006","lower secondary degree","East Germany","","","",""
"Rather disagree","2006","secondary school degree","West Germany","","","",""
"Rather disagree","2006","secondary school degree","East Germany","","","",""
"Rather disagree","2006","college entrance qualification","West Germany","","","",""
"Rather disagree","2006","college entrance qualification","East Germany","","","",""
"Rather disagree","2006","Other degree","West Germany","","","",""
"Rather disagree","2006","Other degree","East Germany","","","",""
"Rather disagree","2006","no degree/no degree yet","West Germany","","","",""
"Rather disagree","2006","no degree/no degree yet","East Germany","","","",""
"Disagree fully","2006","lower secondary degree","West Germany","","","",""
"Disagree fully","2006","lower secondary degree","East Germany","","","",""
"Disagree fully","2006","secondary school degree","West Germany","","","",""
"Disagree fully","2006","secondary school degree","East Germany","","","",""
"Disagree fully","2006","college entrance qualification","West Germany","","","",""
"Disagree fully","2006","college entrance qualification","East Germany","","","",""
"Disagree fully","2006","Other degree","West Germany","","","",""
"Disagree fully","2006","Other degree","East Germany","","","",""
"Disagree fully","2006","no degree/no degree yet","West Germany","","","",""
"Disagree fully","2006","no degree/no degree yet","East Germany","","","",""
"Fully agree","2007","lower secondary degree","West Germany","","","",""
"Fully agree","2007","lower secondary degree","East Germany","","","",""
"Fully agree","2007","secondary school degree","West Germany","","","",""
"Fully agree","2007","secondary school degree","East Germany","","","",""
"Fully agree","2007","college entrance qualification","West Germany","","","",""
"Fully agree","2007","college entrance qualification","East Germany","","","",""
"Fully agree","2007","Other degree","West Germany","","","",""
"Fully agree","2007","Other degree","East Germany","","","",""
"Fully agree","2007","no degree/no degree yet","West Germany","","","",""
"Fully agree","2007","no degree/no degree yet","East Germany","","","",""
"Rather agree","2007","lower secondary degree","West Germany","","","",""
"Rather agree","2007","lower secondary degree","East Germany","","","",""
"Rather agree","2007","secondary school degree","West Germany","","","",""
"Rather agree","2007","secondary school degree","East Germany","","","",""
"Rather agree","2007","college entrance qualification","West Germany","","","",""
"Rather agree","2007","college entrance qualification","East Germany","","","",""
"Rather agree","2007","Other degree","West Germany","","","",""
"Rather agree","2007","Other degree","East Germany","","","",""
"Rather agree","2007","no degree/no degree yet","West Germany","","","",""
"Rather agree","2007","no degree/no degree yet","East Germany","","","",""
"Rather disagree","2007","lower secondary degree","West Germany","","","",""
"Rather disagree","2007","lower secondary degree","East Germany","","","",""
"Rather disagree","2007","secondary school degree","West Germany","","","",""
"Rather disagree","2007","secondary school degree","East Germany","","","",""
"Rather disagree","2007","college entrance qualification","West Germany","","","",""
"Rather disagree","2007","college entrance qualification","East Germany","","","",""
"Rather disagree","2007","Other degree","West Germany","","","",""
"Rather disagree","2007","Other degree","East Germany","","","",""
"Rather disagree","2007","no degree/no degree yet","West Germany","","","",""
"Rather disagree","2007","no degree/no degree yet","East Germany","","","",""
"Disagree fully","2007","lower secondary degree","West Germany","","","",""
"Disagree fully","2007","lower secondary degree","East Germany","","","",""
"Disagree fully","2007","secondary school degree","West Germany","","","",""
"Disagree fully","2007","secondary school degree","East Germany","","","",""
"Disagree fully","2007","college entrance qualification","West Germany","","","",""
"Disagree fully","2007","college entrance qualification","East Germany","","","",""
"Disagree fully","2007","Other degree","West Germany","","","",""
"Disagree fully","2007","Other degree","East Germany","","","",""
"Disagree fully","2007","no degree/no degree yet","West Germany","","","",""
"Disagree fully","2007","no degree/no degree yet","East Germany","","","",""
"Fully agree","2008","lower secondary degree","West Germany","501","0.101809389301314","0.0935784029365555","0.110040375666072"
"Fully agree","2008","lower secondary degree","East Germany","170","0.119586121353892","0.10185192809562","0.137320314612164"
"Fully agree","2008","secondary school degree","West Germany","206","0.0592735423882167","0.0516076724701869","0.0669394123062465"
"Fully agree","2008","secondary school degree","East Germany","158","0.0910255243395135","0.0787434064397547","0.103307642239272"
"Fully agree","2008","college entrance qualification","West Germany","113","0.0342307206715312","0.0286073598145666","0.0398540815284958"
"Fully agree","2008","college entrance qualification","East Germany","37","0.0480685945618439","0.0355352613090415","0.0606019278146464"
"Fully agree","2008","Other degree","West Germany","112","0.145348962967004","0.12218048035158","0.168517445582428"
"Fully agree","2008","Other degree","East Germany","13","","",""
"Fully agree","2008","no degree/no degree yet","West Germany","35","0.0963910584399961","0.0689396115136409","0.123842505366351"
"Fully agree","2008","no degree/no degree yet","East Germany","6","","",""
"Rather agree","2008","lower secondary degree","West Germany","1948","0.392857984114067","0.379564566551182","0.406151401676953"
"Rather agree","2008","lower secondary degree","East Germany","510","0.413009341930179","0.386098756916663","0.439919926943696"
"Rather agree","2008","secondary school degree","West Germany","1204","0.348891599116629","0.333418716520008","0.364364481713249"
"Rather agree","2008","secondary school degree","East Germany","866","0.419422059744369","0.398351711056171","0.440492408432567"
"Rather agree","2008","college entrance qualification","West Germany","902","0.243750717495071","0.230471983282725","0.257029451707417"
"Rather agree","2008","college entrance qualification","East Germany","307","0.283179837078971","0.256781940812051","0.309577733345892"
"Rather agree","2008","Other degree","West Germany","293","0.32314320244059","0.292400423639736","0.353885981241444"
"Rather agree","2008","Other degree","East Germany","14","","",""
"Rather agree","2008","no degree/no degree yet","West Germany","116","0.293019888097104","0.250683992311382","0.335355783882825"
"Rather agree","2008","no degree/no degree yet","East Germany","30","0.33516704635283","0.243558723932372","0.426775368773288"
"Rather disagree","2008","lower secondary degree","West Germany","2292","0.424993904271436","0.411538359503816","0.438449449039055"
