"plh0193","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Schleswig-Holstein","Rural Area","45","0.115369321280611","0.0831212620366332","0.147617380524589","4"
"Disagree fully","2003","Hamburg","Urban Area","58","0.187014639962567","0.142519123881377","0.231510156043756","4"
"Disagree fully","2003","Hamburg","Rural Area","","","","","4"
"Disagree fully","2003","Schleswig-Holstein","Urban Area","38","0.133694853574561","0.0941143137437512","0.17327539340537","4"
"Disagree fully","2003","Lower Saxony","Urban Area","140","0.129420508515462","0.10837271492115","0.150468302109774","4"
"Disagree fully","2003","Lower Saxony","Rural Area","89","0.122293796193609","0.101203386260886","0.143384206126332","4"
"Disagree fully","2003","Bremen","Urban Area","45","0.198375473411025","0.138605987260583","0.258144959561466","4"
"Disagree fully","2003","Bremen","Rural Area","","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","Urban Area","466","0.0988234543350247","0.0901522913788417","0.107494617291208","4"
"Disagree fully","2003","North Rhine-Westphalia","Rural Area","31","0.310865853921498","0.223166862792314","0.398564845050682","4"
"Disagree fully","2003","Hesse","Urban Area","136","0.0983119223626105","0.0816593946364895","0.114964450088731","4"
"Disagree fully","2003","Hesse","Rural Area","21","","","","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Urban Area","110","0.0886249828799108","0.0712094440455574","0.106040521714264","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Rural Area","31","0.0783143465429696","0.0487389526134419","0.107889740472497","4"
"Disagree fully","2003","Baden-Württemberg","Urban Area","286","0.0972579052118475","0.0855606509052395","0.108955159518455","4"
"Disagree fully","2003","Baden-Württemberg","Rural Area","16","","","","4"
"Disagree fully","2003","Bavaria","Urban Area","166","0.103909307307136","0.0887961424317784","0.119022472182494","4"
"Disagree fully","2003","Bavaria","Rural Area","119","0.0652154392843705","0.0529434809603382","0.0774873976084028","4"
"Disagree fully","2003","Berlin","Rural Area","","","","","4"
"Disagree fully","2003","Berlin","Urban Area","99","0.115743869086597","0.0939925491262065","0.137495189046988","4"
"Disagree fully","2003","Brandenburg","Urban Area","4","","","","4"
"Disagree fully","2003","Brandenburg","Rural Area","34","0.0454899020198527","0.0316988924870439","0.0592809115526615","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","Urban Area","5","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","Rural Area","24","","","","4"
"Disagree fully","2003","Saxony-Anhalt","Urban Area","12","","","","4"
"Disagree fully","2003","Saxony-Anhalt","Rural Area","36","0.0547802873795998","0.0377770189844456","0.0717835557747539","4"
"Disagree fully","2003","Saxony","Urban Area","38","0.0534358156381196","0.037672921104115","0.0691987101721243","4"
"Disagree fully","2003","Saxony","Rural Area","43","0.0595044077023239","0.043439488674605","0.0755693267300428","4"
"Disagree fully","2003","Thuringia","Urban Area","24","","","","4"
"Disagree fully","2003","Thuringia","Rural Area","26","","","","4"
"Fully agree","2003","Schleswig-Holstein","Urban Area","14","","","","1"
"Fully agree","2003","Schleswig-Holstein","Rural Area","31","0.0899064396001429","0.0610318489290585","0.118781030271227","1"
"Fully agree","2003","Hamburg","Urban Area","18","","","","1"
"Fully agree","2003","Hamburg","Rural Area","","","","","1"
"Fully agree","2003","Lower Saxony","Urban Area","76","0.0875745079280076","0.0698494212649375","0.105299594591078","1"
"Fully agree","2003","Lower Saxony","Rural Area","58","0.0632231773530832","0.0475569490397559","0.0788894056664106","1"
"Fully agree","2003","Bremen","Urban Area","9","","","","1"
"Fully agree","2003","Bremen","Rural Area","","","","","1"
"Fully agree","2003","North Rhine-Westphalia","Urban Area","388","0.0924482328891706","0.0840318128221565","0.100864652956185","1"
"Fully agree","2003","North Rhine-Westphalia","Rural Area","2","","","","1"
"Fully agree","2003","Hesse","Urban Area","134","0.118826514182009","0.10072827611715","0.136924752246868","1"
"Fully agree","2003","Hesse","Rural Area","21","","","","1"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Urban Area","93","0.10058588492177","0.0821544713478257","0.119017298495714","1"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Rural Area","33","0.101073403691119","0.0678916740534986","0.13425513332874","1"
"Fully agree","2003","Baden-Württemberg","Urban Area","225","0.0887125410034716","0.077488226281453","0.0999368557254903","1"
"Fully agree","2003","Baden-Württemberg","Rural Area","15","","","","1"
"Fully agree","2003","Bavaria","Urban Area","89","0.0690249014348737","0.0564696867820642","0.0815801160876832","1"
"Fully agree","2003","Bavaria","Rural Area","97","0.0704636795541434","0.0577433390967133","0.0831840200115735","1"
"Fully agree","2003","Berlin","Urban Area","60","0.09299610796741","0.0732498620677566","0.112742353867063","1"
"Fully agree","2003","Berlin","Rural Area","","","","","1"
"Fully agree","2003","Brandenburg","Urban Area","2","","","","1"
"Fully agree","2003","Brandenburg","Rural Area","84","0.109903999564551","0.0892038507430282","0.130604148386073","1"
"Fully agree","2003","Mecklenburg-Western Pomerania","Urban Area","9","","","","1"
"Fully agree","2003","Mecklenburg-Western Pomerania","Rural Area","42","0.126116761766761","0.0955792761951528","0.156654247338368","1"
"Fully agree","2003","Saxony","Urban Area","48","0.066847580911054","0.0493425107648069","0.0843526510573012","1"
"Fully agree","2003","Saxony","Rural Area","51","0.0654390360729121","0.0486452794334056","0.0822327927124185","1"
"Fully agree","2003","Saxony-Anhalt","Urban Area","25","","","","1"
"Fully agree","2003","Saxony-Anhalt","Rural Area","96","0.169056044126362","0.141049785844486","0.197062302408239","1"
"Fully agree","2003","Thuringia","Urban Area","38","0.154720316134147","0.113026364606924","0.19641426766137","1"
"Fully agree","2003","Thuringia","Rural Area","71","0.147916582183446","0.120994456444805","0.174838707922087","1"
"Rather agree","2003","Schleswig-Holstein","Rural Area","119","0.345670696698733","0.297663440680811","0.393677952716656","2"
"Rather agree","2003","Hamburg","Urban Area","65","0.267889374194681","0.217353104451135","0.318425643938227","2"
"Rather agree","2003","Hamburg","Rural Area","","","","","2"
"Rather agree","2003","Bremen","Rural Area","","","","","2"
"Rather agree","2003","Lower Saxony","Urban Area","295","0.31053345077787","0.281519183725124","0.339547717830616","2"
"Rather agree","2003","Lower Saxony","Rural Area","284","0.320941730045877","0.290889629031905","0.350993831059849","2"
"Rather agree","2003","Bremen","Urban Area","48","0.321960365268163","0.251931227012906","0.391989503523421","2"
"Rather agree","2003","Schleswig-Holstein","Urban Area","90","0.368090855055309","0.31199978112558","0.424181928985038","2"
"Rather agree","2003","North Rhine-Westphalia","Urban Area","1457","0.321902652828254","0.308327313523315","0.335477992133193","2"
"Rather agree","2003","North Rhine-Westphalia","Rural Area","21","","","","2"
"Rather agree","2003","Hesse","Urban Area","368","0.329270984655327","0.302986516984365","0.355555452326289","2"
"Rather agree","2003","Hesse","Rural Area","118","0.435911093324666","0.376653406938884","0.495168779710448","2"
"Rather agree","2003","Rhineland-Palatinate,Saarland","Urban Area","308","0.329299770474765","0.300501247399706","0.358098293549825","2"
"Rather agree","2003","Rhineland-Palatinate,Saarland","Rural Area","105","0.333833145977604","0.281920316855805","0.385745975099403","2"
"Rather agree","2003","Baden-Württemberg","Urban Area","783","0.354666553925174","0.335780473539164","0.373552634311184","2"
"Rather agree","2003","Baden-Württemberg","Rural Area","89","0.356367500885081","0.29460709673737","0.418127905032793","2"
"Rather agree","2003","Bavaria","Urban Area","466","0.315397784184161","0.292383329904462","0.338412238463861","2"
"Rather agree","2003","Bavaria","Rural Area","562","0.3610738034903","0.337200845588606","0.384946761391994","2"
"Rather agree","2003","Berlin","Rural Area","","","","","2"
"Rather agree","2003","Berlin","Urban Area","256","0.313676547137912","0.282129913415731","0.345223180860092","2"
"Rather agree","2003","Brandenburg","Urban Area","21","","","","2"
"Rather agree","2003","Brandenburg","Rural Area","347","0.398941208727117","0.366532537823401","0.431349879630833","2"
"Rather agree","2003","Mecklenburg-Western Pomerania","Urban Area","19","","","","2"
"Rather agree","2003","Mecklenburg-Western Pomerania","Rural Area","169","0.378233924694933","0.333625805206566","0.4228420441833","2"
"Rather agree","2003","Saxony","Urban Area","313","0.406861624157643","0.372430905271315","0.441292343043971","2"
"Rather agree","2003","Saxony","Rural Area","345","0.44428479995029","0.410541895987318","0.478027703913263","2"
"Rather agree","2003","Saxony-Anhalt","Rural Area","259","0.369083895666621","0.333025846514988","0.405141944818255","2"
"Rather agree","2003","Thuringia","Rural Area","262","0.364062818685421","0.327574392469903","0.40055124490094","2"
"Rather agree","2003","Saxony-Anhalt","Urban Area","114","0.461284890598635","0.398864103330633","0.523705677866637","2"
"Rather agree","2003","Thuringia","Urban Area","89","0.287363608278983","0.235190218788794","0.339536997769172","2"
"Rather disagree","2003","Schleswig-Holstein","Rural Area","182","0.449053542420513","0.398844588078658","0.499262496762367","3"
"Rather disagree","2003","Hamburg","Urban Area","154","0.488436996728166","0.431395498589151","0.54547849486718","3"
"Rather disagree","2003","Hamburg","Rural Area","","","","","3"
"Rather disagree","2003","Lower Saxony","Urban Area","466","0.47247153277866","0.441166685977719","0.503776379579602","3"
