"plh0193","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","16-34 y.","Employed","396","0.0937948031076354","0.0850017395450392","0.102587866670232","4"
"Disagree fully","2003","35-65 y.","Employed","918","0.0945819182464657","0.0887198252723201","0.100444011220611","4"
"Disagree fully","2003","16-34 y.","Not Employed","209","0.123136458059107","0.107233222113291","0.139039694004923","4"
"Disagree fully","2003","35-65 y.","Not Employed","244","0.0811116708950359","0.0714132995561481","0.0908100422339237","4"
"Disagree fully","2003","66 and older","Not Employed","341","0.0947047762573444","0.0849497521475387","0.10445980036715","4"
"Disagree fully","2003","66 and older","Employed","34","0.180098216772274","0.127876391735445","0.232320041809103","4"
"Fully agree","2003","16-34 y.","Not Employed","114","0.0696783964534252","0.0573560960050387","0.0820006969018117","1"
"Fully agree","2003","16-34 y.","Employed","305","0.0732289014378434","0.0653717513215795","0.0810860515541073","1"
"Fully agree","2003","35-65 y.","Not Employed","367","0.13172911697078","0.119714933053474","0.143743300888086","1"
"Fully agree","2003","35-65 y.","Employed","652","0.075081466954449","0.0698025822455519","0.0803603516633461","1"
"Fully agree","2003","66 and older","Not Employed","375","0.110144776143623","0.0997146653718587","0.120574886915388","1"
"Fully agree","2003","66 and older","Employed","16","","","","1"
"Rather agree","2003","35-65 y.","Employed","3134","0.347444211104729","0.337905813432054","0.356982608777404","2"
"Rather agree","2003","16-34 y.","Employed","1402","0.331567020956188","0.317368204396385","0.34576583751599","2"
"Rather agree","2003","16-34 y.","Not Employed","487","0.2924077132094","0.270393046022597","0.314422380396204","2"
"Rather agree","2003","35-65 y.","Not Employed","1128","0.370778329123054","0.353619613590799","0.387937044655309","2"
"Rather agree","2003","66 and older","Not Employed","1164","0.337263656006758","0.321512861809556","0.35301445020396","2"
"Rather agree","2003","66 and older","Employed","57","0.262852890440772","0.203032411534759","0.322673369346785","2"
"Rather disagree","2003","16-34 y.","Not Employed","830","0.514777432278068","0.490589072900393","0.538965791655743","3"
"Rather disagree","2003","16-34 y.","Employed","2120","0.501409274498334","0.486329118659461","0.516489430337206","3"
"Rather disagree","2003","35-65 y.","Employed","4869","0.482892403694356","0.472882273935207","0.492902533453505","3"
"Rather disagree","2003","35-65 y.","Not Employed","1305","0.41638088301113","0.398868876401183","0.433892889621077","3"
"Rather disagree","2003","66 and older","Not Employed","1581","0.457886791592274","0.441288196007583","0.474485387176965","3"
"Rather disagree","2003","66 and older","Employed","101","0.478237783314385","0.410352649383392","0.546122917245379","3"
"Disagree fully","2004","16-34 y.","Employed","","","","","4"
"Disagree fully","2004","35-65 y.","Employed","","","","","4"
"Disagree fully","2004","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2004","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2004","66 and older","Not Employed","","","","","4"
"Disagree fully","2004","66 and older","Employed","","","","","4"
"Fully agree","2004","16-34 y.","Not Employed","","","","","1"
"Fully agree","2004","16-34 y.","Employed","","","","","1"
"Fully agree","2004","35-65 y.","Not Employed","","","","","1"
"Fully agree","2004","35-65 y.","Employed","","","","","1"
"Fully agree","2004","66 and older","Not Employed","","","","","1"
"Fully agree","2004","66 and older","Employed","","","","","1"
"Rather agree","2004","16-34 y.","Employed","","","","","2"
"Rather agree","2004","16-34 y.","Not Employed","","","","","2"
"Rather agree","2004","35-65 y.","Employed","","","","","2"
"Rather agree","2004","35-65 y.","Not Employed","","","","","2"
"Rather agree","2004","66 and older","Not Employed","","","","","2"
"Rather agree","2004","66 and older","Employed","","","","","2"
"Rather disagree","2004","16-34 y.","Employed","","","","","3"
"Rather disagree","2004","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2004","35-65 y.","Employed","","","","","3"
"Rather disagree","2004","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2004","66 and older","Not Employed","","","","","3"
"Rather disagree","2004","66 and older","Employed","","","","","3"
"Disagree fully","2005","16-34 y.","Employed","","","","","4"
"Disagree fully","2005","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2005","35-65 y.","Employed","","","","","4"
"Disagree fully","2005","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2005","66 and older","Not Employed","","","","","4"
"Disagree fully","2005","66 and older","Employed","","","","","4"
"Fully agree","2005","16-34 y.","Not Employed","","","","","1"
"Fully agree","2005","16-34 y.","Employed","","","","","1"
"Fully agree","2005","35-65 y.","Not Employed","","","","","1"
"Fully agree","2005","35-65 y.","Employed","","","","","1"
"Fully agree","2005","66 and older","Not Employed","","","","","1"
"Fully agree","2005","66 and older","Employed","","","","","1"
"Rather agree","2005","16-34 y.","Employed","","","","","2"
"Rather agree","2005","16-34 y.","Not Employed","","","","","2"
"Rather agree","2005","35-65 y.","Employed","","","","","2"
"Rather agree","2005","35-65 y.","Not Employed","","","","","2"
"Rather agree","2005","66 and older","Not Employed","","","","","2"
"Rather agree","2005","66 and older","Employed","","","","","2"
"Rather disagree","2005","16-34 y.","Employed","","","","","3"
"Rather disagree","2005","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2005","35-65 y.","Employed","","","","","3"
"Rather disagree","2005","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2005","66 and older","Not Employed","","","","","3"
"Rather disagree","2005","66 and older","Employed","","","","","3"
"Disagree fully","2006","35-65 y.","Employed","","","","","4"
"Disagree fully","2006","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2006","16-34 y.","Employed","","","","","4"
"Disagree fully","2006","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2006","66 and older","Not Employed","","","","","4"
"Disagree fully","2006","66 and older","Employed","","","","","4"
"Fully agree","2006","16-34 y.","Not Employed","","","","","1"
"Fully agree","2006","16-34 y.","Employed","","","","","1"
"Fully agree","2006","35-65 y.","Not Employed","","","","","1"
"Fully agree","2006","35-65 y.","Employed","","","","","1"
"Fully agree","2006","66 and older","Not Employed","","","","","1"
"Fully agree","2006","66 and older","Employed","","","","","1"
"Rather agree","2006","16-34 y.","Employed","","","","","2"
"Rather agree","2006","16-34 y.","Not Employed","","","","","2"
"Rather agree","2006","35-65 y.","Not Employed","","","","","2"
"Rather agree","2006","35-65 y.","Employed","","","","","2"
"Rather agree","2006","66 and older","Not Employed","","","","","2"
"Rather agree","2006","66 and older","Employed","","","","","2"
"Rather disagree","2006","16-34 y.","Employed","","","","","3"
"Rather disagree","2006","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2006","35-65 y.","Employed","","","","","3"
"Rather disagree","2006","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2006","66 and older","Not Employed","","","","","3"
"Rather disagree","2006","66 and older","Employed","","","","","3"
"Disagree fully","2007","16-34 y.","Employed","","","","","4"
"Disagree fully","2007","35-65 y.","Employed","","","","","4"
"Disagree fully","2007","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2007","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2007","66 and older","Not Employed","","","","","4"
"Disagree fully","2007","66 and older","Employed","","","","","4"
"Fully agree","2007","16-34 y.","Not Employed","","","","","1"
"Fully agree","2007","16-34 y.","Employed","","","","","1"
"Fully agree","2007","35-65 y.","Not Employed","","","","","1"
"Fully agree","2007","35-65 y.","Employed","","","","","1"
"Fully agree","2007","66 and older","Not Employed","","","","","1"
"Fully agree","2007","66 and older","Employed","","","","","1"
"Rather agree","2007","16-34 y.","Employed","","","","","2"
"Rather agree","2007","16-34 y.","Not Employed","","","","","2"
"Rather agree","2007","35-65 y.","Employed","","","","","2"
"Rather agree","2007","35-65 y.","Not Employed","","","","","2"
"Rather agree","2007","66 and older","Not Employed","","","","","2"
"Rather agree","2007","66 and older","Employed","","","","","2"
"Rather disagree","2007","16-34 y.","Employed","","","","","3"
"Rather disagree","2007","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2007","35-65 y.","Employed","","","","","3"
"Rather disagree","2007","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2007","66 and older","Not Employed","","","","","3"
"Rather disagree","2007","66 and older","Employed","","","","","3"
"Disagree fully","2008","35-65 y.","Employed","882","0.0933453207785014","0.0871388588230067","0.0995517827339961","4"
"Disagree fully","2008","16-34 y.","Not Employed","171","0.128416684924899","0.10944040366221","0.147392966187589","4"
"Disagree fully","2008","16-34 y.","Employed","341","0.100366510711305","0.0899028722753186","0.110830149147292","4"
"Disagree fully","2008","35-65 y.","Not Employed","172","0.0701525557701089","0.0595210973701453","0.0807840141700725","4"
"Disagree fully","2008","66 and older","Not Employed","452","0.105350581217618","0.0958826286297392","0.114818533805497","4"
"Disagree fully","2008","66 and older","Employed","41","0.132639095743543","0.0934660315068327","0.171812159980253","4"
"Fully agree","2008","16-34 y.","Not Employed","63","0.0520581755223976","0.0394578651750346","0.0646584858697607","1"
"Fully agree","2008","16-34 y.","Employed","190","0.0702479955310058","0.06134869169545","0.0791472993665616","1"
"Fully agree","2008","35-65 y.","Not Employed","220","0.109568709779104","0.0965667527985246","0.122570666759684","1"
"Fully agree","2008","35-65 y.","Employed","521","0.0740531065800369","0.0684665841310343","0.0796396290290396","1"
"Fully agree","2008","66 and older","Not Employed","379","0.093134768900244","0.0841720771368271","0.102097460663661","1"
"Fully agree","2008","66 and older","Employed","20","","","","1"
"Rather agree","2008","16-34 y.","Employed","1007","0.328776921776474","0.312418567591828","0.345135275961119","2"
"Rather agree","2008","16-34 y.","Not Employed","311","0.279311064559609","0.253862462839429","0.30475966627979","2"
"Rather agree","2008","35-65 y.","Not Employed","834","0.382894422837769","0.362660294490376","0.403128551185162","2"
"Rather agree","2008","35-65 y.","Employed","2800","0.353997759610926","0.343795552481246","0.364199966740605","2"
"Rather agree","2008","66 and older","Not Employed","1339","0.351356597062791","0.336633871278671","0.366079322846911","2"
"Rather agree","2008","66 and older","Employed","77","0.265739178960251","0.214723365103258","0.316754992817245","2"
"Rather disagree","2008","16-34 y.","Employed","1630","0.500608571981215","0.483197512980647","0.518019630981784","3"
"Rather disagree","2008","16-34 y.","Not Employed","649","0.540214074993094","0.511945318065148","0.568482831921039","3"
"Rather disagree","2008","35-65 y.","Employed","4237","0.478603813030536","0.467946471827822","0.48926115423325","3"
"Rather disagree","2008","35-65 y.","Not Employed","991","0.437384311613018","0.416735133790301","0.458033489435735","3"
"Rather disagree","2008","66 and older","Not Employed","1869","0.450158052819347","0.434814970657825","0.465501134980868","3"
"Rather disagree","2008","66 and older","Employed","150","0.511099117793896","0.453367354371483","0.56883088121631","3"
"Disagree fully","2009","16-34 y.","Not Employed","","","","","4"
"Disagree fully","2009","35-65 y.","Employed","","","","","4"
"Disagree fully","2009","66 and older","Not Employed","","","","","4"
"Disagree fully","2009","16-34 y.","Employed","","","","","4"
"Disagree fully","2009","35-65 y.","Not Employed","","","","","4"
"Disagree fully","2009","66 and older","Employed","","","","","4"
"Fully agree","2009","16-34 y.","Not Employed","","","","","1"
"Fully agree","2009","35-65 y.","Employed","","","","","1"
"Fully agree","2009","66 and older","Not Employed","","","","","1"
"Fully agree","2009","16-34 y.","Employed","","","","","1"
"Fully agree","2009","35-65 y.","Not Employed","","","","","1"
"Fully agree","2009","66 and older","Employed","","","","","1"
"Rather agree","2009","16-34 y.","Not Employed","","","","","2"
"Rather agree","2009","16-34 y.","Employed","","","","","2"
"Rather agree","2009","35-65 y.","Employed","","","","","2"
"Rather agree","2009","35-65 y.","Not Employed","","","","","2"
"Rather agree","2009","66 and older","Employed","","","","","2"
"Rather agree","2009","66 and older","Not Employed","","","","","2"
"Rather disagree","2009","16-34 y.","Employed","","","","","3"
"Rather disagree","2009","16-34 y.","Not Employed","","","","","3"
"Rather disagree","2009","35-65 y.","Employed","","","","","3"
"Rather disagree","2009","35-65 y.","Not Employed","","","","","3"
"Rather disagree","2009","66 and older","Not Employed","","","","","3"
"Rather disagree","2009","66 and older","Employed","","","","","3"
