"plh0193","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","16-34 y.","lower secondary degree","148","0.107308691462658","0.0894900546573445","0.125127328267971"
"Fully agree","2003","16-34 y.","secondary school degree","142","0.0862070945458574","0.0736658408784759","0.098748348213239"
"Fully agree","2003","16-34 y.","college entrance qualification","45","0.0261693583762387","0.0185379887458635","0.0338007280066139"
"Fully agree","2003","16-34 y.","Other degree","27","","",""
"Fully agree","2003","16-34 y.","no degree/no degree yet","41","0.0857699316872475","0.0645029303234968","0.107036933050998"
"Fully agree","2003","35-65 y.","lower secondary degree","510","0.122910753744275","0.113124373579188","0.132697133909363"
"Fully agree","2003","35-65 y.","secondary school degree","257","0.0679916204533415","0.0602002561874882","0.0757829847191949"
"Fully agree","2003","35-65 y.","college entrance qualification","102","0.0361929883570446","0.0297589446971484","0.0426270320169408"
"Fully agree","2003","35-65 y.","Other degree","114","0.132967735415066","0.110114855867719","0.155820614962412"
"Fully agree","2003","35-65 y.","no degree/no degree yet","28","","",""
"Fully agree","2003","66 and older","lower secondary degree","299","0.121000809220726","0.107964062311547","0.134037556129905"
"Fully agree","2003","66 and older","secondary school degree","35","0.0781409667253399","0.0549832952815798","0.1012986381691"
"Fully agree","2003","66 and older","college entrance qualification","29","","",""
"Fully agree","2003","66 and older","Other degree","25","","",""
"Fully agree","2003","66 and older","no degree/no degree yet","3","","",""
"Rather agree","2003","16-34 y.","lower secondary degree","450","0.394582036149893","0.366443423612427","0.422720648687358"
"Rather agree","2003","16-34 y.","secondary school degree","704","0.369731868589159","0.348161792648089","0.391301944530228"
"Rather agree","2003","16-34 y.","college entrance qualification","442","0.241662247390116","0.22119780206539","0.262126692714843"
"Rather agree","2003","16-34 y.","Other degree","65","0.330025868997745","0.266123136041893","0.393928601953597"
"Rather agree","2003","16-34 y.","no degree/no degree yet","164","0.244664359200749","0.212015627133204","0.277313091268293"
"Rather agree","2003","35-65 y.","lower secondary degree","1666","0.3874735383933","0.3729528000276","0.401994276759"
"Rather agree","2003","35-65 y.","secondary school degree","1461","0.367821752196308","0.352896750698896","0.382746753693721"
"Rather agree","2003","35-65 y.","college entrance qualification","779","0.26264897175934","0.247488883178826","0.277809060339854"
"Rather agree","2003","35-65 y.","Other degree","286","0.354326964122413","0.322134175980364","0.386519752264463"
"Rather agree","2003","35-65 y.","no degree/no degree yet","56","0.403109484980266","0.327103647786724","0.479115322173807"
"Rather agree","2003","66 and older","lower secondary degree","821","0.332702276561611","0.313867148937817","0.351537404185405"
"Rather agree","2003","66 and older","secondary school degree","174","0.338859872258624","0.298020404802607","0.37969933971464"
"Rather agree","2003","66 and older","college entrance qualification","128","0.283372095918159","0.243990845910155","0.322753345926163"
"Rather agree","2003","66 and older","Other degree","65","0.388870171177068","0.31643616205942","0.461304180294716"
