"plh0193","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","Male","464","0.116173683808604","0.106048000444744","0.126299367172464"
"Fully agree","2003","lower secondary degree","Female","493","0.12401161301712","0.113848242442105","0.134174983592135"
"Fully agree","2003","secondary school degree","Male","206","0.0831568522498564","0.0728834772792864","0.0934302272204264"
"Fully agree","2003","secondary school degree","Female","228","0.0676853802429366","0.0595636585566791","0.0758071019291941"
"Fully agree","2003","college entrance qualification","Male","100","0.0382330656639648","0.0312611075654005","0.0452050237625291"
"Fully agree","2003","college entrance qualification","Female","76","0.0337547398431408","0.0266966014895221","0.0408128781967596"
"Fully agree","2003","Other degree","Male","87","0.142763862693239","0.114583497429435","0.170944227957043"
"Fully agree","2003","Other degree","Female","79","0.114692660626679","0.0899667327703709","0.139418588482987"
"Fully agree","2003","no degree/no degree yet","Male","33","0.0814169215881548","0.055200313050819","0.107633530125491"
"Fully agree","2003","no degree/no degree yet","Female","39","0.11011802693937","0.0818475553863359","0.138388498492405"
"Rather agree","2003","lower secondary degree","Male","1425","0.371915030429123","0.356642251578369","0.387187809279877"
"Rather agree","2003","lower secondary degree","Female","1512","0.367152186298524","0.352288377509364","0.382015995087683"
"Rather agree","2003","secondary school degree","Male","994","0.357904386714314","0.340068284215594","0.375740489213034"
"Rather agree","2003","secondary school degree","Female","1345","0.370588643643819","0.354973975455973","0.386203311831666"
"Rather agree","2003","college entrance qualification","Male","734","0.263617303968768","0.247598170110183","0.279636437827353"
"Rather agree","2003","college entrance qualification","Female","615","0.251707772276922","0.234746320322902","0.268669224230943"
"Rather agree","2003","Other degree","Male","211","0.361694472013248","0.322988990371374","0.400399953655122"
"Rather agree","2003","Other degree","Female","205","0.348606650054977","0.311630027030742","0.385583273079211"
"Rather agree","2003","no degree/no degree yet","Male","118","0.324765818656718","0.279873471112808","0.369658166200628"
"Rather agree","2003","no degree/no degree yet","Female","130","0.291957957659519","0.250897165942587","0.333018749376451"
"Rather disagree","2003","lower secondary degree","Male","1668","0.434207870981581","0.418545255197399","0.449870486765762"
"Rather disagree","2003","lower secondary degree","Female","1729","0.430640094564494","0.415371182994155","0.445909006134834"
"Rather disagree","2003","secondary school degree","Male","1383","0.482993499769891","0.464401108858799","0.501585890680982"
"Rather disagree","2003","secondary school degree","Female","1823","0.478902678292278","0.462751564656226","0.495053791928331"
"Rather disagree","2003","college entrance qualification","Male","1652","0.563849621087086","0.545819441206005","0.581879800968167"
"Rather disagree","2003","college entrance qualification","Female","1477","0.56762275708102","0.548261194258119","0.58698431990392"
"Rather disagree","2003","Other degree","Male","219","0.378799610386092","0.339723812087169","0.417875408685014"
"Rather disagree","2003","Other degree","Female","283","0.436018191757503","0.397539295665148","0.474497087849859"
"Rather disagree","2003","no degree/no degree yet","Male","206","0.453009695586388","0.405289357387532","0.500730033785244"
"Rather disagree","2003","no degree/no degree yet","Female","234","0.484332198331163","0.439199186516399","0.529465210145927"
"Disagree fully","2003","lower secondary degree","Male","290","0.0777034147806925","0.069243960440956","0.0861628691204291"
"Disagree fully","2003","lower secondary degree","Female","306","0.0781961061198622","0.069917270848184","0.0864749413915404"
"Disagree fully","2003","secondary school degree","Male","192","0.0759452612659386","0.0660889187583716","0.0858016037735056"
"Disagree fully","2003","secondary school degree","Female","279","0.0828232978209658","0.0739123851801181","0.0917342104618135"
"Disagree fully","2003","college entrance qualification","Male","420","0.134300009280182","0.121902854775612","0.146697163784751"
"Disagree fully","2003","college entrance qualification","Female","347","0.146914730798917","0.133078812477647","0.160750649120187"
"Disagree fully","2003","Other degree","Male","75","0.116742054907421","0.0908751372385592","0.142608972576284"
"Disagree fully","2003","Other degree","Female","71","0.100682497560841","0.0773333373751053","0.124031657746576"
