"plh0193","year","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","2142","0.0954200348351129","0.0915508961468846","0.0992891735233413","4"
"Fully agree","2003","1829","0.0895356835583785","0.0857755733790324","0.0932957937377247","1"
"Rather agree","2003","7372","0.341181348907243","0.334937582983704","0.347425114830782","2"
"Rather disagree","2003","10806","0.473862932699266","0.46728715916027","0.480438706238261","3"
"Disagree fully","2004","","","","","4"
"Fully agree","2004","","","","","1"
"Rather agree","2004","","","","","2"
"Rather disagree","2004","","","","","3"
"Disagree fully","2005","","","","","4"
"Fully agree","2005","","","","","1"
"Rather agree","2005","","","","","2"
"Rather disagree","2005","","","","","3"
"Disagree fully","2006","","","","","4"
"Fully agree","2006","","","","","1"
"Rather agree","2006","","","","","2"
"Rather disagree","2006","","","","","3"
"Disagree fully","2007","","","","","4"
"Fully agree","2007","","","","","1"
"Rather agree","2007","","","","","2"
"Rather disagree","2007","","","","","3"
"Disagree fully","2008","2059","0.0973201533806558","0.0931435737614959","0.101496732999816","4"
"Fully agree","2008","1393","0.080534660431308","0.0767001352288246","0.0843691856337914","1"
"Rather agree","2008","6368","0.346388600805794","0.339683673031559","0.35309352858003","2"
"Rather disagree","2008","9526","0.475756585382242","0.468719199014557","0.482793971749927","3"
"Disagree fully","2009","","","","","4"
"Fully agree","2009","","","","","1"
"Rather agree","2009","","","","","2"
"Rather disagree","2009","","","","","3"
"Disagree fully","2010","","","","","4"
"Fully agree","2010","","","","","1"
"Rather agree","2010","","","","","2"
"Rather disagree","2010","","","","","3"
"Disagree fully","2011","","","","","4"
"Fully agree","2011","","","","","1"
"Rather agree","2011","","","","","2"
"Rather disagree","2011","","","","","3"
"Disagree fully","2012","","","","","4"
"Fully agree","2012","","","","","1"
"Rather agree","2012","","","","","2"
"Rather disagree","2012","","","","","3"
"Disagree fully","2013","2859","0.105226018740111","0.101460175964983","0.108991861515239","4"
"Fully agree","2013","1689","0.069219443536024","0.0661042743076949","0.072334612764353","1"
"Rather agree","2013","7656","0.316204510971421","0.31049773153667","0.321911290406172","2"
"Rather disagree","2013","13300","0.509350026752445","0.503214695755821","0.515485357749068","3"
"Disagree fully","2014","","","","","4"
"Fully agree","2014","","","","","1"
"Rather agree","2014","","","","","2"
"Rather disagree","2014","","","","","3"
"Disagree fully","2015","","","","","4"
"Fully agree","2015","","","","","1"
"Rather agree","2015","","","","","2"
"Rather disagree","2015","","","","","3"
"Disagree fully","2016","","","","","4"
"Fully agree","2016","","","","","1"
"Rather agree","2016","","","","","2"
"Rather disagree","2016","","","","","3"
"Disagree fully","2017","","","","","4"
"Fully agree","2017","","","","","1"
"Rather agree","2017","","","","","2"
"Rather disagree","2017","","","","","3"
"Disagree fully","2018","3847","0.124951637548083","0.12117363626864","0.128729638827527","4"
"Fully agree","2018","2488","0.0651076236583899","0.0622887745574312","0.0679264727593486","1"
"Rather agree","2018","8755","0.293161380441426","0.287960359404106","0.298362401478747","2"
"Rather disagree","2018","14337","0.5167793583521","0.511069827626691","0.52248888907751","3"
