"plh0193","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","Schleswig-Holstein","Male","19","","",""
"Fully agree","2003","Schleswig-Holstein","Female","26","","",""
"Fully agree","2003","Hamburg","Male","10","","",""
"Fully agree","2003","Hamburg","Female","8","","",""
"Fully agree","2003","Lower Saxony","Male","68","0.0812194489138316","0.063586759963753","0.0988521378639103"
"Fully agree","2003","Lower Saxony","Female","66","0.0712132962816774","0.0551279325379195","0.0872986600254353"
"Fully agree","2003","Bremen","Male","7","","",""
"Fully agree","2003","Bremen","Female","2","","",""
"Fully agree","2003","North Rhine-Westphalia","Male","168","0.0775961603200817","0.0665661850598672","0.0886261355802962"
"Fully agree","2003","North Rhine-Westphalia","Female","222","0.102332232246841","0.0901989552174735","0.114465509276208"
"Fully agree","2003","Hesse","Male","84","0.118280919077379","0.0948221691188934","0.141739669035864"
"Fully agree","2003","Hesse","Female","71","0.0948330352965325","0.0741254673819251","0.11554060321114"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Male","62","0.108714584919045","0.0844844535926512","0.132944716245438"
"Fully agree","2003","Rhineland-Palatinate,Saarland","Female","64","0.0933798106053306","0.0719170823002642","0.114842538910397"
"Fully agree","2003","Baden-Württemberg","Male","124","0.0846025275025643","0.0695269210702332","0.0996781339348954"
"Fully agree","2003","Baden-Württemberg","Female","116","0.0862599288577637","0.0714849882516217","0.101034869463906"
"Fully agree","2003","Bavaria","Male","93","0.0849790379770581","0.0707387705785522","0.0992193053755641"
"Fully agree","2003","Bavaria","Female","93","0.0564234826974763","0.0452834107947562","0.0675635546001964"
"Fully agree","2003","Berlin","Male","36","0.0967565651562176","0.0682453522434944","0.125267778068941"
"Fully agree","2003","Berlin","Female","24","","",""
"Fully agree","2003","Brandenburg","Male","38","0.083242795969317","0.0579154031518524","0.108570188786782"
"Fully agree","2003","Brandenburg","Female","48","0.128015630312222","0.0983725022924252","0.157658758332019"
"Fully agree","2003","Mecklenburg-Western Pomerania","Male","19","","",""
"Fully agree","2003","Mecklenburg-Western Pomerania","Female","32","0.171232895121199","0.12742032067855","0.215045469563848"
"Fully agree","2003","Saxony","Male","48","0.0586457886243784","0.0423232950072168","0.07496828224154"
"Fully agree","2003","Saxony","Female","51","0.07371556299812","0.0558194828051794","0.0916116431910605"
"Fully agree","2003","Saxony-Anhalt","Male","64","0.154858585544744","0.120978587871912","0.188738583217575"
"Fully agree","2003","Saxony-Anhalt","Female","57","0.15569891499941","0.123758764488486","0.187639065510334"
"Fully agree","2003","Thuringia","Male","62","0.163693204896993","0.130171715769535","0.197214694024451"
"Fully agree","2003","Thuringia","Female","47","0.13608032359756","0.105690511775186","0.166470135419933"
"Rather agree","2003","Schleswig-Holstein","Male","105","0.368033780786418","0.314944207620669","0.421123353952167"
"Rather agree","2003","Schleswig-Holstein","Female","104","0.341567525337291","0.291453097342713","0.391681953331869"
"Rather agree","2003","Hamburg","Male","31","0.268635789511695","0.193865339443265","0.343406239580125"
"Rather agree","2003","Hamburg","Female","34","0.267339492225627","0.198763665751013","0.335915318700242"
"Rather agree","2003","Lower Saxony","Male","277","0.319141950827744","0.289053289482407","0.349230612173081"
"Rather agree","2003","Lower Saxony","Female","302","0.311960639967874","0.282983942266805","0.340937337668943"
"Rather agree","2003","Bremen","Male","22","","",""
"Rather agree","2003","Bremen","Female","26","","",""
"Rather agree","2003","North Rhine-Westphalia","Male","747","0.330624225667999","0.311228939005721","0.350019512330277"
"Rather agree","2003","North Rhine-Westphalia","Female","731","0.302038990545184","0.283658328071937","0.320419653018432"
"Rather agree","2003","Hesse","Male","238","0.359871847765383","0.325006837132325","0.394736858398441"
"Rather agree","2003","Hesse","Female","248","0.340974171944836","0.307470154930695","0.374478188958977"
