"plh0193","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","Not Employed","Male","354","0.116057252385018","0.104935495022885","0.127179009747151"
"Fully agree","2003","Not Employed","Female","502","0.107881531194843","0.0992470578533979","0.116516004536289"
"Fully agree","2003","Employed","Male","548","0.0767794256579609","0.0707483004263681","0.0828105508895537"
"Fully agree","2003","Employed","Female","425","0.0718516906797029","0.0655824044597031","0.0781209768997028"
"Rather agree","2003","Not Employed","Male","1089","0.351099676724982","0.334525597313825","0.367673756136139"
"Rather agree","2003","Not Employed","Female","1690","0.335506152440947","0.322364597250929","0.348647707630965"
"Rather agree","2003","Employed","Male","2430","0.333778548306761","0.323096323914288","0.344460772699235"
"Rather agree","2003","Employed","Female","2163","0.349813343908309","0.338235488406876","0.361391199409742"
"Rather disagree","2003","Not Employed","Male","1443","0.446900133094727","0.429636498929686","0.464163767259767"
"Rather disagree","2003","Not Employed","Female","2273","0.456524827883634","0.442661321333187","0.470388334434081"
"Rather disagree","2003","Employed","Male","3747","0.488342307520474","0.477018952887561","0.499665662153388"
"Rather disagree","2003","Employed","Female","3343","0.488708829095521","0.476573539292903","0.500844118898139"
"Disagree fully","2003","Not Employed","Male","300","0.0859429377952729","0.0762106048666701","0.0956752707238758"
"Disagree fully","2003","Not Employed","Female","494","0.100087488480575","0.0917345154810918","0.108440461480059"
"Disagree fully","2003","Employed","Male","761","0.101099718514803","0.0942707688587705","0.107928668170836"
"Disagree fully","2003","Employed","Female","587","0.089626136316467","0.0826915886006692","0.0965606840322648"
"Fully agree","2004","Not Employed","Male","","","",""
"Fully agree","2004","Not Employed","Female","","","",""
"Fully agree","2004","Employed","Male","","","",""
"Fully agree","2004","Employed","Female","","","",""
"Rather agree","2004","Not Employed","Male","","","",""
"Rather agree","2004","Not Employed","Female","","","",""
"Rather agree","2004","Employed","Male","","","",""
"Rather agree","2004","Employed","Female","","","",""
"Rather disagree","2004","Not Employed","Male","","","",""
"Rather disagree","2004","Not Employed","Female","","","",""
"Rather disagree","2004","Employed","Male","","","",""
"Rather disagree","2004","Employed","Female","","","",""
"Disagree fully","2004","Not Employed","Male","","","",""
"Disagree fully","2004","Not Employed","Female","","","",""
"Disagree fully","2004","Employed","Male","","","",""
"Disagree fully","2004","Employed","Female","","","",""
"Fully agree","2005","Not Employed","Male","","","",""
"Fully agree","2005","Not Employed","Female","","","",""
"Fully agree","2005","Employed","Male","","","",""
"Fully agree","2005","Employed","Female","","","",""
"Rather agree","2005","Not Employed","Male","","","",""
"Rather agree","2005","Not Employed","Female","","","",""
"Rather agree","2005","Employed","Male","","","",""
"Rather agree","2005","Employed","Female","","","",""
"Rather disagree","2005","Not Employed","Male","","","",""
"Rather disagree","2005","Not Employed","Female","","","",""
"Rather disagree","2005","Employed","Male","","","",""
"Rather disagree","2005","Employed","Female","","","",""
"Disagree fully","2005","Not Employed","Male","","","",""
"Disagree fully","2005","Not Employed","Female","","","",""
"Disagree fully","2005","Employed","Male","","","",""
"Disagree fully","2005","Employed","Female","","","",""
"Fully agree","2006","Not Employed","Male","","","",""
"Fully agree","2006","Not Employed","Female","","","",""
"Fully agree","2006","Employed","Male","","","",""
"Fully agree","2006","Employed","Female","","","",""
"Rather agree","2006","Not Employed","Male","","","",""
"Rather agree","2006","Not Employed","Female","","","",""
"Rather agree","2006","Employed","Male","","","",""
"Rather agree","2006","Employed","Female","","","",""
"Rather disagree","2006","Not Employed","Male","","","",""
"Rather disagree","2006","Not Employed","Female","","","",""
"Rather disagree","2006","Employed","Male","","","",""
"Rather disagree","2006","Employed","Female","","","",""
"Disagree fully","2006","Not Employed","Male","","","",""
"Disagree fully","2006","Not Employed","Female","","","",""
"Disagree fully","2006","Employed","Male","","","",""
"Disagree fully","2006","Employed","Female","","","",""
"Fully agree","2007","Not Employed","Male","","","",""
"Fully agree","2007","Not Employed","Female","","","",""
"Fully agree","2007","Employed","Male","","","",""
"Fully agree","2007","Employed","Female","","","",""
"Rather agree","2007","Not Employed","Male","","","",""
"Rather agree","2007","Not Employed","Female","","","",""
"Rather agree","2007","Employed","Male","","","",""
"Rather agree","2007","Employed","Female","","","",""
"Rather disagree","2007","Not Employed","Male","","","",""
"Rather disagree","2007","Not Employed","Female","","","",""
"Rather disagree","2007","Employed","Male","","","",""
"Rather disagree","2007","Employed","Female","","","",""
"Disagree fully","2007","Not Employed","Male","","","",""
"Disagree fully","2007","Not Employed","Female","","","",""
"Disagree fully","2007","Employed","Male","","","",""
"Disagree fully","2007","Employed","Female","","","",""
"Fully agree","2008","Not Employed","Male","284","0.0989384703104916","0.0883490205457479","0.109527920075235"
"Fully agree","2008","Not Employed","Female","378","0.0867987002096768","0.0784760983240841","0.0951213020952695"
"Fully agree","2008","Employed","Male","410","0.079282847915639","0.0725363991820174","0.0860292966492606"
"Fully agree","2008","Employed","Female","321","0.0663258756285906","0.0598853614963858","0.0727663897607955"
"Rather agree","2008","Not Employed","Male","1014","0.355793061098926","0.338813556660567","0.372772565537285"
"Rather agree","2008","Not Employed","Female","1470","0.345313065494604","0.331257685498479","0.359368445490729"
"Rather agree","2008","Employed","Male","2045","0.343563596995752","0.331705298295153","0.355421895696352"
"Rather agree","2008","Employed","Female","1839","0.345386414911342","0.333080142834557","0.357692686988127"
"Rather disagree","2008","Not Employed","Male","1414","0.440506549301379","0.422899472318055","0.458113626284703"
"Rather disagree","2008","Not Employed","Female","2095","0.473096818541887","0.458337725405445","0.487855911678329"
"Rather disagree","2008","Employed","Male","3047","0.477143849395559","0.464671787364514","0.489615911426605"
"Rather disagree","2008","Employed","Female","2970","0.496194759833944","0.483254624844939","0.509134894822948"
"Disagree fully","2008","Not Employed","Male","342","0.104761919289204","0.0939005502127751","0.115623288365632"
"Disagree fully","2008","Not Employed","Female","453","0.0947914157538316","0.0861322094669886","0.103450622040675"
"Disagree fully","2008","Employed","Male","659","0.100009705693049","0.0925183145323937","0.107501096853705"
"Disagree fully","2008","Employed","Female","605","0.0920929496261237","0.0846092686462928","0.0995766306059546"
"Fully agree","2009","Not Employed","Male","","","",""
"Fully agree","2009","Not Employed","Female","","","",""
"Fully agree","2009","Employed","Male","","","",""
"Fully agree","2009","Employed","Female","","","",""
"Rather agree","2009","Not Employed","Male","","","",""
"Rather agree","2009","Not Employed","Female","","","",""
"Rather agree","2009","Employed","Male","","","",""
"Rather agree","2009","Employed","Female","","","",""
"Rather disagree","2009","Not Employed","Male","","","",""
"Rather disagree","2009","Not Employed","Female","","","",""
"Rather disagree","2009","Employed","Male","","","",""
"Rather disagree","2009","Employed","Female","","","",""
"Disagree fully","2009","Not Employed","Male","","","",""
"Disagree fully","2009","Not Employed","Female","","","",""
"Disagree fully","2009","Employed","Male","","","",""
"Disagree fully","2009","Employed","Female","","","",""
"Fully agree","2010","Not Employed","Male","","","",""
"Fully agree","2010","Not Employed","Female","","","",""
