"plh0193","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Fully agree","2003","lower secondary degree","1-pers.-HH","170","0.130101251100032","0.111678748956707","0.148523753243357"
"Fully agree","2003","lower secondary degree","(Married) couple without C. ","390","0.117883914273656","0.106836383164712","0.1289314453826"
"Fully agree","2003","lower secondary degree","Single parent ","55","0.147346595243757","0.111278977850751","0.183414212636763"
"Fully agree","2003","lower secondary degree","Couple + C. LE 16 ","142","0.121213131485031","0.102234034709723","0.140192228260338"
"Fully agree","2003","lower secondary degree","Couple + C. GT 16 ","117","0.0995154426143423","0.0819287617389427","0.117102123489742"
"Fully agree","2003","lower secondary degree","Couple + C. LE and GT 16","44","0.100745289969177","0.0727798393472221","0.128710740591132"
"Fully agree","2003","secondary school degree","1-pers.-HH","47","0.0608316069394998","0.0438939336264111","0.0777692802525886"
"Fully agree","2003","secondary school degree","(Married) couple without C. ","124","0.0802721020445796","0.0677889461281275","0.0927552579610317"
"Fully agree","2003","secondary school degree","Single parent ","29","","",""
"Fully agree","2003","secondary school degree","Couple + C. LE 16 ","106","0.0807740966431318","0.0673168877525863","0.0942313055336772"
"Fully agree","2003","secondary school degree","Couple + C. GT 16 ","81","0.0701800883334257","0.0557628919755638","0.0845972846912877"
"Fully agree","2003","secondary school degree","Couple + C. LE and GT 16","36","0.0664279901253052","0.0458940006783547","0.0869619795722557"
"Fully agree","2003","college entrance qualification","1-pers.-HH","25","","",""
"Fully agree","2003","college entrance qualification","(Married) couple without C. ","59","0.042074967755483","0.0325400176658538","0.0516099178451122"
"Fully agree","2003","college entrance qualification","Single parent ","4","","",""
"Fully agree","2003","college entrance qualification","Couple + C. LE 16 ","40","0.0383615502624095","0.0279448423369348","0.0487782581878841"
"Fully agree","2003","college entrance qualification","Couple + C. GT 16 ","33","0.0326341952428779","0.0215043643774169","0.0437640261083389"
"Fully agree","2003","college entrance qualification","Couple + C. LE and GT 16","11","","",""
"Fully agree","2003","Other degree","1-pers.-HH","15","","",""
"Fully agree","2003","Other degree","(Married) couple without C. ","52","0.153127227630108","0.116082187171203","0.190172268089014"
"Fully agree","2003","Other degree","Single parent ","7","","",""
"Fully agree","2003","Other degree","Couple + C. LE 16 ","43","0.10016629757527","0.065249785083787","0.135082810066753"
"Fully agree","2003","Other degree","Couple + C. GT 16 ","29","","",""
"Fully agree","2003","Other degree","Couple + C. LE and GT 16","12","","",""
"Fully agree","2003","no degree/no degree yet","1-pers.-HH","6","","",""
"Fully agree","2003","no degree/no degree yet","(Married) couple without C. ","11","","",""
"Fully agree","2003","no degree/no degree yet","Single parent ","5","","",""
"Fully agree","2003","no degree/no degree yet","Couple + C. LE 16 ","10","","",""
"Fully agree","2003","no degree/no degree yet","Couple + C. GT 16 ","14","","",""
"Fully agree","2003","no degree/no degree yet","Couple + C. LE and GT 16","20","","",""
"Rather agree","2003","lower secondary degree","1-pers.-HH","430","0.329097087223331","0.303365570619953","0.354828603826708"
"Rather agree","2003","lower secondary degree","(Married) couple without C. ","1219","0.37677326024216","0.360172110601972","0.393374409882348"
"Rather agree","2003","lower secondary degree","Single parent ","149","0.399070310967636","0.349239531980577","0.448901089954696"
"Rather agree","2003","lower secondary degree","Couple + C. LE 16 ","432","0.382421676381636","0.354161413465205","0.410681939298067"
"Rather agree","2003","lower secondary degree","Couple + C. GT 16 ","412","0.366619868556596","0.338309812751479","0.394929924361712"
"Rather agree","2003","lower secondary degree","Couple + C. LE and GT 16","194","0.438511531702404","0.392408549865061","0.484614513539747"
"Rather agree","2003","secondary school degree","1-pers.-HH","275","0.352275139893752","0.318425531055079","0.386124748732424"
"Rather agree","2003","secondary school degree","(Married) couple without C. ","678","0.355812221458273","0.33381696306969","0.377807479846856"
"Rather agree","2003","secondary school degree","Single parent ","152","0.427346228789229","0.377210389406818","0.477482068171639"
"Rather agree","2003","secondary school degree","Couple + C. LE 16 ","570","0.363716946479892","0.339958679494367","0.387475213465417"
"Rather agree","2003","secondary school degree","Couple + C. GT 16 ","435","0.368309718051644","0.341086897272394","0.395532538830895"
"Rather agree","2003","secondary school degree","Couple + C. LE and GT 16","184","0.356895804296369","0.317392333032272","0.396399275560467"
"Rather agree","2003","college entrance qualification","1-pers.-HH","180","0.230461574508771","0.200677651639232","0.26024549737831"
"Rather agree","2003","college entrance qualification","(Married) couple without C. ","412","0.276985960190047","0.255731845953985","0.298240074426109"
"Rather agree","2003","college entrance qualification","Single parent ","51","0.249654709276466","0.186426293511269","0.312883125041662"
"Rather agree","2003","college entrance qualification","Couple + C. LE 16 ","302","0.246097688689396","0.222736883520107","0.269458493858686"
"Rather agree","2003","college entrance qualification","Couple + C. GT 16 ","294","0.309061068705439","0.280114390839882","0.338007746570997"
"Rather agree","2003","college entrance qualification","Couple + C. LE and GT 16","79","0.242904262091117","0.198789113462858","0.287019410719376"
"Rather agree","2003","Other degree","1-pers.-HH","31","0.328664341782339","0.236135602359185","0.421193081205493"
"Rather agree","2003","Other degree","(Married) couple without C. ","121","0.386187143709099","0.336101682802408","0.436272604615789"
"Rather agree","2003","Other degree","Single parent ","24","","",""
"Rather agree","2003","Other degree","Couple + C. LE 16 ","99","0.339297458200097","0.284231625255835","0.394363291144359"
"Rather agree","2003","Other degree","Couple + C. GT 16 ","76","0.293032042210792","0.233691529739567","0.352372554682016"
"Rather agree","2003","Other degree","Couple + C. LE and GT 16","49","0.389757120426886","0.307182976257986","0.472331264595787"
"Rather agree","2003","no degree/no degree yet","1-pers.-HH","12","","",""
"Rather agree","2003","no degree/no degree yet","(Married) couple without C. ","38","0.441323036607769","0.337578452077266","0.545067621138272"
"Rather agree","2003","no degree/no degree yet","Single parent ","19","","",""
"Rather agree","2003","no degree/no degree yet","Couple + C. LE 16 ","14","","",""
"Rather agree","2003","no degree/no degree yet","Couple + C. GT 16 ","83","0.268975388699956","0.221841757029458","0.316109020370454"
"Rather agree","2003","no degree/no degree yet","Couple + C. LE and GT 16","68","0.243759308354412","0.191770714532412","0.295747902176412"
"Rather disagree","2003","lower secondary degree","1-pers.-HH","573","0.458115033964734","0.430830637637723","0.485399430291744"
"Rather disagree","2003","lower secondary degree","(Married) couple without C. ","1416","0.425403220657633","0.408465417990159","0.442341023325106"
"Rather disagree","2003","lower secondary degree","Single parent ","137","0.349500208169165","0.300981588539872","0.398018827798459"
