"plh0193","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Disagree fully","2003","Schleswig-Holstein","Employed","56","0.140381755602819","0.107079925795641","0.173683585409996","4"
"Disagree fully","2003","Hamburg","Not Employed","23","","","","4"
"Disagree fully","2003","Hamburg","Employed","35","0.17955156710273","0.124540821332734","0.234562312872726","4"
"Disagree fully","2003","Schleswig-Holstein","Not Employed","27","","","","4"
"Disagree fully","2003","Lower Saxony","Not Employed","93","0.137485640373517","0.112138042366311","0.162833238380724","4"
"Disagree fully","2003","Lower Saxony","Employed","136","0.117867058882038","0.0995849040867953","0.13614921367728","4"
"Disagree fully","2003","Bremen","Not Employed","16","","","","4"
"Disagree fully","2003","Bremen","Employed","29","","","","4"
"Disagree fully","2003","North Rhine-Westphalia","Not Employed","201","0.112445462574823","0.0976653404485922","0.127225584701053","4"
"Disagree fully","2003","North Rhine-Westphalia","Employed","296","0.0998524153686393","0.0889446563530837","0.110760174384195","4"
"Disagree fully","2003","Hesse","Not Employed","49","0.0996425348338806","0.0729582677624568","0.126326801905304","4"
"Disagree fully","2003","Hesse","Employed","108","0.0950069596307304","0.0769500386243313","0.11306388063713","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Not Employed","63","0.0898653167204355","0.0657663542440493","0.113964279196822","4"
"Disagree fully","2003","Rhineland-Palatinate,Saarland","Employed","78","0.0834142243840341","0.0642416109505696","0.102586837817499","4"
"Disagree fully","2003","Baden-Württemberg","Not Employed","108","0.0985649459845662","0.0791340717371157","0.117995820232017","4"
"Disagree fully","2003","Baden-Württemberg","Employed","194","0.0897875957759891","0.0765515385987892","0.103023652953189","4"
"Disagree fully","2003","Bavaria","Not Employed","83","0.0812062362091007","0.0645651516828403","0.097847320735361","4"
"Disagree fully","2003","Bavaria","Employed","202","0.0883200250693244","0.0761429849018756","0.100497065236773","4"
"Disagree fully","2003","Berlin","Employed","68","0.132997378349898","0.104005621818158","0.161989134881639","4"
"Disagree fully","2003","Berlin","Not Employed","31","0.0909500942641428","0.0586274606773771","0.123272727850909","4"
"Disagree fully","2003","Brandenburg","Not Employed","16","","","","4"
"Disagree fully","2003","Brandenburg","Employed","22","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","Not Employed","10","","","","4"
"Disagree fully","2003","Mecklenburg-Western Pomerania","Employed","19","","","","4"
"Disagree fully","2003","Saxony-Anhalt","Not Employed","20","","","","4"
"Disagree fully","2003","Saxony-Anhalt","Employed","28","","","","4"
"Disagree fully","2003","Saxony","Not Employed","28","","","","4"
"Disagree fully","2003","Saxony","Employed","53","0.0639965811104378","0.0487662495078993","0.0792269127129763","4"
"Disagree fully","2003","Thuringia","Not Employed","26","","","","4"
"Disagree fully","2003","Thuringia","Employed","24","","","","4"
"Fully agree","2003","Schleswig-Holstein","Not Employed","19","","","","1"
"Fully agree","2003","Schleswig-Holstein","Employed","26","","","","1"
"Fully agree","2003","Hamburg","Not Employed","8","","","","1"
"Fully agree","2003","Hamburg","Employed","10","","","","1"
"Fully agree","2003","Lower Saxony","Not Employed","64","0.09439617597721","0.0728747374004808","0.115917614553939","1"
"Fully agree","2003","Lower Saxony","Employed","70","0.0629501664878225","0.0491798499393123","0.0767204830363327","1"
"Fully agree","2003","Bremen","Not Employed","6","","","","1"
"Fully agree","2003","Bremen","Employed","3","","","","1"
"Fully agree","2003","North Rhine-Westphalia","Not Employed","190","0.109174969535224","0.0945845669267639","0.123765372143684","1"
"Fully agree","2003","North Rhine-Westphalia","Employed","200","0.076720752119942","0.0670374752430082","0.0864040289968759","1"
"Fully agree","2003","Hesse","Not Employed","66","0.140299493386065","0.109359012956661","0.171239973815468","1"
"Fully agree","2003","Hesse","Employed","89","0.0861539002324069","0.0688749493084086","0.103432851156405","1"
